gene_id	gene_name
ENSG00000178467	P4HTM
ENSG00000178882	RFLNA
ENSG00000179029	TMEM107
ENSG00000179085	DPM3
ENSG00000179152	TCAIM
ENSG00000179218	CALR
ENSG00000179299	NSUN7
ENSG00000179403	VWA1
ENSG00000179818	PCBP1-AS1
ENSG00000179950	PUF60
ENSG00000180008	SOCS4
ENSG00000180228	PRKRA
ENSG00000180398	MCFD2
ENSG00000181035	SLC25A42
ENSG00000181163	NPM1
ENSG00000181404	WASHC1
ENSG00000181666	ZNF875
ENSG00000181722	ZBTB20
ENSG00000182010	RTKN2
ENSG00000182150	ERCC6L2
ENSG00000182196	ARL6IP4
ENSG00000182287	AP1S2
ENSG00000182359	KBTBD3
ENSG00000182551	ADI1
ENSG00000182600	SNORC
ENSG00000182667	NTM
ENSG00000182902	SLC25A18
ENSG00000182944	EWSR1
ENSG00000182985	CADM1
ENSG00000183044	ABAT
ENSG00000183258	DDX41
ENSG00000183283	DAZAP2
ENSG00000183648	NDUFB1
ENSG00000183831	ANKRD45
ENSG00000183850	ZNF730
ENSG00000184083	FAM120C
ENSG00000184144	CNTN2
ENSG00000184304	PRKD1
ENSG00000184588	PDE4B
ENSG00000184619	KRBA2
ENSG00000184752	NDUFA12
ENSG00000184792	OSBP2
ENSG00000184939	ZFP90
ENSG00000184990	SIVA1
ENSG00000185046	ANKS1B
ENSG00000185252	ZNF74
ENSG00000185361	TNFAIP8L1
ENSG00000185651	UBE2L3
ENSG00000185963	BICD2
ENSG00000186007	LEMD1
ENSG00000186352	ANKRD37
ENSG00000186432	KPNA4
ENSG00000186468	RPS23
ENSG00000186522	SEPTIN10
ENSG00000186566	GPATCH8
ENSG00000186960	LINC01551
ENSG00000187017	ESPN
ENSG00000187091	PLCD1
ENSG00000187147	RNF220
ENSG00000187609	EXD3
ENSG00000187772	LIN28B
ENSG00000188051	TMEM221
ENSG00000188243	COMMD6
ENSG00000188290	HES4
ENSG00000188343	CIBAR1
ENSG00000188467	SLC24A5
ENSG00000188529	SRSF10
ENSG00000188738	FSIP2
ENSG00000188811	NHLRC3
ENSG00000188846	RPL14
ENSG00000188938	FAM120AOS
ENSG00000189171	S100A13
ENSG00000189195	BTBD8
ENSG00000189337	KAZN
ENSG00000189403	HMGB1
ENSG00000196187	TMEM63A
ENSG00000196236	XPNPEP3
ENSG00000196262	PPIA
ENSG00000196417	ZNF765
ENSG00000196419	XRCC6
ENSG00000196498	NCOR2
ENSG00000196562	SULF2
ENSG00000196591	HDAC2
ENSG00000196642	RABL6
ENSG00000196693	ZNF33B
ENSG00000196792	STRN3
ENSG00000196914	ARHGEF12
ENSG00000196924	FLNA
ENSG00000196935	SRGAP1
ENSG00000196951	SCOC-AS1
ENSG00000196961	AP2A1
ENSG00000196967	ZNF585A
ENSG00000197013	ZNF429
ENSG00000197043	ANXA6
ENSG00000197093	GAL3ST4
ENSG00000197111	PCBP2
ENSG00000197121	PGAP1
ENSG00000197183	NOL4L
ENSG00000197321	SVIL
ENSG00000197410	DCHS2
ENSG00000197566	ZNF624
ENSG00000197653	DNAH10
ENSG00000197753	LHFPL5
ENSG00000197766	CFD
ENSG00000197822	OCLN
ENSG00000197912	SPG7
ENSG00000197951	ZNF71
ENSG00000197989	SNHG12
ENSG00000198130	HIBCH
ENSG00000198171	DDRGK1
ENSG00000198216	CACNA1E
ENSG00000198218	QRICH1
ENSG00000198231	DDX42
ENSG00000198276	UCKL1
ENSG00000198363	ASPH
ENSG00000198467	TPM2
ENSG00000198521	ZNF43
ENSG00000198589	LRBA
ENSG00000198673	TAFA2
ENSG00000198825	INPP5F
ENSG00000198900	TOP1
ENSG00000198901	PRC1
ENSG00000198910	L1CAM
ENSG00000203667	COX20
ENSG00000203865	ATP1A1-AS1
ENSG00000203950	RTL8A
ENSG00000203993	ARRDC1-AS1
ENSG00000204054	LINC00963
ENSG00000204104	TRAF3IP1
ENSG00000204130	RUFY2
ENSG00000204256	BRD2
ENSG00000204348	DXO
ENSG00000204428	LY6G5C
ENSG00000204681	GABBR1
ENSG00000204991	SPIRE2
ENSG00000205090	TMEM240
ENSG00000205213	LGR4
ENSG00000205277	MUC12
ENSG00000205531	NAP1L4
ENSG00000205559	CHKB-DT
ENSG00000205581	HMGN1
ENSG00000205629	LCMT1
ENSG00000205670	SMIM11
ENSG00000205683	DPF3
ENSG00000205758	CRYZL1
ENSG00000206562	METTL6
ENSG00000213139	CRYGS
ENSG00000213186	TRIM59
ENSG00000213347	MXD3
ENSG00000213593	TMX2
ENSG00000213722	DDAH2
ENSG00000213741	RPS29
ENSG00000213904	LIPE-AS1
ENSG00000214046	SMIM7
ENSG00000214078	CPNE1
ENSG00000214140	PRCD
ENSG00000214338	SOGA3
ENSG00000215252	GOLGA8B
ENSG00000217128	FNIP1
ENSG00000219438	TAFA5
ENSG00000219545	UMAD1
ENSG00000219626	FAM228B
ENSG00000221817	PPP3CB-AS1
ENSG00000221983	UBA52
ENSG00000223745	CCDC18-AS1
ENSG00000224020	MIR181A2HG
ENSG00000225783	MIAT
ENSG00000226702	MIR217HG
ENSG00000226742	HSBP1L1
ENSG00000227110	LMCD1-AS1
ENSG00000227398	KIF9-AS1
ENSG00000228061	NA
ENSG00000228862	NA
ENSG00000229425	NA
ENSG00000229739	PDC-AS1
ENSG00000229852	KHDC1-AS1
ENSG00000231312	MAP4K3-DT
ENSG00000231527	FAM27C
ENSG00000232442	MHENCR
ENSG00000234912	SNHG20
ENSG00000235437	LINC01278
ENSG00000235823	OLMALINC
ENSG00000236432	MFF-DT
ENSG00000236502	SIX3-AS1
ENSG00000237298	TTN-AS1
ENSG00000242086	MUC20-OT1
ENSG00000242242	NECTIN3-AS1
ENSG00000242797	GLYCTK-AS1
ENSG00000243678	NME2
ENSG00000243701	DUBR
ENSG00000243970	PPIEL
ENSG00000244038	DDOST
ENSG00000244879	GABPB1-AS1
ENSG00000245213	GALNT7-DT
ENSG00000245556	SCAMP1-AS1
ENSG00000245614	DDX11-AS1
ENSG00000245910	SNHG6
ENSG00000246662	CIBAR1-DT
ENSG00000248540	NA
ENSG00000249087	ZNF436-AS1
ENSG00000249348	UGDH-AS1
ENSG00000249437	NAIP
ENSG00000250608	NUDT16-DT
ENSG00000250682	LINC00491
ENSG00000250722	SELENOP
ENSG00000251136	RIPK2-DT
ENSG00000251372	LINC00499
ENSG00000254122	PCDHGB7
ENSG00000254901	BORCS8
ENSG00000256525	POLG2
ENSG00000257365	FNTB
ENSG00000257621	PSMA3-AS1
ENSG00000257815	PRANCR
ENSG00000257923	CUX1
ENSG00000258441	LINC00641
ENSG00000258947	TUBB3
ENSG00000260442	ATP2A1-AS1
ENSG00000261008	LINC01572
ENSG00000264343	NOTCH2NLA
ENSG00000265485	LINC01915
ENSG00000266028	SRGAP2
ENSG00000266472	MRPS21
ENSG00000266964	FXYD1
ENSG00000267106	ZNF561-AS1
ENSG00000267254	ZNF790-AS1
ENSG00000267327	LINC03092
ENSG00000267383	NA
ENSG00000267751	BSG-AS1
ENSG00000269416	LINC01224
ENSG00000269713	NBPF9
ENSG00000270112	ST8SIA5-DT
ENSG00000270332	SMC2-DT
ENSG00000272677	HNRNPD-DT
ENSG00000273247	RAB33B-AS1
ENSG00000273611	ZNHIT3
ENSG00000273749	CYFIP1
ENSG00000275832	ARHGAP23
ENSG00000276023	DUSP14
ENSG00000278023	RDM1
ENSG00000278259	MYO19
ENSG00000279170	TSTD3
ENSG00000280832	GSEC
ENSG00000283103	NA
ENSG00000283154	IQCJ-SCHIP1
ENSG00000283674	NA
ENSG00000284624	NA
ENSG00000285103	EMICERI
ENSG00000285847	NA
ENSG00000286833	NA
ENSG00000288602	C8orf44-SGK3
ENSG00000290689	NA
ENSG00000290720	NA
ENSG00000290877	NA
ENSG00000291003	NA
ENSG00000291015	NA
ENSG00000291043	GLUD1P3
ENSG00000291066	NA
ENSG00000291074	CCDC144NL
ENSG00000291122	CASTOR3P
ENSG00000291129	NA
ENSG00000291131	NA
ENSG00000291133	NA
ENSG00000291203	NA
ENSG00000291237	SOD2
ENSG00000291258	NA
ENSG00000292982	NA
ENSG00000293115	CENPBD2P
ENSG00000293320	NA
ENSG00000293460	NA
ENSG00000293478	TP73-AS1
ENSG00000293495	NA
