gene_id	start	end	n_variants
ENSG00000027847.14	177600132	177610330	20
ENSG00000170074.21	177707981	177784435	0
ENSG00000175325.2	177992235	177996242	9
ENSG00000145911.6	178113532	178126081	14
ENSG00000145916.19	178130996	178150568	31
ENSG00000145912.10	178149463	178153894	1
ENSG00000244234.3	178184505	178187371	3
ENSG00000197451.12	178204533	178211163	9
ENSG00000175309.15	178208471	178232802	42
ENSG00000050767.18	178237476	178590393	629
ENSG00000113240.14	178602664	178630615	28
ENSG00000285891.2	178694572	178697761	28
ENSG00000285978.1	178694605	178729335	136
ENSG00000169131.13	178711512	178730659	68
ENSG00000178338.11	178859953	178888122	38
ENSG00000198939.8	178895898	178933212	74
ENSG00000178187.8	178941191	178966433	47
ENSG00000113262.16	178977587	178996206	36
ENSG00000234284.7	179023804	179035064	17
ENSG00000177932.7	179060373	179083977	20
ENSG00000087116.17	179110853	179345461	427
ENSG00000176783.15	179550554	179610012	133
ENSG00000169045.19	179614178	179634784	49
ENSG00000204659.5	179678560	179681034	1
ENSG00000127022.16	179678628	179731641	70
ENSG00000161021.13	179732822	179777283	40
ENSG00000213316.10	179793980	179796647	0
ENSG00000161013.17	179797597	179806952	3
ENSG00000161011.20	179806398	179838078	74
ENSG00000161010.16	179835133	179862173	67
ENSG00000197226.13	179862066	179907897	73
ENSG00000113269.14	179911651	180072113	215
ENSG00000146090.16	180100795	180209211	290
ENSG00000050748.18	180233143	180292099	102
ENSG00000131459.13	180300698	180353336	95
ENSG00000113300.13	180494379	180578358	100
ENSG00000161055.4	180590105	180591499	3
ENSG00000037280.16	180601506	180649624	118
ENSG00000174339.3	180739123	180740058	1
ENSG00000131446.17	180784780	180815652	127
ENSG00000196670.14	180847611	180861285	34
ENSG00000113303.12	180899077	180950906	102
ENSG00000168903.9	180988846	181006727	2
ENSG00000165810.17	181040225	181061521	42
ENSG00000185372.4	181123122	181131169	16
ENSG00000182613.3	181147586	181159285	2
ENSG00000146054.18	181193924	181205293	18
ENSG00000146063.20	181222499	181235808	2
ENSG00000204628.12	181236897	181248096	0
ENSG00000183718.6	181254077	181261150	4
ENSG00000230178.1	181367268	181368262	0
ENSG00000112679.15	291630	351355	160
ENSG00000137265.16	391739	411443	27
ENSG00000112685.14	485154	693139	301
ENSG00000188996.5	655939	657100	1
ENSG00000164379.7	1312098	1314758	5
ENSG00000137273.6	1389576	1395603	9
ENSG00000054598.9	1609915	1613897	3
ENSG00000112699.11	1623806	2245605	710
ENSG00000145949.12	2663629	2770330	344
ENSG00000124535.16	2765393	2786952	37
ENSG00000021355.13	2832332	2841959	17
ENSG00000170542.6	2887270	2903309	21
ENSG00000124570.21	2948159	2972165	43
ENSG00000124588.22	2987987	3019755	67
ENSG00000137275.16	3063824	3115187	57
ENSG00000137274.13	3118374	3153578	67
ENSG00000137267.7	3153497	3157544	5
ENSG00000137285.11	3223324	3231730	5
ENSG00000180822.12	3231403	3303373	176
ENSG00000137266.15	3268962	3457050	382
ENSG00000168994.14	3722614	3751713	37
ENSG00000145945.7	3849373	3851320	1
ENSG00000112739.17	4021267	4064983	92
ENSG00000145975.15	4049434	4087344	95
ENSG00000198721.13	4115693	4135597	31
ENSG00000153046.18	4706159	4955551	341
ENSG00000124787.14	4994717	5004063	24
ENSG00000219607.4	5085341	5089487	12
ENSG00000214113.11	5103629	5260950	350
ENSG00000145982.13	5261044	5829192	883
ENSG00000124785.9	5997999	6007605	17
ENSG00000124491.16	6144084	6321013	214
ENSG00000112799.9	6588108	6654983	147
ENSG00000124782.21	7107597	7251980	162
ENSG00000124783.14	7268306	7347446	105
ENSG00000164304.16	7326656	7389742	19
ENSG00000124784.9	7389793	7418037	39
ENSG00000096696.16	7541338	7586714	101
ENSG00000168566.13	7590198	7611967	21
ENSG00000153162.9	7726099	7881728	283
ENSG00000239264.9	7881517	7910788	51
ENSG00000259040.5	7881522	8064364	320
ENSG00000188428.20	8013567	8064396	98
ENSG00000265818.1	8015726	8102530	143
ENSG00000124802.12	8073360	8102559	35
ENSG00000124786.13	8411435	8435561	62
ENSG00000137203.15	10393186	10419659	35
ENSG00000111846.20	10492223	10629368	146
ENSG00000137434.12	10671418	10694797	1
ENSG00000111845.5	10694972	10709782	0
ENSG00000111843.14	10722915	10731129	10
ENSG00000137210.14	10747759	10852753	103
ENSG00000272162.1	10747794	10930423	237
ENSG00000111837.12	10762723	10838553	77
ENSG00000124827.7	10873223	10882041	12
ENSG00000153157.14	10886831	10979320	123
ENSG00000197977.4	10980759	11044305	36
ENSG00000224531.6	11093834	11138733	44
ENSG00000244476.3	11102489	11111725	7
ENSG00000111859.17	11183298	11382348	324
ENSG00000205269.6	11537749	11583524	51
ENSG00000111863.13	11712054	11807046	186
ENSG00000095951.17	12008762	12164999	187
ENSG00000078401.7	12290361	12297194	14
ENSG00000112137.19	12716312	13290446	792
ENSG00000145979.18	13266542	13328583	221
ENSG00000145990.11	13357830	13487662	290
ENSG00000124523.17	13574227	13615158	32
ENSG00000225921.7	13615335	13632739	18
ENSG00000010017.13	13621498	13711835	52
ENSG00000050393.12	13786557	13814568	35
ENSG00000180537.13	13924446	13980310	77
ENSG00000112149.10	14117256	14136918	28
ENSG00000008083.14	15246069	15522042	328
ENSG00000047579.20	15522807	15663058	101
ENSG00000007944.15	16129086	16148248	6
ENSG00000137198.10	16238587	16295549	70
ENSG00000124788.19	16299112	16761491	590
ENSG00000288708.1	16328342	16328431	0
ENSG00000230873.9	17102050	17131378	29
ENSG00000112183.15	17281361	17293871	5
ENSG00000112186.13	17393595	17557780	170
ENSG00000137414.7	17600302	17611719	14
ENSG00000124789.12	17615035	17706925	135
ENSG00000137177.20	17759183	17987635	156
ENSG00000187566.6	18120440	18122677	0
ENSG00000137364.5	18128311	18155077	24
ENSG00000165097.16	18155329	18223854	146
ENSG00000124795.17	18223860	18264548	29
ENSG00000137393.10	18387350	18468870	132
ENSG00000172201.12	19837370	19842197	5
ENSG00000172197.11	20099684	20212469	228
ENSG00000112242.16	20401879	20493714	107
ENSG00000145996.11	20534457	21232404	1128
ENSG00000124766.7	21593751	21598619	3
ENSG00000172179.13	22287244	22302826	22
ENSG00000112273.7	22569566	22571666	8
ENSG00000152954.12	24126186	24154900	29
ENSG00000146038.12	24171755	24358059	278
ENSG00000124532.15	24402908	24426194	32
ENSG00000112293.15	24424565	24495205	227
ENSG00000112294.14	24494867	24537207	111
ENSG00000137261.15	24544104	24646191	76
ENSG00000111802.14	24649979	24666930	16
ENSG00000112304.11	24667035	24705065	51
ENSG00000112308.14	24704861	24720825	19
ENSG00000112312.10	24774931	24786099	8
ENSG00000260286.4	24797335	24798917	0
ENSG00000282804.1	24797373	24809798	39
ENSG00000111913.20	24804282	25042170	471
ENSG00000079691.19	25279078	25620530	595
ENSG00000079689.15	25652201	25701783	98
ENSG00000290217.1	25652210	25738044	215
ENSG00000164508.6	25723397	25726562	14
ENSG00000146047.7	25726777	25727345	4
ENSG00000146039.11	25754699	25781199	62
ENSG00000124568.12	25782915	25832052	69
ENSG00000124564.17	25833066	25882286	45
ENSG00000112337.11	25912754	25930691	32
ENSG00000112343.11	25962802	25991231	20
ENSG00000124610.5	26017032	26017787	0
ENSG00000275714.2	26020451	26020958	0
ENSG00000278637.2	26021649	26022050	0
ENSG00000278705.3	26026896	26027283	2
ENSG00000286522.2	26031589	26032099	1
ENSG00000278463.2	26033092	26033618	2
ENSG00000276410.4	26043227	26043713	0
ENSG00000287080.2	26045384	26045869	1
ENSG00000187837.4	26055740	26056470	2
ENSG00000180596.9	26086317	26123926	72
ENSG00000010704.19	26087281	26098343	7
ENSG00000197061.5	26103933	26104337	2
ENSG00000187475.6	26107412	26108135	2
ENSG00000180573.10	26124145	26139116	31
ENSG00000168298.7	26156329	26157115	0
ENSG00000158373.9	26158122	26171349	9
ENSG00000274290.3	26172059	26184655	6
ENSG00000277157.2	26188710	26189112	0
ENSG00000282988.2	26195595	26199293	3
ENSG00000197409.8	26196784	26197286	0
ENSG00000196866.3	26198784	26199293	0
ENSG00000277224.3	26199516	26199988	1
ENSG00000276966.3	26204610	26205021	0
ENSG00000273802.3	26216200	26216688	0
ENSG00000277075.3	26216921	26217437	0
ENSG00000274750.3	26224199	26227473	1
ENSG00000124575.7	26234212	26234987	0
ENSG00000274618.2	26240393	26240793	2
ENSG00000275663.2	26246611	26246996	1
ENSG00000277775.2	26250142	26250635	0
ENSG00000275713.3	26251614	26252075	0
ENSG00000273983.2	26270918	26271413	0
ENSG00000278588.2	26272931	26273412	0
ENSG00000158406.6	26277609	26285638	11
ENSG00000186470.14	26365159	26378320	16
ENSG00000124508.17	26383096	26394874	10
ENSG00000026950.17	26402237	26415208	29
ENSG00000111801.16	26440472	26453415	8
ENSG00000112763.17	26457904	26476621	23
ENSG00000124557.14	26500303	26510425	16
ENSG00000182952.5	26538366	26546933	15
ENSG00000146109.5	26596953	26600739	3
ENSG00000181315.11	26634383	26659752	40
ENSG00000124635.9	27125897	27132795	1
ENSG00000196787.4	27133043	27133535	0
ENSG00000276180.2	27139282	27139678	0
ENSG00000197903.8	27146361	27146855	0
ENSG00000274997.2	27147106	27147562	0
ENSG00000112812.16	27247701	27256624	4
ENSG00000158553.5	27285903	27312273	27
ENSG00000124613.9	27374615	27403908	120
ENSG00000096654.16	27450743	27473118	64
ENSG00000185130.6	27807479	27807929	0
ENSG00000196747.5	27808173	27808667	0
ENSG00000278828.2	27810051	27811300	0
ENSG00000276368.2	27814302	27814777	0
ENSG00000273703.2	27815022	27815489	0
ENSG00000197238.5	27824092	27824480	0
ENSG00000273542.2	27831174	27831560	0
ENSG00000275221.2	27837880	27838375	0
ENSG00000233822.6	27838545	27855709	4
ENSG00000276903.2	27865317	27865798	0
ENSG00000184357.5	27866792	27867588	0
ENSG00000275379.2	27871845	27872346	0
ENSG00000275126.2	27873148	27873534	0
ENSG00000197153.5	27890315	27893106	0
ENSG00000278677.2	27892699	27893185	0
ENSG00000274641.2	27893425	27893891	0
ENSG00000168131.4	27911185	27912396	0
ENSG00000124657.1	27957241	27958182	0
ENSG00000182477.5	28053228	28054165	0
ENSG00000197279.5	28080568	28089563	0
ENSG00000196812.6	28107689	28130082	1
ENSG00000198315.11	28141883	28159460	2
ENSG00000226314.9	28161769	28169594	0
ENSG00000137185.13	28224886	28233487	0
ENSG00000187626.9	28241697	28252269	5
ENSG00000189134.4	28259297	28260958	3
ENSG00000197062.12	28267058	28278224	12
ENSG00000276302.1	28267121	28281580	16
ENSG00000137338.6	28281572	28302549	14
ENSG00000235109.8	28324693	28356271	1
ENSG00000189298.14	28349947	28369172	2
ENSG00000158691.15	28378955	28399747	5
ENSG00000187987.10	28431930	28443502	1
ENSG00000198704.10	28503296	28528215	2
ENSG00000224586.7	28525881	28534955	0
ENSG00000232040.4	28570535	28616212	14
ENSG00000204713.11	28903002	28923988	3
ENSG00000197935.7	28994785	29005316	0
ENSG00000204704.3	29044213	29045175	0
ENSG00000204703.5	29086208	29087313	0
ENSG00000204702.6	29099490	29102701	1
ENSG00000204701.3	29108058	29114770	4
ENSG00000204700.5	29170907	29175811	4
ENSG00000204695.4	29301701	29313017	6
ENSG00000243729.5	29353749	29431967	199
ENSG00000112462.8	29373423	29375291	3
ENSG00000280236.3	29395631	29398008	6
ENSG00000251608.2	29414928	29418905	6
ENSG00000204694.13	29425504	29457071	27
ENSG00000206474.8	29439306	29440977	1
ENSG00000204688.10	29457155	29464328	5
ENSG00000204687.4	29486697	29487956	0
ENSG00000237988.6	29550407	29557773	18
ENSG00000213886.4	29555515	29559732	9
ENSG00000204681.11	29555629	29633976	53
ENSG00000204657.4	29585121	29590500	0
ENSG00000204655.12	29657002	29672372	24
ENSG00000204644.10	29672483	29681155	9
ENSG00000204642.14	29722775	29738528	65
ENSG00000204632.13	29826967	29831125	3
ENSG00000206503.14	29941260	29949572	31
ENSG00000066379.15	30058899	30064909	5
ENSG00000204619.8	30066709	30070333	1
ENSG00000204618.10	30070266	30075849	4
ENSG00000204616.11	30102897	30113090	22
ENSG00000204614.9	30136124	30148735	4
ENSG00000204613.11	30151943	30161211	5
ENSG00000204610.14	30163206	30172693	3
ENSG00000234127.9	30184455	30213427	13
ENSG00000204599.16	30326479	30343729	11
ENSG00000248167.7	30328907	30346854	11
ENSG00000241370.6	30345131	30346884	1
ENSG00000204592.9	30489509	30494194	3
ENSG00000204590.13	30541381	30556489	10
ENSG00000204576.12	30557280	30563723	6
ENSG00000204574.14	30571393	30597179	30
ENSG00000204569.10	30600413	30618612	9
ENSG00000204568.12	30617840	30626395	2
ENSG00000137343.18	30626842	30646823	10
ENSG00000204564.12	30647039	30653210	6
ENSG00000204560.10	30653119	30673006	16
ENSG00000146112.12	30676389	30687895	2
ENSG00000137404.15	30688047	30691420	4
ENSG00000137337.16	30699807	30717447	6
ENSG00000196230.14	30717435	30725538	4
ENSG00000137312.15	30727709	30742732	5
ENSG00000137331.12	30743199	30744548	2
ENSG00000204580.14	30876421	30900156	27
ENSG00000213780.11	30908207	30914106	2
ENSG00000137411.19	30914205	30926459	52
ENSG00000196260.5	30931353	30955636	37
ENSG00000168631.14	30934523	30954221	19
ENSG00000204544.5	30983718	30989903	15
ENSG00000261272.1	31010474	31035402	150
ENSG00000228789.9	31053450	31059890	42
ENSG00000204542.3	31111223	31112575	3
ENSG00000204540.11	31114750	31140092	136
ENSG00000204539.4	31115087	31120446	48
ENSG00000204538.4	31137534	31139066	9
ENSG00000204536.15	31142439	31158238	87
ENSG00000137310.13	31158331	31167159	49
ENSG00000204531.21	31164337	31180731	108
ENSG00000204525.18	31268749	31272130	3
ENSG00000234745.14	31353872	31367067	58
ENSG00000204520.14	31399784	31415315	19
ENSG00000204516.10	31494881	31511124	33
ENSG00000204511.3	31528962	31530232	9
ENSG00000198563.14	31530219	31542448	36
ENSG00000254870.5	31530219	31546608	45
ENSG00000213760.11	31544444	31548427	8
ENSG00000204498.11	31546870	31558829	17
ENSG00000226979.9	31572054	31574324	6
ENSG00000232810.5	31575565	31578336	2
ENSG00000227507.3	31580525	31582522	0
ENSG00000204482.11	31586124	31588909	3
ENSG00000204475.10	31588895	31593006	4
ENSG00000204472.13	31615217	31617021	2
ENSG00000204469.13	31620715	31637771	23
ENSG00000291302.1	31622774	31622860	0
ENSG00000289282.1	31623874	31625499	3
ENSG00000204463.14	31639028	31652705	15
ENSG00000204444.11	31652416	31658210	1
ENSG00000204439.4	31658298	31660778	1
ENSG00000204438.11	31661228	31666283	1
ENSG00000204435.15	31665227	31670343	4
ENSG00000263020.6	31666102	31673546	6
ENSG00000240053.9	31669976	31673776	3
ENSG00000204428.12	31676684	31684040	2
ENSG00000204427.12	31686955	31703356	3
ENSG00000204424.10	31706866	31710679	1
ENSG00000250641.1	31706904	31717918	2
ENSG00000244355.8	31715348	31717919	1
ENSG00000204420.10	31718594	31726714	3
ENSG00000204421.3	31718648	31721746	1
ENSG00000213722.10	31727038	31730617	1
ENSG00000213719.8	31730581	31739763	3
ENSG00000204410.16	31739677	31762676	12
ENSG00000255152.8	31740020	31764851	12
ENSG00000228727.10	31762656	31764850	1
ENSG00000204396.11	31765590	31777328	5
ENSG00000204394.13	31777518	31795752	3
ENSG00000204392.11	31797396	31806966	3
ENSG00000204390.10	31809619	31815283	2
ENSG00000204389.10	31815543	31817946	1
ENSG00000204388.7	31827738	31830254	2
ENSG00000204386.12	31857659	31862905	3
ENSG00000204385.13	31863192	31879046	31
ENSG00000204371.12	31879759	31897698	12
ENSG00000166278.16	31897785	31945673	25
ENSG00000204366.4	31899613	31902086	0
ENSG00000244255.5	31927698	31952048	7
ENSG00000243649.10	31945650	31952086	4
ENSG00000204356.14	31952087	31959038	3
ENSG00000204351.13	31959116	31969818	10
ENSG00000204348.10	31969810	31972290	0
ENSG00000204344.16	31971091	31982821	6
ENSG00000244731.10	31982057	32002681	0
ENSG00000224389.9	32014795	32035418	0
ENSG00000231852.9	32038327	32041644	1
ENSG00000168477.21	32041153	32115334	44
ENSG00000213676.13	32115264	32128253	4
ENSG00000204315.4	32128707	32130288	0
ENSG00000204314.12	32148359	32153083	2
ENSG00000285085.1	32150495	32154373	3
ENSG00000221988.13	32153441	32163678	7
ENSG00000258388.7	32153845	32171978	12
ENSG00000241404.7	32164595	32168281	1
ENSG00000204310.13	32168212	32178096	5
ENSG00000204308.8	32178405	32180793	1
ENSG00000204305.16	32180968	32184322	2
ENSG00000204304.12	32184733	32190202	0
ENSG00000213654.10	32190766	32195523	2
ENSG00000204301.6	32194843	32224067	56
ENSG00000204296.13	32288526	32371907	310
ENSG00000204290.11	32393339	32407181	5
ENSG00000204287.14	32439878	32445046	29
ENSG00000198502.6	32517353	32530287	26
ENSG00000196126.12	32577902	32589848	13
ENSG00000196735.13	32628179	32647062	31
ENSG00000179344.17	32659467	32668383	52
ENSG00000237541.4	32741391	32747198	35
ENSG00000232629.9	32756098	32763532	38
ENSG00000241106.8	32812763	32820466	33
ENSG00000250264.1	32813767	32838822	66
ENSG00000204267.19	32821833	32838739	35
ENSG00000204264.12	32840717	32844679	4
ENSG00000240065.8	32844136	32859851	23
ENSG00000168394.13	32845209	32853816	6
ENSG00000242574.9	32934629	32941028	9
ENSG00000248993.1	32937364	32953122	12
ENSG00000204257.15	32948613	32969094	24
ENSG00000204256.14	32968594	32981505	25
ENSG00000204252.14	33004182	33009591	20
ENSG00000231389.8	33064569	33080775	114
ENSG00000223865.11	33075990	33089696	98
ENSG00000204248.12	33162681	33192499	51
ENSG00000204231.11	33193588	33200665	7
ENSG00000112473.19	33200305	33204439	1
ENSG00000204228.4	33204655	33206831	5
ENSG00000204227.5	33208500	33212722	3
ENSG00000223501.9	33250272	33272047	19
ENSG00000231500.7	33272075	33276511	5
ENSG00000235863.4	33277123	33284832	6
ENSG00000227057.10	33279108	33289247	7
ENSG00000204220.12	33289302	33298401	1
ENSG00000237441.10	33291654	33298942	0
ENSG00000231925.14	33299694	33314284	3
ENSG00000236104.3	33314406	33317942	2
ENSG00000204209.13	33318558	33323016	0
ENSG00000285064.2	33321386	33329286	2
ENSG00000286920.2	33323628	33329279	2
ENSG00000237649.8	33391823	33409896	17
ENSG00000112511.18	33410399	33416453	3
ENSG00000112514.18	33416442	33418317	0
ENSG00000197283.18	33419661	33453689	18
ENSG00000213588.6	33453970	33457544	1
ENSG00000030110.14	33572547	33580293	12
ENSG00000096433.11	33620365	33696574	142
ENSG00000137288.10	33694293	33711727	44
ENSG00000161896.12	33721662	33746905	26
ENSG00000161904.13	33771202	33789130	38
ENSG00000096395.11	33794673	33804003	13
ENSG00000124493.14	34018643	34155622	216
ENSG00000137309.21	34236873	34246231	5
ENSG00000186577.14	34246381	34249108	3
ENSG00000272325.2	34279679	34392669	197
ENSG00000270800.4	34284887	34426071	208
ENSG00000124614.17	34417454	34426069	8
ENSG00000124507.11	34466061	34535229	70
ENSG00000124664.11	34537802	34556333	10
ENSG00000196821.10	34587288	34696859	23
ENSG00000124562.10	34757505	34773857	1
ENSG00000065060.18	34792083	34877514	10
ENSG00000064995.19	34877462	34889192	0
ENSG00000064999.16	34889255	35091406	125
ENSG00000124678.20	35118071	35148610	38
ENSG00000146197.9	35213956	35253079	42
ENSG00000065029.15	35258909	35295985	59
ENSG00000023892.12	35297818	35321771	28
ENSG00000112033.14	35342558	35428191	57
ENSG00000112039.6	35452338	35467104	20
ENSG00000198755.11	35468401	35470785	1
ENSG00000007866.22	35473597	35497079	18
ENSG00000112041.13	35497874	35512896	13
ENSG00000096060.15	35573585	35728583	134
ENSG00000157343.9	35737032	35749079	19
ENSG00000196748.10	35776594	35779552	2
ENSG00000204140.10	35781019	35793675	32
ENSG00000137392.10	35794982	35797344	8
ENSG00000197753.11	35797206	35845397	110
ENSG00000096063.16	35832966	35921342	180
ENSG00000112053.14	35943516	36024868	127
ENSG00000112062.12	36027782	36111236	67
ENSG00000156711.17	36127809	36144524	24
ENSG00000096070.19	36196744	36232790	25
ENSG00000180316.13	36243203	36313955	75
ENSG00000189325.7	36315761	36336888	14
ENSG00000010030.14	36354091	36387800	47
ENSG00000179165.12	36390551	36442854	77
ENSG00000112078.14	36442767	36491143	26
ENSG00000112079.9	36493892	36547479	8
ENSG00000112081.17	36594353	36605600	2
ENSG00000124762.14	36676460	36687337	5
ENSG00000255587.9	36697826	36733184	45
ENSG00000124772.12	36740775	36839444	151
ENSG00000137168.8	36854827	36874803	23
ENSG00000198663.17	36871870	36928964	118
ENSG00000164530.15	36948263	36964837	25
ENSG00000137409.21	36965807	36986298	36
ENSG00000146192.15	37005646	37029069	22
ENSG00000137193.14	37170152	37175428	1
ENSG00000172738.13	37212180	37258155	50
ENSG00000286105.2	37212181	37258144	50
ENSG00000065491.8	37257772	37332970	102
ENSG00000112130.17	37353979	37394734	16
ENSG00000137200.13	37433219	37482827	29
ENSG00000198937.9	37482938	37499893	19
ENSG00000112139.17	37630679	37699306	121
ENSG00000156639.12	37819727	38154624	289
ENSG00000183826.19	38168451	38640148	388
ENSG00000124767.7	38675925	38703145	31
ENSG00000124721.18	38715311	39030792	587
ENSG00000112164.6	39048781	39091303	112
ENSG00000112167.11	39104063	39115193	7
ENSG00000164626.9	39188971	39229475	62
ENSG00000124780.14	39299001	39314461	17
ENSG00000095981.11	39314698	39322968	23
ENSG00000164627.18	39329990	39725408	431
ENSG00000146122.17	39792298	39904877	212
ENSG00000124615.20	39899578	39934551	51
ENSG00000156564.10	40391591	40587364	315
ENSG00000124602.10	41026895	41039221	0
ENSG00000124596.17	41033627	41097787	67
ENSG00000112212.12	41042467	41044337	1
ENSG00000124701.6	41053202	41064891	12
ENSG00000001167.15	41072974	41102403	24
ENSG00000161911.12	41149337	41154347	0
ENSG00000095970.17	41158506	41163186	0
ENSG00000112195.9	41189749	41201149	23
ENSG00000188056.12	41228339	41238882	26
ENSG00000124731.13	41267926	41286682	30
ENSG00000096264.14	41335608	41350889	33
ENSG00000137166.18	41546381	41602384	12
ENSG00000112559.15	41636882	41654244	3
ENSG00000112561.19	41683978	41736259	83
ENSG00000096088.16	41736711	41754109	26
ENSG00000137218.10	41770176	41786542	22
ENSG00000124593.16	41780349	41790141	21
ENSG00000278224.7	41780782	41787452	12
ENSG00000214736.8	41787662	41789898	4
ENSG00000164663.15	41789896	41895375	145
ENSG00000288721.1	41793314	41921139	166
ENSG00000124641.16	41905354	41921139	13
ENSG00000112578.10	41921499	41933046	8
ENSG00000112576.13	41934934	42050357	285
ENSG00000137413.17	42050513	42087461	79
ENSG00000188112.10	42092233	42142620	94
ENSG00000287363.4	42155406	42163418	35
ENSG00000290147.1	42155406	42180056	66
ENSG00000048545.18	42173364	42181338	3
ENSG00000112599.9	42183284	42194956	24
ENSG00000048544.6	42206807	42217861	37
ENSG00000124496.13	42224931	42452051	191
ENSG00000024048.11	42564029	42693505	162
ENSG00000112619.8	42696598	42722597	18
ENSG00000124659.7	42744498	42746103	1
ENSG00000112624.14	42782052	42868558	27
ENSG00000146223.16	42879616	42889925	13
ENSG00000221821.4	42890265	42890821	0
ENSG00000171611.10	42915989	42925838	16
ENSG00000137161.18	42929480	42939294	12
ENSG00000124713.6	42960754	42963880	6
ENSG00000124587.14	42963865	42979181	29
ENSG00000112640.16	42984553	43012342	2
ENSG00000124733.5	43011143	43016868	0
ENSG00000124702.19	43014103	43021298	0
ENSG00000124541.7	43021623	43034156	2
ENSG00000044090.13	43037617	43053943	1
ENSG00000137171.15	43040777	43075095	5
ENSG00000288564.1	43051066	43058185	1
ENSG00000112651.12	43054029	43059438	1
ENSG00000112655.16	43076307	43161719	44
ENSG00000112658.8	43171269	43181506	1
ENSG00000112659.14	43182184	43224587	9
ENSG00000112667.13	43225629	43229481	0
ENSG00000146216.14	43243481	43288258	4
ENSG00000137204.15	43295694	43305538	16
ENSG00000146215.14	43299710	43308826	13
ENSG00000171467.16	43307134	43369647	54
ENSG00000124574.15	43427366	43450427	29
ENSG00000171462.15	43450352	43456632	6
ENSG00000137221.14	43477523	43506556	6
ENSG00000204052.5	43506968	43510346	0
ENSG00000171453.20	43509702	43562419	11
ENSG00000137207.12	43511832	43516985	0
ENSG00000124571.18	43522334	43576038	15
ENSG00000170734.12	43576185	43620523	9
ENSG00000172432.19	43605316	43629264	4
ENSG00000124688.14	43629540	43640941	3
ENSG00000172426.16	43645036	43672600	10
ENSG00000096080.12	43671202	43687791	2
ENSG00000112715.26	43770184	43786487	24
ENSG00000180992.7	44113451	44127452	20
ENSG00000137216.19	44126914	44155519	46
ENSG00000137225.13	44158811	44184401	77
ENSG00000262179.3	44216926	44218234	5
ENSG00000112759.19	44219553	44234142	16
ENSG00000096384.20	44246166	44253888	12
ENSG00000157593.20	44254096	44257890	1
ENSG00000146232.17	44258166	44265788	5
ENSG00000178233.18	44270450	44307506	94
ENSG00000272442.2	44273194	44378957	204
ENSG00000146221.10	44278734	44297698	53
ENSG00000124608.5	44298731	44313347	26
ENSG00000249481.7	44342650	44380179	59
ENSG00000096401.8	44387706	44450425	37
ENSG00000196284.18	44809317	45377953	838
ENSG00000124813.23	45328157	45664349	322
ENSG00000112782.19	45880827	46080348	376
ENSG00000001561.7	46129989	46146688	34
ENSG00000112796.10	46159185	46170980	33
ENSG00000172348.16	46220736	46491972	196
ENSG00000146233.8	46549580	46652830	75
ENSG00000153291.16	46652915	46678190	25
ENSG00000180113.16	46687875	46704319	7
ENSG00000146070.17	46704201	46735693	30
ENSG00000230062.7	46746933	46759506	18
ENSG00000112818.11	46793389	46839778	57
ENSG00000069122.19	46852522	46954943	189
ENSG00000153292.16	46997708	47042350	22
ENSG00000146072.6	47231532	47309905	14
ENSG00000198087.7	47477789	47627263	282
ENSG00000153294.12	47685864	47722021	155
ENSG00000124818.16	47781982	47832780	57
ENSG00000244694.8	47856673	48111197	388
ENSG00000146085.8	49430360	49463253	54
ENSG00000031691.7	49463370	49493107	34
ENSG00000203972.10	49499923	49528078	61
ENSG00000197261.12	49550666	49561907	30
ENSG00000112077.18	49605175	49636839	29
ENSG00000124490.14	49692358	49713590	20
ENSG00000096006.12	49727376	49744437	12
ENSG00000170950.6	49785660	49787285	0
ENSG00000124812.15	49834257	49877096	103
ENSG00000177684.4	49960249	49964164	9
ENSG00000214642.1	49968677	49969625	0
ENSG00000203970.4	50009138	50021994	14
ENSG00000180872.7	50042099	50049929	14
ENSG00000008197.5	50713526	50773033	38
ENSG00000008196.13	50818723	50847619	38
ENSG00000170927.15	51615299	52087613	738
ENSG00000112115.7	52186375	52190638	5
ENSG00000112116.11	52236681	52245689	17
ENSG00000112118.20	52264014	52284881	29
ENSG00000170915.9	52361421	52407777	91
ENSG00000096093.16	52362123	52529886	270
ENSG00000065308.5	52497408	52577060	142
ENSG00000096092.6	52671113	52686588	33
ENSG00000244067.3	52750087	52763475	3
ENSG00000243955.6	52791371	52803860	1
ENSG00000182793.12	52831655	52840843	3
ENSG00000174156.15	52896639	52909698	1
ENSG00000170899.11	52977948	52995304	24
ENSG00000112144.16	53001279	53061824	47
ENSG00000288614.1	53041266	53041385	0
ENSG00000112146.17	53051991	53100873	38
ENSG00000288646.1	53065602	53065673	0
ENSG00000137270.11	53126961	53148841	26
ENSG00000012660.14	53267398	53349179	82
ENSG00000001084.13	53497341	53616970	169
ENSG00000124743.6	53647916	53665756	42
ENSG00000137269.15	53794497	53924125	263
ENSG00000146147.15	53929982	54266280	463
ENSG00000137251.16	54307859	54390142	6
ENSG00000168143.9	54846771	54945099	203
ENSG00000137252.10	55106460	55282617	388
ENSG00000187871.2	55327469	55402493	184
ENSG00000146151.14	55434373	55579197	306
ENSG00000112175.8	55753653	55875590	138
ENSG00000124749.18	56056590	56394094	614
ENSG00000151914.22	56457987	56954830	322
ENSG00000151917.18	56955107	57027346	103
ENSG00000168116.14	57046532	57055239	6
