gene	non_ase	H1	H2
ENSG00000160111	yes	no	no
ENSG00000088808	yes	no	no
ENSG00000274997	yes	no	no
ENSG00000071539	yes	no	no
ENSG00000138650	yes	no	no
ENSG00000087250	yes	no	no
ENSG00000198547	yes	no	no
ENSG00000143297	yes	no	no
ENSG00000177084	yes	no	no
ENSG00000178295	yes	no	no
ENSG00000153233	yes	no	no
ENSG00000163637	yes	no	no
ENSG00000154175	yes	no	no
ENSG00000117411	yes	no	no
ENSG00000141639	yes	no	no
ENSG00000179270	yes	no	no
ENSG00000186188	yes	no	no
ENSG00000117090	yes	no	no
ENSG00000113391	yes	no	no
ENSG00000196747	yes	no	no
ENSG00000213516	yes	no	no
ENSG00000109047	yes	no	no
ENSG00000116604	yes	no	no
ENSG00000134057	yes	no	no
ENSG00000160818	yes	no	no
ENSG00000166900	yes	no	no
ENSG00000146250	yes	no	no
ENSG00000107669	yes	no	no
ENSG00000107819	yes	no	no
ENSG00000261115	yes	no	no
ENSG00000106125	yes	no	no
ENSG00000213145	yes	no	no
ENSG00000100307	yes	no	no
ENSG00000101680	yes	no	no
ENSG00000123178	yes	no	no
ENSG00000152952	yes	no	no
ENSG00000161888	yes	no	no
ENSG00000162873	yes	no	no
ENSG00000164087	yes	no	no
ENSG00000182263	yes	no	no
ENSG00000187266	yes	no	no
ENSG00000198732	yes	no	no
ENSG00000164104	yes	no	no
ENSG00000204711	yes	no	no
ENSG00000168481	yes	no	no
ENSG00000100726	yes	no	no
ENSG00000135750	yes	no	no
ENSG00000186007	yes	no	no
ENSG00000094975	yes	no	no
ENSG00000175305	yes	no	no
ENSG00000197410	yes	no	no
ENSG00000111328	yes	no	no
ENSG00000137804	yes	no	no
ENSG00000090013	yes	no	no
ENSG00000111186	yes	no	no
ENSG00000088970	yes	no	no
ENSG00000097046	yes	no	no
ENSG00000085563	yes	no	no
ENSG00000140090	yes	no	no
ENSG00000145526	yes	no	no
ENSG00000158406	yes	no	no
ENSG00000100314	yes	no	no
ENSG00000198133	yes	no	no
ENSG00000286522	yes	no	no
ENSG00000144893	yes	no	no
ENSG00000171793	yes	no	no
ENSG00000214274	yes	no	no
ENSG00000204655	yes	no	no
ENSG00000186868	yes	no	no
ENSG00000142233	yes	no	no
ENSG00000089041	yes	no	no
ENSG00000156140	yes	no	no
ENSG00000144554	yes	no	no
ENSG00000144057	yes	no	no
ENSG00000049541	yes	no	no
ENSG00000185567	yes	no	no
ENSG00000082293	yes	no	no
ENSG00000168453	yes	no	no
ENSG00000123975	yes	no	no
ENSG00000163909	yes	no	no
ENSG00000117593	yes	no	no
ENSG00000173868	yes	no	no
ENSG00000012171	yes	no	no
ENSG00000031691	yes	no	no
ENSG00000221946	yes	no	no
ENSG00000047365	yes	no	no
ENSG00000138160	yes	no	no
ENSG00000152583	yes	no	no
ENSG00000170379	yes	no	no
ENSG00000125851	yes	no	no
ENSG00000135437	yes	no	no
ENSG00000171509	yes	no	no
ENSG00000141522	yes	no	no
ENSG00000189403	yes	no	no
ENSG00000107130	yes	no	no
ENSG00000197930	yes	no	no
ENSG00000188089	yes	no	no
ENSG00000197249	yes	no	no
ENSG00000186684	yes	no	no
ENSG00000113262	yes	no	no
ENSG00000139220	yes	no	no
ENSG00000164463	yes	no	no
ENSG00000166793	yes	no	no
ENSG00000276180	yes	no	no
ENSG00000153044	yes	no	no
ENSG00000126453	yes	no	no
ENSG00000153266	yes	no	no
ENSG00000188687	yes	no	no
ENSG00000136535	yes	no	no
ENSG00000126733	yes	no	no
ENSG00000113494	yes	no	no
ENSG00000261884	yes	no	no
ENSG00000104237	yes	no	no
ENSG00000148053	yes	no	no
ENSG00000174358	yes	no	no
ENSG00000109674	yes	no	no
ENSG00000154920	yes	no	no
ENSG00000157833	yes	no	no
ENSG00000161692	yes	no	no
ENSG00000184916	yes	no	no
ENSG00000110934	yes	no	no
ENSG00000120075	yes	no	no
ENSG00000124092	yes	no	no
ENSG00000148175	yes	no	no
ENSG00000164220	yes	no	no
ENSG00000168491	yes	no	no
ENSG00000170873	yes	no	no
ENSG00000183111	yes	no	no
ENSG00000205744	yes	no	no
ENSG00000127585	yes	no	no
ENSG00000141540	yes	no	no
ENSG00000100505	yes	no	no
ENSG00000105376	yes	no	no
ENSG00000074966	yes	no	no
ENSG00000124818	yes	no	no
ENSG00000014138	yes	no	no
ENSG00000102935	yes	no	no
ENSG00000114270	yes	no	no
ENSG00000167995	yes	no	no
ENSG00000145626	yes	no	no
ENSG00000162782	yes	no	no
ENSG00000197826	yes	no	no
ENSG00000120645	yes	no	no
ENSG00000123485	yes	no	no
ENSG00000144191	yes	no	no
ENSG00000158286	yes	no	no
ENSG00000163219	yes	no	no
ENSG00000165272	yes	no	no
ENSG00000147724	yes	no	no
ENSG00000177103	yes	no	no
ENSG00000182698	yes	no	no
ENSG00000107954	yes	no	no
ENSG00000115221	yes	no	no
ENSG00000089159	yes	no	no
ENSG00000109771	yes	no	no
ENSG00000134690	yes	no	no
ENSG00000140548	yes	no	no
ENSG00000227729	yes	no	no
ENSG00000196141	yes	no	no
ENSG00000234965	yes	no	no
ENSG00000167791	yes	no	no
ENSG00000024526	yes	no	no
ENSG00000100605	yes	no	no
ENSG00000019991	yes	no	no
ENSG00000117322	yes	no	no
ENSG00000166451	yes	no	no
ENSG00000272636	yes	no	no
ENSG00000170315	yes	no	no
ENSG00000278570	yes	no	no
ENSG00000178538	yes	no	no
ENSG00000131771	yes	no	no
ENSG00000152782	yes	no	no
ENSG00000164742	yes	no	no
ENSG00000136856	yes	no	no
ENSG00000182718	yes	no	no
ENSG00000196119	yes	no	no
ENSG00000197430	yes	no	no
ENSG00000089847	yes	no	no
ENSG00000112139	yes	no	no
ENSG00000131471	yes	no	no
ENSG00000133805	yes	no	no
ENSG00000136147	yes	no	no
ENSG00000152953	yes	no	no
ENSG00000175093	yes	no	no
ENSG00000039537	yes	no	no
ENSG00000127564	yes	no	no
ENSG00000128849	yes	no	no
ENSG00000151552	yes	no	no
ENSG00000157456	yes	no	no
ENSG00000122952	yes	no	no
ENSG00000183287	yes	no	no
ENSG00000221866	yes	no	no
ENSG00000171094	yes	no	no
ENSG00000144045	yes	no	no
ENSG00000073756	yes	no	no
ENSG00000143320	yes	no	no
ENSG00000171132	yes	no	no
ENSG00000178966	yes	no	no
ENSG00000171246	yes	no	no
ENSG00000155886	yes	no	no
ENSG00000177150	yes	no	no
ENSG00000163285	yes	no	no
ENSG00000124788	yes	no	no
ENSG00000181577	yes	no	no
ENSG00000187772	yes	no	no
ENSG00000240065	yes	no	no
ENSG00000198121	yes	no	no
ENSG00000142731	yes	no	no
ENSG00000157890	yes	no	no
ENSG00000128973	yes	no	no
ENSG00000134709	yes	no	no
ENSG00000196581	yes	no	no
ENSG00000146021	yes	no	no
ENSG00000147862	yes	no	no
ENSG00000141519	yes	no	no
ENSG00000183048	yes	no	no
ENSG00000154162	yes	no	no
ENSG00000234745	yes	no	no
ENSG00000145692	yes	no	no
ENSG00000099250	yes	no	no
ENSG00000131470	yes	no	no
ENSG00000184828	yes	no	no
ENSG00000151229	yes	no	no
ENSG00000136982	yes	no	no
ENSG00000148840	yes	no	no
ENSG00000204764	yes	no	no
ENSG00000233381	yes	no	no
ENSG00000133083	yes	no	no
ENSG00000259207	yes	no	no
ENSG00000255152	yes	no	no
ENSG00000122884	yes	no	no
ENSG00000135457	yes	no	no
ENSG00000148356	yes	no	no
ENSG00000185404	yes	no	no
ENSG00000198176	yes	no	no
ENSG00000119411	yes	no	no
ENSG00000226690	yes	no	no
ENSG00000171587	yes	no	no
ENSG00000148735	yes	no	no
ENSG00000182853	yes	no	no
ENSG00000066468	yes	no	no
ENSG00000165548	yes	no	no
ENSG00000104722	yes	no	no
ENSG00000139508	yes	no	no
ENSG00000205307	yes	no	no
ENSG00000168802	yes	no	no
ENSG00000054392	yes	no	no
ENSG00000174032	yes	no	no
ENSG00000226742	yes	no	no
ENSG00000116117	yes	no	no
ENSG00000181938	yes	no	no
ENSG00000167772	yes	no	no
ENSG00000106686	yes	no	no
ENSG00000130513	yes	no	no
ENSG00000114268	yes	no	no
ENSG00000042781	yes	no	no
ENSG00000151062	yes	no	no
ENSG00000175868	yes	no	no
ENSG00000094755	yes	no	no
ENSG00000144229	yes	no	no
ENSG00000185436	yes	no	no
ENSG00000168884	yes	no	no
ENSG00000131153	yes	no	no
ENSG00000169071	yes	no	no
ENSG00000185347	yes	no	no
ENSG00000197905	yes	no	no
ENSG00000151952	yes	no	no
ENSG00000160932	yes	no	no
ENSG00000235194	yes	no	no
ENSG00000064687	yes	no	no
ENSG00000099338	yes	no	no
ENSG00000124812	yes	no	no
ENSG00000132334	yes	no	no
ENSG00000135929	yes	no	no
ENSG00000178700	yes	no	no
ENSG00000187135	yes	no	no
ENSG00000255330	yes	no	no
ENSG00000214285	yes	no	no
ENSG00000164611	yes	no	no
ENSG00000127928	yes	no	no
ENSG00000140798	yes	no	no
ENSG00000155897	yes	no	no
ENSG00000171791	yes	no	no
ENSG00000179088	yes	no	no
ENSG00000151743	yes	no	no
ENSG00000226807	yes	no	no
ENSG00000115919	yes	no	no
ENSG00000135824	yes	no	no
ENSG00000172421	yes	no	no
ENSG00000172534	yes	no	no
ENSG00000100234	yes	no	no
ENSG00000101986	yes	no	no
ENSG00000172296	yes	no	no
ENSG00000078098	yes	no	no
ENSG00000224389	yes	no	no
ENSG00000091651	yes	no	no
ENSG00000165076	yes	no	no
ENSG00000166415	yes	no	no
ENSG00000132386	yes	no	no
ENSG00000187775	yes	no	no
ENSG00000172954	yes	no	no
ENSG00000177575	yes	no	no
ENSG00000130045	yes	no	no
ENSG00000118113	yes	no	no
ENSG00000167757	yes	no	no
ENSG00000185480	yes	no	no
ENSG00000277058	yes	no	no
ENSG00000115594	yes	no	no
ENSG00000157168	yes	no	no
ENSG00000174989	yes	no	no
ENSG00000178401	yes	no	no
ENSG00000079616	yes	no	no
ENSG00000118503	yes	no	no
ENSG00000223609	yes	no	no
ENSG00000080503	yes	no	no
ENSG00000107447	yes	no	no
ENSG00000142694	yes	no	no
ENSG00000146005	yes	no	no
ENSG00000173207	yes	no	no
ENSG00000113742	yes	no	no
ENSG00000159224	yes	no	no
ENSG00000041982	yes	no	no
ENSG00000100116	yes	no	no
ENSG00000073605	yes	no	no
ENSG00000187123	yes	no	no
ENSG00000164056	yes	no	no
ENSG00000119969	yes	no	no
ENSG00000169242	yes	no	no
ENSG00000168078	yes	no	no
ENSG00000103264	yes	no	no
ENSG00000197903	yes	no	no
ENSG00000168477	yes	no	no
ENSG00000102384	yes	no	no
ENSG00000115468	yes	no	no
ENSG00000169247	yes	no	no
ENSG00000012223	yes	no	no
ENSG00000177301	yes	no	no
ENSG00000144407	yes	no	no
ENSG00000163554	yes	no	no
ENSG00000168916	yes	no	no
ENSG00000185532	yes	no	no
ENSG00000162951	yes	no	no
ENSG00000105825	yes	no	no
ENSG00000115648	yes	no	no
ENSG00000132164	yes	no	no
ENSG00000197140	yes	no	no
ENSG00000138795	yes	no	no
ENSG00000001626	yes	no	no
ENSG00000089685	yes	no	no
ENSG00000138092	yes	no	no
ENSG00000114204	no	yes	no
ENSG00000166569	no	yes	yes
ENSG00000166483	no	yes	no
