"gene","gene_name","logFC","logCPM","F","PValue","FDR","median_tx_length","median_gc_pct","n_transcripts","max_tx_length"
"ENSG00000136811","ODF2",-1.10978186034462,6.90776873522257,62.2972406163574,1.08830986918206e-05,0.000108766921583743,2077.5,53.66,22,3890
"ENSG00000023734","STRAP",-1.04997236771295,8.41016899577477,62.1213088780182,1.10221091127195e-05,0.000110075210271291,1059,40.89,6,1874
"ENSG00000075340","ADD2",-1.09837335556812,7.17660950990238,61.882323023197,1.12143999209088e-05,0.000111876983978998,963.5,57.59,14,9290
"ENSG00000136371","MTHFS",2.37737223392966,3.36159283926621,61.9015268456331,1.12189995714472e-05,0.000111876983978998,771.5,45.36,4,2301
"ENSG00000143434","SEMA6C",2.29666086214862,2.96443275253326,61.8932567416389,1.1238500674307e-05,0.000111989226822038,2092,64.16,8,5262
"ENSG00000124214","STAU1",-0.894219210782579,7.48195062794552,61.8333123943171,1.1254316761378e-05,0.00011206461162246,3154,48.31,9,3651
"ENSG00000123144","TRIR",0.838139727368041,6.92269114067059,61.8163935907327,1.12681452264316e-05,0.000112120108765857,879,61.21,5,988
"ENSG00000164989","CCDC171",1.69657675462729,4.33437848664667,61.764061387656,1.13147174301818e-05,0.000112415446430873,838,43.56,9,6553
"ENSG00000140320","BAHD1",1.56248448051859,4.04350761305802,61.763896077289,1.13169729133046e-05,0.000112415446430873,4565,58.96,4,4779
"ENSG00000244038","DDOST",-1.16424220424951,8.34062211281211,61.7363700490998,1.13337817579655e-05,0.000112415446430873,766,52.91,5,2126
"ENSG00000108039","XPNPEP1",-1.27085285384787,6.6002501640782,61.733210732807,1.13364263965611e-05,0.000112415446430873,611,51.17,29,4384
"ENSG00000119900","OGFRL1",2.6130314710684,4.09294585166492,61.7409782773177,1.13392108386318e-05,0.000112415446430873,8016,35.42,3,8492
"ENSG00000143633","C1orf131",1.23669591090507,4.03900989020697,61.7073461582347,1.13626931618027e-05,0.00011256608207411,1112.5,42.88,8,2657
"ENSG00000105193","RPS16",1.58240999735462,9.45295118176064,61.6725189739775,1.13864885902653e-05,0.000112684284138839,593,53.9,8,2389
"ENSG00000132199","ENOSF1",1.47488337772127,5.23432974517058,61.6670858803727,1.13912179445314e-05,0.000112684284138839,1203.5,49.26,22,6340
"ENSG00000186907","RTN4RL2",3.58894087501734,1.5994460435319,62.5148107523744,1.15426792393854e-05,0.000114099468289179,637,64.78,3,2224
"ENSG00000169570","DTWD2",1.68462172072517,3.41159923127052,61.4494932142533,1.15848877303267e-05,0.000114433414656943,2867.5,39.2,4,5776
"ENSG00000130764","LRRC47",1.30257942515213,4.57060320141097,61.3739662307899,1.16402855573096e-05,0.000114854457041577,575,51.65,3,4303
"ENSG00000121361","KCNJ8",-2.06586381062808,2.90459172319113,61.4616634804604,1.1644425515112e-05,0.000114854457041577,2265,48.76,5,2336
"ENSG00000112893","MAN2A1",1.14003219899915,4.47048498158011,61.351026514311,1.16600461634058e-05,0.000114925070385615,1493,37.57,6,6553
"ENSG00000164442","CITED2",3.11420508302298,4.25587474900924,61.3419456371876,1.16754766511112e-05,0.000114993708394048,1797,49.36,3,2382
"ENSG00000156515","HK1",-2.6064618179662,8.28725360314761,61.2979739564271,1.17016615114415e-05,0.000115168091774202,2674,53.31,30,3998
"ENSG00000135108","FBXO21",-1.66584353718277,7.68159487178883,61.2639240285851,1.17308211642407e-05,0.000115343999131332,1214,46.83,7,5976
"ENSG00000108946","PRKAR1A",-1.05969402534664,8.49690756116262,61.2572680445425,1.17365194227286e-05,0.000115343999131332,2726,39.44,25,7439
"ENSG00000163634","THOC7",1.42898611934861,5.68681655909105,61.1909352011408,1.17937379198859e-05,0.000115822522362899,663,39.95,7,892
"ENSG00000182272","B4GALNT4",2.34829344704875,4.64964431225234,61.1754372992158,1.18108424840209e-05,0.000115906692643044,421,66.27,5,3750
"ENSG00000115318","LOXL3",-1.64117019801275,6.4566100480769,61.1533819844744,1.18265855310162e-05,0.000115977389662283,2201.5,57.67,10,3689
"ENSG00000154997","SEPTIN14",2.7284246020294,2.50431204084498,61.2389043828353,1.18467606748246e-05,0.000116091416656181,2156,40.07,2,3752
"ENSG00000215305","VPS16",-1.4544867583253,6.02208276555844,61.080145129494,1.18902665951626e-05,0.000116433742534606,954.5,57.26,8,2708
"ENSG00000129993","CBFA2T3",2.0247823439188,2.54047395191337,61.0084777929312,1.20045605529154e-05,0.000117468257514191,664,64.38,11,4480
"ENSG00000143450","OAZ3",2.34821588605171,0.957731745064194,61.76092799658,1.20283782553368e-05,0.000117616582767447,729,52.81,9,3789
"ENSG00000102309","PIN4",1.08499669817155,5.7211064821395,60.8675624228516,1.20768617786981e-05,0.000118005709840488,1239,45.58,9,1960
"ENSG00000143195","ILDR2",1.29565546470494,5.65434867371449,60.8453609736909,1.20966178139948e-05,0.000118113776527446,2242,54.1,9,13360
"ENSG00000197816","CCDC180",2.85669421757407,2.79853172784461,60.8965673880007,1.21211186489714e-05,0.00011826798382926,689,49.92,13,7884
"ENSG00000125388","GRK4",1.62313700624645,3.12654669354743,60.8231876462874,1.21352495236622e-05,0.000118320860754041,1401,49.79,10,2372
"ENSG00000164068","RNF123",-1.28007277630458,5.76546293827443,60.7277156912485,1.22023052191345e-05,0.000118889318139372,817.5,59.24,14,5882
"ENSG00000145808","ADAMTS19",3.23804820719562,1.28165342833121,61.8196055025948,1.22129806071576e-05,0.000118908030542232,705,46.12,4,5201
"ENSG00000146828","SLC12A9",1.55338038061459,3.08039779498332,60.7163499741994,1.22315422851023e-05,0.000119003443636289,840,62.02,15,4462
"ENSG00000009307","CSDE1",-1.03912873111357,9.3462195430494,60.6441848269364,1.22770917006176e-05,0.000119361101988396,3998,41.09,53,5660
"ENSG00000130640","TUBGCP2",-1.04322133157628,7.01201641787573,60.5909058645144,1.23254818583804e-05,0.000119745847353735,3608,58.06,35,5027
"ENSG00000129292","PHF20L1",1.97295378051221,5.11783631229826,60.5615626919654,1.23544716569375e-05,0.000119941696958202,2536,40.31,20,7822
"ENSG00000124172","ATP5F1E",1.80642987486071,8.3126934586176,60.4085341192255,1.24927518725096e-05,0.000121197539951732,1878,38.39,3,3610
"ENSG00000113328","CCNG1",-1.30628943963344,8.59845685310856,60.3562091100531,1.25412483306433e-05,0.000121581181175444,656,39.84,12,2444
"ENSG00000157764","BRAF",1.46496481703713,5.11251279487675,60.2850308616482,1.26090298600747e-05,0.000122151100969711,2320,42.2,21,9807
"ENSG00000160124","MIX23",2.62708200825542,3.35350758174425,60.2553475556507,1.26621351303045e-05,0.000122578132102491,573,37.64,7,769
"ENSG00000075407","ZNF37A",1.2014030153937,5.21955585090733,60.1572557738073,1.27279383275062e-05,0.000123127391997286,4448,41.17,7,8738
"ENSG00000145860","RNF145",1.28695608933029,5.43995568899249,60.1357032944225,1.2748281734144e-05,0.000123150448329054,2340,43.56,11,3615
"ENSG00000073417","PDE8A",1.73250333484433,2.95024240716443,60.1626375495832,1.27484560705823e-05,0.000123150448329054,2592.5,44.92,16,4664
"ENSG00000181026","AEN",-2.02883103092331,6.06956150490679,60.0375719478883,1.28423726301613e-05,0.000123947933857553,1068.5,61.1,6,5039
"ENSG00000213347","MXD3",1.28612530148883,4.86219725570562,60.0314715981452,1.28492630593017e-05,0.000123947933857553,1067,65.28,9,2279
"ENSG00000162852","CNST",-1.28560246767522,5.49263835408429,59.9651079104647,1.29116423059143e-05,0.000124373629450917,2594.5,45.94,4,5127
"ENSG00000180376","CCDC66",1.56083250229174,4.85554974714306,59.9668285769374,1.29117079609626e-05,0.000124373629450917,820.5,37.59,22,3134
"ENSG00000223802","CERS1",2.84556049695548,2.76146775265667,59.9950410941159,1.29600305810489e-05,0.000124725616275341,2020.5,62.5,4,2579
"ENSG00000134115","CNTN6",2.47146278329668,2.89878840414065,59.9557299231387,1.29666153865985e-05,0.000124725616275341,2476,41.99,6,4065
"ENSG00000168246","UBTD2",1.66924442078932,4.90031560636884,59.8848789568195,1.29908127146663e-05,0.000124789000381014,2988,39.69,1,2988
"ENSG00000261678","SCRT1",2.69326307604438,1.75374166466527,60.2104189499727,1.29915805138237e-05,0.000124789000381014,3980,67.56,1,3980
"ENSG00000136193","SCRN1",-2.4022319996627,8.89896161212406,59.8450511300562,1.30270391723549e-05,0.000125041163278391,1227.5,50.14,10,5275
"ENSG00000141314","RHBDL3",2.04329892776138,3.92849617034986,59.809380579554,1.30706999760173e-05,0.00012537164341403,1339.5,59.14,6,5003
"ENSG00000160767","ENTREP3",1.40293231960754,4.39194622509863,59.7563205433485,1.3117853130339e-05,0.000125735131415854,1633.5,61.3,12,3190
"ENSG00000247595","MISFA",2.68082507006585,1.18702287141796,60.5011096797037,1.31379720959617e-05,0.00012583916573156,493,46.83,7,1437
"ENSG00000126016","AMOT",-1.2266593470977,6.05142472615163,59.6887415672925,1.31806143177493e-05,0.000126158635421897,2720,51.62,5,7613
"ENSG00000162441","LZIC",0.845484303081873,5.80061842867551,59.6432942474943,1.3225032009853e-05,0.000126494637153397,945,41.77,5,4989
"ENSG00000168916","ZNF608",1.47985936727413,6.20796176517444,59.6133631028322,1.32546713033788e-05,0.000126688913189649,2645.5,47.07,10,6152
"ENSG00000170364","SETMAR",1.84727366900891,4.5285507608462,59.6074778977609,1.32645208064432e-05,0.000126693897041569,1508,47.65,8,2076
"ENSG00000011523","CEP68",-1.33002773892323,6.40314681158804,59.5898965692997,1.32784503640032e-05,0.000126713858119352,3768,47.5,31,5877
"ENSG00000114316","USP4",-1.0577794433408,6.22016261024871,59.5828139059739,1.32852697660107e-05,0.000126713858119352,988,49.94,14,4070
"ENSG00000157933","SKI",2.33092544957584,3.61854268847524,59.5863566333187,1.32961742782379e-05,0.000126728869506686,448,62.89,5,6083
"ENSG00000116237","ICMT",2.89845494009434,4.41923542963042,59.567610441064,1.33086798726232e-05,0.00012675910941793,1919.5,50.09,4,4795
"ENSG00000118997","DNAH7",1.97334714256811,2.19010319425948,59.5857983362434,1.33739755443627e-05,0.000127291756022098,1291,41.5,8,12419
"ENSG00000138814","PPP3CA",1.67052250639189,5.01122130064905,59.4817514947564,1.33884161342412e-05,0.000127339963540101,1958,42.82,9,4743
"ENSG00000141480","ARRB2",1.49272405410931,3.82852544603076,59.4708040166346,1.34045578689757e-05,0.000127404272201839,857.5,59.21,20,1779
"ENSG00000173599","PC",-2.31859093983432,5.63032196580948,59.3297166527491,1.35421144675561e-05,0.000128621677411431,1807,61.75,19,5137
"ENSG00000106683","LIMK1",1.41058447285066,4.34803390699656,59.2865455536656,1.35881457683443e-05,0.000128968690304439,2026.5,60.84,8,3374
"ENSG00000274386","TMEM269",2.56599684011975,2.71829600873271,59.3360443888758,1.36008595766052e-05,0.000128999214224478,2349,45.81,4,3580
"ENSG00000151575","TEX9",1.64342400967391,4.79641488319117,59.2477944305439,1.36272349128935e-05,0.000129159179753608,1886.5,35.48,10,4440
"ENSG00000107521","HPS1",-1.26736900143806,6.19052186773516,59.1984856119935,1.36746529637385e-05,0.000129518226327404,3352,58.9,57,5937
"ENSG00000162337","LRP5",1.88850069381771,4.5418795622082,59.1528273438176,1.37254152625916e-05,0.000129908425154369,551,61.09,7,5177
"ENSG00000143862","ARL8A",3.81979635172456,3.64334792601849,59.1943662204913,1.37399670168893e-05,0.000129955593331052,1079,56.46,4,1789
"ENSG00000134250","NOTCH2",-1.93332774972232,7.47994432048257,59.0899772445146,1.37864311102493e-05,0.000130304319651639,593,50.24,11,11425
"ENSG00000115694","STK25",-1.4566303688982,8.02701000453638,59.0767844594434,1.38001391456072e-05,0.000130343177938552,779,60.19,35,4515
"ENSG00000144026","ZNF514",1.28727397813171,4.34869297714935,59.0366278163436,1.38466912974187e-05,0.000130691981377026,2996,46.63,9,6189
"ENSG00000036257","CUL3",1.63321954480976,5.40965579315393,59.0228899819519,1.38566246918004e-05,0.000130694914280578,688,37.79,15,6756
"ENSG00000151491","EPS8",-1.71415690215229,5.74058511388013,58.9824592347754,1.38997704696607e-05,0.000131010883080453,2204,42.57,27,5016
"ENSG00000162521","RBBP4",-1.30385289702558,9.34955889833353,58.9475472032712,1.3935504143317e-05,0.000131256600051686,690,45.41,19,7883
"ENSG00000068976","PYGM",-2.78528614648318,3.49123790150656,59.0304140392862,1.39498613526002e-05,0.000131300774006248,2152,57.68,5,2866
"ENSG00000159377","PSMB4",1.1191945940328,6.79845424811488,58.9070111633553,1.39783165309301e-05,0.000131399038163812,918,48.34,7,2067
"ENSG00000171208","NETO2",1.20867528089662,4.580431476203,58.9094757587181,1.3979650283221e-05,0.000131399038163812,1327,40.79,5,7429
"ENSG00000107341","UBE2R2",1.20783674250191,6.22289361000089,58.8895011293217,1.39968824019962e-05,0.00013147002543839,4477,49.23,1,4477
"ENSG00000160111","CPAMD8",4.53066648845216,6.1053637038031,58.8487596293589,1.40454986796031e-05,0.000131835496244899,693.5,61.72,20,6913
"ENSG00000170027","YWHAG",2.2927498291583,6.57554395650997,58.7590475462854,1.41358776872148e-05,0.000132487996051077,3705,46.48,1,3705
"ENSG00000111837","MAK",2.0117648318646,3.4591541981271,58.7705280811195,1.41390517305185e-05,0.000132487996051077,3736,41.1,7,3984
"ENSG00000168395","ING5",1.13012125787886,4.72704763944536,58.7535749036553,1.41442787714667e-05,0.000132487996051077,822,56.14,13,5197
"ENSG00000149658","YTHDF1",1.83468407753244,4.43579112378854,58.6942577358177,1.42098878015871e-05,0.000133010817450831,1972.5,51.62,2,3198
"ENSG00000136280","CCM2",1.15394398760271,4.38949026260994,58.6331100666282,1.42762427987899e-05,0.000133539896482896,1576,55.97,20,5304
"ENSG00000170266","GLB1",-1.65380789899255,7.11576764751329,58.6097688495208,1.4296914361872e-05,0.000133641218763211,570,51.66,19,2523
"ENSG00000168883","USP39",-1.45135646841887,6.94637273890645,58.5264427517422,1.43877759718619e-05,0.000134314205815066,705.5,49.45,20,2183
"ENSG00000178307","TMEM11",-0.986272517173442,6.30134761268223,58.5256348105826,1.43886886659492e-05,0.000134314205815066,962.5,56.25,6,1648
"ENSG00000051128","HOMER3",1.73318061235311,4.43040619911868,58.5183668552977,1.4401016676237e-05,0.000134336956385062,942.5,64.61,12,1979
"ENSG00000167552","TUBA1A",-1.31132227868111,12.7833257481751,58.4822008497623,1.44362559411085e-05,0.000134573252019311,1779.5,51.17,10,2628
"ENSG00000135541","AHI1",1.27162239015596,5.85664220321177,58.4064439491912,1.45199057262576e-05,0.000135260191751736,5174.5,38.72,66,8779
"ENSG00000186153","WWOX",-1.01987261450734,5.85561547949345,58.3875230651469,1.45413829143018e-05,0.000135367417917784,1632,52,24,6142
"ENSG00000160062","ZBTB8A",1.16907192476066,4.07746338706763,58.3557174966285,1.45812851858982e-05,0.00013564590095539,4510,41.12,2,7077
"ENSG00000204394","VARS1",-1.90050367947666,7.03383821091952,58.2717125816474,1.46701115736561e-05,0.000136378819571114,760.5,60.52,14,4111
"ENSG00000126012","KDM5C",-1.61040302418593,7.8595887531422,58.2516652252043,1.46922931907859e-05,0.000136408973272055,3833,56.69,23,6096
"ENSG00000131238","PPT1",-1.62749569281669,7.84179395758475,58.2506422383793,1.46934419008259e-05,0.000136408973272055,1957,45.05,19,2481
"ENSG00000148690","FRA10AC1",2.37541245725506,4.72944386461825,58.241354846726,1.47083918028051e-05,0.000136454492804439,854.5,34.05,6,4780
"ENSG00000124225","PMEPA1",2.22841929560225,3.9264739673273,58.2288131132802,1.4729553183455e-05,0.000136557536749274,2689,56.04,8,4954
"ENSG00000136485","DCAF7",-1.41339403967752,8.59468108980917,58.1917081202343,1.47597551546726e-05,0.000136744198165596,1627,52.41,19,6711
"ENSG00000130881","LRP3",1.66584232509785,4.39416776478489,58.183607795369,1.4773445187176e-05,0.000136777731787474,2178,66.85,4,4058
"ENSG00000084112","SSH1",1.41024988828549,4.40392337496289,58.1358619092495,1.48273533041996e-05,0.000137183319194577,625,53.29,9,13034
"ENSG00000103544","VPS35L",-1.12426806854604,6.647728551586,58.0982317951395,1.48657321887447e-05,0.000137444775076603,571.5,48.78,22,3894
"ENSG00000170989","S1PR1",-1.65533931327782,5.22613901310188,57.9740531088955,1.50094014910734e-05,0.000138678701395755,2607,49.21,6,2778
"ENSG00000221947","XKR9",2.71776919509481,1.7227683315257,58.2828408824736,1.50364279632949e-05,0.000138833966415684,1799,35.59,5,3200
"ENSG00000133392","MYH11",2.79187747911378,1.50904228428601,58.4056956638499,1.50832106318688e-05,0.000139116747029861,4087,55.19,13,6940
"ENSG00000106868","SUSD1",2.77156504187227,1.87235530172168,58.1851868927998,1.50875400069935e-05,0.000139116747029861,792.5,47.8,10,3015
"ENSG00000101337","TM9SF4",-2.19009771307414,7.30789135104948,57.839530444505,1.51639378736926e-05,0.000139726325780524,566,53,7,4032
"ENSG00000265681","RPL17",1.72346940284279,9.94941687138125,57.7647950923013,1.5251016750314e-05,0.000140433430171366,605,44.76,24,914
"ENSG00000196705","ZNF431",1.79424210528766,4.97571673255187,57.5242250308135,1.55392614010827e-05,0.000142990683163622,610,44.02,7,13894
"ENSG00000198909","MAP3K3",1.59264219183696,3.31493293622322,57.4622068361468,1.56277585581237e-05,0.000143707661974568,2016,56,11,4818
"ENSG00000239305","RNF103",1.61389251581474,3.37094720425841,57.4081942905411,1.56920034935258e-05,0.000144200806122508,1700.5,44.25,6,4560
"ENSG00000112290","WASF1",-1.93408314164179,7.44809513123751,57.3800893963877,1.57105546721363e-05,0.000144273667043242,1789.5,45.65,10,3122
"ENSG00000077458","FAM76B",1.13756075147554,4.219083621719,57.3440792132016,1.57597025620365e-05,0.000144627216349716,730,36.36,13,3932
"ENSG00000115649","CNPPD1",-1.06315730338584,6.35417476114487,57.2706272455295,1.58443452650026e-05,0.000145305805124419,1586.5,59.02,4,2073
"ENSG00000107175","CREB3",-1.23311390803156,6.33991789606292,57.2619667174906,1.58552656055777e-05,0.000145307839038432,1496,55.35,2,1496
"ENSG00000143870","PDIA6",-1.05850580634279,8.69711153514782,56.8662407956447,1.63503304543144e-05,0.000149743889568778,2311.5,45.87,8,2682
"ENSG00000269556","TMEM185A",-1.26621907005623,5.32594343793033,56.8394671057481,1.63857050999163e-05,0.000149966743037105,810,52.7,10,3742
"ENSG00000284946","ENSG00000284946",1.31616368851286,3.20599732662294,56.7554241417148,1.65104755660719e-05,0.000151006921978712,5145,47.79,2,6683
"ENSG00000186468","RPS23",1.75280074799461,10.2112714843369,56.6903996641965,1.65763864037105e-05,0.000151507725528396,836,44.07,9,3252
"ENSG00000156687","UNC5D",1.90723759612594,2.8299741299315,56.6719021233892,1.66434201793789e-05,0.000152018112223486,3532,44.14,7,9149
"ENSG00000132467","UTP3",1.95448046328215,3.7618499761866,56.6316439380793,1.66660439495188e-05,0.000152122452232771,2020,44.41,1,2020
"ENSG00000164879","CA3",1.56091152841352,1.98252011814971,56.6765948338331,1.67121313005862e-05,0.000152440676510787,645,48.53,3,1721
"ENSG00000221914","PPP2R2A",1.12150581644535,5.32986541969307,56.5747022547482,1.67274023953699e-05,0.000152477570022761,807,39.71,28,3923
"ENSG00000101596","SMCHD1",1.63599077577333,6.01294221562287,56.4710478291037,1.68637540763262e-05,0.000153617376166775,2988,37.34,27,8833
"ENSG00000102054","RBBP7",-1.13400782583229,8.7479831011971,56.4275074714983,1.69213599736678e-05,0.000154038814451981,857.5,44.59,12,4031
"ENSG00000169682","SPNS1",-1.20724190139612,5.94126951259378,56.412882691717,1.69415215117135e-05,0.000154119052359071,1781.5,63.72,12,2253
"ENSG00000196747","H2AC13",4.62401054582492,3.09135694191782,56.7113741618397,1.70000818910093e-05,0.000154548267900728,495,60,1,495
"ENSG00000283782","ENSG00000283782",4.99526620136621,3.02395736766301,56.9147059713219,1.71033576320396e-05,0.000155383146059105,7956,41.21,5,8173
"ENSG00000214026","MRPL23",1.51579823369996,5.75091250955731,56.2311256802159,1.71848179373151e-05,0.000156018848412175,666,62.26,10,919
"ENSG00000175040","CHST2",2.29576473469427,2.0694305041695,56.3401796843796,1.72127174907751e-05,0.000156167754816104,4142,57.39,1,4142
"ENSG00000146856","AGBL3",2.11373289303731,2.45155769162984,56.2344502707489,1.7265317141279e-05,0.000156540412158112,2495,41.17,7,3533
"ENSG00000167191","GPRC5B",-1.98056452047111,7.05450917386878,56.1556760108938,1.72874724390963e-05,0.000156540484881985,818,57.01,11,5144
"ENSG00000144118","RALB",-1.10966333925881,5.61569842937646,56.155341456227,1.72883763306566e-05,0.000156540484881985,874,52.12,8,2247
"ENSG00000071859","FAM50A",2.40183484756281,4.57504372608698,56.1223091334894,1.7339167701694e-05,0.000156811227873716,763,59.61,7,1470
"ENSG00000225968","ELFN1",3.18338908473919,4.32705029821425,56.1248360522591,1.7344998212651e-05,0.000156811227873716,3624,65.47,4,4228
"ENSG00000066735","KIF26A",1.81534362995768,3.40392989412989,56.1208450141523,1.7352913819334e-05,0.000156811227873716,6860,68.37,3,6889
"ENSG00000071894","CPSF1",-1.35163309581633,7.52059547792017,56.0840879606313,1.73850201604337e-05,0.00015699690413498,658,62.8,14,4480
"ENSG00000138835","RGS3",-1.03646065148674,6.11151501729134,56.0323526447103,1.7456845982808e-05,0.000157531194302095,1265,58.85,31,4591
"ENSG00000197157","SND1",-1.18584412987706,7.85142136691195,56.0242202377895,1.74673817272092e-05,0.000157531194302095,582.5,51.23,16,3448
"ENSG00000292277","ENSG00000292277",2.16434819775562,1.44337771686593,56.2562936235744,1.75686523687629e-05,0.000158339373903475,3056,58.57,1,3056
"ENSG00000125962","ARMCX5",-1.54167618797809,4.83094550897207,55.9353436094434,1.75937635315633e-05,0.00015846054130351,2718,43.19,6,4640
"ENSG00000179431","FJX1",2.25484858761652,3.5590694036579,55.8920073265444,1.76698929584555e-05,0.000159040746296715,1628.5,58.77,2,2406
"ENSG00000173258","ZNF483",1.05972631132598,4.84005294557265,55.8637928087349,1.76929499723783e-05,0.000159142812268107,1836,45.09,4,14694
"ENSG00000151779","NBAS",-1.41883936062528,6.83773669590214,55.8525478869432,1.77062243755902e-05,0.000159156809708317,2341.5,44.35,20,9548
"ENSG00000167930","FAM234A",-1.6918941624244,7.16147599342919,55.7670743329693,1.78265620077052e-05,0.000160132516659162,887,58.82,21,3326
"ENSG00000115657","ABCB6",-2.01657687439357,5.07479545463147,55.7153301799441,1.79038023232794e-05,0.000160720054960198,793,57.07,13,3008
"ENSG00000169136","ATF5",2.37943668373262,2.6148083469722,55.7629257581917,1.79180029586661e-05,0.000160741292063807,828,62.49,5,2007
"ENSG00000122912","SLC25A16",1.61301667762296,2.85777977356275,55.7060847963157,1.79491101472256e-05,0.000160914068659814,1121,41.45,7,6581
"ENSG00000080298","RFX3",-1.39931052111808,6.92451301643996,55.6622656757791,1.79754710700636e-05,0.000161044095035358,818,46.56,12,9307
"ENSG00000102547","CAB39L",-1.24698668451882,4.5896156755632,55.6540079599773,1.79916452627333e-05,0.000161082746182231,1223,42.22,12,3692
"ENSG00000184357","H1-5",4.9446159888719,4.75959831349098,55.6751369136055,1.80173827184864e-05,0.000161195822856505,797,57.72,1,797
"ENSG00000196368","NUDT11",-1.18608056469431,6.31627090947389,55.6257730255767,1.80280117007091e-05,0.000161195822856505,2381,42.55,1,2381
"ENSG00000138592","USP8",1.03962792652391,5.66425757515262,55.5873764616142,1.8082886971821e-05,0.000161483834968085,652,40.72,19,19026
"ENSG00000100938","GMPR2",-1.21600565059768,6.28009548897661,55.586980452363,1.80840018396744e-05,0.000161483834968085,735,50.32,29,2160
"ENSG00000214300","SPDYE3",2.0716134089746,2.95051624552641,55.5886924921504,1.81244643183752e-05,0.000161738813647945,2544,50.12,2,3185
"ENSG00000277157","H4C4",2.94777239950907,1.48409484345433,56.1058972307771,1.81472589367417e-05,0.000161744608474728,403,55.09,1,403
"ENSG00000170293","CMTM8",2.55278942231433,1.66544198960102,55.8370674860325,1.8148931182115e-05,0.000161744608474728,1082.5,52.76,2,1169
"ENSG00000107833","NPM3",1.46125458476049,4.34807349436919,55.4912570974023,1.82272723180078e-05,0.000162284872110458,618,56.79,4,910
"ENSG00000102401","ARMCX3",-1.13167740382177,7.05629384738215,55.4831056038555,1.8233449774743e-05,0.000162284872110458,973,54.63,7,3730
"ENSG00000175265","GOLGA8A",1.48149868393747,5.66456729175104,55.4663045611765,1.82580272714565e-05,0.000162397201310362,5557,48.54,5,6233
"ENSG00000147601","TERF1",1.04561816593304,5.6787225883037,55.3228064319987,1.84681636420323e-05,0.000164024216752814,3055.5,38.96,16,4242
"ENSG00000211450","SELENOH",1.00235324600059,7.32730394653201,55.3182521498653,1.84747395757685e-05,0.000164024216752814,936,51.41,6,1454
"ENSG00000135917","SLC19A3",3.09314859399112,1.2577519997028,56.1737724680144,1.8488271930762e-05,0.000164024216752814,2397,44.91,15,5213
"ENSG00000095777","MYO3A",2.18979474778668,3.94866492972292,55.316487980648,1.84892560630657e-05,0.000164024216752814,1545,42.69,10,5624
"ENSG00000163635","ATXN7",2.04721374907862,3.846175056453,55.3020500366081,1.85129952084794e-05,0.000164127611567602,1618.5,45.85,20,7224
"ENSG00000115844","DLX2",2.63399595935525,1.7494652861691,55.5585903612337,1.85276755574345e-05,0.000164150612799136,2153,62.32,2,2454
"ENSG00000105605","CACNG7",3.14115614526742,3.23660236725657,55.2803344024137,1.86018498596352e-05,0.00016470034210793,823.5,61.53,4,2754
"ENSG00000166831","RBPMS2",1.92118618319751,3.89741420250797,55.216074807555,1.86381882141834e-05,0.000164914574804585,1881.5,55.57,2,2017
"ENSG00000034053","APBA2",-1.13573530508855,5.98945990542325,55.1874348860048,1.86696928431419e-05,0.000164997451391787,2555,58.89,13,4031
"ENSG00000180884","ZNF792",-1.85538010763006,3.32470490224234,55.218963127413,1.86718511845956e-05,0.000164997451391787,3317.5,50.86,2,4068
"ENSG00000174799","CEP135",1.79615834658843,4.41871363268226,55.155857870083,1.87217857227566e-05,0.000165331140238284,3285,38.65,7,5596
"ENSG00000204406","MBD5",0.995010152981692,4.96636881006835,55.1370592211864,1.87458616029795e-05,0.000165436187324021,902,41.57,33,10732
"ENSG00000051620","HEBP2",1.73146333362931,5.16640084063546,55.1226232492868,1.87686526749143e-05,0.000165460548907219,752.5,48.56,4,10010
"ENSG00000099899","TRMT2A",-1.46402083668341,5.55727243161207,55.1188611081291,1.87729867373011e-05,0.000165460548907219,808,63.34,18,3206
"ENSG00000089057","SLC23A2",-1.3186420746715,5.64288448200394,55.0817002674417,1.88285836361841e-05,0.000165842946139204,1934,50.46,5,6962
"ENSG00000100271","TTLL1",-1.04225858767875,5.1834544086918,54.9873194153792,1.89721092608461e-05,0.000166998825651855,1671,51.52,4,1736
"ENSG00000102858","MGRN1",1.36557298027434,5.06029092418094,54.9594400873204,1.90153251649436e-05,0.000167270820200948,822.5,61.92,18,6425
"ENSG00000160695","VPS11",-1.32619250546614,5.09767277010111,54.9292900936614,1.90612087098256e-05,0.000167565913719645,1289,53.13,8,3388
"ENSG00000186020","ZNF529",1.72303525312878,4.48806804885376,54.914625167378,1.90873620417516e-05,0.000167687290589308,582,39.19,9,5238
"ENSG00000118418","HMGN3",1.10024656906783,7.67409980548169,54.880207444527,1.91346962384703e-05,0.000167907525663312,893,40.58,7,1097
"ENSG00000198947","DMD",-1.47874306931134,6.63514633276611,54.8788612762847,1.91371557743195e-05,0.000167907525663312,2867,40.89,91,13992
"ENSG00000188807","TMEM201",1.74197696777704,3.68335096418555,54.8767960940282,1.91548356167175e-05,0.000167954149352006,3447,62.52,5,3851
"ENSG00000182916","TCEAL7",-1.33250689104496,7.343956151064,54.8523004641309,1.91777043463018e-05,0.00016804618092353,993,39.4,2,1134
"ENSG00000151474","FRMD4A",1.94707740098781,4.89463115846891,54.8329453045897,1.92127237926413e-05,0.000168244496809578,662,51.55,21,6861
