isoform_id	IR	IR_genomic_start	IR_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000354785	1	215372016	215372108	ENSG00000115414	FN1	215362227,215362869,215365904,215367410,215367430,215367804,215367806,215367808,215373148,215378710,215381146,215384340,215384480,215384482,215385922,215386221,215391901,215391928,215392186,215392290,215392323,215392351,215392748,215392884,215393619,215402560,215412581,215412954,215416299,215418421,215419317,215421951,215422112,215429547,215435037,215435347
ENST00000487380	1	219210824	219210933	ENSG00000115657	ABCB6	219211401,219214974,219217512,219218062
ENST00000485773	1	219210476	219210710	ENSG00000115657	ABCB6	219211401,219214974,219217512,219218062
ENST00000699329	1	177232584	177233249	ENSG00000116044	NFE2L2	177221064,177221066,177225098,177225104,177226543,177228573,177228611,177228740,177229019,177231348,177232010,177233290,177233292,177237221,177237994,177238245,177240425,177242764,177243652,177249686,177249883,177251110,177252685,177254475,177256196,177261698,177261914,177266860,177268458,177268831,177269519,177272262,177274989,177275189,177277470,177279758,177280352,177285424,177286873,177287698,177288142,177293762,177296396,177299758,177299760,177299762,177301290,177302881,177305133,177306126,177312577,177313583,177314974,177315008,177315051,177315658,177315660,177316862,177317286,177318669,177322480,177322482,177322484,177322486,177322523,177325785,177326123,177326622,177330256,177330258,177330688,177331065,177332222,177333254,177333256,177338215,177339797,177343918,177345674,177345915,177345917,177347307,177349030,177349343,177349763,177352393,177352395,177352489,177354305,177354307,177360434,177362228,177365170,177365172,177367923,177368005,177374089,177375420,177377132,177379113,177379115,177379381,177380922,177381297,177381795,177382475,177388111,177388239
ENST00000263733	1	179073352	179075163	ENSG00000116199	FAM20B	179028440,179031998,179034799,179035582,179039228,179042381,179044108,179044110,179044246,179044922,179050901,179056056,179056458,179056460,179057524,179066855,179068983,179069821,179069823,179071583
ENST00000498685	1	12029282	12029764	ENSG00000116691	MIIP	12024368,12027153,12028466,12030987
ENST00000367537	1	183552264	183552976	ENSG00000116698	SMG7	183473059,183475140,183477717,183479498,183485153,183485781,183491454,183491484,183491490,183491512,183492416,183495964,183496910,183499034,183501428,183506003,183506012,183506490,183513059,183513898,183515096,183517507,183517892,183518092,183521489,183524228,183526476,183527697,183528000,183531554,183535160,183535827,183538203,183539936,183540644,183543295,183544671,183552226,183553947,183554748,183557497,183560613,183560615,183563420,183563827,183564515,183565882,183571961,183572329,183572471,183573958,183577271,183577352,183580249,183580251,183580637,183583766,183585304,183588343,183590192,183592089,183593122,183593124,183594745,183595410,183597706
ENST00000493212	1	113758849	113759022	ENSG00000116793	PHTF1	113697063,113697065,113697521,113697598,113698141,113702225,113702227,113702918,113704340,113707713,113707715,113712170,113720505,113721308,113723572,113729480,113738112,113738548,113739514,113742016,113742080,113745727,113748413,113748678,113749958,113751667,113753486,113753661,113754279,113755575,113755716
ENST00000393357	1	113758849	113759022	ENSG00000116793	PHTF1	113697063,113697065,113697521,113697598,113698141,113702225,113702227,113702918,113704340,113707713,113707715,113712170,113720505,113721308,113723572,113729480,113738112,113738548,113739514,113742016,113742080,113745727,113748413,113748678,113749958,113751667,113753486,113753661,113754279,113755575,113755716
ENST00000367330	2	201153849;201153960;201154434	201153858;201154147;201154444	ENSG00000116857	TMEM9	201134850,201135038,201136919,201138803,201139614,201140129,201141919,201142804,201143113,201143779,201145876,201147265,201148874,201153374,201155051,201156869,201159984,201163923,201165845,201166066,201166811
ENST00000316156	1	36176322	36176417	ENSG00000116871	MAP7D1	36161860,36162699,36164354,36167034,36173126,36174363,36174383,36174421,36174823,36175446
ENST00000474796	1	36176322	36176417	ENSG00000116871	MAP7D1	36161860,36162699,36164354,36167034,36173126,36174363,36174383,36174421,36174823,36175446
ENST00000489617	1	205529564	205530258	ENSG00000117266	CDK18	205506039,205508344,205508346,205508352,205510648,205511683,205512538,205513769,205514901,205516740,205518065,205518194,205518353,205521915,205522161,205526409,205526822,205531058,205531167,205531225
ENST00000415912	1	21217979	21219958	ENSG00000117298	ECE1	21219335,21222169,21222171,21225355,21227013,21228056,21242079,21242081,21242925,21243955,21244403,21252020,21255572,21259620,21260060,21260328,21260751,21261146,21261468,21262286,21262950,21268538,21269905,21271036,21273231,21273302,21274937,21275765,21279169,21282158,21289735,21291695,21292818,21295732,21302078,21303152,21304582,21307396,21308249,21308718,21309499,21310503,21311270,21311339,21311991,21312937,21317993,21320037,21320039,21321562,21322868,21324190,21324211,21325257,21325460,21327311,21329272,21332974,21332976,21338592,21342875,21342877,21342879
ENST00000643377	1	169468253	169468643	ENSG00000117479	SLC19A2	169466775,169467550,169468423,169472931,169472933,169473379,169474249,169484676
ENST00000375323	1	116837408	116837604	ENSG00000118137	APOA1	116837449
ENST00000369501	1	88145005;88145274	88145171;88145337	ENSG00000118432	CNR1	88140621,88141032,88150401,88151555,88152334,88154723,88155213,88157113,88158464,88158466,88159737,88161527,88162576,88164459,88165109,88165111,88165532
ENST00000682865	1	87976950	87977003	ENSG00000118785	SPP1	87980028,87980990
ENST00000532683	4	73099751;73100363;73101180;73111156	73100300;73100713;73103191;73111527	ENSG00000119707	RBM25	73062640,73062642,73062965,73063064,73069578,73073720,73075597,73077248,73082952,73083615,73083839,73090437,73091896,73095888,73096122,73098445,73098447,73100237,73100570,73101264,73105389,73107974,73109240
ENST00000460665	1	27039838	27040029	ENSG00000119777	TMEM214	27039578,27040490,27040730,27040864
ENST00000695561	1	70289355	70289521	ENSG00000120509	PDZD11	70286803,70289192
ENST00000685624	2	37000823;37001802	37001298;37002272	ENSG00000120699	EXOSC8	36999789,37015382,37018801
ENST00000276431	1	23028442	23028528	ENSG00000120889	TNFRSF10B	23029225,23029227,23029994,23035573,23037227,23037492,23037494,23039193,23042376,23043957,23044014,23046458,23047225,23051110,23051464,23053365,23054249,23056980,23058115,23058630,23065246,23065532,23065817,23066765
ENST00000338910	1	19782918	19782916	ENSG00000121390	PSPC1	19674779,19676459,19685189,19687070,19688452,19691400,19695534,19695617,19697304,19703697,19703946,19705452,19708297,19708633,19710982,19714227,19714445,19714447,19714569,19718291,19723512,19724444,19732799,19733482,19738171,19746270,19747152,19757300,19761402,19764349,19764351,19764353,19764355,19764784,19765283,19766723,19769008,19770523,19770525,19771765,19773797,19775478,19778108
ENST00000492741	1	19782918	19782916	ENSG00000121390	PSPC1	19674779,19676459,19685189,19687070,19688452,19691400,19695534,19695617,19697304,19703697,19703946,19705452,19708297,19708633,19710982,19714227,19714445,19714447,19714569,19718291,19723512,19724444,19732799,19733482,19738171,19746270,19747152,19757300,19761402,19764349,19764351,19764353,19764355,19764784,19765283,19766723,19769008,19770523,19770525,19771765,19773797,19775478,19778108
ENST00000467604	1	119212682	119216239	ENSG00000121578	B4GALT4	119212550,119213501,119213690,119216923,119219286,119221352,119224604,119226478,119228017,119228897,119232292,119233538,119233540,119237360,119239510,119239512
ENST00000493091	2	100352915;100355241	100352996;100356393	ENSG00000121716	PILRB	100353834,100357322,100357766,100360829,100362391,100362882,100363344,100364272
ENST00000319826	1	27251586;27251699	27251596;27251850	ENSG00000122026	RPL21	27254668
ENST00000693680	1	86668571	86668668	ENSG00000122367	LDB3	86667077,86667216,86667868,86668974,86670286,86672985,86677177,86677507,86678783,86678983,86681197,86681414,86682782,86683239,86683430,86685852,86687942,86688369,86688371,86688616,86691274,86693344,86693637,86695088,86695118,86696062,86696094,86699947,86702010,86704476,86704478,86705769,86706462,86717283,86717808,86718734,86722029,86722359,86723320,86723796,86723849,86728292,86728532,86730218,86732482,86733865,86734537,86735995
ENST00000359242	1	86348879	86350093	ENSG00000122417	ODF2L	86348146,86350567,86352112,86353740,86354521,86356215,86356305,86359668,86359867,86360659,86371474,86372057,86372676,86372678,86373453,86374655,86374709,86375262,86377162,86377968,86383078,86391875,86392381,86392383
ENST00000679123	1	26191129	26191421	ENSG00000122566	HNRNPA2B1	26173381,26177728,26178454,26179045,26179271,26180015,26180118,26183228,26185611,26188394,26188552,26192237
ENST00000261741	1	113822647	113823208	ENSG00000122965	RBM19	113817214,113822694,113827465,113828787,113831949,113833181,113836132,113838234,113838317,113838361,113838383,113838427,113838449,113838471,113840919,113841161,113841202,113843506,113844070,113845127,113847238,113847260,113850645,113852486,113852680,113852682,113853502,113854342,113857350,113857553,113857555,113857743,113858276,113858278,113858684,113859007,113859009,113860768,113861647,113862126,113862602,113863113,113863525,113864310,113864551,113865621,113866520,113867534,113868573,113869396,113878782,113879239,113880142,113880499,113883138,113885967,113886277,113886527,113886730,113887505,113889006,113889008,113889857,113894229,113895053,113896036,113898184,113898591,113899121,113899123,113899503,113902144,113902467,113904642,113904644,113906142,113906144,113907458,113910901,113911200,113914233,113915500,113917358,113918980,113918982,113919233,113920277,113923833,113923960,113923962,113924200,113925017,113925702,113930899,113932193,113933401,113934097,113934270,113934906,113937205,113937591,113937593,113939174,113941562,113942708,113944088,113944242,113944402,113944404,113944663,113951491,113955049,113958495,113961900,113962014,113963779
ENST00000587730	2	14409448;14409874	14409535;14410215	ENSG00000123136	DDX39A	14408893,14409610,14410220,14410276,14410377,14410759,14411346,14416830
ENST00000585606	2	14479525;14480486	14480304;14480592	ENSG00000123159	GIPC1	14482393,14488102,14488620,14488622,14488673,14488817,14491587,14492232,14492234,14493195,14494623
ENST00000550557	3	52055205;52056160;52056646	52056029;52056493;52057056	ENSG00000123358	NR4A1	52024276,52024943,52025001,52026188,52029199,52033007,52034467,52035033,52036369,52039178,52041492,52042355,52045368,52051611,52051663,52052676,52052871,52056689
ENST00000332858	1	49129723	49131297	ENSG00000123416	TUBA1B	49128183,49129793
ENST00000680904	1	165867393;165871021	165870797;165873361	ENSG00000123607	TTC21B	165859700,165860390,165862386,165863885,165865897,165869036,165870663,165871302,165876688,165876857,165877377,165877770,165881740,165882758,165882818,165883405,165886480,165889124,165889708,165893374,165893667,165894439,165902067,165902432,165902703,165902755,165902757,165904442,165904444,165904446,165905125,165905465,165908882,165910481,165910766,165913798,165917596,165920336,165922777,165926243,165929315,165931914,165932896,165935372,165939425,165940575,165944651,165945611,165945967,165947262
ENST00000324464	1	40716704	40716861	ENSG00000123815	COQ8B	40691750,40693767,40694655,40697893,40700116,40701947,40703274,40703276,40703946,40704777,40706098,40707137,40708969,40708971,40709104,40709211,40710604,40710999,40712707,40712709,40713416,40724186,40724817
ENST00000644923	1	8411701	8412884	ENSG00000124786	SLC35B3	8411951,8411953,8415669,8417440,8420514,8420516,8421775,8425217,8427866,8430766
ENST00000710437	1	8411701	8412884	ENSG00000124786	SLC35B3	8411951,8411953,8415669,8417440,8420514,8420516,8421775,8425217,8427866,8430766
ENST00000566936	1	57473496	57473612	ENSG00000125170	DOK4	57472354,57474086,57474088,57474599,57475241,57475297,57476939,57477542,57477876,57478683,57480655
ENST00000376355	1	99891438	99892442	ENSG00000125246	CLYBL	99607209,99607429,99610353,99611526,99613853,99614396,99618999,99621327,99624401,99625272,99627332,99628202,99630334,99634064,99640824,99642216,99643019,99644279,99648091,99655428,99656924,99657089,99659124,99659320,99659679,99663652,99666364,99669632,99670067,99670225,99672351,99679935,99683842,99685069,99688723,99690005,99692894,99702671,99703903,99703971,99705240,99709190,99711551,99714148,99715547,99717300,99718987,99724106,99724108,99727813,99727815,99728040,99736543,99736575,99737940,99738060,99742281,99743440,99746743,99747670,99747978,99749828,99752332,99753552,99755415,99755802,99759106,99759192,99761420,99762433,99763531,99764825,99765976,99765996,99767147,99774421,99776645,99776795,99776872,99778706,99783187,99790094,99794481,99796216,99796487,99797187,99798568,99798682,99799359,99799589,99800065,99802621,99802874,99805006,99806381,99807300,99809351,99810550,99811294,99812983,99812985,99813714,99814898,99815296,99815454,99815733,99815735,99820172,99820714,99821697,99821959,99827481,99827483,99827688,99827743,99828446,99828448,99828450,99829007,99830226,99831443,99834094,99835388,99836105,99836576,99839753,99843940,99844044,99844857,99844859,99846217,99846823,99849245,99849381,99850457,99852097,99852965,99852967,99853097,99856340,99857359,99858040,99859139,99859141,99863554,99865475,99867629,99869272,99872174,99879050,99880552,99883125,99883755,99883971,99888144,99892264,99897633,99897635,99902446,99902448,99903093,99903433,99905682
ENST00000488489	1	33660004	33660258	ENSG00000125967	NECAB3	33657245,33657267,33661018,33662126,33665151,33665951
ENST00000376105	1	31605814	31606052	ENSG00000125968	NA	NA
ENST00000372168	1	45008322	45008535	ENSG00000126107	HECTD3	45003962,45005262,45008470
ENST00000488765	1	113096484	113096549	ENSG00000126217	MCF2L	112896983,112897564,112898558,112902489,112902969,112905918,112906469,112907709,112907761,112908522,112909784,112910651,112911080,112911082,112911084,112911370,112912060,112913617,112915676,112916656,112925767,112925860,112926289,112926503,112926536,112926726,112928321,112929579,112929760,112930332,112931211,112934171,112935777,112936148,112939419,112945215,112947293,112947308,112948100,112948627,112948629,112948934,112950215,112950253,112951849,112953913,112954544,112955022,112955024,112956855,112956965,112958389,112958724,112961060,112961978,112961990,112962032,112962062,112962092,112962118,112962120,112962122,112962140,112962162,112962164,112962186,112962230,112962244,112962246,112962310,112962401,112963569,112963714,112964285,112964471,112964932,112966996,112969704,112970660,112970937,112971650,112972202,112972794,112974499,112975506,112976933,112984071,112985165,112985275,112987595,112987597,112988206,112989966,112992104,112993472,112996093,113004882,113007315,113014770,113015406,113015412,113015414,113016727,113017243,113017363,113018533,113020846,113020932,113020938,113021119,113021445,113022943,113024219,113031915,113031937,113031973,113031981,113031983,113032022,113032024,113032026,113032057,113040277,113045409,113045781,113046174,113046310,113049230,113050143,113050442,113051374,113052936,113053860,113054777,113062033,113062114,113063072,113064907,113070008,113070473,113070492,113070494,113070978,113075470,113081386,113086219,113087342,113088143,113090210,113093702,113093970,113098279
ENST00000597636	1	49665170	49665630	ENSG00000126456	NA	NA
ENST00000673350	4	66075857;66086822;66087387;66087792	66075888;66087333;66087728;66088806	ENSG00000126522	ASL	66086542,66086946,66088349,66088833,66089867,66091596,66091752,66093187
ENST00000263431	1	53906892	53906993	ENSG00000126583	PRKCG	53884878,53885108,53887210,53889097,53890896,53900216,53900317,53904518,53907507
ENST00000319770	1	6689293	6689367	ENSG00000126746	ZNF384	6668571,6670296,6675702,6675975,6677327,6677503,6677678,6677996,6682375,6682520,6684419
ENST00000496353	2	1319525;1320530	1320455;1320995	ENSG00000127054	INTS11	1312278,1312838,1312882,1314577,1319335,1320824,1321684,1323078
ENST00000586651	1	9818618	9818727	ENSG00000127452	FBXL12	9810466,9810468,9814032,9814378,9815198,9815406,9824699,9826809
ENST00000693007	1	19230964	19231260	ENSG00000127463	EMC1	19215823,19221219,19225687,19226700,19228740,19232477,19232479,19233315,19233408,19235049,19236524,19240833,19247318,19247373,19247716,19251520,19251545
ENST00000573440	1	631425	632581	ENSG00000127578	WFIKKN1	633386
ENST00000455171	1	789126	789209	ENSG00000127586	CHTF18	789192,792596,794158,799544,800179
ENST00000591595	1	11019024	11019590	ENSG00000127616	SMARCA4	10963241,10963957,10963988,10965169,10969091,10969575,10972675,10974110,10974623,10974650,10974662,10975161,10977468,10977927,10978478,10979034,10979270,10984355,10984627,10984886,10985284,10985286,10985942,10988608,10989022,10989999,10991171,10991765,10991855,10993399,10996166,10996742,10998321,10999526,11000894,11001543,11004976,11009664,11010912,11011585,11012065,11012241,11013674,11017899,11019810,11020772,11022093,11024387,11024976,11025457,11025928,11027658,11028336,11029396,11032534,11034416,11034475,11034874,11035980,11042610,11042612,11043159,11044207,11048050,11049182,11049184,11049396,11051635,11054751,11058622,11060766,11062147,11063964,11069166,11072092,11074139,11076100
ENST00000429360	1	37019775	37019797	ENSG00000128309	MPST	37021811,37022788,37022790,37025120,37025916,37025996,37026363,37026740,37027297,37029119
ENST00000407800	2	38930999;38931172	38930998;38931275	ENSG00000128626	MRPS12	38931505,38931813,38931815
ENST00000409900	1	175005081	175005205	ENSG00000128656	CHN1	174799050,174799870,174801137,174801429,174804228,174804665,174805319,174808888,174810172,174810174,174813206,174817384,174817386,174819906,174820134,174823033,174824310,174826324,174837303,174837925,174838238,174839437,174841615,174842919,174843207,174843896,174845429,174847459,174847833,174848082,174848098,174853638,174853857,174853873,174853895,174856474,174860026,174860686,174861290,174862092,174863224,174863242,174863910,174864732,174868399,174872858,174873415,174875925,174878652,174881653,174883698,174883700,174885913,174888760,174888762,174888764,174889500,174890238,174895382,174895668,174900973,174901296,174903466,174904131,174904357,174904533,174904959,174906633,174906928,174909418,174911791,174918321,174918636,174920034,174920970,174922333,174924485,174928603,174928755,174929434,174929436,174930271,174930365,174930523,174930910,174934326,174934797,174935807,174936502,174937375,174939727,174950411,174955981,174957122,174962778,174964092,174964538,174967212,174967256,174968675,174968677,174971668,174973202,174974319,174974788,174975252,174975453,174978184,174980524,174982263,174989806,174992144,174995333,174995477,175000115,175004473
ENST00000430149	1	2885467	2885633	ENSG00000129757	NA	NA
ENST00000588598	1	1877688	1879920	ENSG00000129968	ABHD17A	1877117,1880677,1881261,1882083,1882943,1883176,1883489
ENST00000592434	1	44901311	44903029	ENSG00000130204	TOMM40	44893220,44894360,44895850,44895926,44896466,44901068,44902976
ENST00000587502	1	2328478	2328560	ENSG00000130332	NA	NA
ENST00000373842	1	28334919	28335708	ENSG00000130772	MED18	28332557
ENST00000676610	3	10133702;10134308;10135518	10134216;10135438;10135735	ENSG00000130816	DNMT1	10133616,10137672,10139412,10147130,10148586,10149520,10149817,10149819,10150029,10150521,10151670,10153741,10154627,10158963,10159635,10164481,10164890,10166078,10166166,10166324,10167340,10182964,10183260,10187469,10187736,10188010,10188147,10188197,10189564,10190280,10192346,10194126,10198716,10199625,10199639,10201415,10204461,10207488,10207565,10209995,10212319,10220241,10223890
ENST00000677946	1	10133702	10134216	ENSG00000130816	DNMT1	10133616,10137672,10139412,10147130,10148586,10149520,10149817,10149819,10150029,10150521,10151670,10153741,10154627,10158963,10159635,10164481,10164890,10166078,10166166,10166324,10167340,10182964,10183260,10187469,10187736,10188010,10188147,10188197,10189564,10190280,10192346,10194126,10198716,10199625,10199639,10201415,10204461,10207488,10207565,10209995,10212319,10220241,10223890
ENST00000253401	2	63635409;63754677	63637689;63754920	ENSG00000131089	ARHGEF9	63636681,63639409,63645694,63648712,63653787,63656468,63656470,63658090,63659717,63660083,63660491,63671001,63671099,63671726,63672484,63673643,63674875,63677263,63677492,63677494,63677980,63678516,63681197,63681199,63684015,63684887,63687082,63689464,63690976,63691118,63691900,63694493,63695437,63696229,63696825,63706914,63709015,63711601,63713797,63714713,63717442,63719936,63720007,63720055,63724908,63725492,63728059,63729190,63735407,63735409,63738452,63739321,63740427,63741623,63741724,63743865,63744336,63744777,63744821,63744918,63746183,63746185,63754182,63755628,63757097,63757961,63758960,63760336,63762027,63763131,63764735,63766784,63767161,63767651,63767882,63767969,63767971,63770333,63772308,63772481,63775589,63777734,63778554,63784672,63785105,63785141,63786535,63787643,63787760,63790476,63790674,63793888,63794522,63795456,63796861,63798581,63804668,63806478,63806485,63808078,63808379
ENST00000469381	1	85663094	85663343	ENSG00000131149	GSE1	85171045,85176377,85176557,85176653,85178349,85182790,85182965,85183019,85183031,85183102,85183166,85183236,85183246,85184332,85184549,85184598,85185469,85192098,85193306,85193948,85196252,85197109,85198923,85201814,85204925,85209416,85209685,85210717,85211376,85214313,85214315,85214746,85215514,85218439,85221344,85221386,85221416,85221418,85221420,85221422,85222585,85222904,85222906,85227260,85227262,85229503,85232932,85233527,85233559,85233598,85233613,85233627,85236379,85240632,85241412,85241673,85242371,85243126,85243715,85243747,85246036,85247450,85247452,85247875,85248873,85250686,85252400,85255835,85256401,85256403,85258732,85260813,85265777,85269618,85272921,85274878,85277303,85279285,85280116,85281694,85281941,85284028,85284062,85285762,85287139,85287399,85295513,85296814,85298768,85299105,85301527,85303839,85304576,85305627,85307214,85310305,85314386,85314533,85314535,85314537,85314661,85314663,85315727,85317287,85317721,85318408,85325113,85327746,85327986,85327988,85328089,85328091,85331932,85332362,85333923,85334368,85336795,85336847,85336849,85336939,85337831,85338557,85340122,85341145,85341147,85342869,85342903,85345999,85348728,85351215,85352096,85352098,85355130,85355132,85357403,85358191,85360661,85362306,85362636,85362715,85371650,85372433,85372710,85373034,85373976,85374134,85374148,85374238,85374428,85375561,85375864,85378554,85379033,85379213,85382712,85382774,85382776,85382778,85382795,85382817,85382833,85382843,85382870,85382917,85382946,85382966,85383003,85383027,85383048,85383050,85383235,85383287,85383289,85383397,85385393,85387845,85389541,85389543,85389870,85391256,85391902,85392363,85392911,85395166,85395488,85397418,85397596,85398618,85398824,85398861,85398914,85399043,85399068,85400409,85400435,85400579,85400614,85402878,85414025,85416770,85418274,85423255,85423560,85425674,85426847,85429135,85429146,85429180,85429284,85429317,85429367,85429756,85430621,85430763,85432117,85432181,85432183,85433668,85434455,85437938,85439677,85439679,85439697,85439744,85439746,85439748,85439823,85439825,85439827,85439829,85439859,85439893,85439915,85439917,85439919,85439981,85439983,85439985,85440156,85444659,85444661,85444673,85446665,85453334,85453398,85453871,85454496,85454776,85455837,85457558,85459246,85459248,85459250,85460022,85465183,85465185,85467140,85471358,85472582,85474234,85477908,85478812,85480253,85483204,85488439,85496342,85497693,85498278,85498306,85498396,85498444,85498466,85498486,85498520,85498522,85498540,85498567,85504895,85505324,85506953,85506955,85507948,85508518,85510693,85510695,85510992,85511396,85514888,85514890,85514958,85514970,85514972,85514974,85515042,85515060,85520389,85522782,85522878,85522932,85522944,85523062,85523334,85530763,85531056,85532841,85535689,85536342,85536644,85536923,85539278,85539280,85541132,85541755,85542153,85543171,85543507,85545378,85548489,85549847,85550234,85553165,85555222,85565641,85566912,85569044,85572484,85572882,85573357,85573432,85576960,85577528,85578471,85578473,85580018,85581613,85583672,85585676,85586899,85587321,85587401,85587446,85589021,85589981,85590478,85590614,85595713,85596085,85603147,85608890,85609809,85610784,85611135,85616936,85619173,85619813,85621887,85622055,85622573,85622910,85634252,85635060,85635413,85638461,85642180,85642441,85645844,85645846,85645879,85645881,85645915,85645917,85645994,85645996,85646029,85646031,85646064,85646066,85646099,85646101,85646134,85646136,85646169,85646171,85646204,85646206,85654121,85654735,85656594,85656983,85661827,85662639,85666950,85668498,85671163,85671473,85671475,85672654,85672656,85675145
ENST00000253458	1	85654347	85654431	ENSG00000131149	GSE1	85171045,85176377,85176557,85176653,85178349,85182790,85182965,85183019,85183031,85183102,85183166,85183236,85183246,85184332,85184549,85184598,85185469,85192098,85193306,85193948,85196252,85197109,85198923,85201814,85204925,85209416,85209685,85210717,85211376,85214313,85214315,85214746,85215514,85218439,85221344,85221386,85221416,85221418,85221420,85221422,85222585,85222904,85222906,85227260,85227262,85229503,85232932,85233527,85233559,85233598,85233613,85233627,85236379,85240632,85241412,85241673,85242371,85243126,85243715,85243747,85246036,85247450,85247452,85247875,85248873,85250686,85252400,85255835,85256401,85256403,85258732,85260813,85265777,85269618,85272921,85274878,85277303,85279285,85280116,85281694,85281941,85284028,85284062,85285762,85287139,85287399,85295513,85296814,85298768,85299105,85301527,85303839,85304576,85305627,85307214,85310305,85314386,85314533,85314535,85314537,85314661,85314663,85315727,85317287,85317721,85318408,85325113,85327746,85327986,85327988,85328089,85328091,85331932,85332362,85333923,85334368,85336795,85336847,85336849,85336939,85337831,85338557,85340122,85341145,85341147,85342869,85342903,85345999,85348728,85351215,85352096,85352098,85355130,85355132,85357403,85358191,85360661,85362306,85362636,85362715,85371650,85372433,85372710,85373034,85373976,85374134,85374148,85374238,85374428,85375561,85375864,85378554,85379033,85379213,85382712,85382774,85382776,85382778,85382795,85382817,85382833,85382843,85382870,85382917,85382946,85382966,85383003,85383027,85383048,85383050,85383235,85383287,85383289,85383397,85385393,85387845,85389541,85389543,85389870,85391256,85391902,85392363,85392911,85395166,85395488,85397418,85397596,85398618,85398824,85398861,85398914,85399043,85399068,85400409,85400435,85400579,85400614,85402878,85414025,85416770,85418274,85423255,85423560,85425674,85426847,85429135,85429146,85429180,85429284,85429317,85429367,85429756,85430621,85430763,85432117,85432181,85432183,85433668,85434455,85437938,85439677,85439679,85439697,85439744,85439746,85439748,85439823,85439825,85439827,85439829,85439859,85439893,85439915,85439917,85439919,85439981,85439983,85439985,85440156,85444659,85444661,85444673,85446665,85453334,85453398,85453871,85454496,85454776,85455837,85457558,85459246,85459248,85459250,85460022,85465183,85465185,85467140,85471358,85472582,85474234,85477908,85478812,85480253,85483204,85488439,85496342,85497693,85498278,85498306,85498396,85498444,85498466,85498486,85498520,85498522,85498540,85498567,85504895,85505324,85506953,85506955,85507948,85508518,85510693,85510695,85510992,85511396,85514888,85514890,85514958,85514970,85514972,85514974,85515042,85515060,85520389,85522782,85522878,85522932,85522944,85523062,85523334,85530763,85531056,85532841,85535689,85536342,85536644,85536923,85539278,85539280,85541132,85541755,85542153,85543171,85543507,85545378,85548489,85549847,85550234,85553165,85555222,85565641,85566912,85569044,85572484,85572882,85573357,85573432,85576960,85577528,85578471,85578473,85580018,85581613,85583672,85585676,85586899,85587321,85587401,85587446,85589021,85589981,85590478,85590614,85595713,85596085,85603147,85608890,85609809,85610784,85611135,85616936,85619173,85619813,85621887,85622055,85622573,85622910,85634252,85635060,85635413,85638461,85642180,85642441,85645844,85645846,85645879,85645881,85645915,85645917,85645994,85645996,85646029,85646031,85646064,85646066,85646099,85646101,85646134,85646136,85646169,85646171,85646204,85646206,85654121,85654735,85656594,85656983,85661827,85662639,85666950,85668498,85671163,85671473,85671475,85672654,85672656,85675145
ENST00000547687	1	89646715	89647202	ENSG00000131165	CHMP1A	89642421,89646641,89646955,89648555
ENST00000420267	2	15043023;15047274;15049935	15046485;15048511;15052633	ENSG00000131368	MRPS25	15013468,15013536,15015176,15018341,15019479,15020315,15021667,15021676,15021678,15021687,15021743,15022198,15025019,15025075,15025077,15025155,15031512,15031873,15032245,15032519,15033394,15038157,15043655,15047446,15048503,15049158,15049274,15049749,15052909,15057820,15064059
ENST00000502960	1	140647363	140647482	ENSG00000131495	NDUFA2	140641320,140641950,140645971,140646448,140647674
ENST00000647584	1	673077	673899	ENSG00000132199	ENOSF1	672465,672467,675374,677656,677658,683769,684595,685004,688266,688933,689017,690925,693061,693104,693635,693691,695959,696985,699052,704750,707222,710253,710255,710841
ENST00000480357	2	238092084;238093945	238093860;238094419	ENSG00000132330	SCLY	238062299,238064162,238064164,238066182,238067607,238069809,238071269,238071271,238073074,238076236,238077446,238081367,238088034,238088400,238089089,238089564,238095885,238098864
ENST00000572172	2	7313722;7315120	7313905;7315251	ENSG00000132522	GPS2	7313105,7313362,7313404,7313859,7314082
