isoform_id	MES	MES_genomic_start	MES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000456393	1	40692290;40709357	40692347;40709616	ENSG00000066136	NFYC	40692420,40692422,40693186,40694341,40696861,40696863,40696865,40701494,40701632,40708182,40708719,40709717,40709765,40709982,40711131,40713155,40713758,40716136,40716138,40717797,40722435,40722874,40725165,40730155,40730274,40731018,40732590,40734705,40735697,40735738,40738312,40739887,40746300,40749526,40750395,40750630,40751288,40751550,40752299,40754021,40754030,40754272,40756501,40756910,40757868,40761186,40761587,40762650,40762992,40763336,40766314,40767844,40768589,40768591,40770656,40771555,40771571
ENST00000447388	1	40692290;40709357	40692347;40709616	ENSG00000066136	NFYC	40692420,40692422,40693186,40694341,40696861,40696863,40696865,40701494,40701632,40708182,40708719,40709717,40709765,40709982,40711131,40713155,40713758,40716136,40716138,40717797,40722435,40722874,40725165,40730155,40730274,40731018,40732590,40734705,40735697,40735738,40738312,40739887,40746300,40749526,40750395,40750630,40751288,40751550,40752299,40754021,40754030,40754272,40756501,40756910,40757868,40761186,40761587,40762650,40762992,40763336,40766314,40767844,40768589,40768591,40770656,40771555,40771571
ENST00000212355	1	91770842;91783206;91786186	91770970;91783264;91786227	ENSG00000069702	TGFBR3	91682650,91685952,91691566,91692089,91692439,91692533,91694868,91695828,91697784,91701661,91707411,91713437,91714254,91723760,91723828,91723830,91723832,91723834,91725082,91725245,91726037,91728596,91729275,91730213,91732882,91734493,91735956,91737474,91738192,91738242,91742810,91745883,91745906,91746103,91746160,91747029,91748511,91750561,91750842,91751392,91752542,91753258,91754994,91756102,91760177,91762098,91762222,91762521,91765799,91766797,91772401,91773596,91775733,91776413,91778662,91780001,91782918,91784374,91784969,91785240,91788697,91790460,91797337,91798219,91799752,91800050,91800301,91800303,91802745,91804076,91804083,91806450,91808610,91809333,91809340,91812127,91812436,91814553,91816689,91818840,91820861,91820863,91820873,91821830,91821832,91822587,91823560,91825176,91827797,91828266,91829071,91829456,91836115,91837390,91837702,91838802,91840382,91840400,91840402,91840420,91840422,91840440,91840442,91840460,91840462,91840480,91840482,91840500,91840502,91840520,91840522,91840540,91840542,91840560,91840955,91845665,91845695,91846875,91846877,91847471,91848382,91849995,91850408,91852403,91852405,91852432,91855422,91855424,91857189,91857818,91858924,91862283,91867121,91871243,91874297,91879618,91881343,91881345,91881907,91884517,91886661,91897638,91902062,91904553
ENST00000656825	1	22055030;22062125;22065321;22072455;22076334	22055802;22064035;22067066;22074219;22076917	ENSG00000070831	CDC42	22054022,22055633,22055635,22060206,22062556,22063131,22066243,22067673,22068769,22071475,22071526,22071528,22072614,22076326,22076876,22076878,22077330,22078051,22080839,22081037,22081561,22087414,22088097,22089316,22090437,22091646,22093517,22093595,22094030,22096479,22096481,22097927,22100239,22100412
ENST00000695798	1	22062125;22065321;22072455;22076334	22064035;22067066;22074219;22076917	ENSG00000070831	CDC42	22054022,22055633,22055635,22060206,22062556,22063131,22066243,22067673,22068769,22071475,22071526,22071528,22072614,22076326,22076876,22076878,22077330,22078051,22080839,22081037,22081561,22087414,22088097,22089316,22090437,22091646,22093517,22093595,22094030,22096479,22096481,22097927,22100239,22100412
ENST00000312358	1	219442023;219443108;219444030	219442083;219443150;219444059	ENSG00000072195	SPEG	219434977,219435299,219435992,219436008,219438574,219439013,219439015,219439017,219439019,219439996,219440255,219440695,219443368,219443761,219450787,219451934,219455801,219457847,219462786,219463223,219465804,219465842,219465844,219465846,219465856,219465884,219465906,219465948,219465962,219465976,219466213,219466383,219471519,219472489,219476477,219480824,219480848,219481540,219483000,219486303,219487175,219487256
ENST00000393802	1	171914343;171957597;171996890	171914405;171957698;171997051	ENSG00000072803	FBXW11	171861610,171862072,171862616,171862868,171864196,171865528,171867377,171873510,171882282,171887169,171887614,171888037,171891908,171892149,171896724,171898374,171901417,171901593,171901903,171902645,171904020,171905703,171909181,171909720,171916005,171918165,171925164,171925625,171927001,171927655,171932855,171932857,171933725,171933833,171934448,171938204,171938206,171939914,171943221,171945240,171946422,171951635,171953518,171956246,171956297,171958455,171963659,171967190,171970405,171971260,171974766,171976914,171978785,171978986,171979189,171982320,171984688,171985815,171987056,171989881,171989945,171990574,171997037,171997301,171998300,172000475,172001175,172004137,172004688,172004894,172005079
ENST00000541377	1	121414141;121418622	121414203;121418729	ENSG00000074054	CLASP1	121340152,121342941,121342943,121343453,121345697,121346605,121348140,121350597,121352234,121352340,121352342,121353785,121355121,121356073,121356681,121356683,121358398,121358589,121361832,121362793,121363573,121364197,121364227,121364881,121370702,121372533,121374746,121376825,121378783,121379635,121382645,121382647,121383274,121386475,121389436,121389500,121389502,121393911,121394493,121395475,121395940,121396541,121396951,121400142,121401899,121403542,121404029,121404329,121404820,121406390,121407826,121408010,121414119,121414641,121414764,121415605,121416796,121417533,121418462,121419632,121427504,121429306,121429388,121430346,121435592,121436831,121436956,121438131,121440343,121441819,121443941,121444090,121444833,121448019,121449475,121452191,121453161,121453448,121454621,121455568,121455950,121457312,121457314,121459104,121461229,121463707,121464311,121466628,121466840,121467587,121469148,121469332,121473629,121474993,121477598,121479217,121479296,121479298,121483988,121484463,121484503,121488458,121491548,121496307,121496543,121501736,121502346,121504483,121506607,121508219,121508805,121511456,121513690,121515180,121516470,121516897,121516899,121517050,121520015,121521521,121522008,121522895,121523122,121523965,121528517,121528625,121528627,121528982,121533574,121535147,121535428,121538280,121540111,121541339,121542052,121543823,121544533,121546016,121547486,121549200,121552562,121552882,121552884,121553106,121554950,121556814,121556897,121560339,121560709,121565313,121565433,121565764,121568072,121570548,121573788,121577274,121577808,121578290,121578596,121580758,121580791,121583324,121586674,121586812,121591221,121592184,121593877,121595336,121595338,121595498,121597799,121599456,121600241,121604894,121609050,121613575,121613608,121613919,121614142,121618085,121625281,121627003,121632498,121632712,121633177,121634622,121637754,121639912,121641598,121642843,121644826,121646341
ENST00000409078	2	121414141;121418622,121444939;121445449	121414203;121418729,121444962;121445496	ENSG00000074054	CLASP1	121340152,121342941,121342943,121343453,121345697,121346605,121348140,121350597,121352234,121352340,121352342,121353785,121355121,121356073,121356681,121356683,121358398,121358589,121361832,121362793,121363573,121364197,121364227,121364881,121370702,121372533,121374746,121376825,121378783,121379635,121382645,121382647,121383274,121386475,121389436,121389500,121389502,121393911,121394493,121395475,121395940,121396541,121396951,121400142,121401899,121403542,121404029,121404329,121404820,121406390,121407826,121408010,121414119,121414641,121414764,121415605,121416796,121417533,121418462,121419632,121427504,121429306,121429388,121430346,121435592,121436831,121436956,121438131,121440343,121441819,121443941,121444090,121444833,121448019,121449475,121452191,121453161,121453448,121454621,121455568,121455950,121457312,121457314,121459104,121461229,121463707,121464311,121466628,121466840,121467587,121469148,121469332,121473629,121474993,121477598,121479217,121479296,121479298,121483988,121484463,121484503,121488458,121491548,121496307,121496543,121501736,121502346,121504483,121506607,121508219,121508805,121511456,121513690,121515180,121516470,121516897,121516899,121517050,121520015,121521521,121522008,121522895,121523122,121523965,121528517,121528625,121528627,121528982,121533574,121535147,121535428,121538280,121540111,121541339,121542052,121543823,121544533,121546016,121547486,121549200,121552562,121552882,121552884,121553106,121554950,121556814,121556897,121560339,121560709,121565313,121565433,121565764,121568072,121570548,121573788,121577274,121577808,121578290,121578596,121580758,121580791,121583324,121586674,121586812,121591221,121592184,121593877,121595336,121595338,121595498,121597799,121599456,121600241,121604894,121609050,121613575,121613608,121613919,121614142,121618085,121625281,121627003,121632498,121632712,121633177,121634622,121637754,121639912,121641598,121642843,121644826,121646341
ENST00000553942	1	103481816;103485308;103486118;103487291;103490952	103481861;103486113;103487118;103487707;103491107	ENSG00000075413	MARK3	103389396,103390668,103390670,103390865,103390867,103393664,103398177,103398179,103398918,103401370,103402076,103402606,103403687,103404292,103406035,103407484,103408658,103413019,103413201,103414802,103415760,103415762,103421832,103430060,103434541,103437810,103437963,103438522,103441011,103445959,103449240,103450568,103451075,103451856,103452222,103461212,103462911,103466459,103468699,103469326,103470600,103471639,103473071,103474465,103476773,103476797,103479165,103479785,103481094,103482702,103484276,103485950,103489092,103489094,103492308,103492400,103492402,103492645,103496557,103496910,103497176,103497178,103498729,103498747,103498892,103499900,103500950
ENST00000539275	1	114443856;114444541;114445979;114447826	114443933;114444652;114446087;114447879	ENSG00000076043	REXO2	114441435,114444049,114444918
ENST00000551812	1	56630125;56630776	56630326;56630865	ENSG00000076108	BAZ2A	56599459,56604613,56605384,56606236,56610633,56610635,56613914,56614797,56614893,56616393,56620305,56621137
ENST00000379096	1	80044167;80050445	80044208;80050471	ENSG00000076554	TPD52	80035209,80038043,80038418,80044582,80045124,80045649,80050146,80050820,80050856,80051254,80052138,80056281,80058009,80062334,80065723,80070059,80075717,80076197,80076199,80076645,80077754,80080471,80081201,80083870,80084870,80087044,80089174,80089214,80089620,80100069,80101981,80101983,80104687,80105438,80106171,80107694,80107696,80108715,80111924,80113013,80115110,80116515,80118254,80118376,80118963,80122476,80122864,80125441,80127388,80129563,80132128,80134491,80134527,80135674,80141070,80141162,80142907,80145230,80147284,80150691,80154194,80155187,80156254,80159188,80161874,80162210,80163378,80165819,80167389,80168358,80169844,80171214,80173328,80173740,80174219,80174241,80177584,80178634,80181013,80186872,80187338,80190468,80191088,80191098,80192091,80192093,80196733,80196920,80197042,80197684,80199578,80199580,80199582,80200712,80202272,80202763,80207176,80209475,80215339,80220053,80220725,80222041,80222746,80223653,80224880,80230907
ENST00000680667	1	182732483;182735556;182736249;182739545;182741243;182742375;182743598	182732542;182735593;182736386;182740388;182741356;182742512;182743712	ENSG00000077232	DNAJC10	182724513,182724515,182726686,182726688,182728147,182728208,182728471,182728522,182731684,182737582,182741840,182744276,182744838,182745572,182745979,182746202,182752368,182755850,182763648,182764514,182765008,182766514,182767480,182767914,182769291,182769595,182773636,182775495,182775654,182781015,182781429,182781934,182784239,182790349,182791112,182792048,182792593,182793628,182794080,182794333
ENST00000226319	1	128809919;128811270;128811844	128810291;128811403;128811974	ENSG00000077684	JADE1	128809814,128810497,128813342,128814503,128814509,128819991,128820210,128825508,128825510,128825582,128826502,128826628,128826630,128831907,128837929,128837931,128839717,128842678,128843065,128843242,128844745,128846409,128847979,128849127,128852787,128855093,128856194,128858084,128859185,128859241,128859253,128859275,128859301,128859336,128859388,128859416,128859434,128859478,128859490,128859538,128859588,128860904,128861611,128862815,128862834,128863465,128863817,128863970,128871047,128875020
ENST00000696533	1	119542540;119572949	119542651;119573166	ENSG00000077721	UBE2A	119476225,119476802,119483288,119484529,119485312,119485406,119485967,119488215,119491819,119493723,119494266,119495545,119499803,119500464,119501869,119502366,119503247,119505286,119508524,119516085,119518360,119519798,119531673,119532467,119538363,119543153,119543332,119545761,119548864,119549792,119550509,119554313,119555872,119558629,119559308,119560859,119561918,119562401,119565662,119567612,119570674,119570881,119580489,119584163,119586071,119586388,119590225
BambuTx143	1	209692625;209696542;209696917	209696350;209696748;209697051	ENSG00000078018	MAP2	209425700,209425702,209425969,209427309,209429833,209433794,209434690,209434796,209435483,209435852,209435910,209436864,209437323,209441827,209443087,209452773,209453058,209453257,209456992,209457396,209458492,209459747,209460166,209463024,209465475,209467077,209468033,209468035,209470263,209470682,209471073,209471175,209474309,209477872,209485504,209493975,209494392,209498187,209500014,209500905,209503583,209504612,209504940,209505499,209509852,209510360,209512788,209515418,209518696,209520873,209523514,209523679,209524544,209525545,209530116,209530426,209531328,209531527,209535515,209537080,209537943,209538082,209541524,209542118,209546757,209548892,209551686,209557471,209564463,209564767,209568015,209568416,209569329,209569331,209569333,209569335,209572308,209572733,209574314,209575257,209575259,209576388,209583047,209585101,209586347,209587729,209588214,209588688,209589032,209589043,209590314,209595650,209595871,209596420,209596422,209598913,209600914,209601952,209603454,209603557,209606008,209609637,209610208,209610951,209612123,209613301,209613496,209614274,209614811,209614832,209615046,209620054,209621403,209621776,209621872,209621874,209624826,209625827,209626477,209631284,209631974,209635628,209638635,209652091,209652186,209653891,209653923,209655015,209655416,209658264,209659120,209661100,209662276,209662785,209663521,209663900,209664828,209664898,209664900,209665438,209669754,209670261,209673279,209676296,209679848,209680582,209684823,209684825,209688076,209690868,209692502,209692806,209694003,209695832,209699618,209703152,209705214,209705216,209705824,209708775,209708908,209709712,209710263,209711655,209712866,209714458,209716839,209716841,209721382,209725608,209728593,209730144,209730562,209730654
ENST00000392194	1	209692625;209696542;209696917	209696350;209696748;209697051	ENSG00000078018	MAP2	209425700,209425702,209425969,209427309,209429833,209433794,209434690,209434796,209435483,209435852,209435910,209436864,209437323,209441827,209443087,209452773,209453058,209453257,209456992,209457396,209458492,209459747,209460166,209463024,209465475,209467077,209468033,209468035,209470263,209470682,209471073,209471175,209474309,209477872,209485504,209493975,209494392,209498187,209500014,209500905,209503583,209504612,209504940,209505499,209509852,209510360,209512788,209515418,209518696,209520873,209523514,209523679,209524544,209525545,209530116,209530426,209531328,209531527,209535515,209537080,209537943,209538082,209541524,209542118,209546757,209548892,209551686,209557471,209564463,209564767,209568015,209568416,209569329,209569331,209569333,209569335,209572308,209572733,209574314,209575257,209575259,209576388,209583047,209585101,209586347,209587729,209588214,209588688,209589032,209589043,209590314,209595650,209595871,209596420,209596422,209598913,209600914,209601952,209603454,209603557,209606008,209609637,209610208,209610951,209612123,209613301,209613496,209614274,209614811,209614832,209615046,209620054,209621403,209621776,209621872,209621874,209624826,209625827,209626477,209631284,209631974,209635628,209638635,209652091,209652186,209653891,209653923,209655015,209655416,209658264,209659120,209661100,209662276,209662785,209663521,209663900,209664828,209664898,209664900,209665438,209669754,209670261,209673279,209676296,209679848,209680582,209684823,209684825,209688076,209690868,209692502,209692806,209694003,209695832,209699618,209703152,209705214,209705216,209705824,209708775,209708908,209709712,209710263,209711655,209712866,209714458,209716839,209716841,209721382,209725608,209728593,209730144,209730562,209730654
ENST00000417816	2	20793333;20808510;20809806,20813939;20815625;20817600;20818318;20823208;20826447;20828530;20831196;20831473;20835513;20840739;20845258;20850395;20852545;20858240;20859713;20868664;20869740;20880794;20888097;20889845;20896958;20897125;20899378;20945338;20957731;20958846;20959924	20793376;20808659;20809898,20814043;20815717;20817692;20819516;20823300;20826539;20828634;20831306;20831583;20835623;20840849;20845368;20850502;20852649;20858344;20859826;20868765;20869841;20880904;20888207;20889949;20897029;20897311;20899450;20945425;20957815;20958966;20959999	ENSG00000078114	NEBL	20781463,20783022,20783098,20783313,20784976,20786705,20787251,20787310,20787520,20789721,20793698,20797292,20798602,20798604,20800215,20803366,20803998,20804130,20806420,20806684,20808315,20808420,20808815,20812369,20816853,20817159,20818991,20819045,20821463,20823271,20824318,20824648,20827733,20832256,20832258,20833598,20835076,20835263,20835271,20835670,20835819,20839298,20839889,20840289,20841200,20841837,20843400,20846160,20846306,20846730,20848627,20848629,20851653,20853656,20854709,20857162,20857164,20858311,20860520,20860832,20862592,20862957,20865196,20868091,20869146,20870779,20875245,20875766,20878729,20878731,20879322,20879905,20879907,20881379,20885871,20885903,20886061,20887563,20888422,20891586,20893074,20893121,20893123,20899932,20903559,20903781,20904100,20904667,20905362,20908094,20909391,20910392,20910535,20910616,20914931,20915721,20916551,20918002,20921738,20921760,20921780,20921808,20923212,20923783,20925191,20925201,20927084,20931667,20932871,20932960,20932962,20933043,20933045,20933057,20934514,20934671,20937316,20943131,20943550,20944510,20944564,20945497,20945667,20949023,20949212,20949342,20950513,20951299,20951872,20953075,20953302,20953861,20955463,20955477,20956016,20956901,20956903,20958904,20962089,20966220,20966245,20966615,20967820,20968857,20974924,20978627,20978884,20980533,20982290,20986228,20987720,20988935,20990457,20991859,20992443,20993226,20994951,20995251,20999467,21003283,21003483,21006662,21008179,21014394,21016776,21021457,21022478,21023838,21025842,21027084,21028459,21028654,21030838,21034924,21037337,21037339,21038185,21038241,21038321,21038323,21038453,21038677,21040396,21043518,21043520,21044525,21044758,21044833,21047077,21048157,21055535,21056562,21056788,21056886,21058698,21061425,21063188,21067938,21068362,21069210,21069363,21073081,21080330,21080999,21090886,21091229,21093848,21096612,21102335,21102768,21105231,21105652,21106499,21110809,21111435,21112282,21116062,21120233,21121803,21123176,21124829,21125211,21125219,21128935,21133011,21137360,21138233,21140839,21140841,21140919,21141167,21146216,21146306,21155901,21157144,21158839,21159663,21161020,21163307,21164332,21164334,21165456,21165852,21168115,21168681,21168683,21168685,21169462,21172067,21177935,21179178,21181225,21181694,21185832,21186581,21187144,21188552,21188573,21190353,21191265,21193871,21194119,21195693,21196934,21198745,21199640,21205859,21205992,21210705,21210955,21210957,21214202,21214472,21214499,21214509,21214517,21214542,21214579,21214604,21214614,21214641,21214649,21218701,21220444,21221024,21221211,21221928,21222907,21224072,21224284,21226047,21229948,21230349,21230351,21232227,21232587,21234391,21238022,21238578,21240298,21241641,21242384,21243064,21243335,21245339,21246702,21247720,21248412,21254638,21257609,21261839,21261933,21266552,21267690,21268040,21268132,21268622,21269994,21271266,21275074,21277595,21278136,21278138,21278140,21278180,21278929,21283004,21284292,21286473,21289342,21290224,21290426,21290897,21290913,21291374
ENST00000350249	1	101818992;101836169	101819085;101836701	ENSG00000078304	PPP2R5C	101765442,101765876,101772279,101772664,101776787,101777917,101779156,101780050,101780495,101783693,101785294,101787860,101788234,101788236,101788257,101788424,101788576,101789030,101789396,101789423,101793762,101794099,101794694,101795790,101796344,101799079,101800431,101802108,101802859,101803075,101803300,101806219,101806221,101807729,101810242,101810244,101811104,101813952,101814086,101815814,101816350,101819259,101820388,101820751,101823771,101825545,101826352,101827295,101829699,101829701,101832513,101832838,101834293,101834631,101836586,101836588,101837288,101842621,101843519,101843656,101845230,101848827,101849839,101851129,101851299,101851452,101852852,101862507,101864369,101867171,101868221,101870701,101870703,101874595,101876054,101876535,101876746,101876879,101877546,101886432,101886465,101886498,101886531,101888929,101889290,101889292,101892862,101896886,101898619,101900636,101901661,101901981,101904553,101904555,101906904,101907801,101911434,101911484,101913831,101923124,101924264,101924842,101926450
ENST00000631589	3	21533349;21534232,21556643;21557621,21688491;21708588;21712230	21533841;21534520,21557182;21557824,21688538;21708657;21712340	ENSG00000078403	MLLT10	21529836,21534606,21536266,21536625,21537834,21543943,21547261,21552717,21553169,21555812,21560370,21561646,21566958,21569315,21572592,21577229,21579465,21582274,21585499,21585501,21585958,21589228,21593239,21594417,21601088,21602511,21605917,21606573,21610825,21611397,21612402,21614375,21615325,21616383,21616552,21617449,21619348,21621702,21629114,21632310,21633442,21634571,21635510,21636109,21636265,21640754,21641101,21644236,21645239,21647660,21648254,21650939,21650941,21658601,21661660,21662066,21662588,21668919,21669580,21671163,21672961,21674639,21680840,21681339,21686706,21691482,21691484,21691486,21693290,21697983,21705241,21705602,21708303,21708763,21711075,21717121,21723494,21724758,21725905,21726441,21737096,21737956,21738635,21739612,21742256
ENST00000377059	2	21556643;21557621,21688491;21708588;21712230	21557182;21557824,21688538;21708657;21712340	ENSG00000078403	MLLT10	21529836,21534606,21536266,21536625,21537834,21543943,21547261,21552717,21553169,21555812,21560370,21561646,21566958,21569315,21572592,21577229,21579465,21582274,21585499,21585501,21585958,21589228,21593239,21594417,21601088,21602511,21605917,21606573,21610825,21611397,21612402,21614375,21615325,21616383,21616552,21617449,21619348,21621702,21629114,21632310,21633442,21634571,21635510,21636109,21636265,21640754,21641101,21644236,21645239,21647660,21648254,21650939,21650941,21658601,21661660,21662066,21662588,21668919,21669580,21671163,21672961,21674639,21680840,21681339,21686706,21691482,21691484,21691486,21693290,21697983,21705241,21705602,21708303,21708763,21711075,21717121,21723494,21724758,21725905,21726441,21737096,21737956,21738635,21739612,21742256
ENST00000342704	1	33562334;33573974	33562674;33574261	ENSG00000078699	CBFA2T2	33491372,33494743,33497141,33500955,33501333,33504320,33505649,33507385,33511752,33516338,33517604,33518282,33521583,33522088,33522822,33527615,33528374,33530516,33532996,33533833,33534968,33544919,33544921,33544923,33547550,33551361,33556993,33564629,33566914,33566916,33569290,33576435,33579050,33579959,33588133,33589110,33590114,33590737,33592482,33592568,33592710,33597782,33603434,33603491,33607095,33608179,33608222,33609528,33610148,33610452,33611660,33614713,33617976,33618225,33620287,33620588,33622311,33624712,33626307,33629464,33631605,33634123,33636867,33637812,33639927,33640184,33642475,33643902,33644381,33644471,33644724,33647176
ENST00000518832	1	92062546;92075965;92081234;92095028	92062963;92076137;92081293;92095257	ENSG00000079102	RUNX1T1	91955676,91956956,91958562,91958564,91962573,91963014,91965009,91967234,91970348,91973378,91975573,91975575,91976191,91976193,91977932,91978157,91978159,91980340,91980816,91983648,91986964,91987253,91989715,91990802,91991825,91993860,92003202,92003204,92005416,92006950,92007499,92008054,92009050,92009052,92011336,92012067,92014867,92014869,92020724,92023480,92023709,92024220,92027915,92028781,92029496,92030871,92034953,92035453,92037547,92041217,92041234,92041236,92046791,92047631,92047702,92047931,92048986,92049467,92052958,92053569,92058107,92061379,92061952,92062478,92063691,92064694,92067261,92068881,92070828,92072988,92074256,92079612,92083791,92084015,92093500,92093502,92093731,92094731,92095787,92097104,92099623,92100360
ENST00000679852	1	36680395;36683347	36680885;36683998	ENSG00000079215	SLC1A3	36599966,36600423,36600499,36605011,36605578,36606268,36606612,36607844,36610310,36619774,36621423,36621793,36623275,36623720,36623722,36626571,36628679,36629683,36629748,36630295,36630813,36631453,36632013,36633339,36636841,36639608,36639756,36639831,36641217,36642575,36646275,36651039,36651041,36651641,36652150,36654694,36654712,36655406,36655631,36660219,36661602,36667980,36669418,36670656,36670812,36671171,36672251,36672869,36675212,36675214,36675568,36676571,36676573,36678443,36678866,36681203,36681687,36682049,36682589,36682770,36682772,36684934,36688259
ENST00000244289	1	42412365;42423419	42412413;42424123	ENSG00000079435	LIPE	42404375,42406122,42409521,42410033,42411756,42414470,42416795,42420597,42422597,42425455
ENST00000528282	1	130869563;130870328;130878104;130880144;130880454;130880601	130870126;130870381;130878250;130880206;130880489;130883094	ENSG00000079819	EPB41L2	130840408,130841358,130843844,130847375,130849708,130852043,130852304,130852495,130854338,130855903,130857701,130859615,130859671,130860438,130863063,130863065,130863415,130864924,130866088,130866156,130866460,130866620,130866622,130866624,130867687,130868409,130869278,130874660,130876185,130876339,130877907,130879174,130879206,130879280,130880004,130880029,130880036,130880038,130882358,130884421,130884423,130887199,130887531,130893399,130893419,130893644,130894020,130894507,130895926,130896825,130896837,130897591,130899781,130903218,130903604,130904653,130906092,130907250,130907252,130907886,130908865,130911067,130912572,130912574,130912681,130912683,130913918,130914700,130918854,130922862,130922914,130923413,130926395,130926397,130933322,130934432,130934617,130936830,130937050,130939629,130939921,130940816,130942523,130943062,130944542,130945930,130949231,130949726,130951125,130952476,130953180,130961349,130961363,130964166,130964756,130965771,130971037,130976109,130976524,130979067,130987561,130988957,130994240,130994556,130999594,131004557,131005725,131006806,131007432,131008027,131008516,131009934,131021189,131021717,131026953,131027732,131029165,131043453,131046837,131051834,131053041,131057267,131057269,131057816,131059666,131061007
ENST00000636157	1	2158456;2159814	2158978;2159909	ENSG00000080503	SMARCA2	1981050,1981288,1981822,1983987,1984597,1989082,1989366,1990207,1991312,1991861,1996852,1998947,2000102,2000494,2000851,2004342,2005711,2006818,2007041,2007814,2012304,2013135,2015541,2015543,2021806,2024458,2025310,2026274,2026510,2029229,2029348,2032289,2033541,2037347,2037679,2038875,2040669,2040800,2041039,2041928,2043660,2044906,2045049,2049459,2052103,2053035,2053874,2056053,2056693,2057826,2058315,2058640,2058751,2062597,2062870,2063083,2064675,2066426,2066638,2069843,2070544,2071896,2076362,2077492,2077581,2077662,2080702,2080896,2080938,2084057,2084059,2084362,2084364,2087100,2088388,2089311,2089374,2089437,2089616,2090955,2091290,2091381,2091433,2092866,2092868,2093361,2093888,2093890,2094369,2094371,2095615,2099557,2100208,2101399,2101401,2102365,2103022,2106361,2106735,2107747,2108274,2108404,2109240,2110421,2111720,2113092,2117370,2120312,2120518,2124113,2124911,2126160,2126245,2126338,2126386,2126577,2128279,2129454,2130676,2130750,2134546,2139925,2140849,2143341,2145167,2149005,2151207,2153771,2157998,2158773,2159378,2160063,2160364,2164744,2165303,2165305,2166577,2167847,2168796,2170694,2170904,2170945,2171166,2173207,2173631,2173645,2176391,2178085,2184266,2184496,2185870,2191725,2192659
