isoform_id	ATSS	ATSS_genomic_start	ATSS_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000358635	1	139101591;139116649;139117829;139125164;139137630;139139413;139176967	139102353;139116807;139117950;139125329;139137867;139139497;139177218	ENSG00000109381	ELF2	139029766,139034352,139040581,139042783,139046301,139046374,139048174,139048722,139049889,139049891,139053345,139057703,139057750,139059401,139064374,139067590,139068558,139070435,139072222,139072447,139074989,139084172,139090398,139094553,139098305,139099770,139106692,139107616,139109934,139114958,139118450,139120435,139121984,139122104,139124510,139125581,139125858,139127831,139130915,139130917,139131207,139132444,139132446,139132602,139134501,139137577,139143216,139143238,139143240,139144732,139144842,139145139,139150680,139153886,139155166,139164505,139168986,139168988
ENST00000538127	1	165207561	165207902	ENSG00000109466	KLHL2	165208170,165208212,165211054,165211891,165212789,165213718,165217231,165217258,165218348,165220079,165225434,165225656,165226217,165226219,165226970,165227556,165227558,165227789,165231411,165235299,165235701,165238318,165238519,165239337,165239843,165240111,165240718,165241651,165242641,165242863,165243766,165244033,165245240,165246597,165248971,165253008,165254990,165255476,165255842,165257424,165257688,165258368,165260796,165261296,165262488,165263315,165263317,165263319,165263768,165263935,165269208,165270127,165271953,165272282,165272498,165273872,165277575,165280536,165280709,165280749,165283463,165283526,165286852,165288436,165289051,165289053,165290287,165296065,165296325,165297968,165298375,165299689,165299873,165301251,165302179,165302508,165303461,165308051,165310516,165315176,165316928,165319083,165319602,165322961
ENST00000506824	1	165207561;165210019	165207902;165210036	ENSG00000109466	KLHL2	165208170,165208212,165211054,165211891,165212789,165213718,165217231,165217258,165218348,165220079,165225434,165225656,165226217,165226219,165226970,165227556,165227558,165227789,165231411,165235299,165235701,165238318,165238519,165239337,165239843,165240111,165240718,165241651,165242641,165242863,165243766,165244033,165245240,165246597,165248971,165253008,165254990,165255476,165255842,165257424,165257688,165258368,165260796,165261296,165262488,165263315,165263317,165263319,165263768,165263935,165269208,165270127,165271953,165272282,165272498,165273872,165277575,165280536,165280709,165280749,165283463,165283526,165286852,165288436,165289051,165289053,165290287,165296065,165296325,165297968,165298375,165299689,165299873,165301251,165302179,165302508,165303461,165308051,165310516,165315176,165316928,165319083,165319602,165322961
ENST00000226796	1	109815510	109815545	ENSG00000109534	GAR1	109819587,109821756,109822801,109824476,109824573
ENST00000507875	1	169620529;169635913	169621063;169636088	ENSG00000109572	CLCN3	169612841,169614233,169614990,169615280,169616452,169621497,169623590,169623758,169628149,169628151,169628842,169628844,169629892,169634001,169634041,169635209,169638958,169639523,169646177,169649613,169651283,169651494,169652603,169660491,169660688,169661167,169661322,169667611,169669001,169669003,169669562,169671139,169671363,169673167,169682630,169688483,169691640,169695406,169695498,169699091,169701948,169702036,169704174,169705550,169705552,169705901,169705903,169706183,169706185,169713618,169718784,169719662,169720726,169721028,169723517
ENST00000603548	1	152536063	152536092	ENSG00000109670	FBXW7	152321570,152323957,152324548,152326445,152333922,152335053,152336785,152337606,152339584,152341828,152341830,152345045,152345047,152347914,152350061,152351619,152352736,152357778,152362095,152364876,152365559,152365561,152366818,152368408,152368410,152368412,152368977,152372236,152373815,152373915,152376858,152378563,152378874,152379027,152381863,152384380,152384382,152385432,152388387,152389613,152390539,152392163,152395035,152396662,152400231,152401220,152404168,152404640,152412064,152413359,152413571,152413838,152413840,152413842,152413844,152415585,152417258,152421691,152424273,152425245,152435030,152438829,152443130,152450182,152450505,152456901,152460859,152461153,152462304,152462306,152462436,152464507,152470336,152475802,152480349,152482628,152483766,152484057,152486615,152487003,152493656,152493658,152494429,152495117,152495850,152496045,152499231,152499399,152500913,152501072,152501141,152507109,152511210,152511334,152512575,152512577,152516370,152516372,152517387,152518619,152519811,152519813,152524125,152524939,152525768,152526786,152527106,152527405,152527446,152528118,152528409,152528643,152528883,152529788,152531026
ENST00000296555	1	152411160;152412480;152534941;152535127	152411872;152412529;152535033;152536092	ENSG00000109670	FBXW7	152321570,152323957,152324548,152326445,152333922,152335053,152336785,152337606,152339584,152341828,152341830,152345045,152345047,152347914,152350061,152351619,152352736,152357778,152362095,152364876,152365559,152365561,152366818,152368408,152368410,152368412,152368977,152372236,152373815,152373915,152376858,152378563,152378874,152379027,152381863,152384380,152384382,152385432,152388387,152389613,152390539,152392163,152395035,152396662,152400231,152401220,152404168,152404640,152412064,152413359,152413571,152413838,152413840,152413842,152413844,152415585,152417258,152421691,152424273,152425245,152435030,152438829,152443130,152450182,152450505,152456901,152460859,152461153,152462304,152462306,152462436,152464507,152470336,152475802,152480349,152482628,152483766,152484057,152486615,152487003,152493656,152493658,152494429,152495117,152495850,152496045,152499231,152499399,152500913,152501072,152501141,152507109,152511210,152511334,152512575,152512577,152516370,152516372,152517387,152518619,152519811,152519813,152524125,152524939,152525768,152526786,152527106,152527405,152527446,152528118,152528409,152528643,152528883,152529788,152531026
ENST00000462257	1	151175292;151176534;151176817;151179355;151187423;151226047;151325241	151175674;151176687;151176955;151179397;151187463;151226086;151325605	ENSG00000109686	SH3D19	151103894,151104985,151112431,151113101,151113103,151116010,151116203,151116205,151116207,151121900,151123925,151124586,151129812,151136527,151136529,151141691,151143004,151145142,151148330,151149208,151149818,151149826,151154277,151158641,151162111,151162241,151164242,151165720,151169436,151173681,151173783,151174224,151174412,151174542,151174544,151179699,151181543,151182133,151184151,151185290,151191107,151193708,151197321,151197524,151197526,151199734,151199736,151200795,151201303,151206824,151206943,151207171,151208649,151211138,151211840,151213284,151213831,151217464,151218459,151222028,151222030,151222817,151223653,151226327,151227915,151230725,151232728,151235076,151237102,151247177,151250363,151260475,151268906,151271068,151278775,151278975,151280963,151285054,151288711,151289182,151291423,151294421,151298711,151300069,151300583,151302765,151302977,151303037,151305044,151305046,151312220,151314137,151314153,151315807,151320908,151322131
ENST00000478503	1	151170533;151174670;151176534;151176817;151179355;151187423;151226047;151325241	151170791;151175674;151176687;151176955;151179397;151187463;151226086;151325605	ENSG00000109686	SH3D19	151103894,151104985,151112431,151113101,151113103,151116010,151116203,151116205,151116207,151121900,151123925,151124586,151129812,151136527,151136529,151141691,151143004,151145142,151148330,151149208,151149818,151149826,151154277,151158641,151162111,151162241,151164242,151165720,151169436,151173681,151173783,151174224,151174412,151174542,151174544,151179699,151181543,151182133,151184151,151185290,151191107,151193708,151197321,151197524,151197526,151199734,151199736,151200795,151201303,151206824,151206943,151207171,151208649,151211138,151211840,151213284,151213831,151217464,151218459,151222028,151222030,151222817,151223653,151226327,151227915,151230725,151232728,151235076,151237102,151247177,151250363,151260475,151268906,151271068,151278775,151278975,151280963,151285054,151288711,151289182,151291423,151294421,151298711,151300069,151300583,151302765,151302977,151303037,151305044,151305046,151312220,151314137,151314153,151315807,151320908,151322131
ENST00000329687	1	2934769	2934834	ENSG00000109736	NA	NA
ENST00000514800	1	2933947;2934769	2934458;2934834	ENSG00000109736	NA	NA
ENST00000264431	1	159103013;159186642;159193200;159210500;159238809;159241023;159241201;159243774	159104231;159186712;159193256;159210583;159238884;159241122;159241368;159243791	ENSG00000109756	RAPGEF2	159106649,159111047,159114097,159115580,159116816,159116917,159121906,159126873,159130508,159134250,159137810,159140508,159143105,159145033,159145845,159147349,159147707,159150689,159158244,159158246,159160755,159161967,159162010,159162758,159162830,159166473,159166914,159168561,159170908,159175841,159176391,159176838,159176840,159180249,159180812,159181680,159183535,159183789,159184207,159194789,159195933,159199136,159199202,159201046,159202384,159203807,159205072,159210718,159215907,159215909,159216134,159231008,159231336,159232852,159235212,159236847,159238419,159242391,159243554,159243605,159246239,159248795,159248810,159249044,159253120,159253354,159256291,159256828,159257640,159259077,159262304,159262657,159265304,159267377,159270162,159277165,159277389,159279299,159279332,159283410,159283951,159283953,159286110,159286434,159286575,159287639,159288709,159288742,159290341,159290343,159290345,159293371,159294543,159294837,159295379,159295774,159296786,159298528,159298628,159302363,159304582,159304737,159307839,159308438,159310424,159318451,159318453,159318455,159318469,159320100,159323531,159326307,159328673,159329914,159332777,159333844,159337237,159344605,159344786,159345604,159348597,159348599,159349603,159352678,159355689,159355733,159358309
ENST00000510776	1	185394779	185395924	ENSG00000109771	LRP2BP	185364361,185369854,185370494,185372156,185375220,185377386,185378022,185382188,185383021,185387610,185394614
ENST00000525823	1	111911524;111913105;111923703	111911922;111913218;111923722	ENSG00000109846	CRYAB	111910347,111911311,111914001,111914943,111917376
ENST00000227266	1	88337736	88337780	ENSG00000109861	CTSC	88267129,88269715,88273410,88275213,88275935,88276217,88277930,88278730,88278953,88282597,88284101,88284554,88287457,88287772,88291157,88292861,88294404,88294596,88295009,88296321,88297248,88301783,88303199,88306006,88306965,88308368,88308530,88308911,88309512,88312082,88312491,88315171,88319841,88320125,88320491,88321748,88325395,88326281,88326283,88326646,88326672,88328162,88331971,88332319,88333504,88333515,88336177,88336965,88341762,88346126,88347160,88347524,88347983,88350021,88353057,88353639,88357720,88358311,88358313
ENST00000677802	1	88337738	88337780	ENSG00000109861	CTSC	88267129,88269715,88273410,88275213,88275935,88276217,88277930,88278730,88278953,88282597,88284101,88284554,88287457,88287772,88291157,88292861,88294404,88294596,88295009,88296321,88297248,88301783,88303199,88306006,88306965,88308368,88308530,88308911,88309512,88312082,88312491,88315171,88319841,88320125,88320491,88321748,88325395,88326281,88326283,88326646,88326672,88328162,88331971,88332319,88333504,88333515,88336177,88336965,88341762,88346126,88347160,88347524,88347983,88350021,88353057,88353639,88357720,88358311,88358313
ENST00000263773	1	47767341	47767441	ENSG00000109920	FNBP4	47731229,47735189,47738041,47745295,47748982,47751767,47757011,47760039,47766060
ENST00000534624	1	123062136	123062335	ENSG00000109971	NA	NA
ENST00000526702	1	65027439	65027540	ENSG00000110025	SNX15	65029482,65029675,65031771,65032468,65037363
ENST00000484846	1	64859924;64874421;64878061	64860336;64874518;64878621	ENSG00000110047	EHD1	64852247,64853938,64855296,64857883,64858947,64862424,64862520,64865189,64866049,64866547,64869115,64872329,64875833,64878160,64880268,64881700,64883690,64884787,64885682,64887547
ENST00000227474	1	125903206	125903221	ENSG00000110060	PUS3	125898208,125901981
ENST00000401547	1	68213286;68213477	68213317;68213852	ENSG00000110066	KMT5B	68154912,68162161,68162249,68163468,68164377,68168900,68168902,68170717,68175632,68176290,68177228,68179597,68180739,68186905,68187141,68188491,68188905,68190511,68190513,68192133,68192278,68193480,68199416,68208361,68209612,68210348,68210734,68211308,68212020
ENST00000688100	1	126269135;126270019	126269291;126271855	ENSG00000110074	FOXRED1	126271232,126272437
ENST00000649393	1	60842113	60842882	ENSG00000110104	CCDC86	60844193,60844362,60848640,60849127,60849642
ENST00000525462	1	6259838	6259926	ENSG00000110148	CCKBR	6263160,6264318,6264706,6264774,6266357,6266755,6268213,6269836,6271375,6271583
ENST00000533309	1	6451969;6456072;6456297;6457296;6457696;6458065;6465565;6473084;6473791	6453245;6456175;6457029;6457476;6457847;6458296;6465732;6473248;6473984	ENSG00000110171	TRIM3	6450414,6454460,6454952,6455683,6455685,6461692,6462552,6463504,6466065,6466895,6469361,6470005,6473295
ENST00000345851	1	6473941	6473984	ENSG00000110171	TRIM3	6450414,6454460,6454952,6455683,6455685,6461692,6462552,6463504,6466065,6466895,6469361,6470005,6473295
ENST00000670091	1	101915010	101915012	ENSG00000110318	CEP126	101918316,101922309,101922550,101926383,101930905,101933157,101933761,101935023,101936281,101937142,101940243,101940343,101943441,101947762,101952923,101957487,101960141,101960905,101966837,101970518,101975619,101975643,101975829,101976045,101976551,101977499,101977932,101979652,101980470,101980716,101982647,101982978,101983085,101987620,101988175,101990764,101991551,101991553,101993521,101994922,101995115,101997568,101998443,101999367,101999733,101999782,101999784
ENST00000379016	1	33257381	33257587	ENSG00000110422	HIPK3	33260363,33260473,33261683,33261685,33266513,33266575,33271884,33277220,33277222,33277539,33280544,33285916,33288895,33291133,33291902,33294335,33298450,33298452,33303022,33313941,33313989,33316076,33317815,33322364,33322366,33322368,33324230,33324374,33327248,33327464,33327739,33329900,33334219,33334719,33335951,33337250,33340711,33344211,33347863,33348070,33350262,33350542,33353225,33354020,33354033,33354602,33354687,33356427
ENST00000321505	1	33376108;33541802	33376889;33542146	ENSG00000110427	KIAA1549L	33377264,33380137,33380406,33383793,33383908,33384022,33388396,33393242,33393311,33393990,33396187,33399097,33400196,33400198,33400287,33403216,33403334,33403366,33403440,33403567,33404016,33406404,33410076,33410678,33410680,33411436,33413778,33417506,33421384,33421535,33422035,33427436,33427488,33427934,33428766,33433631,33434886,33437612,33437706,33439323,33441386,33447549,33447551,33447553,33447555,33447608,33448129,33448208,33449921,33450672,33450829,33451297,33452260,33460604,33460946,33463106,33463205,33464471,33465452,33465454,33465456,33466660,33467079,33467987,33471368,33472699,33477558,33483051,33485331,33488875,33488877,33489304,33489306,33492070,33492981,33493180,33494384,33494775,33495592,33498163,33502083,33504374,33504911,33508702,33510330,33510478,33510942,33511362,33514822,33524715,33525074,33528524,33528526,33532263,33533314,33533547,33533559,33536698,33536791,33540462,33540464,33540592,33540654,33545065,33545134,33545897,33546085,33546818,33547469,33551575,33553714,33554122,33556539,33557132,33560579,33561051,33561502,33562113,33564289,33566518,33568493,33569481,33569958,33574657,33578754,33580060,33581582,33584930,33586648,33587565,33589454,33589868,33593156,33596223,33596225,33596227,33598503,33600182,33602726,33603089,33606948,33608483,33608621,33611109,33611560,33613069,33613071,33620343,33620683,33622005,33625224,33628860,33630152,33630640,33630642,33630956,33631363,33631365,33631367,33631369,33631800,33634187,33637457,33642240,33643135,33643664,33644014,33644828,33644957,33646582,33647646,33648436,33651698,33651717,33652288,33653713,33657665,33659893,33660102,33664956,33665453,33668540,33670127,33672854,33672903,33673600
ENST00000526400	1	33376108	33376466	ENSG00000110427	KIAA1549L	33377264,33380137,33380406,33383793,33383908,33384022,33388396,33393242,33393311,33393990,33396187,33399097,33400196,33400198,33400287,33403216,33403334,33403366,33403440,33403567,33404016,33406404,33410076,33410678,33410680,33411436,33413778,33417506,33421384,33421535,33422035,33427436,33427488,33427934,33428766,33433631,33434886,33437612,33437706,33439323,33441386,33447549,33447551,33447553,33447555,33447608,33448129,33448208,33449921,33450672,33450829,33451297,33452260,33460604,33460946,33463106,33463205,33464471,33465452,33465454,33465456,33466660,33467079,33467987,33471368,33472699,33477558,33483051,33485331,33488875,33488877,33489304,33489306,33492070,33492981,33493180,33494384,33494775,33495592,33498163,33502083,33504374,33504911,33508702,33510330,33510478,33510942,33511362,33514822,33524715,33525074,33528524,33528526,33532263,33533314,33533547,33533559,33536698,33536791,33540462,33540464,33540592,33540654,33545065,33545134,33545897,33546085,33546818,33547469,33551575,33553714,33554122,33556539,33557132,33560579,33561051,33561502,33562113,33564289,33566518,33568493,33569481,33569958,33574657,33578754,33580060,33581582,33584930,33586648,33587565,33589454,33589868,33593156,33596223,33596225,33596227,33598503,33600182,33602726,33603089,33606948,33608483,33608621,33611109,33611560,33613069,33613071,33620343,33620683,33622005,33625224,33628860,33630152,33630640,33630642,33630956,33631363,33631365,33631367,33631369,33631800,33634187,33637457,33642240,33643135,33643664,33644014,33644828,33644957,33646582,33647646,33648436,33651698,33651717,33652288,33653713,33657665,33659893,33660102,33664956,33665453,33668540,33670127,33672854,33672903,33673600
ENST00000265651	1	33774520	33774543	ENSG00000110429	FBXO3	33742448,33743068,33743322,33743360,33749274,33749939,33750206,33750987,33754153,33755706,33755708,33756866,33757318,33760378,33760380,33762590,33766028,33766270,33766981,33767969,33768001,33770508,33770538,33770540,33771897,33772434
ENST00000530401	1	33774518	33774543	ENSG00000110429	FBXO3	33742448,33743068,33743322,33743360,33749274,33749939,33750206,33750987,33754153,33755706,33755708,33756866,33757318,33760378,33760380,33762590,33766028,33766270,33766981,33767969,33768001,33770508,33770538,33770540,33771897,33772434
ENST00000227868	1	34916130	34916486	ENSG00000110435	PDHX	34916973,34919109,34919651,34919903,34921478,34924741,34926482,34929508,34930222,34938173,34938414,34939510,34941210,34948377,34950841,34953632,34957997,34959752,34960826,34961787,34965362,34965364,34967570,34967572,34967866,34970220,34974318,34974320,34975623,34976144,34976264,34981466,34987428,34988186,34988984,34989016,34989278,34994108,34994141,34996886,35000407,35004249,35007696,35007963,35008925,35011111,35011548,35014920,35015841,35019690
ENST00000706887	1	47269376;47269674;47270118	47269644;47269750;47270133	ENSG00000110514	MADD	47269412,47275961,47276843,47280144,47284392,47286855,47288523,47288699,47288701,47289049,47289190,47289647,47290438,47292023,47292248,47299063,47299674,47303750,47304910,47306035,47307046,47307813,47312580,47314109,47315286,47318760,47320790,47324565,47326362,47327908
ENST00000263645	1	2376177	2376357	ENSG00000110651	CD81	2377025,2380516,2381362,2384815,2385396,2389326,2392439,2393357,2395390,2397306
ENST00000683767	1	16402659;16465791;16476315;16612081;16714830;16736339;16738425	16402867;16465816;16476388;16612260;16714905;16736472;16738643	ENSG00000110693	SOX6	15969491,15971387,15972057,15972313,15972728,15975988,15983408,15983457,15984210,15987333,15988013,15988225,15989023,15990561,15990612,15991523,15994737,15996497,16002291,16007086,16007414,16010337,16010549,16015990,16016791,16017950,16017998,16018388,16022869,16023843,16024758,16027999,16032279,16035130,16041294,16043063,16043328,16044160,16045686,16047819,16052970,16052972,16053042,16054062,16055870,16057430,16058897,16065456,16067747,16074603,16075720,16075765,16077908,16080477,16081804,16082817,16084473,16086194,16086558,16090004,16091218,16092655,16093590,16093592,16094017,16094236,16098319,16098758,16099527,16100124,16103566,16103568,16111753,16112414,16112792,16114225,16116532,16116964,16119235,16123611,16129005,16134103,16134729,16136773,16137953,16140056,16140950,16147045,16147268,16150476,16154918,16157779,16160947,16163244,16166622,16168777,16171079,16173990,16175163,16189414,16190537,16192178,16196240,16198982,16200633,16201076,16208808,16210797,16219928,16220748,16221170,16221846,16221848,16224635,16225519,16225738,16228623,16234658,16235866,16236216,16238352,16240137,16240139,16241754,16242398,16246835,16248137,16250196,16253217,16254053,16261301,16265195,16266859,16267737,16268912,16269400,16276578,16280403,16280763,16281298,16283240,16287420,16287691,16290906,16292848,16294670,16303056,16309045,16309047,16309049,16312053,16313231,16316877,16317550,16318699,16322570,16323744,16326968,16327048,16331705,16333024,16334362,16335062,16339675,16340424,16340496,16355930,16357893,16358101,16359308,16361192,16361231,16362603,16364042,16365316,16365318,16366350,16367682,16368015,16370627,16371278,16374062,16376462,16376464,16377943,16382441,16390884,16391746,16395785,16396372,16396415,16403520,16408450,16410142,16411214,16411628,16417814,16418866,16419049,16422323,16422702,16423261,16424499,16427318,16427795,16429367,16436848,16439348,16442488,16443004,16443408,16445154,16446186,16450330,16450574,16450855,16452136,16454005,16454036,16454890,16461854,16467260,16467329,16467331,16467333,16467949,16471196,16473696,16476494,16477058,16478682,16478684,16480145,16480829,16481695,16482314,16482316,16483922,16484426,16484787,16488017,16488301,16489319,16491058,16492322,16493400,16493402,16495676,16496015,16502004,16503957,16504104,16506338,16508595,16511789,16514417,16515012,16519441,16521140,16522945,16526176,16526933,16530743,16542006,16543234,16544128,16545820,16546500,16547557,16550524,16551950,16552281,16552415,16552417,16554898,16556532,16560247,16563313,16563795,16564841,16564843,16567711,16568063,16570251,16571575,16573460,16575627,16577193,16578127,16578337,16581490,16583352,16584215,16586906,16587026,16587172,16589172,16589631,16600114,16600191,16600259,16611901,16612048,16613306,16618332,16621422,16622725,16622727,16624151,16627776,16627778,16628748,16630537,16630929,16631233,16632329,16634365,16635829,16636343,16638371,16646844,16646846,16647844,16647846,16649948,16657411,16663467,16664197,16668241,16669758,16671182,16676917,16679810,16684273,16684496,16685643,16689170,16689172,16690231,16690233,16694211,16695489,16695875,16699596,16699820,16700037,16700590,16702458,16706593,16712206,16716606,16718213,16720235,16722701,16724724,16732533
ENST00000356404	1	67505363	67505365	ENSG00000110697	PITPNM1	67499970,67501894,67505871
ENST00000288532	1	120529158	120529161	ENSG00000110871	COQ5	120505234,120507755,120508489,120508530,120510114,120511125,120511519,120511789,120511830,120515457,120516430,120521544,120521959,120522595,120524027,120525975,120525989,120530362,120532422
ENST00000454014	1	30754681	30754955	ENSG00000110888	CAPRIN2	30709553,30710016,30716975,30719083,30723443,30728871,30731230,30731232,30732756,30733285,30736675,30739099,30739214,30744515,30748533,30748717,30750103,30751273,30753124,30753310,30754420,30758869,30759360,30763004,30764101,30764989,30765103,30766015,30767659,30768772,30769867,30772373,30774248,30774250,30774262,30774385,30775499,30778775,30778777,30778948,30780295,30788687,30791083,30792661,30793262,30798239,30799863,30800479,30808064,30811369,30812809,30813137,30814507,30814588,30815682,30817441,30818371,30818527,30820775,30821406
ENST00000644495	1	51028177	51028242	ENSG00000110911	SLC11A2	50988011,50990302,50991536,50994855,50998987,51000361,51005209,51005238,51005565,51006031,51007023,51007025,51013608,51015343,51017288,51021226,51021279,51023859,51024082,51024309,51026570
ENST00000550782	1	50995629;50996817;50999174;50999345;51000313;51004788;51005311;51008476;51010695;51026310;51028177	50995787;50996972;50999241;50999415;51000419;51004907;51005436;51008624;51010766;51026384;51028242	ENSG00000110911	SLC11A2	50988011,50990302,50991536,50994855,50998987,51000361,51005209,51005238,51005565,51006031,51007023,51007025,51013608,51015343,51017288,51021226,51021279,51023859,51024082,51024309,51026570
ENST00000261822	1	122019422	122021884	ENSG00000110987	BCL7A	122024626,122024760,122028511,122033280,122033995,122033997,122034093,122034095,122034111,122034126,122035420,122035422,122035985,122040166,122040168,122041945,122042774,122047669,122048048,122049745,122055346,122058067,122060867
ENST00000331738	1	122526936	122527000	ENSG00000111011	RSRC2	122504714,122505434,122507442,122507459,122510904,122510906,122511259,122512826,122516431,122516433,122516593,122518670,122519816,122520185,122520187
ENST00000545509	1	2812668;2817223;2817909;2818106;2819658;2820724;2821262;2821543;2821692;2822794;2823770;2824090;2830217	2812856;2817318;2817950;2818660;2820225;2820872;2821359;2821596;2821792;2822911;2823943;2825076;2830604	ENSG00000111203	ITFG2	2812862,2814700,2816786,2819850,2820494,2820907,2822817,2825120,2830407,2834981,2836006,2836008,2836010,2840053,2840950,2848658,2853733,2854573
ENST00000627656	1	2877155	2877174	ENSG00000111206	FOXM1	2859893,2859928,2860353,2860740,2862426,2862833,2870354,2871514,2872922,2875583,2875905
ENST00000447578	1	110502078	110502111	ENSG00000111237	VPS29	110491695,110492766,110492944,110493751,110498070,110498347,110498349,110500532,110500593
ENST00000621131	1	110502049	110502111	ENSG00000111237	VPS29	110491695,110492766,110492944,110493751,110498070,110498347,110498349,110500532,110500593
ENST00000352618	1	4538869	4538890	ENSG00000111247	RAD51AP1	4539659,4539661,4543918,4545336,4550334,4555495,4556315,4557134,4557383,4557775,4557872
ENST00000392542	1	118016703	118016722	ENSG00000111445	RFC5	118014593,118015658,118018125,118018127,118022609,118027989,118030783,118031953,118032663
ENST00000303145	1	68332332	68332362	ENSG00000111554	MDM1	68272618,68279847,68281181,68281818,68281820,68283146,68284830,68286300,68287018,68288871,68292091,68292093,68293473,68298610,68299543,68300479,68301375,68308468,68308820,68314205,68316804,68318319,68318321,68319455,68321687,68321689,68325157
ENST00000551483	1	70243030;70243333;70278132;70310895;70319298;70329423;70330287;70332767	70243237;70243480;70278274;70311017;70319364;70329570;70330469;70332846	ENSG00000111596	CNOT2	70244130,70244984,70247309,70247483,70250307,70250698,70252098,70255123,70256729,70256731,70256733,70259303,70259664,70259889,70263747,70266268,70266788,70269538,70273462,70274342,70274845,70275747,70277498,70277645,70281024,70281030,70281549,70282100,70286564,70289873,70290266,70290268,70292040,70299689,70306300,70306577,70310539,70315008,70315309,70315311,70317002,70322815,70323279,70323345,70325040,70330585,70331741,70336888,70339049,70339055,70339506,70339675,70339729,70349129,70350161,70351337,70354723
ENST00000604599	1	6848872;6849323;6849565;6850467;6850833;6851222	6849198;6849429;6849858;6850596;6851009;6851286	ENSG00000111665	CDCA3	6846596,6846598,6846600,6846618,6846648,6846658,6846728,6849033
ENST00000422785	1	6851269	6851286	ENSG00000111665	CDCA3	6846596,6846598,6846600,6846618,6846648,6846658,6846728,6849033
ENST00000537267	1	6852148;6855401;6855755;6856017;6856305;6856707	6852290;6855526;6855821;6856150;6856450;6856891	ENSG00000111667	USP5	6854336,6861066,6861290,6863727
ENST00000229268	1	6852148	6852150	ENSG00000111667	USP5	6854336,6861066,6861290,6863727
ENST00000535366	1	6914327	6914659	ENSG00000111674	ENO2	6915279,6916153,6916208,6917766,6917987,6918331,6920803
ENST00000543824	1	8914509	8914553	ENSG00000111752	PHC1	8915433,8918998,8921958,8922771,8926134,8926488,8927124,8927132,8933386,8935958,8938970
ENST00000540574	1	8914509	8914827	ENSG00000111752	PHC1	8915433,8918998,8921958,8922771,8926134,8926488,8927124,8927132,8933386,8935958,8938970
ENST00000470960	1	106774640;106783997;106814696	106774829;106784044;106815304	ENSG00000111785	RIC8B	106774996,106775154,106775222,106776739,106779058,106782159,106787629,106788128,106790446,106790564,106791759,106797618,106799025,106799027,106801648,106801890,106804148,106804704,106807662,106810866,106811485,106821555,106822211,106823006,106828258,106828920,106830762,106831363,106831891,106831948,106835478,106836758,106838179,106838889,106843037,106844717,106848162,106850108,106851786,106854659,106856331,106856405,106857593,106861284,106861365,106864251,106864282,106869247,106871387,106873189,106873303,106873764,106877101,106877463,106878963,106882708,106887105,106888106,106888108,106888697
ENST00000327214	1	26938470	26938500	ENSG00000111790	FGFR1OP2	26939978,26941427,26948908,26951023
ENST00000466444	1	116571409	116571504	ENSG00000111832	RWDD1	116575477,116577506,116579692,116580799,116581879,116582309,116584475,116585759,116585868,116589205,116589431,116594716,116595660,116595816,116597076
ENST00000487832	1	116571409	116571489	ENSG00000111832	RWDD1	116575477,116577506,116579692,116580799,116581879,116582309,116584475,116585759,116585868,116589205,116589431,116594716,116595660,116595816,116597076
ENST00000338891	1	119079005	119079179	ENSG00000111879	FAM184A	118960840,118960846,118960875,118961998,118966173,118966339,118966469,118969704,118970808,118970810,118973238,118974567,118976010,118977878,118979023,118981590,118982437,118983023,118983163,118984332,118994274,118994286,118994925,118996861,118997556,119002087,119002249,119003460,119010391,119012020,119012862,119013556,119014089,119018019,119018183,119018195,119021844,119024554,119024815,119025920,119034283,119035665,119039858,119039977,119040381,119040383,119044961,119045454,119046610,119050050,119050369,119053236,119055961,119063392,119063493,119067705,119068191,119073791,119073923,119075125,119077818,119079704,119082580,119089950,119090465,119091406,119091901,119092082,119095061,119097153,119101211,119102658,119103000,119104657,119107370,119107646,119111757,119113368,119116478,119121276,119122589,119122790,119126266,119127118,119127465,119127827,119129448,119132508,119133381,119133971,119139036,119141426,119141820,119143959,119148263,119148989
ENST00000482219	1	118964667;118966835;118974428;118975024;118975917;118979365;118980138;119002899;119003501;119005287;119006447;119011309;119016747;119019978;119022945;119023959;119078141;119079005	118964771;118966952;118974574;118975208;118976044;118979518;118980350;119003049;119003622;119006176;119006608;119011431;119016944;119020159;119023080;119024813;119078664;119079179	ENSG00000111879	FAM184A	118960840,118960846,118960875,118961998,118966173,118966339,118966469,118969704,118970808,118970810,118973238,118974567,118976010,118977878,118979023,118981590,118982437,118983023,118983163,118984332,118994274,118994286,118994925,118996861,118997556,119002087,119002249,119003460,119010391,119012020,119012862,119013556,119014089,119018019,119018183,119018195,119021844,119024554,119024815,119025920,119034283,119035665,119039858,119039977,119040381,119040383,119044961,119045454,119046610,119050050,119050369,119053236,119055961,119063392,119063493,119067705,119068191,119073791,119073923,119075125,119077818,119079704,119082580,119089950,119090465,119091406,119091901,119092082,119095061,119097153,119101211,119102658,119103000,119104657,119107370,119107646,119111757,119113368,119116478,119121276,119122589,119122790,119126266,119127118,119127465,119127827,119129448,119132508,119133381,119133971,119139036,119141426,119141820,119143959,119148263,119148989
