isoform_id	ES	ES_genomic_start	ES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000340738	1	73251486	73251566	ENSG00000100767	PAPLN	73239069,73239078,73239080,73239082,73239084,73241322,73241406,73241477,73241843,73243402,73243614,73244622,73245349,73246795,73249395,73253327,73254637,73255966,73258989,73262025,73262502,73267819,73268200,73268997,73268999,73272283,73273976
ENST00000554943	1	91466261	91466416	ENSG00000100796	PPP4R3A	91459053,91460601,91463206,91463208,91463210,91463578,91465940,91466263,91470027,91473084,91473914,91474767,91475872,91476335,91478393,91479512,91480457,91480903,91483437,91485307,91485969,91486615,91487570,91494734,91498203,91498828,91505309,91505311,91509801
ENST00000554684	1	91466261	91466416	ENSG00000100796	PPP4R3A	91459053,91460601,91463206,91463208,91463210,91463578,91465940,91466263,91470027,91473084,91473914,91474767,91475872,91476335,91478393,91479512,91480457,91480903,91483437,91485307,91485969,91486615,91487570,91494734,91498203,91498828,91505309,91505311,91509801
ENST00000457657	2	23067314;23089982	23068671;23090101	ENSG00000100813	ACIN1	23064765,23071540,23072754,23073044,23073526,23075064,23075174,23076524,23092337,23092411,23093884,23093886
ENST00000429593	1	23360555	23360833	ENSG00000100842	EFS	23363356
ENST00000556611	1	32077304	32077435	ENSG00000100852	ARHGAP5	32083426,32085318,32087042,32087075,32091528,32097159,32104055,32110619,32115707,32115709,32115846,32122555,32122722,32125353,32129359,32129887,32132050,32132673,32133894,32134843,32138624,32146053,32148291,32152122,32154999,32155001,32155192,32155194,32155710,32158958
ENST00000250377	1	35126735	35126782	ENSG00000100890	PRORP	35125982,35134341,35136519,35137814,35137898,35142493,35147717,35154544,35155661,35156673,35160875,35160883,35161911,35165085,35166979,35169481,35170141,35172608,35173012,35175208,35178639,35180915,35182667,35183559,35184989,35187766,35189726,35190266,35191070,35191571,35194040,35199846,35206927,35207188,35210618,35210908,35218195,35218197,35219286,35219315,35219456,35219562,35219647,35220450,35226879,35228549,35228773,35230830,35231927,35232185,35232817,35233525,35234145,35240390,35245364,35246698,35249457,35250274,35251073,35253961,35254315,35255654,35255656,35259287,35264080,35264272,35266963
ENST00000355299	1	24232929	24232977	ENSG00000100938	GMPR2	24233913,24234993,24236997
ENST00000250373	2	24369153;24371718	24369376;24371816	ENSG00000100968	NFATC4	24366304,24369608,24370444,24373379,24375515,24376930,24377068,24379492
ENST00000409285	1	25075463	25076550	ENSG00000100987	VSX1	25072441,25073639,25077447,25078401,25078423
ENST00000446994	1	47318951	47319061	ENSG00000101040	ZMYND8	47211246,47211298,47218885,47221007,47221533,47221535,47226019,47227319,47229287,47231419,47231877,47234282,47235965,47236741,47238393,47238401,47238528,47238859,47239147,47248309,47250705,47251186,47251188,47251190,47251876,47252367,47252369,47261089,47263831,47264056,47264147,47266714,47269711,47269842,47271303,47271397,47273065,47273260,47276703,47285195,47285272,47285370,47289488,47289689,47289988,47293462,47294031,47296045,47296054,47297934,47297984,47298299,47299268,47300869,47306037,47307326,47311274,47312168,47312362,47317795,47317797,47320442,47321580,47325989,47327161,47327959,47329145,47329147,47329212,47329549,47335731,47338548,47343153,47349626,47350253,47351144,47351146,47351424,47351479,47354890,47355748
ENST00000471951	1	47318951	47319061	ENSG00000101040	ZMYND8	47211246,47211298,47218885,47221007,47221533,47221535,47226019,47227319,47229287,47231419,47231877,47234282,47235965,47236741,47238393,47238401,47238528,47238859,47239147,47248309,47250705,47251186,47251188,47251190,47251876,47252367,47252369,47261089,47263831,47264056,47264147,47266714,47269711,47269842,47271303,47271397,47273065,47273260,47276703,47285195,47285272,47285370,47289488,47289689,47289988,47293462,47294031,47296045,47296054,47297934,47297984,47298299,47299268,47300869,47306037,47307326,47311274,47312168,47312362,47317795,47317797,47320442,47321580,47325989,47327161,47327959,47329145,47329147,47329212,47329549,47335731,47338548,47343153,47349626,47350253,47351144,47351146,47351424,47351479,47354890,47355748
ENST00000621696	1	50918739	50918781	ENSG00000101126	ADNP	50889414,50890599,50891446,50891448,50891655,50898737,50902784,50903262,50904948,50908041,50909019,50911181,50914059,50914692,50917135,50919338,50921285,50924839,50930335,50930337
BambuTx935	1	54494800	54495154	ENSG00000101134	DOK5	54477759,54478499,54481314,54482421,54482834,54482860,54482972,54486568,54487503,54488836,54489417,54489443,54489445,54491120,54491122,54491328,54493312,54494835,54494837,54496203,54496395,54497304,54497373,54497683,54501571,54508181,54508183,54518059,54518171,54518590,54522297,54524081,54524801,54529021,54529774,54529889,54530125,54532274,54536486,54540430,54540432,54540573,54540836,54546800,54547920,54548069,54548380,54551486,54556181,54557372,54561061,54561063,54562182,54562348,54562350,54563124,54565685,54566761,54573940,54575825,54575831,54575833,54577849,54577896,54578121,54579648,54580136,54582280,54586160,54586276,54587034,54587348,54593687,54593910,54594058,54595959,54596354,54599487,54599615,54600519,54600611,54604464,54605436,54614548,54614556,54617459,54618885,54621401,54623503,54624725,54624948,54626552,54627068,54627967,54629889,54632597,54637173,54637317,54637319,54640875,54642110,54643007,54643661,54650228,54650248
ENST00000491469	1	54476062	54476185	ENSG00000101134	DOK5	54477759,54478499,54481314,54482421,54482834,54482860,54482972,54486568,54487503,54488836,54489417,54489443,54489445,54491120,54491122,54491328,54493312,54494835,54494837,54496203,54496395,54497304,54497373,54497683,54501571,54508181,54508183,54518059,54518171,54518590,54522297,54524081,54524801,54529021,54529774,54529889,54530125,54532274,54536486,54540430,54540432,54540573,54540836,54546800,54547920,54548069,54548380,54551486,54556181,54557372,54561061,54561063,54562182,54562348,54562350,54563124,54565685,54566761,54573940,54575825,54575831,54575833,54577849,54577896,54578121,54579648,54580136,54582280,54586160,54586276,54587034,54587348,54593687,54593910,54594058,54595959,54596354,54599487,54599615,54600519,54600611,54604464,54605436,54614548,54614556,54617459,54618885,54621401,54623503,54624725,54624948,54626552,54627068,54627967,54629889,54632597,54637173,54637317,54637319,54640875,54642110,54643007,54643661,54650228,54650248
ENST00000266070	1	62926439	62926505	ENSG00000101191	DIDO1	62883068,62885761,62887297,62888016,62888416,62888673,62890221,62891356,62891389,62892873,62893065,62893838,62904378,62904855,62907690,62907970,62913651,62916945,62917172,62917782,62918222,62918329,62921779,62923503,62924718,62931085,62932364,62932366,62934282,62934399,62934613
ENST00000370316	3	63241728;63244470;63253218	63241752;63244543;63253437	ENSG00000101198	NKAIN4	63245572,63245845,63247236,63247700,63248695,63252201,63252203,63252519,63252782,63253031,63257986,63261286,63266567,63268912,63268914,63269105,63269488,63269517
BambuTx758	2	63244470;63253218	63244543;63253437	ENSG00000101198	NKAIN4	63245572,63245845,63247236,63247700,63248695,63252201,63252203,63252519,63252782,63253031,63257986,63261286,63266567,63268912,63268914,63269105,63269488,63269517
ENST00000370283	1	63283851	63283880	ENSG00000101199	ARFGAP1	63273862,63275769,63278767,63279625,63283311,63283470,63283901,63288864,63288866,63289785
ENST00000344256	1	3796291	3796731	ENSG00000101224	CDC25B	3787180,3787526,3788702,3791125,3794064,3796705,3798417,3800263,3800399,3802132,3803694,3804527
ENST00000340852	1	31568078	31568280	ENSG00000101294	HM13	31517606,31518726,31519672,31522217,31523955,31525156,31527196,31527206,31527663,31527665,31528077,31529442,31530297,31530555,31534024,31534111,31534287,31534289,31536231,31536579,31539664,31550696,31551691,31552311,31556183,31560944,31561072,31561712,31568168,31568475,31569007,31570427,31571207,31577360
ENST00000693752	1	9404647	9405348	ENSG00000101333	PLCB4	9068043,9070545,9072844,9072846,9075431,9079004,9079651,9083988,9087016,9090916,9091660,9091844,9093171,9098524,9100669,9102600,9103263,9104124,9106536,9109437,9112736,9112839,9112841,9113860,9113862,9116379,9116399,9116898,9116924,9118487,9122590,9124805,9125592,9126019,9130384,9130386,9130977,9131031,9132355,9133932,9137162,9139127,9140414,9140455,9141054,9141507,9143279,9143281,9144126,9145697,9145934,9146276,9150421,9150594,9154015,9154648,9156220,9157293,9157372,9158217,9159374,9159875,9160538,9160540,9160542,9164336,9164338,9164975,9164977,9167994,9170240,9170267,9173364,9176920,9177760,9180482,9181154,9182536,9193066,9193695,9194881,9195761,9198077,9199841,9201325,9201516,9201774,9202072,9202074,9202163,9202363,9205587,9205642,9208064,9209333,9210354,9211374,9211799,9214618,9218251,9219163,9220686,9221001,9221003,9221350,9223487,9223726,9223728,9228856,9229503,9231941,9233334,9233781,9234901,9238014,9241379,9241381,9241383,9241883,9242046,9244251,9245488,9246679,9247407,9248025,9249795,9250372,9250965,9254566,9257256,9258273,9259246,9260941,9261197,9265953,9268821,9268823,9272045,9272554,9273127,9275796,9275992,9277149,9277440,9278607,9279295,9281379,9283245,9283247,9285036,9285683,9287802,9289072,9291563,9291903,9295158,9296550,9297207,9302039,9306723,9306766,9308348,9308492,9309682,9311090,9318424,9318512,9319097,9324294,9324843,9326655,9326892,9328702,9331108,9335565,9342075,9342451,9348496,9348763,9348939,9349020,9349268,9350703,9354185,9355762,9356619,9357687,9361234,9362266,9363149,9363151,9363294,9364022,9366521,9367315,9368308,9373173,9373520,9373560,9374493,9376086,9378668,9378825,9379776,9381348,9384678,9388586,9389478,9391266,9391268,9393866,9397035,9397653,9402312,9408698,9410220,9411773,9411984,9414338,9414419,9417711,9418190,9418375,9418956,9422220,9422432,9423244,9423592,9424474,9424902,9425381,9428436,9429250,9429252,9436496,9441088,9444235,9444888,9446072,9446614,9446616,9448081,9448522,9448524,9448542,9450699,9452129,9452954,9453358,9455259,9456213,9456530,9457387,9458215,9458217,9458219,9460778,9460925,9462617,9463528,9463763,9465017,9466459,9466971,9467401,9467914,9467925,9467935,9467947,9468419,9469125,9473391,9474085,9476732,9477175,9478352,9479403,9479405,9479873,9480193,9480233,9480613,9482515,9484294,9487879,9488881,9491167,9492028,9493261,9494033,9498735,9499429,9500780,9500782,9503874,9504257
ENST00000375749	1	32222633	32222833	ENSG00000101346	POFUT1	32208059,32210011,32210379,32210627,32210953,32211038,32212124,32217677,32217686,32218626,32218837,32220055,32222161,32222936,32224969,32226276,32226445,32226989,32227873,32231134,32236476
ENST00000422138	2	37141162;37155063	37141314;37155167	ENSG00000101353	MROH8	37101316,37104367,37111878,37112231,37113264,37115339,37116615,37120007,37120878,37121025,37121124,37123248,37123277,37133892,37134367,37141735,37141808,37145245,37146928,37148267,37149231,37151646,37151682,37151949,37153493,37158515,37165127,37165129,37165196,37165838,37166048,37166535,37169448,37172433,37173317
ENST00000217456	1	24964375	24964398	ENSG00000101474	APMAP	24963702,24963929,24965614,24965785,24967536,24969409,24972969,24973392,24975981,24977263,24978558,24980037,24981939,24981974,24983715,24985220,24985222,24985241,24986591,24987825,24991268
ENST00000320876	2	2690666;2764034	2690761;2764106	ENSG00000101596	SMCHD1	2661094,2661224,2661306,2662855,2666372,2669215,2674500,2677771,2678992,2680229,2682991,2683067,2685925,2685927,2687031,2692482,2694310,2696427,2697893,2706489,2706879,2714316,2717303,2721026,2721683,2731867,2731869,2733032,2733202,2737326,2737580,2743277,2743602,2743620,2744184,2744640,2748262,2749269,2753091,2753098,2753124,2756739,2758388,2760053,2761044,2761046,2761177,2764782,2765896,2766418,2766420,2768074,2772633,2772901,2773449,2774335,2776366,2777048,2779683,2779685,2779687,2784845,2786890,2787830,2787832,2788224,2791896,2791898,2791900,2796725,2804415
ENST00000684915	1	2690666	2690761	ENSG00000101596	SMCHD1	2661094,2661224,2661306,2662855,2666372,2669215,2674500,2677771,2678992,2680229,2682991,2683067,2685925,2685927,2687031,2692482,2694310,2696427,2697893,2706489,2706879,2714316,2717303,2721026,2721683,2731867,2731869,2733032,2733202,2737326,2737580,2743277,2743602,2743620,2744184,2744640,2748262,2749269,2753091,2753098,2753124,2756739,2758388,2760053,2761044,2761046,2761177,2764782,2765896,2766418,2766420,2768074,2772633,2772901,2773449,2774335,2776366,2777048,2779683,2779685,2779687,2784845,2786890,2787830,2787832,2788224,2791896,2791898,2791900,2796725,2804415
ENST00000592764	1	13759942	13760285	ENSG00000101654	RNMT	13727525,13730864,13730920,13737229,13738605,13741361,13741363,13742408,13745605,13746038,13746481,13746875,13747930,13749703,13751659,13752383,13754781,13754882,13756061,13757343,13757678,13757680,13760154,13762142,13764059,13764475
ENST00000327155	1	22933826	22934159	ENSG00000101773	RBBP8	22799819,22801807,22802150,22803204,22805233,22806428,22807997,22808868,22809098,22812248,22813539,22815695,22819781,22821702,22823129,22823869,22825175,22828612,22831315,22841552,22841554,22841924,22844208,22846449,22847630,22847632,22847634,22847636,22847965,22850398,22853581,22853583,22853585,22860707,22861701,22863098,22863847,22866381,22869712,22869714,22869716,22870117,22874482,22875765,22877688,22879540,22881993,22883494,22887625,22894940,22895353,22898866,22904679,22905933,22911081,22914530,22915463,22918240,22918581,22921022,22921024,22921026,22921490,22923593,22924486,22927521,22929925,22937107,22937302,22939833,22939853,22939953,22940791,22944507,22947727,22954392,22955500,22957557,22961191,22961588,22965326,22976947,22981925,22982762,22986067,22986346,22986832,22986838,22988814,22990323,22994870,22996349,22999308,22999765,22999983,23001027,23004782,23006345,23007000,23013560,23016503,23016981,23017901,23017903,23020289,23021283,23021533,23022696,23022959,23023383,23025120,23026097
ENST00000399725	1	23016828	23016924	ENSG00000101773	RBBP8	22799819,22801807,22802150,22803204,22805233,22806428,22807997,22808868,22809098,22812248,22813539,22815695,22819781,22821702,22823129,22823869,22825175,22828612,22831315,22841552,22841554,22841924,22844208,22846449,22847630,22847632,22847634,22847636,22847965,22850398,22853581,22853583,22853585,22860707,22861701,22863098,22863847,22866381,22869712,22869714,22869716,22870117,22874482,22875765,22877688,22879540,22881993,22883494,22887625,22894940,22895353,22898866,22904679,22905933,22911081,22914530,22915463,22918240,22918581,22921022,22921024,22921026,22921490,22923593,22924486,22927521,22929925,22937107,22937302,22939833,22939853,22939953,22940791,22944507,22947727,22954392,22955500,22957557,22961191,22961588,22965326,22976947,22981925,22982762,22986067,22986346,22986832,22986838,22988814,22990323,22994870,22996349,22999308,22999765,22999983,23001027,23004782,23006345,23007000,23013560,23016503,23016981,23017901,23017903,23020289,23021283,23021533,23022696,23022959,23023383,23025120,23026097
ENST00000372972	1	100830808	100830867	ENSG00000101811	CSTF2	100823766,100824502,100826641,100829956,100832767,100833135,100835134,100836158,100837347
ENST00000674429	1	7219456	7219686	ENSG00000101846	STS	7147548,7147941,7153055,7155516,7155557,7155668,7156019,7156248,7156250,7156252,7157130,7157310,7158108,7159587,7159812,7160931,7160933,7161242,7161244,7161480,7161982,7163078,7166672,7173054,7173406,7174388,7174429,7174431,7174552,7179533,7180345,7182272,7184384,7185478,7185807,7187903,7188825,7190036,7191908,7192432,7192843,7194268,7194463,7195390,7197309,7198357,7199044,7200886,7201063,7206691,7207217,7210090,7211363,7216188,7217502,7219917,7220070,7224945,7226313,7226568,7227686,7229139,7229141,7230478,7231104,7232268,7232435,7232951,7234359,7234426,7236598,7236964,7237288,7237579,7238700,7238894,7241070,7245341,7245763,7246683,7247509,7248438,7248964,7250533,7251047,7251445,7251447,7251615,7256801,7257841,7258564,7261314,7262208,7263646,7270474,7271096,7271668,7273813,7276501,7276901,7277026,7280370,7280724,7280726,7281590,7281853,7282636,7283909,7284031,7284310,7284884,7285286,7286588,7287125,7290702,7291295,7292508,7292656,7292680,7292905,7294757,7295790,7297630,7300681,7300691,7301087,7302958,7303460,7303462,7306644,7306646,7308658,7310616,7310968,7313269,7313638,7313663,7314922,7315260,7317613,7321188,7321377,7323467,7327528,7332926,7333512,7334416,7334418,7334600,7334746,7335073,7336756,7339520,7340373,7340888,7341304,7341863,7342313,7342777,7343166,7344007,7348489,7348795,7350096,7351385,7357815,7357995,7358271,7358532,7361522,7362268,7362533,7364426,7364977,7366896,7367099,7369240,7371161,7374507,7374509,7374805,7376405,7376763,7377189,7379184,7380355,7381508,7381523,7381561,7381979,7384611,7385479,7385687,7385797,7385950,7386316,7386596,7388511,7388927,7388984,7389215,7389297,7389356,7390016,7390062,7393524,7395248,7395250,7396735,7401515,7401637,7401639,7401861,7402046,7403826,7404896,7405340,7405810,7406754,7407572,7407629,7412802,7412908,7414002,7414747,7419458,7421213,7421268,7422177,7422529,7423672,7425574,7426211,7427041,7432331,7434889,7436843,7437431,7437433,7442064,7445320,7446105,7447280,7447989,7448196,7448226,7451358,7451370,7451543,7451964,7453331,7454162,7454535,7455968,7456914,7457993,7458942,7458944,7465644,7465646,7466861,7466863,7467044,7467046,7472836,7473004,7473170,7473876,7477186,7479093,7479817,7481554,7483403,7486035,7487348,7487350,7488040,7488620,7489085,7494789,7494912,7498112,7500334,7501243,7504748,7505738,7507751,7509490,7510911,7512026,7512034,7514289,7514851,7516692,7517162,7517437,7517722,7520077,7521237,7522071,7522403,7524470,7527655,7528818,7530432,7531280,7532065,7532802,7533116,7535986,7539283,7539924,7540916,7542970,7544530,7544566,7546538,7547522,7548311,7550508,7554220,7554222,7554276,7556216,7558845,7560490,7560662,7561216,7564151,7564243,7567303,7567644,7567823,7568604,7569905,7570524,7572632,7572910,7573300,7577569,7578336,7579798,7579800,7581668,7587258,7587557,7588058,7591493,7594048,7594430,7594438,7594446,7595442,7595444,7596928,7597109,7597773,7598909,7601271,7601548,7601631,7602343,7606012,7606458,7606549,7607769,7613180,7614046,7614904,7615620,7615847,7616485,7619464,7619466,7625246,7628789,7629130,7631669,7632973,7635814,7635828,7636171,7642905,7643539,7644087,7644089,7647582,7649441,7651218,7651795,7652342,7652570,7654599,7654802,7655730,7655846,7657637,7657668,7661880,7663542,7663544,7663675,7664129,7664238,7672730,7672774,7673986,7676398,7676469,7677675,7677703,7677705,7678493,7678495,7679732,7680340,7681354,7683831,7687527,7687813,7688984,7688986,7692013,7692015,7694067,7694302,7694304,7694639,7700930,7700932,7700934,7700936,7703801,7704421,7708175,7709662,7710153,7711098,7711522,7712718,7712989,7716951,7717057,7721933,7722585,7724962,7725186,7727419,7728035,7729421,7732082,7734084,7736279,7738857,7741015,7746013,7748419,7748421,7749116,7751191,7754183,7754237,7756000,7758584,7759088,7759876,7765953,7766622,7767201,7767203,7767474,7771725,7772509,7773335,7774469,7776686,7777224,7782429,7785622,7787005,7787007,7787009,7787011,7789669,7789671,7794092,7795144,7797069,7798581,7798583,7801612,7802107,7803193,7803317,7803523,7803974
ENST00000379068	1	24744600	24744893	ENSG00000101868	POLA1	24698798,24702119,24710373,24713109,24714522,24718696,24719119,24721781,24722159,24725753,24725755,24727409,24729647,24733168,24734100,24737503,24738361,24741018,24741593,24742053,24742835,24748177,24749199,24749863,24753876,24758457,24761612,24766954,24767430,24767455,24768406,24768847,24771956,24772871,24772873,24774142,24775479,24776270,24776312,24776314,24781989,24785781,24789189,24789976,24796660,24799874,24801177,24801227,24802427,24807074,24807797,24807881,24809584,24809687,24809689,24811434,24812415,24815501,24816265,24818008,24818010,24819765,24820164,24820906,24820908,24824437,24830331,24830500,24833358,24833953,24835919,24835981,24837414,24837672,24837860,24838674,24839556,24840961,24841557,24842436,24842694,24847575,24848915,24851953,24853447,24853449,24859560,24860284,24861739,24861741,24862260,24862847,24867151,24874436,24875902,24877330,24878405,24878407,24879569,24879847,24879954,24880913,24880915,24881528,24882386,24882817,24884744,24887086,24887441,24888096,24892287,24893308,24893453,24894350,24896365,24901993,24902039,24902041,24903169,24904451,24906196,24908537,24908539,24908700,24910567,24912096,24914600,24917160,24917406,24917408,24920641,24922407,24924504,24925506,24925626,24926265,24926267,24929313,24929690,24930632,24930697,24931052,24931172,24932870,24938721,24939501,24939567,24941386,24942110,24944119,24945225,24947769,24948938,24950468,24951994,24952005,24953328,24954544,24961017,24966587,24967529,24969383,24969451,24969912,24974463,24974569,24974699,24974701,24976695,24977495,24978788,24978994,24980446,24981949,24981951,24983826,24984979,24987494,24988584,24991273,24992354,24994089,24995461,24995463,24995465
ENST00000379059	1	24744600	24744893	ENSG00000101868	POLA1	24698798,24702119,24710373,24713109,24714522,24718696,24719119,24721781,24722159,24725753,24725755,24727409,24729647,24733168,24734100,24737503,24738361,24741018,24741593,24742053,24742835,24748177,24749199,24749863,24753876,24758457,24761612,24766954,24767430,24767455,24768406,24768847,24771956,24772871,24772873,24774142,24775479,24776270,24776312,24776314,24781989,24785781,24789189,24789976,24796660,24799874,24801177,24801227,24802427,24807074,24807797,24807881,24809584,24809687,24809689,24811434,24812415,24815501,24816265,24818008,24818010,24819765,24820164,24820906,24820908,24824437,24830331,24830500,24833358,24833953,24835919,24835981,24837414,24837672,24837860,24838674,24839556,24840961,24841557,24842436,24842694,24847575,24848915,24851953,24853447,24853449,24859560,24860284,24861739,24861741,24862260,24862847,24867151,24874436,24875902,24877330,24878405,24878407,24879569,24879847,24879954,24880913,24880915,24881528,24882386,24882817,24884744,24887086,24887441,24888096,24892287,24893308,24893453,24894350,24896365,24901993,24902039,24902041,24903169,24904451,24906196,24908537,24908539,24908700,24910567,24912096,24914600,24917160,24917406,24917408,24920641,24922407,24924504,24925506,24925626,24926265,24926267,24929313,24929690,24930632,24930697,24931052,24931172,24932870,24938721,24939501,24939567,24941386,24942110,24944119,24945225,24947769,24948938,24950468,24951994,24952005,24953328,24954544,24961017,24966587,24967529,24969383,24969451,24969912,24974463,24974569,24974699,24974701,24976695,24977495,24978788,24978994,24980446,24981949,24981951,24983826,24984979,24987494,24988584,24991273,24992354,24994089,24995461,24995463,24995465
ENST00000470971	1	111681663	111681826	ENSG00000101901	ALG13	111667273,111667563,111671525,111672563,111673718,111674287,111675096,111676643,111678216,111682414,111685368,111687089,111687471,111687473,111704393,111705662,111706627,111706799,111708556,111710474,111711324,111712567,111712569,111712571,111715033,111716065,111717167,111724248,111725708,111728035,111729479,111731855,111734544,111734546,111736339,111736931,111737624,111737792,111739118,111742970,111745276,111746238,111746240,111746242,111746244,111746486,111747314,111748493,111749472,111749802,111750382,111755956,111756371,111756380,111758621,111759669,111760355
ENST00000361648	1	139731651	139731755	ENSG00000101974	ATP11C	139726567,139726839,139727080,139729102,139729685,139730701,139731231,139735962,139736546,139739538,139742718,139743863,139744464,139745531,139746025,139746800,139747037,139755772,139756946,139762832,139763007,139763009,139763157,139763935,139765056,139770565,139770567,139772698,139773234,139774314,139774597,139774721,139774911,139774913,139775777,139778903,139779298,139780578,139781761,139784231,139784891,139785106,139787961,139789278,139791985,139794449,139795011,139797609,139800381,139800383,139800385,139801519,139801852,139802618,139805753,139821262,139826203,139826591,139827662,139828036,139830491,139832064,139832195,139837888,139838375,139838626,139838628,139838630,139842010,139843033,139846093,139847251,139848269,139848883,139850452,139852127,139856194,139857152,139858561,139858633,139866954,139873881,139880710,139881012,139881739,139882669,139882728,139885185,139887839,139890206,139890933,139891466,139891596,139891598,139891600,139894139,139895697,139897095,139897761,139901045,139903368,139904870,139906943,139908585,139909505,139909559,139914112,139917106,139918120,139918787,139926328,139926450,139927665,139927706,139928102,139930228,139930733,139930913,139941045,139942306,139942424,139942822,139943379,139943400
ENST00000440235	1	147938099	147938161	ENSG00000102081	FMR1	147918413,147919423,147920227,147923692,147924966,147925344,147925346,147929514,147930172,147931507,147934849,147937169,147939176,147939766,147947772,147949516
ENST00000612460	1	154414101	154414673	ENSG00000102125	TAFAZZIN	154412190,154413407,154415037,154417366,154419302
ENST00000370377	1	150828306	150829604	ENSG00000102181	CD99L2	150767577,150767688,150768383,150769008,150770601,150770843,150779500,150781426,150783556,150783869,150784775,150786685,150786687,150790247,150792261,150793077,150793079,150793536,150798481,150800555,150800899,150806400,150806505,150807986,150814137,150815939,150816549,150816739,150817508,150818310,150821187,150821614,150825020,150825259,150825527,150825529,150827675,150827677,150827846,150830953,150831408,150832493,150834982,150835177,150836179,150836181,150838071,150839906,150840332,150841238,150842221,150842785,150846644,150846951,150847851,150851458,150855083,150855106,150858005,150864329,150864741,150871850,150872955,150875613,150878679,150883038,150883277,150883283,150884301,150884547,150886410,150889164,150891784,150891786,150891904,150894934
ENST00000357227	1	47223018	47223311	ENSG00000102225	CDK16	47218652,47220866,47221612,47226012
