"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC"
"60188","isoComp_00040038","geneComp_00005848","ENST00000377770","DPP6","RGC","RO","DPP6","protein_coding","protein_coding",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,20.2295249784668,36.4588096996405,4.00024025729318,3.24817950219366,0.202622662434826,-3.18490253491276,NA,0.2654,0.2615,0.2693,0.00780000000000003,0.93660387332842,1.09602037484989e-24,FALSE
"60189","isoComp_00040039","geneComp_00005848","ENST00000404039","DPP6","RGC","RO","DPP6","protein_coding","protein_coding",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,26.8607635013189,51.5900650863696,2.13146191626817,12.1635992764014,0.470500578292652,-4.59070495971137,NA,0.25585,0.3645,0.1472,-0.2173,0.0424735210815908,1.09602037484989e-24,FALSE
"60190","isoComp_00040040","geneComp_00005848","ENST00000406326","DPP6","RGC","RO","DPP6","protein_coding","protein_coding",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,1.98914987286777,3.38281067155515,0.59548907418038,1.30851147332773,0.326459859902376,-2.48630809344081,NA,0.03135,0.02455,0.03815,0.0136,0.756927524949049,1.09602037484989e-24,FALSE
"60192","isoComp_00040042","geneComp_00005848","ENST00000462622","DPP6","RGC","RO","DPP6","protein_coding","retained_intron",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,1.12048848946363,1.94234331975439,0.298633659172869,0.00967554701088125,0.222580029515329,-2.66123945927958,NA,0.01775,0.01385,0.02165,0.0078,0.863565594064615,1.09602037484989e-24,NA
"60196","isoComp_00040046","geneComp_00005848","ENST00000480367","DPP6","RGC","RO","DPP6","protein_coding","retained_intron",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,6.30598607866234,8.41004480364942,4.20192735367527,0.874906700510907,0.788821024415295,-0.99934735667759,NA,0.169475,0.0598,0.27915,0.21935,1.09602037484989e-24,1.09602037484989e-24,NA
"60201","isoComp_00040051","geneComp_00005848","ENST00000496611","DPP6","RGC","RO","DPP6","protein_coding","protein_coding",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,0.534481830323503,0.807671662205963,0.261291998441044,0.0250401795138925,0.261291998441044,-1.59167514517577,NA,0.01255,0.00575,0.01935,0.0136,0.804874846550054,1.09602037484989e-24,FALSE
"60203","isoComp_00040053","geneComp_00005848","ENST00000706130","DPP6","RGC","RO","DPP6","protein_coding","protein_coding",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,8.84985731524277,16.7872974215603,0.912417208925252,1.62740824400797,0.383283198584788,-4.18666589233968,NA,0.089825,0.1204,0.05925,-0.06115,0.141738833879929,1.09602037484989e-24,FALSE
"60204","isoComp_00040054","geneComp_00005848","ENST00000706151","DPP6","RGC","RO","DPP6","protein_coding","protein_coding",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,1.22057724057718,2.22392822530317,0.217226255851204,0.427922540169515,0.147015127084525,-3.29738138159597,NA,0.014875,0.016,0.01375,-0.00225,0.932202565243881,1.09602037484989e-24,FALSE
"60205","isoComp_00040055","geneComp_00005848","ENST00000706152","DPP6","RGC","RO","DPP6","protein_coding","protein_coding_CDS_not_defined",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,0.968099885317546,1.59516134100588,0.341038429629209,0.445834660139758,0.0804320828552605,-2.19301743343939,NA,0.017025,0.0115,0.02255,0.01105,0.451186097667472,1.09602037484989e-24,NA
"60207","isoComp_00040057","geneComp_00005848","ENST00000706154","DPP6","RGC","RO","DPP6","protein_coding","protein_coding_CDS_not_defined",77.6100801486443,140.302798432998,14.9173618642909,6.41357688136388,1.42312006886904,-3.23261548495164,NA,1.39634954530556,2.43925141044,0.353447680171117,0.0709006305368776,0.255719926953273,-2.75252126891686,NA,0.019825,0.0174,0.02225,0.00485,0.676453228399079,1.09602037484989e-24,NA
"120580","isoComp_00040160","geneComp_00005882","ENST00000310974","DPY19L1","RGC","RO","DPY19L1","protein_coding","protein_coding",139.817671592888,97.8716223282762,181.7637208575,0.181239369503857,38.8591564993215,0.893033724747311,NA,5.59036198256438,2.09771614840449,9.08300781672428,0.549517334105177,1.90129521778858,2.10907700446689,NA,0.035725,0.0214,0.05005,0.02865,0.00300674751392485,2.5689161164907e-10,FALSE
"120586","isoComp_00040166","geneComp_00005882","ENST00000612226","DPY19L1","RGC","RO","DPY19L1","protein_coding","protein_coding",139.817671592888,97.8716223282762,181.7637208575,0.181239369503857,38.8591564993215,0.893033724747311,NA,4.48920042318995,2.37890440611422,6.59949644026568,0.922846601922915,0.343662376983782,1.46819123649556,NA,0.030975,0.0243,0.03765,0.01335,0.555146769451872,2.5689161164907e-10,FALSE
"120587","isoComp_00040167","geneComp_00005882","ENST00000638088","DPY19L1","RGC","RO","DPY19L1","protein_coding","protein_coding",139.817671592888,97.8716223282762,181.7637208575,0.181239369503857,38.8591564993215,0.893033724747311,NA,18.3730578812018,5.93720478795977,30.8089109744438,0.816002380768948,4.59074160690693,2.37353222337619,NA,0.116325,0.06065,0.172,0.11135,2.5689161164907e-10,2.5689161164907e-10,FALSE
"120588","isoComp_00040168","geneComp_00005882","ENST00000685246","DPY19L1","RGC","RO","DPY19L1","protein_coding","protein_coding",139.817671592888,97.8716223282762,181.7637208575,0.181239369503857,38.8591564993215,0.893033724747311,NA,5.0735090062345,1.94981501404722,8.19720299842177,0.870756222541873,2.23320776024732,2.0661731521069,NA,0.0322,0.0199,0.0445,0.0246,0.179716455535276,2.5689161164907e-10,FALSE
"120589","isoComp_00040169","geneComp_00005882","ENST00000687726","DPY19L1","RGC","RO","DPY19L1","protein_coding","retained_intron",139.817671592888,97.8716223282762,181.7637208575,0.181239369503857,38.8591564993215,0.893033724747311,NA,86.6087928360155,76.0062616528147,97.2113240192162,4.33027807648763,23.7630068401916,0.354964704042046,NA,0.653925,0.7767,0.53115,-0.24555,0.000984700898346524,2.5689161164907e-10,NA
"120590","isoComp_00040170","geneComp_00005882","ENST00000688296","DPY19L1","RGC","RO","DPY19L1","protein_coding","retained_intron",139.817671592888,97.8716223282762,181.7637208575,0.181239369503857,38.8591564993215,0.893033724747311,NA,5.31140026998433,2.09120556594148,8.53159497402718,0.623832725981551,1.43903898490048,2.02328817857829,NA,0.034375,0.02135,0.0474,0.02605,0.025098784623802,2.5689161164907e-10,NA
"120591","isoComp_00040171","geneComp_00005882","ENST00000690503","DPY19L1","RGC","RO","DPY19L1","protein_coding","nonsense_mediated_decay",139.817671592888,97.8716223282762,181.7637208575,0.181239369503857,38.8591564993215,0.893033724747311,NA,4.69334113441575,2.10836081695801,7.27832145187348,0.721217316699051,1.90794830093758,1.78263824853447,NA,0.030575,0.02155,0.0396,0.01805,0.222512289562602,2.5689161164907e-10,TRUE
"120592","isoComp_00040172","geneComp_00005882","ENST00000690666","DPY19L1","RGC","RO","DPY19L1","protein_coding","protein_coding",139.817671592888,97.8716223282762,181.7637208575,0.181239369503857,38.8591564993215,0.893033724747311,NA,5.93195037014591,3.05818551156548,8.80571522872633,0.062832363669048,1.94332922028053,1.52269190665328,NA,0.0398,0.03125,0.04835,0.0171,0.0150877940145947,2.5689161164907e-10,FALSE
"136760","isoComp_00040217","geneComp_00005896","ENST00000306031","DPYD","RGC","RO","DPYD","protein_coding","protein_coding",10.0223613662754,1.77183723608082,18.2728854964699,0.447595644387817,5.83483211750282,3.35905631831998,NA,1.31435329930669,0.189802587387922,2.43890401122547,0.123668240487288,0.651798753735229,3.61548905536887,NA,0.11575,0.09555,0.13595,0.0404,0.8295501917192,8.70150396394633e-05,FALSE
"136761","isoComp_00040218","geneComp_00005896","ENST00000370192","DPYD","RGC","RO","DPYD","protein_coding","protein_coding",10.0223613662754,1.77183723608082,18.2728854964699,0.447595644387817,5.83483211750282,3.35905631831998,NA,7.77684963712581,0.828855997386838,14.7248432768648,0.430239990771172,4.77774019394603,4.1346647344958,NA,0.61925,0.43415,0.80435,0.3702,0.000149400256505841,8.70150396394633e-05,FALSE
"136763","isoComp_00040220","geneComp_00005896","ENST00000474241","DPYD","RGC","RO","DPYD","protein_coding","retained_intron",10.0223613662754,1.77183723608082,18.2728854964699,0.447595644387817,5.83483211750282,3.35905631831998,NA,0.201788523002991,0,0.403577046005982,0,0.191597460101456,5.37008421155496,NA,0.010425,0,0.02085,0.02085,0.527606762549894,8.70150396394633e-05,NA
"136764","isoComp_00040221","geneComp_00005896","ENST00000646851","DPYD","RGC","RO","DPYD","protein_coding","protein_coding_CDS_not_defined",10.0223613662754,1.77183723608082,18.2728854964699,0.447595644387817,5.83483211750282,3.35905631831998,NA,0.628548334815838,0.753178651306062,0.503918018325615,0.106312586870643,0.0824475058411451,-0.570482579908816,NA,0.249675,0.47025,0.0291,-0.44115,8.70150396394633e-05,8.70150396394633e-05,NA
"69222","isoComp_00040265","geneComp_00005904","ENST00000258534","DRAM1","RGC","RO","DRAM1","protein_coding","protein_coding",9.48767537652044,7.28186747275115,11.6934832802897,0.485189321583231,0.167734277030976,0.682577733433697,NA,3.56852783885248,1.7884526756475,5.34860300205746,0.703087568018027,0.0761695692234236,1.57510073937342,NA,0.348925,0.24025,0.4576,0.21735,0.0878037352887327,0.0285976668531955,FALSE
"69225","isoComp_00040268","geneComp_00005904","ENST00000549066","DRAM1","RGC","RO","DRAM1","protein_coding","protein_coding",9.48767537652044,7.28186747275115,11.6934832802897,0.485189321583231,0.167734277030976,0.682577733433697,NA,0.993538196539196,0.5560746196089,1.43100177346949,0.137299920749156,0.150611471718404,1.34800796518714,NA,0.099,0.07545,0.12255,0.0471,0.309050444306801,0.0285976668531955,FALSE
"69226","isoComp_00040269","geneComp_00005904","ENST00000549365","DRAM1","RGC","RO","DRAM1","protein_coding","nonsense_mediated_decay",9.48767537652044,7.28186747275115,11.6934832802897,0.485189321583231,0.167734277030976,0.682577733433697,NA,4.65316814990785,4.9127782771608,4.3935580226549,0.330636266850008,0.587204763782478,-0.160803086371996,NA,0.527875,0.6807,0.37505,-0.30565,0.0285976668531955,0.0285976668531955,TRUE
"69228","isoComp_00040271","geneComp_00005904","ENST00000614926","DRAM1","RGC","RO","DRAM1","protein_coding","retained_intron",9.48767537652044,7.28186747275115,11.6934832802897,0.485189321583231,0.167734277030976,0.682577733433697,NA,0.150576526908698,0.0245619003339436,0.276591153483453,0.0245619003339436,0.144879359001017,3.05173962786706,NA,0.013725,0.0036,0.02385,0.02025,0.372801765306278,0.0285976668531955,NA
"66728","isoComp_00040404","geneComp_00005929","ENST00000360428","DSC3","RGC","RO","DSC3","protein_coding","protein_coding",10.4333707272562,5.10788672425943,15.7588547302529,0.793408427013917,3.19342113004212,1.62345776178493,NA,6.9593358242565,4.58653825419597,9.33213339431703,0.687878261597429,0.469890096041466,1.02320429788854,NA,0.754975,0.8987,0.61125,-0.28745,0.0037279773168209,0.0037279773168209,FALSE
"66729","isoComp_00040405","geneComp_00005929","ENST00000434452","DSC3","RGC","RO","DSC3","protein_coding","protein_coding",10.4333707272562,5.10788672425943,15.7588547302529,0.793408427013917,3.19342113004212,1.62345776178493,NA,3.47403490299967,0.521348470063465,6.42672133593588,0.105530165416488,2.72353103400066,3.59859578400144,NA,0.245025,0.1013,0.38875,0.28745,0.00416948525420744,0.0037279773168209,FALSE
"87658","isoComp_00040825","geneComp_00005984","ENST00000278979","DUSP15","RGC","RO","DUSP15","protein_coding","protein_coding",15.3386319676867,21.7960845652037,8.88117937016975,0.497263800631043,3.67360818698681,-1.29428404416819,NA,0.449205379381288,0.494942449465061,0.403468309297514,0.157359363378547,0.22935159632703,-0.288342210075576,NA,0.032375,0.02285,0.0419,0.01905,0.447729239757523,0.00824035254163953,FALSE
"87659","isoComp_00040826","geneComp_00005984","ENST00000339738","DUSP15","RGC","RO","DUSP15","protein_coding","protein_coding",15.3386319676867,21.7960845652037,8.88117937016975,0.497263800631043,3.67360818698681,-1.29428404416819,NA,5.67737560448623,9.29364653244128,2.06110467653117,1.24404637897758,0.148150457299484,-2.1673958152229,NA,0.348475,0.4253,0.27165,-0.15365,0.30671754942384,0.00824035254163953,FALSE
"87660","isoComp_00040827","geneComp_00005984","ENST00000375966","DUSP15","RGC","RO","DUSP15","protein_coding","protein_coding",15.3386319676867,21.7960845652037,8.88117937016975,0.497263800631043,3.67360818698681,-1.29428404416819,NA,1.19360621865835,1.42975116929068,0.957461268026012,0.291575495339973,0.709048375354994,-0.573543683982342,NA,0.078075,0.06595,0.0902,0.02425,0.742629773115437,0.00824035254163953,FALSE
"87661","isoComp_00040828","geneComp_00005984","ENST00000398083","DUSP15","RGC","RO","DUSP15","protein_coding","protein_coding",15.3386319676867,21.7960845652037,8.88117937016975,0.497263800631043,3.67360818698681,-1.29428404416819,NA,0.664273033361025,0.756724771217364,0.571821295504685,0.133123448415425,0.311299535656286,-0.398132688810809,NA,0.047525,0.0349,0.06015,0.02525,0.370867554158192,0.00824035254163953,FALSE
"87662","isoComp_00040829","geneComp_00005984","ENST00000398084","DUSP15","RGC","RO","DUSP15","protein_coding","protein_coding",15.3386319676867,21.7960845652037,8.88117937016975,0.497263800631043,3.67360818698681,-1.29428404416819,NA,4.55733324109807,6.64824175029516,2.46642473190098,0.090802550323243,1.38409620903278,-1.42688248084702,NA,0.281175,0.3051,0.25725,-0.0478500000000001,0.742359907801208,0.00824035254163953,FALSE
"87663","isoComp_00040830","geneComp_00005984","ENST00000428829","DUSP15","RGC","RO","DUSP15","protein_coding","protein_coding",15.3386319676867,21.7960845652037,8.88117937016975,0.497263800631043,3.67360818698681,-1.29428404416819,NA,0.187950773359991,0.259101432071492,0.116800114648489,0.095790718970124,0.116800114648489,-1.08559401864367,NA,0.017225,0.012,0.02245,0.01045,0.956820877806499,0.00824035254163953,FALSE
"87666","isoComp_00040833","geneComp_00005984","ENST00000486996","DUSP15","RGC","RO","DUSP15","protein_coding","protein_coding",15.3386319676867,21.7960845652037,8.88117937016975,0.497263800631043,3.67360818698681,-1.29428404416819,NA,2.01456997443141,2.17964341175885,1.84949653710396,0.139800637296875,0.884690103172316,-0.235783881641667,NA,0.150875,0.1002,0.20155,0.10135,0.00824035254163953,0.00824035254163953,FALSE
"87667","isoComp_00040834","geneComp_00005984","ENST00000493115","DUSP15","RGC","RO","DUSP15","protein_coding","protein_coding_CDS_not_defined",15.3386319676867,21.7960845652037,8.88117937016975,0.497263800631043,3.67360818698681,-1.29428404416819,NA,0.518351644839706,0.618710235377058,0.417993054302353,0.0206758776575217,0.0871626419378182,-0.554807866325893,NA,0.040125,0.0284,0.05185,0.02345,0.58048651653128,0.00824035254163953,NA
"163174","isoComp_00040925","geneComp_00006012","ENST00000563716","DUX4","RGC","RO","DUX4","protein_coding","protein_coding_CDS_not_defined",3.12594877422646,1.0838564150221,5.16804113343082,0.487417985305679,1.67701332835532,2.24298305048907,NA,0.474932308452681,0.411718191830797,0.538146425074566,0.118605912281579,0.262271640668915,0.378282071338033,NA,0.3179,0.53785,0.09795,-0.4399,0.35316027752165,0.00683677751733056,NA
"163175","isoComp_00040926","geneComp_00006012","ENST00000564366","DUX4","RGC","RO","DUX4","protein_coding","protein_coding_CDS_not_defined",3.12594877422646,1.0838564150221,5.16804113343082,0.487417985305679,1.67701332835532,2.24298305048907,NA,0.951747344273859,0.459251218130026,1.44424347041769,0.459251218130026,0.211712451142095,1.63183643118264,NA,0.2949,0.2923,0.2975,0.00519999999999998,0.981079034493567,0.00683677751733056,NA
"163176","isoComp_00040927","geneComp_00006012","ENST00000565211","DUX4","RGC","RO","DUX4","protein_coding","protein_coding",3.12594877422646,1.0838564150221,5.16804113343082,0.487417985305679,1.67701332835532,2.24298305048907,NA,1.13140311491711,0.106144141257423,2.15666208857679,0.106144141257423,0.89070928230643,4.22148588286355,NA,0.235725,0.06755,0.4039,0.33635,0.00683677751733056,0.00683677751733056,TRUE
"163177","isoComp_00040928","geneComp_00006012","ENST00000569241","DUX4","RGC","RO","DUX4","protein_coding","protein_coding",3.12594877422646,1.0838564150221,5.16804113343082,0.487417985305679,1.67701332835532,2.24298305048907,NA,0.312417596009754,0.0488817228035549,0.575953469215952,0.0488817228035549,0.186122183570701,3.31489431571521,NA,0.0713,0.0311,0.1115,0.0804,0.559396610112652,0.00683677751733056,TRUE
"163178","isoComp_00040929","geneComp_00006012","ENST00000570263","DUX4","RGC","RO","DUX4","protein_coding","protein_coding",3.12594877422646,1.0838564150221,5.16804113343082,0.487417985305679,1.67701332835532,2.24298305048907,NA,0.239160451703415,0.0578611410002973,0.420459762406532,0.00825318460374559,0.158773688406461,2.66522079429512,NA,0.0755,0.0712,0.0798,0.0086,0.818486124514844,0.00683677751733056,TRUE
"158675","isoComp_00040972","geneComp_00006054","ENST00000546959","DUXAP10","RGC","RO","DUXAP10","transcribed_processed_pseudogene","processed_transcript",12.4009579934023,5.68059178475072,19.1213242020538,2.57129343369344,2.97803783417038,1.74928613894524,NA,0.238655703877095,0.0849828347663221,0.392328572987868,0.0149062945668458,0.0573892263222638,2.08263548117479,NA,0.0189,0.0173,0.0205,0.0032,0.858513612196935,1.78003229108369e-05,NA
"158678","isoComp_00040975","geneComp_00006054","ENST00000612696","DUXAP10","RGC","RO","DUXAP10","transcribed_processed_pseudogene","processed_transcript",12.4009579934023,5.68059178475072,19.1213242020538,2.57129343369344,2.97803783417038,1.74928613894524,NA,2.61956944929326,0.439358547014759,4.79978035157177,0.0641063924563992,0.731464692151347,3.42003206364345,NA,0.171,0.09085,0.25115,0.1603,1.78003229108369e-05,1.78003229108369e-05,NA
"158679","isoComp_00040976","geneComp_00006054","ENST00000614614","DUXAP10","RGC","RO","DUXAP10","transcribed_processed_pseudogene","processed_transcript",12.4009579934023,5.68059178475072,19.1213242020538,2.57129343369344,2.97803783417038,1.74928613894524,NA,0.660456762758602,0.272708997504591,1.04820452801261,0.0711566068488653,0.0590281032602185,1.90422879183665,NA,0.054475,0.05325,0.0557,0.00245,0.87078676125925,1.78003229108369e-05,NA
"158680","isoComp_00040977","geneComp_00006054","ENST00000619091","DUXAP10","RGC","RO","DUXAP10","transcribed_processed_pseudogene","processed_transcript",12.4009579934023,5.68059178475072,19.1213242020538,2.57129343369344,2.97803783417038,1.74928613894524,NA,1.19007744134318,0.773452276797877,1.60670260588849,0.155049367534814,0.437631683580478,1.04513701579763,NA,0.1346,0.18675,0.08245,-0.1043,0.656633733861748,1.78003229108369e-05,NA
"158682","isoComp_00040979","geneComp_00006054","ENST00000624585","DUXAP10","RGC","RO","DUXAP10","transcribed_processed_pseudogene","processed_transcript",12.4009579934023,5.68059178475072,19.1213242020538,2.57129343369344,2.97803783417038,1.74928613894524,NA,3.53465008736807,1.25914906679863,5.81015110793752,0.690285968877512,1.67359569268585,2.19719508053006,NA,0.2535,0.2096,0.2974,0.0878,0.449803694879953,1.78003229108369e-05,NA
"158683","isoComp_00040980","geneComp_00006054","ENST00000648085","DUXAP10","RGC","RO","DUXAP10","transcribed_processed_pseudogene","processed_transcript",12.4009579934023,5.68059178475072,19.1213242020538,2.57129343369344,2.97803783417038,1.74928613894524,NA,3.86676344058875,2.78793629671081,4.9455905844667,1.8228837733209,0.0288928666740573,0.824693885749415,NA,0.34995,0.4346,0.2653,-0.1693,0.370872634739544,1.78003229108369e-05,NA
"131877","isoComp_00041259","geneComp_00006095","ENST00000366774","DYNLT2","RGC","RO","DYNLT2","protein_coding","protein_coding",2.31878994831875,1.53410646889012,3.10347342774738,0.106015123384351,0.123416277627431,1.01175273401427,NA,0.407302492025104,0.0661148261364577,0.74849015791375,0.0661148261364576,0.269745358755698,3.31688105668533,NA,0.139175,0.0403,0.23805,0.19775,0.0821032637188013,0.0482135713180204,FALSE
"131878","isoComp_00041260","geneComp_00006095","ENST00000628156","DYNLT2","RGC","RO","DYNLT2","protein_coding","protein_coding_CDS_not_defined",2.31878994831875,1.53410646889012,3.10347342774738,0.106015123384351,0.123416277627431,1.01175273401427,NA,1.91148745629365,1.46799164275366,2.35498326983363,0.0399002972478938,0.146329081128267,0.678191865964415,NA,0.860825,0.9597,0.76195,-0.19775,0.0482135713180204,0.0482135713180204,NA
"150397","isoComp_00041502","geneComp_00006132","ENST00000408929","EBF2","RGC","RO","EBF2","protein_coding","protein_coding",1.891971765559,2.19602066553257,1.58792286558543,0.252114408187687,0.870751124609752,-0.465248537213659,NA,0.220148999626972,0.0251670949947742,0.415130904259169,0.0251670949947742,0.26541105089755,3.59560906730844,NA,0.127875,0.01295,0.2428,0.22985,0.00443294586879611,1.91227943918454e-05,FALSE
"150398","isoComp_00041503","geneComp_00006132","ENST00000517825","EBF2","RGC","RO","EBF2","protein_coding","retained_intron",1.891971765559,2.19602066553257,1.58792286558543,0.252114408187687,0.870751124609752,-0.465248537213659,NA,0.160554946819191,0,0.321109893638382,0,0.190315618513074,5.04923821431989,NA,0.0976,0,0.1952,0.1952,0.00438667553876413,1.91227943918454e-05,NA
"150399","isoComp_00041504","geneComp_00006132","ENST00000520164","EBF2","RGC","RO","EBF2","protein_coding","protein_coding",1.891971765559,2.19602066553257,1.58792286558543,0.252114408187687,0.870751124609752,-0.465248537213659,NA,1.47821040604461,2.10473874440134,0.851682067687876,0.211166677046004,0.415024455199128,-1.29525187764485,NA,0.76105,0.96005,0.56205,-0.398,1.91227943918454e-05,1.91227943918454e-05,FALSE
"150400","isoComp_00041505","geneComp_00006132","ENST00000535548","EBF2","RGC","RO","EBF2","protein_coding","protein_coding",1.891971765559,2.19602066553257,1.58792286558543,0.252114408187687,0.870751124609752,-0.465248537213659,NA,0.0330574130682288,0.0661148261364577,0,0.0661148261364576,0,-2.92817749854099,NA,0.0135,0.027,0,-0.027,0.828597845120864,1.91227943918454e-05,TRUE
"51586","isoComp_00041613","geneComp_00006149","ENST00000358358","ECHDC2","RGC","RO","ECHDC2","protein_coding","protein_coding",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,1.00364619965057,0.0891061909689675,1.91818620833217,0.0229918653649246,0.246995276342629,4.28212538911645,NA,0.0226,0.00805,0.03715,0.0291,0.0359148548684665,2.05514856150918e-21,FALSE
"51587","isoComp_00041614","geneComp_00006149","ENST00000371520","ECHDC2","RGC","RO","ECHDC2","protein_coding","nonsense_mediated_decay",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,4.02619322611596,0.245440946067324,7.8069455061646,0.245440946067324,0.762209989041673,4.93554327402721,NA,0.08445,0.0208,0.1481,0.1273,1.40610129753953e-09,2.05514856150918e-21,TRUE
"51588","isoComp_00041615","geneComp_00006149","ENST00000371522","ECHDC2","RGC","RO","ECHDC2","protein_coding","protein_coding",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,5.14227890637057,0.462386004378299,9.82217180836285,0.279707690019263,1.02656853388508,4.37947199871243,NA,0.113375,0.0405,0.18625,0.14575,1.89335214675916e-09,2.05514856150918e-21,FALSE
"51589","isoComp_00041616","geneComp_00006149","ENST00000460612","ECHDC2","RGC","RO","ECHDC2","protein_coding","retained_intron",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,3.05189764329149,0.319004197956885,5.7847910886261,0.120660220079927,0.985005512391364,4.13857875335378,NA,0.068775,0.0285,0.10905,0.08055,0.00010944332160521,2.05514856150918e-21,NA
"51593","isoComp_00041620","geneComp_00006149","ENST00000479183","ECHDC2","RGC","RO","ECHDC2","protein_coding","retained_intron",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,3.16997706586452,3.27316477502872,3.06678935670032,0.171258046893646,0.467566483386979,-0.0936614803154659,NA,0.18015,0.3024,0.0579,-0.2445,3.83715257011724e-15,2.05514856150918e-21,NA
"51595","isoComp_00041622","geneComp_00006149","ENST00000486170","ECHDC2","RGC","RO","ECHDC2","protein_coding","protein_coding_CDS_not_defined",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,0.465145375523305,0.0330571628020214,0.897233588244589,0.0330571628020214,0.140642017396982,4.39714889058525,NA,0.01035,0.0033,0.0174,0.0141,0.125325592936364,2.05514856150918e-21,NA
"51596","isoComp_00041623","geneComp_00006149","ENST00000487040","ECHDC2","RGC","RO","ECHDC2","protein_coding","retained_intron",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,1.02829018890293,0.223903996599205,1.83267638120666,0.0501201432508878,0.245450490018468,2.97781430326071,NA,0.027425,0.0202,0.03465,0.01445,0.561745701338919,2.05514856150918e-21,NA
"51598","isoComp_00041625","geneComp_00006149","ENST00000488268","ECHDC2","RGC","RO","ECHDC2","protein_coding","retained_intron",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,0.796905303524334,0.0316506804396898,1.56215992660898,0.0316506804396897,0.125553495614126,5.23826410690829,NA,0.0162,0.0027,0.0297,0.027,0.00602445365540946,2.05514856150918e-21,NA
"51599","isoComp_00041626","geneComp_00006149","ENST00000493896","ECHDC2","RGC","RO","ECHDC2","protein_coding","retained_intron",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,2.12638117773617,0.78119265414042,3.47156970133193,0.0834374540881706,0.424945931737744,2.13763697006189,NA,0.06925,0.07125,0.06725,-0.004,0.940583023745865,2.05514856150918e-21,NA
"51602","isoComp_00041629","geneComp_00006149","ENST00000536120","ECHDC2","RGC","RO","ECHDC2","protein_coding","protein_coding",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,0.709852009611917,0.0581189278262055,1.36158509139763,0.00854498236927069,0.548100686711527,4.33164459014678,NA,0.01525,0.0054,0.0251,0.0197,0.175029438482021,2.05514856150918e-21,FALSE
"51603","isoComp_00041630","geneComp_00006149","ENST00000539680","ECHDC2","RGC","RO","ECHDC2","protein_coding","retained_intron",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,5.48531508961008,4.77698951112398,6.19364066809618,0.0589789778847862,0.209937671409174,0.373996478994488,NA,0.278675,0.43915,0.1182,-0.32095,2.05514856150918e-21,2.05514856150918e-21,NA
"51604","isoComp_00041631","geneComp_00006149","ENST00000542552","ECHDC2","RGC","RO","ECHDC2","protein_coding","nonsense_mediated_decay",31.8102265434848,10.9352071724275,52.6852459145422,0.855350259747091,4.90527811128597,2.26737354765411,NA,1.47812462420723,0.14186015774967,2.8143890906648,0.0172360724192134,0.422381296719026,4.21712353236919,NA,0.033175,0.0132,0.05315,0.03995,0.00487626793278234,2.05514856150918e-21,TRUE
