isoform_id	ATSS	ATSS_genomic_start	ATSS_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000492741	1	19782942	19783019	ENSG00000121390	PSPC1	19674779,19676459,19685189,19687070,19688452,19691400,19695534,19695617,19697304,19703697,19703946,19705452,19708297,19708633,19710982,19714227,19714445,19714447,19714569,19718291,19723512,19724444,19732799,19733482,19738171,19746270,19747152,19757300,19761402,19764349,19764351,19764353,19764355,19764784,19765283,19766723,19769008,19770523,19770525,19771765,19773797,19775478,19778108
ENST00000433686	1	58089961;58097930	58090598;58098231	ENSG00000121413	ZSCAN18	58085990,58086606,58088344,58090054,58090734,58094746,58095190,58095364,58096730,58097006,58099676,58102053,58106271,58109854,58110019,58110372,58110427,58111325,58112175,58114504,58115382,58115806,58115808,58116131
ENST00000240731	1	57630395;57633167	57630494;57633168	ENSG00000121417	ZNF211	57631191,57631743,57632213,57632215,57632286,57632539,57637028,57639044,57641554
ENST00000479530	1	73602354;73608598;73624103	73602461;73608684;73624941	ENSG00000121440	PDZRN3	73382663,73383912,73385694,73388612,73389916,73389918,73390158,73390160,73390162,73392630,73404598,73405064,73405693,73407256,73407748,73408082,73411360,73412523,73413827,73414865,73414976,73417777,73422430,73422662,73423277,73426174,73426951,73427546,73429043,73430337,73430339,73431154,73431695,73433313,73433907,73433909,73433911,73433913,73433915,73434035,73436339,73437676,73438829,73439420,73439883,73440356,73440483,73442249,73442329,73444239,73449864,73452883,73455894,73457991,73458582,73459930,73459932,73462702,73466615,73469478,73470754,73471559,73475899,73475901,73477420,73479538,73485736,73486485,73486669,73488827,73489030,73489209,73489552,73492516,73492860,73494134,73497254,73503921,73504545,73504825,73509308,73510714,73510870,73514356,73515822,73516186,73517829,73520466,73521801,73521878,73521880,73523171,73524772,73525636,73527234,73528921,73532641,73533834,73533836,73535328,73535826,73535828,73538296,73539588,73540714,73540938,73544958,73544960,73548969,73549367,73551844,73552891,73553189,73555930,73556661,73559632,73562602,73563494,73563974,73568536,73569700,73573578,73574006,73575295,73576095,73576097,73576099,73576688,73577071,73577073,73581680,73583478,73585932,73588005,73600929,73601370,73602482,73602484,73604244,73605527,73605800,73605833,73606514,73609120,73609122,73609124,73609175,73612847,73616140,73618268,73619374,73619658,73622815,73622946
ENST00000373467	1	32885889	32886119	ENSG00000121905	HPCA	32887164,32887166,32887258,32887275,32887339,32887341,32887351,32887392,32888021,32889772,32890350,32892027,32894494,32894579,32894581,32896268,32896540
ENST00000369763	1	110963922	110963965	ENSG00000121931	LRIF1	110948911,110950879,110952441,110952800
ENST00000643921	1	108876982;108877531;108885275;108896864;108897492;108897959;108898642;108898879;108901790;108903126	108877228;108877774;108885578;108897085;108897627;108898101;108898765;108898994;108901945;108903170	ENSG00000121957	GPSM2	108875458,108881779,108882936,108884448,108886461,108887726,108887753,108889940,108891248,108891642,108893923,108897031,108903098,108908862,108908995,108908997,108909771,108911152,108912087,108912608,108914606,108921074,108922863,108924676,108927487,108928642,108932451,108932575,108933550,108933964,108934237
ENST00000264126	1	108876982	108876985	ENSG00000121957	GPSM2	108875458,108881779,108882936,108884448,108886461,108887726,108887753,108889940,108891248,108891642,108893923,108897031,108903098,108908862,108908995,108908997,108909771,108911152,108912087,108912608,108914606,108921074,108922863,108924676,108927487,108928642,108932451,108932575,108933550,108933964,108934237
ENST00000461690	1	27251362	27251561	ENSG00000122026	RPL21	27254668
ENST00000311549	1	27251362	27251558	ENSG00000122026	RPL21	27254668
ENST00000381120	1	27450564	27450586	ENSG00000122033	MTIF3	27440147,27440293,27441160,27441204,27441964,27442149,27442980,27443179,27445013,27445717,27448180,27448182
ENST00000419181	1	27424619	27424662	ENSG00000122034	GTF3A	27425438,27425501,27425999,27426260,27426751,27427844,27431330,27432150,27434408
ENST00000357121	1	129540259	129540275	ENSG00000122126	OCRL	129544972,129545128,129546040,129546494,129547191,129552130,129554485,129555519,129555521,129556442,129559157,129559827,129559861,129561644,129564637,129565354,129565482,129565809,129568691,129572759,129574002,129574225,129575496,129575735,129575866,129580444,129582016,129584952,129585533,129586913,129589969,129590824
ENST00000393725	1	176361765	176361807	ENSG00000122203	KIAA1191	176353671,176357638,176357640,176359671
ENST00000298569	1	176361764	176361807	ENSG00000122203	KIAA1191	176353671,176357638,176357640,176359671
ENST00000422982	1	80205537	80205572	ENSG00000122359	ANXA11	80151874,80152384,80153273,80155589,80156484,80159425,80159714,80159886,80162318,80167347,80167770,80170446,80170452,80170491,80170493,80170503,80176535,80176815,80178291,80178778,80178780,80179793,80180312,80182573,80182655,80184390,80185149,80186621,80188240,80190299,80190870,80191093,80192902,80194689,80194845,80195317,80195494,80195496,80195522,80196237,80198432,80198878,80198880,80198976,80200717,80202914,80203151,80203367
ENST00000693680	1	86666787;86668511	86666848;86668568	ENSG00000122367	LDB3	86667077,86667216,86667868,86668974,86670286,86672985,86677177,86677507,86678783,86678983,86681197,86681414,86682782,86683239,86683430,86685852,86687942,86688369,86688371,86688616,86691274,86693344,86693637,86695088,86695118,86696062,86696094,86699947,86702010,86704476,86704478,86705769,86706462,86717283,86717808,86718734,86722029,86722359,86723320,86723796,86723849,86728292,86728532,86730218,86732482,86733865,86734537,86735995
ENST00000429277	1	86666787	86666848	ENSG00000122367	LDB3	86667077,86667216,86667868,86668974,86670286,86672985,86677177,86677507,86678783,86678983,86681197,86681414,86682782,86683239,86683430,86685852,86687942,86688369,86688371,86688616,86691274,86693344,86693637,86695088,86695118,86696062,86696094,86699947,86702010,86704476,86704478,86705769,86706462,86717283,86717808,86718734,86722029,86722359,86723320,86723796,86723849,86728292,86728532,86730218,86732482,86733865,86734537,86735995
ENST00000606162	1	80408494	80408551	ENSG00000122378	PRXL2A	80412611,80413605,80416293,80417129,80418467,80423589,80425190,80425425,80430514,80433648,80433659,80434457,80435947
ENST00000360862	1	3443680;3447482;3448471;3450004	3443837;3447620;3449945;3450165	ENSG00000122390	NAA60	3444186,3444564,3447373,3450132,3450847,3450975,3451419,3453266,3459611,3460152,3461719,3466036,3467155,3468016,3469838,3470926,3474061,3476657,3483282,3483435,3484051,3485532,3486090
ENST00000370137	1	100178256	100178267	ENSG00000122477	LRRC39	100150810,100151000,100151808,100153897,100155071,100164854,100172422,100172424,100172602,100173108,100177162
ENST00000495272	1	95234210	95234221	ENSG00000122481	RWDD3	95237233,95238024,95239353,95240653,95241887,95243347,95243705,95246176
ENST00000337393	1	91022035	91022272	ENSG00000122482	ZNF644	90918292,90920775,90925679,90928416,90929529,90929545,90931985,90933966,90934672,90938560,90941339,90942886,90945877,90950146,90951721,90953421,90957943,90961357,90963898,90966947,90968108,90968127,90969235,90971564,90971980,90974156,90976336,90978220,90980432,90982996,90985356,90985766,90988232,90988732,90992061,90992912,90992958,90996649,91003223,91005150,91007540,91007542,91008126,91012346,91014156,91020638
ENST00000690025	1	93179919;93180612	93180418;93180724	ENSG00000122483	CCDC18	93181929,93185669,93187428,93188904,93189620,93192282,93195015,93197004,93198951,93206961,93212141,93215819,93219247,93219318,93221094,93221096,93221445,93223137,93224214,93224216,93224218,93224220,93224318,93229247,93229823,93230943,93230972,93231367,93235537,93239035,93240136,93240858,93242790,93244428,93244988,93249796,93252182,93253403,93253706,93254844,93255389,93255604,93260666,93261084,93262477,93264722,93267123,93268968,93270984,93274799,93275671,93276540,93278230
ENST00000339077	1	23105758	23105785	ENSG00000122550	KLHL7	23107850,23109377,23111412,23111469,23111481,23111487,23111489,23111491,23118027,23125446,23127846,23128951,23129197,23129199,23129959,23131136,23131497,23131564,23138320,23139148,23147807,23149991,23151048,23153974,23154223,23157462,23160206,23163850,23164970,23165889,23167514,23171246,23171413,23173447,23174651
ENST00000618183	1	26200746	26201529	ENSG00000122566	HNRNPA2B1	26173381,26177728,26178454,26179045,26179271,26180015,26180118,26183228,26185611,26188394,26188552,26192237
ENST00000678431	1	26201481	26201529	ENSG00000122566	HNRNPA2B1	26173381,26177728,26178454,26179045,26179271,26180015,26180118,26183228,26185611,26188394,26188552,26192237
ENST00000396663	1	12686908	12687043	ENSG00000122644	ARL4A	12687523,12689497
ENST00000335195	1	44082464	44082530	ENSG00000122678	POLM	44072252,44072857,44075635,44076722,44078666,44080144,44080223,44081005
ENST00000377959	1	36136536	36136742	ENSG00000122694	GLIPR2	36139945,36143419,36144792,36145632,36148274,36148419,36148625,36149162,36151252,36152618,36156771,36160168,36162043,36162638,36163096
ENST00000396603	1	36190856	36190963	ENSG00000122705	CLTA	36194436,36194438,36194806,36197237,36202976,36209908,36211912,36214523,36215192,36217710,36218765,36219487,36220285,36222669,36223302,36229869,36230234,36232462,36233133,36234644,36234840,36234842,36234844,36242518,36244104,36246539,36247472,36251840,36252126,36252128,36263898,36267599,36268535,36270460,36270462,36272232,36274704,36276548,36279235,36282073,36285884,36286913,36291736,36291738,36291926,36292468,36292687,36293863,36299838,36304238,36304634
ENST00000345519	1	36190856	36190921	ENSG00000122705	CLTA	36194436,36194438,36194806,36197237,36202976,36209908,36211912,36214523,36215192,36217710,36218765,36219487,36220285,36222669,36223302,36229869,36230234,36232462,36233133,36234644,36234840,36234842,36234844,36242518,36244104,36246539,36247472,36251840,36252126,36252128,36263898,36267599,36268535,36270460,36270462,36272232,36274704,36276548,36279235,36282073,36285884,36286913,36291736,36291738,36291926,36292468,36292687,36293863,36299838,36304238,36304634
ENST00000242285	1	36190856	36190921	ENSG00000122705	CLTA	36194436,36194438,36194806,36197237,36202976,36209908,36211912,36214523,36215192,36217710,36218765,36219487,36220285,36222669,36223302,36229869,36230234,36232462,36233133,36234644,36234840,36234842,36234844,36242518,36244104,36246539,36247472,36251840,36252126,36252128,36263898,36267599,36268535,36270460,36270462,36272232,36274704,36276548,36279235,36282073,36285884,36286913,36291736,36291738,36291926,36292468,36292687,36293863,36299838,36304238,36304634
ENST00000351266	1	34589706;34590082	34589724;34590140	ENSG00000122756	CNTFR	34551850,34552046,34553965,34553967,34555048,34555248,34557261,34557364,34557436,34557438,34557440,34557621,34558539,34558541,34558562,34558564,34558635,34559171,34560579,34560643,34561653,34564605,34565104,34567056,34567449,34567708,34568123,34569157,34569844,34569852,34571539,34575021,34575646,34575724,34575861,34578317,34581520,34581532,34582983,34583308,34588063,34588544,34589054,34589102
ENST00000378980	1	34590082	34590140	ENSG00000122756	CNTFR	34551850,34552046,34553965,34553967,34555048,34555248,34557261,34557364,34557436,34557438,34557440,34557621,34558539,34558541,34558562,34558564,34558635,34559171,34560579,34560643,34561653,34564605,34565104,34567056,34567449,34567708,34568123,34569157,34569844,34569852,34571539,34575021,34575646,34575724,34575861,34578317,34581520,34581532,34582983,34583308,34588063,34588544,34589054,34589102
ENST00000620897	1	135170276;135170652	135170524;135170795	ENSG00000122783	CYREN	135094044,135101309,135102976,135103475,135104395,135107515,135108108,135115549,135115823,135116888,135117299,135120757,135123325,135127240,135127867,135128961,135129564,135135374,135136108,135137656,135138650,135139058,135139060,135146650,135147141,135152086,135154117,135157257,135158783,135158908,135160616,135160888,135165242,135167687,135167777,135167820
ENST00000307116	1	73096850	73096974	ENSG00000122884	P4HA1	73009297,73009838,73010737,73011999,73017460,73022843,73022845,73026632,73027259,73030129,73030175,73031353,73033676,73034732,73036337,73036541,73040801,73040859,73048167,73052677,73057638,73058281,73059813,73062058,73063642,73063740,73063742,73065357,73065523,73086223,73086592,73092493,73092495,73092987,73094138
ENST00000545145	1	113966306	113966325	ENSG00000122965	RBM19	113817214,113822694,113827465,113828787,113831949,113833181,113836132,113838234,113838317,113838361,113838383,113838427,113838449,113838471,113840919,113841161,113841202,113843506,113844070,113845127,113847238,113847260,113850645,113852486,113852680,113852682,113853502,113854342,113857350,113857553,113857555,113857743,113858276,113858278,113858684,113859007,113859009,113860768,113861647,113862126,113862602,113863113,113863525,113864310,113864551,113865621,113866520,113867534,113868573,113869396,113878782,113879239,113880142,113880499,113883138,113885967,113886277,113886527,113886730,113887505,113889006,113889008,113889857,113894229,113895053,113896036,113898184,113898591,113899121,113899123,113899503,113902144,113902467,113904642,113904644,113906142,113906144,113907458,113910901,113911200,113914233,113915500,113917358,113918980,113918982,113919233,113920277,113923833,113923960,113923962,113924200,113925017,113925702,113930899,113932193,113933401,113934097,113934270,113934906,113937205,113937591,113937593,113939174,113941562,113942708,113944088,113944242,113944402,113944404,113944663,113951491,113955049,113958495,113961900,113962014,113963779
ENST00000371761	1	50960745;50967936	50960803;50969899	ENSG00000123080	CDKN2C	50962853,50963828,50967631,50970286,50972672
ENST00000396148	1	50960745;50967936	50960803;50968706	ENSG00000123080	CDKN2C	50962853,50963828,50967631,50970286,50972672
ENST00000587730	1	14410989;14411506;14412551;14413013;14419270	14411172;14411598;14412678;14413224;14419341	ENSG00000123136	DDX39A	14408893,14409610,14410220,14410276,14410377,14410759,14411346,14416830
ENST00000585606	1	14480596;14482689;14491656;14492857;14496037	14480778;14483006;14491743;14492912;14496149	ENSG00000123159	GIPC1	14482393,14488102,14488620,14488622,14488673,14488817,14491587,14492232,14492234,14493195,14494623
ENST00000242848	1	46052746	46052759	ENSG00000123200	ZC3H13	45956914,45957866,45959665,45960554,45961811,45963567,45968430,45970020,45970752,45972190,45972875,45974632,45976115,45976644,45980563,45980565,45980890,45981450,45988402,45989572,45992983,45993966,45993968,45996060,45996894,46001920,46003793,46004019,46008810,46010054,46014312,46014314,46014794,46017131,46019728,46024542,46030761,46030763,46035100,46036235,46040390,46043332
ENST00000679008	1	46052746	46052759	ENSG00000123200	ZC3H13	45956914,45957866,45959665,45960554,45961811,45963567,45968430,45970020,45970752,45972190,45972875,45974632,45976115,45976644,45980563,45980565,45980890,45981450,45988402,45989572,45992983,45993966,45993968,45996060,45996894,46001920,46003793,46004019,46008810,46010054,46014312,46014314,46014794,46017131,46019728,46024542,46030761,46030763,46035100,46036235,46040390,46043332
ENST00000242872	1	65560970;65563098	65561564;65563168	ENSG00000123219	CENPK	65518204,65521486,65530872,65531437,65531648,65538684,65539206,65540450,65542505,65543610,65550036,65558383,65560161,65560806,65561960
ENST00000476417	1	7637228;7640754;7641927;7655631;7666803	7637478;7640855;7642090;7655675;7666998	ENSG00000123243	ITIH5	7563053,7564371,7564529,7565396,7565757,7568155,7570972,7570974,7571257,7572498,7575349,7575499,7577656,7581649,7583431,7584745,7589766,7592868,7592971,7594236,7596167,7596915,7596960,7601609,7601652,7601801,7602932,7603024,7607074,7608043,7608099,7609146,7609534,7609991,7610570,7610870,7611730,7611732,7612896,7614180,7614401,7614527,7615185,7615187,7618544,7618546,7619080,7619200,7620717,7622066,7622086,7624524,7628603,7628808,7628900,7628990,7629152,7629440,7629548,7633705,7635450,7635695,7638139,7638605,7639715,7639717,7642125,7644106,7645068,7646174,7647381,7651292,7651451,7652452,7654025,7654181,7654600,7655133,7657189,7658791,7659500,7661074,7661076,7661845
ENST00000397146	1	7666966	7666998	ENSG00000123243	ITIH5	7563053,7564371,7564529,7565396,7565757,7568155,7570972,7570974,7571257,7572498,7575349,7575499,7577656,7581649,7583431,7584745,7589766,7592868,7592971,7594236,7596167,7596915,7596960,7601609,7601652,7601801,7602932,7603024,7607074,7608043,7608099,7609146,7609534,7609991,7610570,7610870,7611730,7611732,7612896,7614180,7614401,7614527,7615185,7615187,7618544,7618546,7619080,7619200,7620717,7622066,7622086,7624524,7628603,7628808,7628900,7628990,7629152,7629440,7629548,7633705,7635450,7635695,7638139,7638605,7639715,7639717,7642125,7644106,7645068,7646174,7647381,7651292,7651451,7652452,7654025,7654181,7654600,7655133,7657189,7658791,7659500,7661074,7661076,7661845
ENST00000652027	1	57782761	57782787	ENSG00000123297	TSFM	57787536,57787538,57787540,57789508,57796211,57796678,57798389,57800069,57800385,57801366,57801608,57802942,57804886,57806179,57807884
ENST00000394825	1	52037145;52037715;52041810;52051402	52037443;52038749;52041929;52051442	ENSG00000123358	NR4A1	52024276,52024943,52025001,52026188,52029199,52033007,52034467,52035033,52036369,52039178,52041492,52042355,52045368,52051611,52051663,52052676,52052871,52056689
ENST00000545748	1	52037145	52037443	ENSG00000123358	NR4A1	52024276,52024943,52025001,52026188,52029199,52033007,52034467,52035033,52036369,52039178,52041492,52042355,52045368,52051611,52051663,52052676,52052871,52056689
ENST00000395288	1	47578969	47578970	ENSG00000123444	KBTBD4	47573216,47575548,47575818
ENST00000574428	1	46668364	46668454	ENSG00000123472	ATPAF1	46635025,46636867,46639458,46639665,46639667,46640029,46641223,46644891,46647438,46647523,46649252,46649794,46651465,46654592,46655786,46656502,46658832,46663024,46663248,46664027,46669436,46672046,46672389,46672779
ENST00000511403	1	99482865;99488200;99488681;99503765;99507428;99508610;99510121;99514854;99515392	99482883;99488295;99488820;99503865;99507531;99508782;99510230;99515376;99515489	ENSG00000123552	USP45	99432468,99432737,99433679,99433839,99434434,99444156,99444516,99444529,99448650,99452719,99452943,99456594,99457521,99459762,99460890,99465631,99470772,99472705,99475176,99479777,99486366,99488682,99489609,99492292,99493391,99493481,99494417,99495857,99495859,99496852,99499165,99500175,99502191,99503066,99503311,99504284,99508527,99512227,99516266,99521697
ENST00000619236	1	103776840	103776850	ENSG00000123560	PLP1	103774164,103776261,103777593,103783221,103783223,103783225,103783227,103783892,103786317,103787216,103790147,103792440
ENST00000618931	1	13689128	13689186	ENSG00000123595	RAB9A	13692185,13693588,13693837,13694688,13696467,13701382,13702562,13705587,13708283,13708917,13709938
ENST00000680904	1	165876165;165880679;165883794;165888279;165890479;165890838;165892048;165898686;165899770;165901722;165907678;165910857;165912514;165913574;165915201;165917257;165919276;165924549;165929135;165929650;165930172;165931112;165932973;165936921;165941027;165943219;165945524;165946620;165949394;165949595;165953685	165876232;165880799;165884586;165888474;165890640;165890988;165894824;165898767;165899880;165901910;165907784;165911465;165912624;165913646;165915439;165917481;165919433;165924678;165929335;165929747;165930364;165931856;165933057;165937067;165941184;165943341;165945690;165946668;165949504;165949724;165953851	ENSG00000123607	TTC21B	165859700,165860390,165862386,165863885,165865897,165869036,165870663,165871302,165876688,165876857,165877377,165877770,165881740,165882758,165882818,165883405,165886480,165889124,165889708,165893374,165893667,165894439,165902067,165902432,165902703,165902755,165902757,165904442,165904444,165904446,165905125,165905465,165908882,165910481,165910766,165913798,165917596,165920336,165922777,165926243,165929315,165931914,165932896,165935372,165939425,165940575,165944651,165945611,165945967,165947262
ENST00000680698	1	165941027;165943219;165945524;165946620;165949394;165949595;165953685	165941184;165943341;165945690;165946668;165949504;165949724;165953851	ENSG00000123607	TTC21B	165859700,165860390,165862386,165863885,165865897,165869036,165870663,165871302,165876688,165876857,165877377,165877770,165881740,165882758,165882818,165883405,165886480,165889124,165889708,165893374,165893667,165894439,165902067,165902432,165902703,165902755,165902757,165904442,165904444,165904446,165905125,165905465,165908882,165910481,165910766,165913798,165917596,165920336,165922777,165926243,165929315,165931914,165932896,165935372,165939425,165940575,165944651,165945611,165945967,165947262
ENST00000392783	1	159616548	159616569	ENSG00000123636	BAZ2B	159320843,159321978,159324916,159325631,159326725,159335055,159337335,159337644,159340744,159341185,159344402,159344787,159346956,159348357,159352229,159352873,159353995,159358225,159361647,159362463,159363082,159369834,159375959,159376665,159379881,159381859,159383809,159384453,159385171,159387088,159390787,159390843,159391270,159391718,159396001,159396955,159398898,159398900,159398922,159400517,159402318,159402801,159409305,159410953,159414177,159415491,159421319,159424091,159425097,159425531,159425709,159426204,159427235,159433663,159434305,159445982,159450884,159452585,159454372,159456843,159462785,159463185,159465238,159468077,159470057,159470221,159470499,159473854,159479442,159479444,159479805,159480007,159480009,159480559,159480943,159481381,159482412,159484573,159486342,159490854,159490967,159493231,159493919,159494487,159495912,159498030,159499194,159500724,159500822,159501354,159503358,159504102,159517517,159520693,159526385,159529767,159534213,159534751,159537108,159537110,159538380,159547193,159547962,159547964,159549689,159551594,159559672,159563041,159566156,159566360,159568325,159568417,159568539,159575112,159575318,159576504,159581614,159583449,159588809,159588998,159593246,159594095,159595247,159598369,159599486,159601536,159601748,159602122,159605021,159605023,159605172,159605625,159607338,159608954,159609169,159610061,159610473,159610596,159611915,159612618,159612878,159613738
ENST00000324464	1	40716886	40716896	ENSG00000123815	COQ8B	40691750,40693767,40694655,40697893,40700116,40701947,40703274,40703276,40703946,40704777,40706098,40707137,40708969,40708971,40709104,40709211,40710604,40710999,40712707,40712709,40713416,40724186,40724817
ENST00000677018	1	40716882	40716896	ENSG00000123815	COQ8B	40691750,40693767,40694655,40697893,40700116,40701947,40703274,40703276,40703946,40704777,40706098,40707137,40708969,40708971,40709104,40709211,40710604,40710999,40712707,40712709,40713416,40724186,40724817
ENST00000520694	1	219387796	219387929	ENSG00000123992	DNPEP	219374913,219375051,219376356,219377791,219378635,219378763,219379334,219380366,219380759,219381805,219383582,219384713,219387760,219388891,219389252,219391435,219391799,219393241,219395093,219396648
ENST00000373873	1	219571289	219571539	ENSG00000124006	OBSL1	219555622,219557220,219557893,219560644,219560646,219561178,219561732,219562284,219563580,219565555,219565878,219566247,219566652,219566911,219567811,219567813,219568423,219569316
ENST00000576616	1	67968553	67968654	ENSG00000124067	SLC12A4	67945194,67948264,67948520,67948522,67948633,67949685,67950833,67950841,67950883,67952028,67952149,67953672,67956045,67961002,67962889,67962904,67964058,67964723,67965483,67967496
ENST00000243964	1	46021699;46022709;46023369;46029182	46021886;46023071;46023589;46029215	ENSG00000124140	SLC12A5	46026908,46026910,46032554,46033567,46033602,46035897,46036384,46037085,46040313,46040478,46048124,46048971,46049357,46050908,46053169,46053460,46054571,46057191,46059135
ENST00000616933	1	46021699;46022709;46023369	46021886;46023071;46023589	ENSG00000124140	SLC12A5	46026908,46026910,46032554,46033567,46033602,46035897,46036384,46037085,46040313,46040478,46048124,46048971,46049357,46050908,46053169,46053460,46054571,46057191,46059135
ENST00000476395	1	58389229;58418211;58434602;58438945	58389517;58418363;58434705;58438977	ENSG00000124164	VAPB	58390041,58391479,58391481,58393320,58393322,58394959,58396044,58396281,58397756,58397966,58397968,58399169,58401473,58401599,58401897,58402628,58402635,58402873,58408817,58410141,58415695,58418902,58418936,58420879,58426251,58426342,58429285,58429414,58429654,58429656,58430720,58431210,58431212,58433032,58433803,58433969,58434778,58434780,58434983,58435906,58437897,58439897,58442998,58444242,58446869,58446871,58447051,58447335,58447661,58447669,58447677
ENST00000373233	1	41618377	41618384	ENSG00000124177	CHD6	41404822,41406737,41409472,41409742,41409792,41410005,41413089,41420790,41421957,41428364,41429139,41429141,41430150,41434515,41436401,41436738,41442546,41444028,41444439,41445353,41445923,41446411,41446540,41447443,41450303,41450372,41450535,41450986,41451268,41451781,41452073,41453302,41456563,41458359,41461460,41462733,41463987,41469183,41471490,41474271,41481403,41482752,41484935,41486677,41488348,41488952,41492130,41492311,41505170,41506380,41510192,41510423,41511109,41511354,41512830,41515982,41517194,41520363,41520781,41521529,41522214,41522471,41523485,41532536,41532586,41534287,41535021,41535923,41536310,41539000,41548564,41549185,41549409,41556590,41560543,41561362,41563108,41566631,41572340,41572538,41572613,41572659,41576553,41580528,41590284,41590902,41591127,41592603,41595567,41600859,41603985,41605968,41609818,41610989,41610991,41612525,41613673,41615507
ENST00000396105	1	49278057	49278426	ENSG00000124201	ZNFX1	49238163,49240883,49244408,49245632,49247854,49248586,49249067,49249320,49249781,49251634,49251636,49256363,49256873,49257842,49258068,49258240,49259704,49259706,49260449,49260949,49261102,49261474,49262824,49264738,49268393,49269048,49269056,49269549,49270444,49273032
ENST00000371856	1	49188334	49188367	ENSG00000124214	STAU1	49116651,49116653,49116655,49116657,49117556,49118233,49118279,49126086,49126852,49129954,49130808,49132375,49133059,49139043,49139258,49144341,49145089,49146134,49146652,49147023,49147586,49148273,49152103,49154031,49155637,49155923,49155925,49156503,49157624,49158678,49161195,49172633,49174407,49177056,49178045,49184498
ENST00000358029	1	58651272;58651605	58651434;58651879	ENSG00000124222	STX16	58653694,58654939,58655332,58655963,58657586,58660905,58661349,58663822,58664633,58665927,58667255,58667817,58674352
ENST00000371132	1	58651272	58651434	ENSG00000124222	STX16	58653694,58654939,58655332,58655963,58657586,58660905,58661349,58663822,58664633,58665927,58667255,58667817,58674352
ENST00000264669	1	7869031	7869037	ENSG00000124279	FASTKD3	7861920,7861922,7865028,7867516
BambuTx234	1	7869026	7869037	ENSG00000124279	FASTKD3	7861920,7861922,7865028,7867516
ENST00000638521	1	53250527;53254530;53255800;53266328;53279155;53281496;53291895;53320417	53251174;53254931;53256061;53267064;53279776;53281614;53291924;53321350	ENSG00000124313	IQSEC2	53226177,53227542,53228029,53231522,53231878,53233428,53234881,53235746,53236217,53238976,53239212,53241650,53242112,53242880,53244719,53244760,53246568,53250227,53257640,53260237,53261240,53261340,53261485,53261531,53261533,53261535,53261561,53261627,53261635,53261944,53264586,53266166,53268050,53268666,53268980,53269848,53271990,53272959,53274094,53280222,53282319,53283734,53284045,53287493,53287513,53287551,53287571,53289276,53290589,53294440,53297237,53297471,53301559,53302229,53303378,53308972,53309383,53310252,53310988,53312481,53313278,53314720,53317005,53318820
ENST00000682998	1	73828916	73828983	ENSG00000124356	STAMBP	73831498,73831824,73833906,73834962,73835268,73836796,73836798,73836926,73842661,73844231,73844261,73844274,73844291,73848970,73849852,73850329,73853819,73853821,73855926,73858987,73859966,73861154,73868742,73872235,73872332,73872334,73873168,73873170
ENST00000462609	1	71124206;71129717	71124543;71130229	ENSG00000124370	MCEE	71110212,71111281,71114134,71114310,71115732,71118917,71118919,71120622,71121549,71122832,71124626,71124628,71125744,71127047,71129159,71129976
ENST00000607555	1	43021623;43024985;43025263;43026037;43027130;43027360;43029092	43021784;43025132;43025329;43026141;43027252;43027477;43029599	ENSG00000124541	RRP36	43022046,43022048,43025109,43026541,43027960
ENST00000455854	1	43526685;43527186;43528159;43528828;43530688;43531479;43533907;43546571;43547608;43548261;43549489;43549893;43551298;43553373;43555836;43558501;43560178;43560924;43562247;43565660;43567169;43568711;43570502;43570857;43572506;43573480;43575760	43526747;43527731;43528205;43528925;43530824;43531575;43534007;43546752;43547707;43548460;43549578;43549934;43551453;43553503;43555964;43558591;43560303;43561007;43562346;43565736;43567354;43568737;43570684;43570994;43572578;43573601;43576038	ENSG00000124571	XPO5	43522363,43524220,43524459,43524873,43525054,43530789,43531677,43533014,43534866,43535991,43536283,43540615,43541345,43541922,43542058,43542060,43543050,43548264,43549206,43551124,43552497,43553342,43555276,43556092,43556996,43557963,43558428,43558699,43561523,43562113,43563490,43564066,43564397,43565681,43566961,43567100,43571866,43574772
ENST00000467535	1	41921005	41921139	ENSG00000124641	MED20	41905836,41919734
ENST00000470973	1	38684374;38686892;38702971	38684514;38686974;38703145	ENSG00000124767	GLO1	38677489,38680389,38684222,38690562,38690932,38691643,38694943,38695240,38697893
ENST00000244763	1	7313199	7313207	ENSG00000124783	SSR1	7268756,7269226,7271545,7275231,7283391,7288251,7290203,7290243,7290295,7293952,7296022,7304912,7308564,7311069,7311146,7311419,7311500,7323103,7323500,7324028,7324623,7326770,7328304,7328519,7328557,7328842,7328844,7329331,7332463,7335719,7337673,7338218,7339877,7339879,7342374,7343506,7346417
ENST00000379660	1	8435483	8435545	ENSG00000124786	SLC35B3	8411951,8411953,8415669,8417440,8420514,8420516,8421775,8425217,8427866,8430766
ENST00000507591	1	18264524	18264548	ENSG00000124795	DEK	18223954,18225190,18225505,18226435,18226646,18226648,18229576,18229578,18232041,18233888,18234103,18236749,18238307,18242117,18242231,18242416,18242505,18247817,18253523,18256985,18257584,18261221,18263108,18263110,18263998
ENST00000379715	1	8102548	8102559	ENSG00000124802	EEF1E1	8075772,8078167,8080494,8081037,8083048,8085828,8087855,8090849,8095585,8095830,8097233
