isoform_id	IR	IR_genomic_start	IR_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000549989	1	120496217	120496401	ENSG00000088986	DYNLL1	120472291,120473050,120474489,120474967,120476756,120480548,120484377,120484732,120488781,120489632
ENST00000377759	1	17968458	17968699	ENSG00000089006	SNX5	17943596,17944924,17946207,17946755,17947341,17948362,17948654,17950823,17951132,17952967,17956919,17957533,17960076,17963017,17964598,17966444,17967628
ENST00000507959	1	34677834;34677856	34677835;34678103	ENSG00000089335	ZNF302	34680043,34680367,34681118,34681120,34681122,34681615,34684642
ENST00000497390	1	51960643	51960865	ENSG00000090097	PCBP4	51960556,51961414,51964320,51966279,51966322,51968028,51968871,51968907,51968999,51969329,51969335,51970938,51971553,51972385,51972747,51972749
ENST00000693666	2	132770525;132772533;132773290	132771451;132772967;132773294	ENSG00000090615	GOLGA3	132770336,132777368,132777900,132779706,132779708,132779762,132779921,132780163,132780165,132780565,132784480,132784781,132784807,132784809,132784831,132784833,132784863,132784914,132784926,132786680,132788677,132788775,132789901,132791673,132791679,132792004,132792010,132793940,132793942,132795055,132796666,132802493,132804745,132806974,132807435,132807510,132811312,132814169,132814860,132816070,132816282,132816876,132819192,132819194,132819685,132826367,132828732
ENST00000675588	1	70254039	70254620	ENSG00000090861	AARS1	70253569,70254577,70255812,70259917,70264674,70266676,70266678,70267342,70267344,70271020,70276884,70279026,70279028,70280972
ENST00000205143	1	39507915	39508251	ENSG00000090932	NA	NA
ENST00000677485	1	108001734	108002848	ENSG00000091136	LAMB1	107924470,107925382,107925384,107928242,107933092,107933485,107933879,107935892,107936591,107937726,107941134,107941559,107942136,107944191,107944193,107951299,107952050,107956041,107961374,107962210,107962231,107966741,107972893,107977273,107978108,107978150,107978904,107981631,107982404,107982840,107982855,107982857,107983059,107984810,107986449,107986865,107986867,107988759,107993451,107997819,107999036,107999721
ENST00000467842	1	133777239	133778585	ENSG00000091513	TF	133746562,133746564,133747442,133749029,133749252,133749254,133750829,133751661,133752966,133755245,133759091,133759724,133760833,133761393,133762902,133763349,133764716,133766712,133767948,133768648,133768937,133771322,133772993,133775736,133775757,133775927,133776868,133781184,133783045,133788135,133788819,133789282,133792651,133793107,133793750,133794416,133794447,133795360,133796164,133796414
ENST00000399332	1	31207104	31207390	ENSG00000092148	HECTD1	31100390,31103835,31104039,31105700,31105943,31106609,31108235,31109418,31109428,31111572,31112587,31112589,31112591,31112593,31112595,31114118,31114146,31118762,31121179,31121181,31121671,31126135,31126455,31128338,31132831,31137606,31137608,31138828,31140051,31142581,31142913,31145539,31146243,31146280,31149520,31152345,31157360,31157362,31160945,31160947,31162100,31163311,31166719,31166894,31166896,31167700,31170929,31171886,31173647,31174760,31175995,31180422,31183852,31184170,31190132,31191877,31200653,31203990,31204211,31205838,31205866
ENST00000699682	4	24239932;24240156;24240331;24241117	24240063;24240262;24240418;24241203	ENSG00000092330	NA	NA
ENST00000486227	2	48814741;48815052	48814833;48815383	ENSG00000094631	HDAC6	48803821,48805405,48808076,48814926,48819064,48819082,48819160,48820620,48822315,48824388,48824414
ENST00000492088	4	38365118;38367313;38367573;38367777	38367155;38367508;38367680;38368047	ENSG00000099338	CATSPERG	38339352,38339466,38342798,38343307,38343996,38343998,38346162,38348618,38354325,38355565,38356919,38358994,38359359,38359961,38363183,38366281,38366572,38366835,38369405
ENST00000215375	1	1244441	1244736	ENSG00000099624	ATP5F1D	1242574,1242576
ENST00000325495	1	8465373	8465479	ENSG00000099783	HNRNPM	8447326,8449191,8449926,8450006,8450133,8450331,8453980,8454380,8454382,8454440,8456515,8456718,8459464,8460698,8462878,8465468,8467179,8472195,8473793,8475184,8475304,8475715,8476427,8477798,8480535,8483451,8487641
ENST00000587416	2	2039857;2040178	2040133;2041039	ENSG00000099875	MKNK2	2044553,2049359,2049501,2049656,2050439
ENST00000463909	1	20996113	20996695	ENSG00000099949	LZTR1	20983452,20984670,20985766,20987006,20988269,20988688,20989399,20989401,20992053,20992099,20994226,20995451,20998012
ENST00000463101	3	24183647;24186416;24187451	24184135;24187201;24187570	ENSG00000099994	SUSD2	24182239,24182241,24183318,24184033,24185877,24187824,24187913
ENST00000398831	2	21695497;21696906	21696746;21697335	ENSG00000100023	PPIL2	21669969,21670463,21672582,21672791,21676039,21676041,21677791,21678672,21680397,21680399,21682118,21683117,21688300,21689240,21689302,21690039,21690734,21691937,21693525,21699617
ENST00000649765	1	37655316	37655925	ENSG00000100092	SH3BP1	37643599,37643960,37646111,37650264,37654118
ENST00000699229	1	26451822	26452082	ENSG00000100099	HPS4	26444879,26448147,26448626,26451519,26455274,26457182,26459073,26460384,26461169,26463005,26463451,26464022,26466128,26467814,26467816,26475679,26475911,26478021,26478507,26479795,26481457,26482127,26482576
ENST00000216019	1	38487873;38488116	38487879;38492055	ENSG00000100201	DDX17	38484318,38485634,38485778,38488312,38489352,38490102,38490104,38491481,38493848,38493914,38494650,38497855,38497857,38501892
ENST00000380817	1	50474787	50474785	ENSG00000100241	SBF1	50446652,50451533,50454418,50459518,50461033,50461959,50463357,50464409,50465737,50472297,50474261,50478000,50483341
ENST00000482818	2	29328896;29329721	29329711;29330377	ENSG00000100280	AP1B1	29329643,29329751,29330043,29331006,29336231,29338203,29338515,29339815,29348773,29350152,29354552,29355328,29355764,29357212,29358317,29359556,29359927,29359929,29360558,29360560,29369975,29371351,29374069,29374364,29374808,29375046,29378952,29379557,29380942,29380964,29381058,29382346,29382348,29385879
ENST00000650904	1	58427814	58428237	ENSG00000100578	KIAA0586	58429235,58429237,58429291,58429798,58430506,58434192,58439632,58446787,58447305,58449483,58452392,58452394,58455709,58455711,58455717,58455719,58459573,58460430,58463122,58467934,58468403,58471740,58475288,58478831,58478898,58479568,58486419,58489258,58490221,58492198,58497119,58498635,58500916,58501137,58502643,58503604,58505154,58505156,58508298,58509299,58509301,58509433,58510607,58517539,58519232,58524607,58527968,58528018,58531725,58532435,58532634,58536157,58536168,58536189,58538511,58541819,58544111,58544216,58545094,58549520
BambuTx585	1	69769252	69770466	ENSG00000100650	SRSF5	69729877,69730302,69730304,69732847,69733596,69734710,69735567,69739840,69743550,69747100,69748386,69749359,69754601,69757402,69758116,69758766,69758768,69763143,69763895,69765887,69766495
ENST00000555067	1	96875112	96876029	ENSG00000100749	VRK1	96800304,96801594,96802445,96804514,96805496,96805816,96808054,96808724,96814519,96815020,96822717,96825575,96825880,96828242,96832469,96834507,96838060,96844357,96845570,96847162,96847693,96848235,96853111,96854465,96854467,96856168,96857648,96860839,96861740,96861915,96864442,96865235,96868555,96870426,96873998,96877226,96878838,96882185,96884024,96886757,96888288,96893553,96893783,96896028,96897695,96897697,96898423,96900878,96901132,96901442,96902302,96905324,96905616,96905618,96907418,96910529,96913378,96915554,96916569,96917611,96923156,96924961,96925225,96925237,96926154,96927709,96927739,96928543,96930100,96930122,96932221,96932474,96933282,96935813,96937255,96938741,96939308,96940167,96940976,96942558,96942620,96943307,96948512,96949458,96950328,96952198,96952324,96953716,96954169
ENST00000554943	1	91481999	91482039	ENSG00000100796	PPP4R3A	91459053,91460601,91463206,91463208,91463210,91463578,91465940,91466263,91470027,91473084,91473914,91474767,91475872,91476335,91478393,91479512,91480457,91480903,91483437,91485307,91485969,91486615,91487570,91494734,91498203,91498828,91505309,91505311,91509801
ENST00000216733	1	23359695	23359922	ENSG00000100842	EFS	23363356
ENST00000646647	1	21431556	21431810	ENSG00000100888	CHD8	21386058,21387674,21391403,21391625,21393465,21393943,21394408,21394751,21394753,21399813,21404734,21408300,21415735,21419697,21421408,21423490,21425804,21429787,21431364,21431790,21436994,21441064,21441066,21447091,21448045
ENST00000557854	2	24232978;24238406	24233218;24238588	ENSG00000100938	GMPR2	24233913,24234993,24236997
ENST00000494506	1	36607819	36607889	ENSG00000101084	RAB5IF	36608072,36608103,36612483
ENST00000652272	1	58994825	58994925	ENSG00000101158	NELFCD	58982777,58984172,58984928,58985272,58989450,58991341
ENST00000602795	1	58994825	58994925	ENSG00000101158	NELFCD	58982777,58984172,58984928,58985272,58989450,58991341
ENST00000474543	2	58993765;58994825	58993922;58994925	ENSG00000101158	NELFCD	58982777,58984172,58984928,58985272,58989450,58991341
ENST00000370283	1	63289497	63289677	ENSG00000101199	ARFGAP1	63273862,63275769,63278767,63279625,63283311,63283470,63283901,63288864,63288866,63289785
ENST00000616692	6	2655747;2656215;2656550;2656949;2657219;2657489;2657693	2655933;2656400;2656639;2657081;2657372;2657638;2657928	ENSG00000101361	NOP56	2652992,2656264
ENST00000383314	1	13760286	13762038	ENSG00000101654	RNMT	13727525,13730864,13730920,13737229,13738605,13741361,13741363,13742408,13745605,13746038,13746481,13746875,13747930,13749703,13751659,13752383,13754781,13754882,13756061,13757343,13757678,13757680,13760154,13762142,13764059,13764475
ENST00000262173	1	13760286	13762038	ENSG00000101654	RNMT	13727525,13730864,13730920,13737229,13738605,13741361,13741363,13742408,13745605,13746038,13746481,13746875,13747930,13749703,13751659,13752383,13754781,13754882,13756061,13757343,13757678,13757680,13760154,13762142,13764059,13764475
ENST00000611764	1	24726056	24726932	ENSG00000101868	POLA1	24698798,24702119,24710373,24713109,24714522,24718696,24719119,24721781,24722159,24725753,24725755,24727409,24729647,24733168,24734100,24737503,24738361,24741018,24741593,24742053,24742835,24748177,24749199,24749863,24753876,24758457,24761612,24766954,24767430,24767455,24768406,24768847,24771956,24772871,24772873,24774142,24775479,24776270,24776312,24776314,24781989,24785781,24789189,24789976,24796660,24799874,24801177,24801227,24802427,24807074,24807797,24807881,24809584,24809687,24809689,24811434,24812415,24815501,24816265,24818008,24818010,24819765,24820164,24820906,24820908,24824437,24830331,24830500,24833358,24833953,24835919,24835981,24837414,24837672,24837860,24838674,24839556,24840961,24841557,24842436,24842694,24847575,24848915,24851953,24853447,24853449,24859560,24860284,24861739,24861741,24862260,24862847,24867151,24874436,24875902,24877330,24878405,24878407,24879569,24879847,24879954,24880913,24880915,24881528,24882386,24882817,24884744,24887086,24887441,24888096,24892287,24893308,24893453,24894350,24896365,24901993,24902039,24902041,24903169,24904451,24906196,24908537,24908539,24908700,24910567,24912096,24914600,24917160,24917406,24917408,24920641,24922407,24924504,24925506,24925626,24926265,24926267,24929313,24929690,24930632,24930697,24931052,24931172,24932870,24938721,24939501,24939567,24941386,24942110,24944119,24945225,24947769,24948938,24950468,24951994,24952005,24953328,24954544,24961017,24966587,24967529,24969383,24969451,24969912,24974463,24974569,24974699,24974701,24976695,24977495,24978788,24978994,24980446,24981949,24981951,24983826,24984979,24987494,24988584,24991273,24992354,24994089,24995461,24995463,24995465
ENST00000689634	1	49191764	49191992	ENSG00000102003	SYP	49189621,49190663,49192048,49192130,49192339,49192827,49193316,49193761,49194061,49194141,49197128,49197130,49197880
ENST00000466877	1	153932116	153932315	ENSG00000102030	NAA10	153930748,153932326,153932668,153933198,153934453
ENST00000376521	1	48903466;48904892	48903612;48905482	ENSG00000102100	SLC35A2	48903767,48909532
ENST00000683576	2	154380020;154381284	154380233;154381387	ENSG00000102119	EMD	154380754,154381167,154381420
ENST00000369842	1	154381284	154381387	ENSG00000102119	EMD	154380754,154381167,154381420
ENST00000684633	1	154381284	154381387	ENSG00000102119	EMD	154380754,154381167,154381420
ENST00000218789	1	111153722	111153737	ENSG00000102606	ARHGEF7	111117102,111117104,111120376,111120390,111120392,111120424,111120426,111120442,111120460,111120462,111122275,111122855,111124330,111129761,111130337,111130867,111132005,111132007,111132530,111132963,111133021,111133037,111133083,111133341,111134258,111137382,111139778,111141256,111142578,111142807,111142969,111144064,111144696,111144996,111146107,111146373,111149748,111151011,111153106,111157036,111157789,111158755,111160065,111161495,111162437,111163678,111164882,111167182,111167563,111170984,111170986,111171582,111174565,111179664,111180486,111180488,111180883,111181871,111182386,111185823,111186035,111186401,111188445,111191099,111199922,111205971,111206282,111209465,111209856,111210297,111211128,111211808,111212712,111213414,111213908,111214207,111214209,111214437,111214439,111220048,111224344,111224422,111225900,111226242,111228676,111232481,111232483,111233944,111234610,111236391,111242532,111243555,111250988,111250990,111251793,111251795,111251860,111251862,111251864,111251866,111251868,111252288,111253900,111255321,111258610,111261286,111262411,111262987,111263686,111264167,111264992,111265544,111266127,111266978,111267731,111270257,111271084,111272781,111273488,111273511,111275692,111277959,111282124,111283587,111284103,111285570,111288625,111291197,111293612,111295981,111295983,111295985,111301311,111302140,111302537
ENST00000311234	1	51452501	51452992	ENSG00000102786	INTS6	51360715,51364284,51365657,51367114,51370923,51370994,51371171,51372849,51372851,51375788,51377699,51382322,51382417,51385395,51386514,51391184,51396367,51397832,51400088,51404002,51405117,51406818,51417402,51417408,51417410,51418902,51422361,51423341,51424677,51427391,51430820,51442710,51442712,51445877,51449273,51451151,51454229
ENST00000636520	3	76994868;76995229;76997864	76995062;76995901;76998042	ENSG00000102805	CLN5	76992635,76994188,76995666,76995909,76996759,76996761,76997699,76999351,77004081,77005912,77007135,77009133,77010213,77012178,77012180
ENST00000285737	1	48351900	48355685	ENSG00000102910	LONP2	48245467,48245469,48245506,48253814,48259053,48259769,48261176,48262674,48262676,48262925,48263420,48267035,48271048,48271243,48271868,48272905,48274103,48278466,48278759,48279007,48281652,48282279,48283855,48287963,48288660,48288662,48291014,48292762,48293286,48296790,48299450,48301484,48307266,48308495,48310144,48310292,48310496,48313570,48316377,48322475,48322477,48325161,48325504,48331242,48334534,48335355,48336029,48336130,48336803,48341749,48341848,48342000,48342485,48343286,48346745,48348727,48350494,48354511,48355903,48356050,48357406,48360639,48361419
ENST00000566454	1	68297477	68298490	ENSG00000103064	SLC7A6	68269156,68271946,68272101,68272383,68272976,68274587,68275463,68281423,68285059,68285482,68289820,68296852,68296860,68299809
ENST00000618043	1	68297477	68298490	ENSG00000103064	SLC7A6	68269156,68271946,68272101,68272383,68272976,68274587,68275463,68281423,68285059,68285482,68289820,68296852,68296860,68299809
ENST00000565460	2	68255038;68255381	68255281;68255765	ENSG00000103066	PLA2G15	68250748,68256955,68258243
ENST00000610509	1	88891	89712	ENSG00000103148	NPRL3	84807,85676,89589,93443,97609,97783,100555,101374,102069,102071,102838,103083,103982,108815,109626,110085,112203,113565,114615,117528,118824,124535,133211,135262,137981
ENST00000566650	2	731703;732374	732300;733297	ENSG00000103245	CIAO3	736591,736593,737893,739852
ENST00000549114	3	728425;728896;729089	728503;729008;729287	ENSG00000103253	NA	NA
ENST00000565010	1	552531	552604	ENSG00000103326	CAPN15	530525,530847,534541,535825,537867,542125,543639,543742,543744,546409,548206,553494
ENST00000409906	1	2771605	2771942	ENSG00000103363	ELOB	2771597,2774391,2775168,2775924,2776195,2776752
ENST00000446344	3	87700151;87701034;87701668	87700927;87701553;87701842	ENSG00000104731	KLHDC4	87697914,87698443,87698495,87698871,87699352,87704010,87708678,87708842,87714011,87717099,87717411,87717950,87719724,87720805,87720807,87721789,87722490,87722837,87725038,87731750,87731948,87732442,87732693,87733976,87735503,87735955,87735957,87735987,87735989,87736522,87736524,87738082,87744896,87744910,87744936,87744966,87745007,87748152,87749422,87751147,87751517,87754537,87754840,87759614,87761091,87762807,87764517,87765399
ENST00000636435	2	18063231;18064532	18064456;18066762	ENSG00000104763	ASAH1	18056432,18059892,18060022,18064240,18067049,18067051,18067053,18067055,18067057,18068473,18069304,18069680,18070294,18074011,18081877,18081989,18082666
ENST00000492367	1	48919123	48919193	ENSG00000104805	NUCB1	48901828,48902007,48903359,48903361,48903363,48904056,48904076,48905393,48906592,48910560,48913559,48913741,48914120,48916000,48916143,48918465,48920048,48920106,48920666,48923272
ENST00000647557	1	38840377;38840559	38840487;38841749	ENSG00000104824	HNRNPL	38837555,38837727,38842596,38846443,38847856,38850914
ENST00000391945	1	45351031	45351467	ENSG00000104884	ERCC2	45350596,45356232,45356874,45357537,45361812,45364538,45368523,45369149
ENST00000593157	1	13105397	13105486	ENSG00000104907	TRMT1	13107555,13107726,13109304,13112471,13114930,13115454,13116395
ENST00000682335	1	45779870	45780322	ENSG00000104936	DMPK	45770043,45770999,45774957,45777377,45782451
ENST00000674226	1	45779870	45780322	ENSG00000104936	DMPK	45770043,45770999,45774957,45777377,45782451
ENST00000599939	2	7927307;7927768	7927656;7928076	ENSG00000104980	TIMM44	7928988,7930453,7934060,7934871,7934900,7937383,7937526,7939135,7941619
ENST00000700621	1	40379403	40380376	ENSG00000105223	PLD3	40348833,40349826,40350285,40351746,40354218,40358317,40359811,40360915,40365557,40368348,40368793,40370132,40370394,40372113,40372365,40372367,40372369,40372897,40378397,40378721,40378942,40379995,40380942,40382654,40385091,40385479,40386498
ENST00000354882	1	11345738	11346126	ENSG00000105518	TMEM205	11342800,11345543
ENST00000353442	3	156679307;156680575;156682094	156680442;156681828;156682990	ENSG00000105983	LMBR1	156669072,156669228,156670845,156676275,156676719,156680313,156682074,156682818,156682890,156682892,156684998,156686632,156688522,156694408,156694410,156695743,156697619,156700085,156700308,156700907,156702094,156703953,156704358,156706244,156706540,156707700,156712969,156712971,156713295,156713477,156713830,156713967,156714644,156727827,156730583,156730805,156733013,156733264,156733552,156734892,156735353,156736461,156737799,156738262,156741115,156746277,156747176,156753207,156755034,156757298,156757757,156765827,156766624,156766864,156767184,156769977,156771450,156774930,156775432,156776478,156780764,156783316,156783760,156784088,156785941,156787560,156796210,156796866,156797570,156797572,156798079,156798081,156798579,156799250,156803685,156805209,156805361,156805363,156807009,156810537,156810955,156811732,156821360,156823804,156825510,156828311,156830688,156835563,156840386,156844747,156846563,156846923,156847230,156848408,156849051,156849916,156852467,156852469,156855829,156858646,156860773,156861166,156864467,156868542,156869813,156870032,156876132,156879221,156882530,156883122,156883124,156886364,156886370,156889357
ENST00000469750	3	2539889;2542212;2543324	2540978;2543203;2543589	ENSG00000106009	BRAT1	2538694,2538860,2539089,2539191,2539371,2540819,2541693,2542467,2545232,2546308,2547181,2548166,2548352,2549866,2551108,2552653
ENST00000496643	2	30628670;30631542	30631447;30632246	ENSG00000106105	GARS1	30582897,30583143,30585333,30592440,30596138,30597242,30604238,30605037,30607463,30607657,30615415,30618722,30618724,30618726,30621319,30621321,30621447,30623616,30624029,30625305,30625340,30625342,30627017,30627814,30629084,30629843,30630026
ENST00000447574	1	76303077	76303801	ENSG00000106211	NA	NA
ENST00000688962	3	100113406;100118650;100119318	100113615;100119203;100119328	ENSG00000106290	TAF6	100107175,100107177,100107209,100107767,100113935
ENST00000495184	1	368301	370229	ENSG00000107099	DOCK8	216402,216404,216629,217168,221851,222131,222662,222691,224127,225577,226756,227104,227106,227126,227128,228073,229951,230366,238995,239052,239226,239228,241457,243300,244697,245483,245485,252672,252877,254940,256502,257977,261670,264847,264902,265072,265397,265399,266960,268857,273478,273851,274311,279777,279779,284857,287183,288778,289134,289686,290091,290657,291482,291938,292238,292428,292430,295201,296691,298478,302651,303327,303719,303743,307970,309547,320033,325793,326437,327329,327444,330790,330981,333207,335392,338519,338521,340489,341372,341768,346797,346799,346801,349382,351997,353622,356681,359748,359965,361862,363464,363530,363812,363841,364223,364502,365692,368486,372271,374606,376439,376795,377380,382123,382969,385883,386640,388527,391420,393740,395152,395396,395398,398379,398899,401913,402111,402337,405536,407412,408224,408611,408905,409629,410520,412567,415380,419000,419676,421922,422027,423785,428942,431074,432297,432350,432352,432455,435357,435359,438121,438637,438689,439557,443872,446292,446515,449218,453258,454006,457668,458371,458785,459509,459817,462996,464850
ENST00000489369	1	732618	734162	ENSG00000107104	KANK1	471433,473139,474460,475278,478185,478433,478475,479712,482453,482455,482551,482645,484022,489356,489453,494966,497417,499277,500047,503197,506973,507109,507223,512451,514826,516018,516789,517248,519035,519558,519851,520885,520887,521264,522336,526025,526027,531205,531964,539205,539207,543417,545890,546124,547695,549002,556266,556886,558460,560876,561736,561945,564907,565891,566170,566324,566326,568181,570588,570733,576653,576809,579010,579063,579512,581384,583422,584287,584323,586667,586822,587608,588367,590504,590526,594016,595768,596104,597808,599455,602404,602924,604870,606424,607127,608875,612927,613396,614668,616228,617762,618644,623458,624327,628719,629103,631701,632012,632261,636352,637472,637996,640380,641498,641839,642940,644015,645164,645753,646838,648489,648767,648916,651482,651510,652812,654139,657296,660476,661172,661366,661590,664634,671416,672744,672794,673766,676387,676924,679968,686545,690430,694418,694420,694422,695092,697297,699745,701258,701553,702459,710767,711279,711537,711885,712496,716752,718457,722562,728916,730999,731001,731068,731070,732523,734775,734777,734877,734930,738051,741183
ENST00000489171	1	44970265	44971772	ENSG00000107551	RASSF4	44959831,44962215,44962390,44962400,44964562,44964835,44965127,44965129,44965131,44966189,44967046,44967418,44968565,44969015,44969081,44970550,44978451,44981239,44984806,44984872,44986354,44987784,44990355,44990357,44990789,44990996,44992551,44994485,44994877,44995370
ENST00000375897	1	27240559	27240673	ENSG00000107897	ACBD5	27168475,27173266,27173268,27174223,27177794,27178975,27178977,27182444,27183332,27183334,27187870,27188844,27188846,27196070,27201856,27204168,27204591,27206660,27208295,27208706,27217541,27219170,27220686,27222441,27224899,27226796,27227219,27228626,27231055,27232473,27233535,27236760,27240476
ENST00000368812	1	125763652	125764040	ENSG00000107938	EDRF1	125720268,125720408,125720410,125720412,125720414,125720416,125720418,125721741,125723015,125723661,125725628,125730134,125730740,125737437,125739511,125740066,125740404,125743062,125751927,125760454,125760456,125762180,125764000
ENST00000687592	1	111009386	111009712	ENSG00000108061	SHOC2	110922049,110922990,110923549,110923793,110924253,110925760,110926036,110928763,110930625,110931635,110931637,110932801,110933667,110934878,110934880,110938836,110940515,110942275,110948852,110952804,110953032,110956063,110956130,110959994,110966412,110966994,110970287,110977246,110977390,110977545,110980921,110982321,110984846,110986072,110987757,110989468,110996395,110997426,110997473,111003024,111003677,111006133,111013123,111015139
ENST00000691974	1	35090002	35090178	ENSG00000108094	CUL2	35010798,35018631,35019628,35027289,35031866,35032910,35033234,35033387,35036266,35038212,35038957,35039529,35040831,35040833,35043246,35044998,35045000,35045435,35045437,35045573,35048037,35048053,35048055,35048207,35050877,35060222,35060557,35060638,35064848,35066652,35067612,35068667,35072076,35075842,35079316,35081761,35083131,35083330,35083368,35087676,35088819,35088821,35089605,35089607,35089719,35089800,35092523,35092533,35093934,35095192,35096481,35097827,35099644,35104137,35108634,35108814,35109372,35110753,35110755,35111072,35111074,35112617,35112619,35115200,35115867,35118122,35118144,35120077,35125170
ENST00000626307	1	93790171	93792742	ENSG00000108231	LGI1	93758142,93758428,93758469,93759710,93761152,93761610,93764745,93765467,93766256,93767527,93768700,93769077,93775682,93776941,93777266,93777743,93779338,93780513,93780515,93781577,93781849,93781851,93786219,93787455,93788017,93792562,93797866,93799689,93801983,93803195,93805371,93806094,93806096
ENST00000583273	1	58526314	58526681	ENSG00000108387	SEPTIN4	58521097,58523850,58525164,58525189,58525605,58532414,58532585,58533529,58534268,58534866,58534945,58536389,58539019,58539070,58539801,58542975
ENST00000581230	1	64500774	64502009	ENSG00000108654	DDX5	64499651,64501650,64507742
ENST00000505658	2	50750695;50751618	50750746;50752199	ENSG00000108848	LUC7L3	50720618,50720751,50723529,50724906,50726057,50729375,50731046,50737603,50741601,50747479,50754110,50755015,50755073
ENST00000470125	1	28547410	28547676	ENSG00000109103	UNC119	28548275,28550648,28551305,28551490
ENST00000577226	4	28906518;28906995;28907673;28908882	28906855;28907589;28908782;28909569	ENSG00000109118	PHF12	28906055,28906619,28907725,28911688,28920041,28923189,28927135,28928415,28929883,28929885,28931910,28933021,28933915,28934203,28935084,28935416,28937179,28937454,28938956,28940249,28940769,28942081,28944468,28948174,28948176
ENST00000603548	1	152535034	152535126	ENSG00000109670	FBXW7	152321570,152323957,152324548,152326445,152333922,152335053,152336785,152337606,152339584,152341828,152341830,152345045,152345047,152347914,152350061,152351619,152352736,152357778,152362095,152364876,152365559,152365561,152366818,152368408,152368410,152368412,152368977,152372236,152373815,152373915,152376858,152378563,152378874,152379027,152381863,152384380,152384382,152385432,152388387,152389613,152390539,152392163,152395035,152396662,152400231,152401220,152404168,152404640,152412064,152413359,152413571,152413838,152413840,152413842,152413844,152415585,152417258,152421691,152424273,152425245,152435030,152438829,152443130,152450182,152450505,152456901,152460859,152461153,152462304,152462306,152462436,152464507,152470336,152475802,152480349,152482628,152483766,152484057,152486615,152487003,152493656,152493658,152494429,152495117,152495850,152496045,152499231,152499399,152500913,152501072,152501141,152507109,152511210,152511334,152512575,152512577,152516370,152516372,152517387,152518619,152519811,152519813,152524125,152524939,152525768,152526786,152527106,152527405,152527446,152528118,152528409,152528643,152528883,152529788,152531026
ENST00000401547	1	68165949	68166406	ENSG00000110066	KMT5B	68154912,68162161,68162249,68163468,68164377,68168900,68168902,68170717,68175632,68176290,68177228,68179597,68180739,68186905,68187141,68188491,68188905,68190511,68190513,68192133,68192278,68193480,68199416,68208361,68209612,68210348,68210734,68211308,68212020
ENST00000532542	3	6449181;6450392;6450622	6449305;6450550;6450891	ENSG00000110171	TRIM3	6450414,6454460,6454952,6455683,6455685,6461692,6462552,6463504,6466065,6466895,6469361,6470005,6473295
ENST00000263401	1	36273360	36274324	ENSG00000110442	COMMD9	36271262,36271934,36272628,36272630,36274287,36276329,36278910,36286184,36286673
ENST00000534300	1	46542982	46543251	ENSG00000110497	AMBRA1	46396608,46398918,46401339,46403686,46403921,46404358,46404600,46404863,46405043,46420748,46422689,46425707,46426225,46426286,46429002,46430309,46431332,46432580,46434589,46438838,46439860,46442287,46442866,46444997,46448494,46448843,46450280,46452604,46453242,46454027,46457139,46457770,46461357,46461858,46462151,46462153,46463774,46464197,46464555,46465599,46467416,46471013,46477466,46478799,46484121,46489806,46490704,46494860,46497908,46501125,46501359,46502997,46505620,46505929,46507888,46510297,46513958,46519168,46522555,46522574,46524872,46527348,46527645,46527647,46527843,46529109,46534577,46536350,46538639,46541543,46546348,46549917,46557004,46557840,46557976,46565364,46567506,46570130,46573437,46574131,46576888,46577155,46577157,46577818,46578843,46578845,46579325,46582077,46583004,46584065,46584461,46584753,46585950,46588068,46588070,46590373,46590375
ENST00000540458	1	6841345	6841585	ENSG00000111664	GNB3	6840004,6841529,6842788,6842790,6842792,6843053,6843146,6843838,6846596,6846598,6846600,6846618,6846648,6846658,6846728
ENST00000368068	1	131586938	131587708	ENSG00000112282	MED23	131575974,131577179,131577579,131579973,131580084,131581332,131584358,131586472,131588022,131588074,131588544,131592279,131592985,131593781,131600553,131600870,131601411,131601413,131602464,131603168,131603170,131603248,131603866,131604275,131607216,131607238,131607417,131608245,131608355,131608390,131611293,131611352,131611578,131614282,131623288,131626287
ENST00000698517	2	109466575;109475483	109467591;109476174	ENSG00000112365	ZBTB24	109461007,109463501,109468839,109470866,109471685,109472312,109473252,109473509,109478720
ENST00000698679	4	33200939;33201657;33201914;33202126	33201241;33201744;33202071;33202262	ENSG00000112473	NA	NA
ENST00000462802	2	33417696;33417932	33417868;33417958	ENSG00000112514	NA	NA
ENST00000488034	1	33418087	33418086	ENSG00000112514	NA	NA
ENST00000419235	1	349472	350821	ENSG00000112679	DUSP22	291752,296525,296527,297891,297986,298472,302056,302058,303736,304940,310769,314382,314595,318240,318468,319014,319338,319349,320078,320487,320617,321214,323237,323426,324624,327475,328462,328519,329029,329597,331973,336281,336674,339121,343662,343676,343690,343698,343708,343710,344430,345688,346860,347458,349248,349964,349966,350378
ENST00000604971	1	349472	350821	ENSG00000112679	DUSP22	291752,296525,296527,297891,297986,298472,302056,302058,303736,304940,310769,314382,314595,318240,318468,319014,319338,319349,320078,320487,320617,321214,323237,323426,324624,327475,328462,328519,329029,329597,331973,336281,336674,339121,343662,343676,343690,343698,343708,343710,344430,345688,346860,347458,349248,349964,349966,350378
