isoform_id	MES	MES_genomic_start	MES_genomic_end	gene_id	gene_name	all_motif_starts
BambuTx850	1	218659760;218660037;218660307;218660939;218661406	218659800;218660166;218660421;218661307;218661545	ENSG00000074582	BCS1L	218659878,218659953,218660145
ENST00000547525	1	108131751;108167425	108131860;108167581	ENSG00000075035	WSCD2	108130205,108130867,108131816,108131818,108132377,108132503,108132533,108132736,108132765,108132861,108133431,108133463,108135173,108136855,108137266,108138072,108138152,108138460,108139242,108140050,108143565,108150195,108150487,108151659,108154555,108158060,108161930,108161988,108162887,108163723,108166601,108167887,108169634,108171197,108172574,108174759,108175059,108175300,108176449,108176611,108176613,108178403,108179668,108181926,108183440,108183442,108185382,108189773,108189800,108196039,108201193,108206845,108206896,108206902,108206904,108207073,108207303,108207987,108210497,108211332,108211558,108216964,108218486,108218591,108218744,108219600,108221627,108221674,108223102,108224903,108226016,108226468,108227271,108231676,108231791,108231793,108232027,108232029,108232739,108233035,108233442,108233986,108234775,108236619,108237171,108237887,108238072,108238642,108238799,108239858,108240248,108242738,108242995,108244943,108244945,108245333,108245335,108245337,108246661,108247700,108248247,108248489,108249792,108250529
ENST00000556463	1	103498502;103498865	103498528;103500200	ENSG00000075413	MARK3	103389396,103390668,103390670,103390865,103390867,103393664,103398177,103398179,103398918,103401370,103402076,103402606,103403687,103404292,103406035,103407484,103408658,103413019,103413201,103414802,103415760,103415762,103421832,103430060,103434541,103437810,103437963,103438522,103441011,103445959,103449240,103450568,103451075,103451856,103452222,103461212,103462911,103466459,103468699,103469326,103470600,103471639,103473071,103474465,103476773,103476797,103479165,103479785,103481094,103482702,103484276,103485950,103489092,103489094,103492308,103492400,103492402,103492645,103496557,103496910,103497176,103497178,103498729,103498747,103498892,103499900,103500950
ENST00000346964	1	197225857;197260259	197226352;197260739	ENSG00000075711	DLG1	197046456,197047726,197047996,197048800,197050449,197050451,197053960,197054767,197057495,197057770,197063534,197064064,197064337,197065824,197068221,197068254,197074704,197075081,197079452,197079584,197089069,197090435,197090863,197091299,197095050,197095052,197096445,197097261,197099210,197099714,197099938,197101344,197101346,197104550,197105911,197108136,197117377,197121466,197123135,197127819,197132540,197133085,197136238,197137844,197137846,197138672,197139173,197147337,197147339,197151316,197153765,197154980,197156620,197157831,197158832,197162659,197163924,197164001,197164790,197165968,197170182,197170774,197172656,197173713,197175830,197176694,197187180,197187182,197188156,197188461,197188658,197191421,197195425,197195427,197197926,197197928,197199405,197200362,197201909,197202157,197208081,197209143,197211901,197215976,197217106,197218998,197219743,197219745,197219831,197223301,197225649,197226019,197228612,197232049,197233177,197238000,197242108,197245782,197248101,197251481,197253513,197255723,197256574,197262919,197265598,197265600,197268993,197268995,197271323,197271811,197272197,197275962,197278905,197278907,197281182,197282419,197287017,197287279,197288457,197288459,197289483,197292879,197293645,197296553,197297758
ENST00000655488	2	197076586;197078463,197225857;197260259	197076685;197078533,197226352;197260739	ENSG00000075711	DLG1	197046456,197047726,197047996,197048800,197050449,197050451,197053960,197054767,197057495,197057770,197063534,197064064,197064337,197065824,197068221,197068254,197074704,197075081,197079452,197079584,197089069,197090435,197090863,197091299,197095050,197095052,197096445,197097261,197099210,197099714,197099938,197101344,197101346,197104550,197105911,197108136,197117377,197121466,197123135,197127819,197132540,197133085,197136238,197137844,197137846,197138672,197139173,197147337,197147339,197151316,197153765,197154980,197156620,197157831,197158832,197162659,197163924,197164001,197164790,197165968,197170182,197170774,197172656,197173713,197175830,197176694,197187180,197187182,197188156,197188461,197188658,197191421,197195425,197195427,197197926,197197928,197199405,197200362,197201909,197202157,197208081,197209143,197211901,197215976,197217106,197218998,197219743,197219745,197219831,197223301,197225649,197226019,197228612,197232049,197233177,197238000,197242108,197245782,197248101,197251481,197253513,197255723,197256574,197262919,197265598,197265600,197268993,197268995,197271323,197271811,197272197,197275962,197278905,197278907,197281182,197282419,197287017,197287279,197288457,197288459,197289483,197292879,197293645,197296553,197297758
ENST00000539275	1	114443856;114444541;114445979;114447826	114443933;114444652;114446087;114447879	ENSG00000076043	REXO2	114441435,114444049,114444918
ENST00000551812	1	56630125;56630776	56630326;56630865	ENSG00000076108	BAZ2A	56599459,56604613,56605384,56606236,56610633,56610635,56613914,56614797,56614893,56616393,56620305,56621137
ENST00000379096	1	80044167;80050445	80044208;80050471	ENSG00000076554	TPD52	80035209,80038043,80038418,80044582,80045124,80045649,80050146,80050820,80050856,80051254,80052138,80056281,80058009,80062334,80065723,80070059,80075717,80076197,80076199,80076645,80077754,80080471,80081201,80083870,80084870,80087044,80089174,80089214,80089620,80100069,80101981,80101983,80104687,80105438,80106171,80107694,80107696,80108715,80111924,80113013,80115110,80116515,80118254,80118376,80118963,80122476,80122864,80125441,80127388,80129563,80132128,80134491,80134527,80135674,80141070,80141162,80142907,80145230,80147284,80150691,80154194,80155187,80156254,80159188,80161874,80162210,80163378,80165819,80167389,80168358,80169844,80171214,80173328,80173740,80174219,80174241,80177584,80178634,80181013,80186872,80187338,80190468,80191088,80191098,80192091,80192093,80196733,80196920,80197042,80197684,80199578,80199580,80199582,80200712,80202272,80202763,80207176,80209475,80215339,80220053,80220725,80222041,80222746,80223653,80224880,80230907
ENST00000374765	1	21651779;21665211	21651836;21665317	ENSG00000076864	RAP1GAP	21596718,21598310,21602611,21603514,21604753,21605606,21610173,21610985,21612323,21614458,21616219,21617133,21617135,21618363,21619551,21620553,21621087,21624031,21624033,21627001,21629338,21634621,21637301,21638019,21640444,21641052,21643900,21646010,21647332,21647543,21647744,21648804,21651421,21651474,21651546,21652612,21653877,21655321,21656845,21657092,21657122,21657173,21657175,21657234,21657283,21657314,21657316,21658482,21659049,21661120,21661913,21662732,21662734,21666242,21666748,21666807,21668466
ENST00000680667	1	182732483;182735556;182736249;182739545;182741243;182742375;182743598;182744149	182732542;182735593;182736386;182740388;182741356;182742512;182743712;182744281	ENSG00000077232	DNAJC10	182724513,182724515,182726686,182726688,182728147,182728208,182728471,182728522,182731684,182737582,182741840,182744276,182744838,182745572,182745979,182746202,182752368,182755850,182763648,182764514,182765008,182766514,182767480,182767914,182769291,182769595,182773636,182775495,182775654,182781015,182781429,182781934,182784239,182790349,182791112,182792048,182792593,182793628,182794080,182794333
ENST00000703405	1	38458847;38467672	38458894;38467900	ENSG00000077782	FGFR1	38402154,38407677,38407822,38409168,38409948,38410344,38412493,38413302,38413993,38414973,38415147,38419647,38420143,38420145,38421083,38421539,38421734,38421814,38422331,38424101,38426789,38426802,38427904,38428041,38428043,38436243,38440628,38440630,38442488,38445505,38447460,38455357,38456662,38460245,38461015,38461017,38461135
ENST00000532791	1	38458847;38467672	38458894;38467900	ENSG00000077782	FGFR1	38402154,38407677,38407822,38409168,38409948,38410344,38412493,38413302,38413993,38414973,38415147,38419647,38420143,38420145,38421083,38421539,38421734,38421814,38422331,38424101,38426789,38426802,38427904,38428041,38428043,38436243,38440628,38440630,38442488,38445505,38447460,38455357,38456662,38460245,38461015,38461017,38461135
ENST00000683815	1	38458847;38467672	38458894;38467900	ENSG00000077782	FGFR1	38402154,38407677,38407822,38409168,38409948,38410344,38412493,38413302,38413993,38414973,38415147,38419647,38420143,38420145,38421083,38421539,38421734,38421814,38422331,38424101,38426789,38426802,38427904,38428041,38428043,38436243,38440628,38440630,38442488,38445505,38447460,38455357,38456662,38460245,38461015,38461017,38461135
ENST00000397091	1	38458847;38467672	38458894;38467900	ENSG00000077782	FGFR1	38402154,38407677,38407822,38409168,38409948,38410344,38412493,38413302,38413993,38414973,38415147,38419647,38420143,38420145,38421083,38421539,38421734,38421814,38422331,38424101,38426789,38426802,38427904,38428041,38428043,38436243,38440628,38440630,38442488,38445505,38447460,38455357,38456662,38460245,38461015,38461017,38461135
ENST00000350249	1	101818992;101836169	101819085;101836701	ENSG00000078304	PPP2R5C	101765442,101765876,101772279,101772664,101776787,101777917,101779156,101780050,101780495,101783693,101785294,101787860,101788234,101788236,101788257,101788424,101788576,101789030,101789396,101789423,101793762,101794099,101794694,101795790,101796344,101799079,101800431,101802108,101802859,101803075,101803300,101806219,101806221,101807729,101810242,101810244,101811104,101813952,101814086,101815814,101816350,101819259,101820388,101820751,101823771,101825545,101826352,101827295,101829699,101829701,101832513,101832838,101834293,101834631,101836586,101836588,101837288,101842621,101843519,101843656,101845230,101848827,101849839,101851129,101851299,101851452,101852852,101862507,101864369,101867171,101868221,101870701,101870703,101874595,101876054,101876535,101876746,101876879,101877546,101886432,101886465,101886498,101886531,101888929,101889290,101889292,101892862,101896886,101898619,101900636,101901661,101901981,101904553,101904555,101906904,101907801,101911434,101911484,101913831,101923124,101924264,101924842,101926450
ENST00000342704	1	33562334;33573974	33562674;33574261	ENSG00000078699	CBFA2T2	33491372,33494743,33497141,33500955,33501333,33504320,33505649,33507385,33511752,33516338,33517604,33518282,33521583,33522088,33522822,33527615,33528374,33530516,33532996,33533833,33534968,33544919,33544921,33544923,33547550,33551361,33556993,33564629,33566914,33566916,33569290,33576435,33579050,33579959,33588133,33589110,33590114,33590737,33592482,33592568,33592710,33597782,33603434,33603491,33607095,33608179,33608222,33609528,33610148,33610452,33611660,33614713,33617976,33618225,33620287,33620588,33622311,33624712,33626307,33629464,33631605,33634123,33636867,33637812,33639927,33640184,33642475,33643902,33644381,33644471,33644724,33647176
ENST00000692774	1	613159;616672	613281;616757	ENSG00000079101	CLUL1	597576,600097,600441,603863,605617,605619,607571,608077,608865,609692,610121,614741,614951,615047,615648,615899,618142,620493,624484,624979,628116,628118,632723,635305,635307,640588,642518,643166,644771,649614,649727
ENST00000518832	1	92062546;92075965;92081234;92095028;92095347	92062963;92076137;92081293;92095262;92095654	ENSG00000079102	RUNX1T1	91955676,91956956,91958562,91958564,91962573,91963014,91965009,91967234,91970348,91973378,91975573,91975575,91976191,91976193,91977932,91978157,91978159,91980340,91980816,91983648,91986964,91987253,91989715,91990802,91991825,91993860,92003202,92003204,92005416,92006950,92007499,92008054,92009050,92009052,92011336,92012067,92014867,92014869,92020724,92023480,92023709,92024220,92027915,92028781,92029496,92030871,92034953,92035453,92037547,92041217,92041234,92041236,92046791,92047631,92047702,92047931,92048986,92049467,92052958,92053569,92058107,92061379,92061952,92062478,92063691,92064694,92067261,92068881,92070828,92072988,92074256,92079612,92083791,92084015,92093500,92093502,92093731,92094731,92095787,92097104,92099623,92100360
ENST00000419184	1	178473029;178477062	178473142;178477213	ENSG00000079150	FKBP7	178464536,178464680,178470107,178470503,178471871,178473062,178473076,178474355,178474543,178476432,178476663,178476851,178477498,178478483
ENST00000680064	1	36629943;36630415	36630044;36630962	ENSG00000079215	SLC1A3	36599966,36600423,36600499,36605011,36605578,36606268,36606612,36607844,36610310,36619774,36621423,36621793,36623275,36623720,36623722,36626571,36628679,36629683,36629748,36630295,36630813,36631453,36632013,36633339,36636841,36639608,36639756,36639831,36641217,36642575,36646275,36651039,36651041,36651641,36652150,36654694,36654712,36655406,36655631,36660219,36661602,36667980,36669418,36670656,36670812,36671171,36672251,36672869,36675212,36675214,36675568,36676571,36676573,36678443,36678866,36681203,36681687,36682049,36682589,36682770,36682772,36684934,36688259
ENST00000220584	1	11803154;11807943	11803225;11808317	ENSG00000079459	FDFT1	11799461,11805072,11812888,11821459,11823098,11827386,11828576,11829758,11834157,11836605,11836607,11837376
ENST00000528282	1	130869563;130870328;130878104;130880144;130880454;130880601	130870126;130870381;130878250;130880206;130880489;130883094	ENSG00000079819	EPB41L2	130840408,130841358,130843844,130847375,130849708,130852043,130852304,130852495,130854338,130855903,130857701,130859615,130859671,130860438,130863063,130863065,130863415,130864924,130866088,130866156,130866460,130866620,130866622,130866624,130867687,130868409,130869278,130874660,130876185,130876339,130877907,130879174,130879206,130879280,130880004,130880029,130880036,130880038,130882358,130884421,130884423,130887199,130887531,130893399,130893419,130893644,130894020,130894507,130895926,130896825,130896837,130897591,130899781,130903218,130903604,130904653,130906092,130907250,130907252,130907886,130908865,130911067,130912572,130912574,130912681,130912683,130913918,130914700,130918854,130922862,130922914,130923413,130926395,130926397,130933322,130934432,130934617,130936830,130937050,130939629,130939921,130940816,130942523,130943062,130944542,130945930,130949231,130949726,130951125,130952476,130953180,130961349,130961363,130964166,130964756,130965771,130971037,130976109,130976524,130979067,130987561,130988957,130994240,130994556,130999594,131004557,131005725,131006806,131007432,131008027,131008516,131009934,131021189,131021717,131026953,131027732,131029165,131043453,131046837,131051834,131053041,131057267,131057269,131057816,131059666,131061007
ENST00000697193	2	72264975;72265390,72274349;72284047;72290679	72265052;72265503,72274432;72284118;72290861	ENSG00000079841	RIMS1	71887077,71888473,71889441,71889993,71893619,71894743,71894821,71895105,71895542,71896544,71901525,71901969,71902408,71902993,71903795,71903797,71903915,71906410,71906633,71907256,71907783,71909405,71911433,71911679,71914885,71918625,71918786,71923296,71924098,71928035,71928826,71931846,71932169,71932285,71932390,71934917,71938258,71938489,71938576,71938578,71940414,71942839,71946476,71948332,71949393,71950053,71950894,71951043,71952062,71952064,71955037,71957593,71958959,71961194,71964062,71964818,71965706,71967084,71967580,71967902,71968342,71969138,71975257,71979244,71979774,71980306,71980663,71982149,71982400,71982521,71982748,71989841,71990563,71990824,71992162,71992318,71993408,71994815,71997720,71998281,71998658,72001263,72002133,72002504,72004335,72008790,72008792,72012022,72012440,72012910,72014419,72015195,72017870,72021821,72023021,72023185,72027824,72029963,72030008,72030148,72030221,72032169,72032183,72033261,72033378,72034053,72034055,72036397,72036686,72040238,72041632,72041696,72042646,72043149,72043151,72054035,72054037,72054392,72055954,72055956,72055958,72056364,72061747,72063733,72067425,72069829,72070787,72072928,72079575,72082466,72084206,72089240,72089592,72089711,72091138,72091140,72095316,72100326,72102837,72107072,72109166,72120119,72123869,72126974,72133053,72133480,72135346,72135378,72144030,72144577,72146129,72152574,72152598,72153199,72153935,72154163,72158873,72162284,72165650,72165652,72166219,72168396,72168530,72169233,72169273,72170394,72177396,72178959,72180121,72181889,72182599,72183656,72183981,72185372,72186764,72188518,72188824,72189483,72189485,72190079,72190331,72190642,72194752,72195421,72195828,72198216,72199538,72199988,72200026,72200028,72202418,72203064,72204630,72204957,72205217,72206163,72210897,72210899,72210901,72210903,72212922,72213568,72214084,72214657,72214718,72215027,72222871,72224210,72224391,72226130,72226132,72228966,72235444,72237716,72237962,72237964,72240884,72241695,72241778,72245660,72247403,72247758,72247780,72248268,72253246,72253266,72254869,72255138,72256078,72257938,72258006,72261695,72261890,72262054,72262592,72268707,72272601,72278228,72278775,72278777,72279524,72280722,72282016,72284841,72288345,72288355,72288357,72289847,72289896,72292217,72293095,72297519,72298530,72298532,72301391,72304030,72306841,72306843,72306845,72306911,72315680,72317275,72318548,72321851,72324017,72324019,72324021,72324023,72327998,72329051,72330181,72330533,72333325,72333327,72334136,72335538,72337832,72339525,72339750,72342437,72342439,72342660,72342662,72343364,72355083,72355677,72359443,72362638,72363591,72365994,72365996,72366661,72372792,72376615,72380357,72382495,72384712,72385735,72389947,72390757,72391717,72393313,72393383,72395351,72397526,72397741,72401006,72401533,72402140,72402142,72402238
ENST00000556951	1	73137125;73138112;73146078	73137223;73138152;73146126	ENSG00000080815	PSEN1	73137079,73137081,73138129,73141162,73143124,73145641,73149217,73151198,73153284,73154137,73156992,73156994,73162742,73170500,73170983,73173888,73174025,73174762,73174991,73176079,73181079,73188519,73188535,73190357,73194401,73199784,73200082,73200084,73201543,73201545,73201547,73202856,73203581,73204143,73207819,73210752,73212581,73216134,73217678,73217727,73217729,73223143,73223680
ENST00000559138	1	102228827;102229457;102231707	102229366;102229657;102231821	ENSG00000080823	MOK	102224869,102225661,102226318,102228568,102228570,102231435,102238750,102247067,102247264,102249577,102259111,102259629,102261125,102263128,102264617,102264619,102265276,102265605,102265833,102271703,102274313,102274949,102276659,102277897,102278751,102279063,102283505,102284951,102285431,102290307,102292027,102293393,102293566,102299418,102299730,102300059,102301150,102302747
ENST00000475894	1	36461747;36465265	36462599;36465367	ENSG00000080845	DLGAP4	36310047,36310254,36312181,36312336,36312356,36312516,36313802,36320553,36323352,36324537,36333446,36339933,36340683,36341493,36343672,36343674,36343676,36343725,36346798,36347694,36348044,36350501,36352718,36353574,36355628,36356240,36358323,36361847,36362973,36364963,36366679,36366822,36366829,36373698,36378625,36378627,36378629,36378660,36379832,36380747,36380837,36386159,36387674,36392515,36394573,36395260,36396454,36396492,36397357,36402616,36403453,36404641,36409583,36413933,36414920,36416519,36423512,36424123,36427346,36428301,36430823,36432443,36433018,36433136,36434842,36434942,36438242,36440499,36440618,36445075,36445889,36447819,36447950,36451148,36452323,36453507,36456140,36456162,36458745,36466218,36470955,36470965,36474724,36476838,36479894,36481029,36481539,36481666,36483458,36488940,36488942,36490782,36491077,36491426,36491458,36491552,36491554,36492625,36492627,36494454,36494638,36495156,36496971,36497793,36497795,36500996,36506910,36507991,36508764,36510408,36510410,36514338,36514340,36515141,36517292,36519449,36521316,36526225,36527035
ENST00000469154	1	151245460;151248485	151245671;151248694	ENSG00000082014	SMARCD3	151239271,151240574,151242907,151244314,151248259,151250867,151253451,151254270,151255520,151255598,151255660,151255876,151257002,151257759,151258433,151259754,151261514,151261964,151266856,151267231,151272236,151273127,151274677,151277434
ENST00000447335	1	201664081;201664211	201664101;201664336	ENSG00000082126	MPP4	201645301,201645701,201649151,201653624,201654120,201656181,201656309,201657434,201664710,201664754,201664756,201665890,201665892,201669520,201669522,201671512,201672675,201673135,201674860,201676537,201677010,201680975,201682203,201685612,201687101,201688752,201690220,201691288,201691470,201694695,201695767,201698042,201698602,201698604
ENST00000540638	1	5398021;5400869	5399566;5401043	ENSG00000082397	EPB41L3	5393265,5393444,5393927,5393944,5394477,5394479,5394841,5394843,5396372,5396480,5396863,5397428,5397616,5397618,5399477,5406464,5407352,5407410,5407774,5408855,5409255,5412370,5413954,5415160,5416540,5417872,5420622,5420637,5421048,5422445,5423645,5423909,5425227,5426340,5430371,5430373,5430375,5431387,5432070,5433774,5436384,5440822,5441862,5442872,5443374,5448428,5451598,5452176,5453349,5453445,5453447,5453449,5453451,5454415,5455504,5455868,5458162,5459961,5460808,5462452,5466536,5468090,5469506,5469934,5470083,5470459,5471070,5472255,5473670,5474775,5477143,5478290,5478500,5479329,5481360,5483193,5486496,5492942,5493015,5493569,5494762,5499392,5500929,5502602,5502604,5505095,5505331,5506703,5509895,5510258,5513005,5513007,5513218,5516880,5517003,5519222,5523124,5524790,5526844,5528130,5531074,5531591,5536461,5536463,5536465,5537006,5540293,5541736,5542141,5544867,5545964,5546823,5548372,5549954,5549956,5552129,5555544,5558190,5558561,5560568,5560886,5565710,5568277,5568279,5577185,5578393,5580521,5580641,5581866,5584292,5585448,5586438,5586957,5590745,5590757,5597969,5597971,5599020,5599535,5599846,5604054,5606170,5607852,5608343,5609476,5609478,5609622,5611188,5611190,5611595,5618387,5618844,5625021,5626302,5627433,5627548
ENST00000361823	1	70793441;70797005;70811170	70793697;70797128;70811244	ENSG00000083067	TRPM3	70529635,70531473,70531475,70531678,70533074,70533695,70534935,70539016,70539617,70540196,70540867,70541656,70541666,70542611,70542770,70542804,70544347,70544559,70546484,70548319,70551461,70555466,70556879,70556881,70557661,70557795,70561392,70563140,70563142,70563285,70564543,70564681,70567385,70567562,70568190,70568783,70573371,70573959,70575581,70577240,70577769,70577837,70581733,70581784,70582426,70582594,70583427,70584169,70586924,70587723,70590563,70591917,70593153,70595429,70596293,70597796,70598799,70601400,70604563,70605421,70605423,70605904,70606586,70609329,70610150,70610164,70610542,70611541,70616197,70616381,70616889,70621509,70626135,70628690,70629998,70630865,70631298,70631671,70632670,70635132,70636569,70638951,70639103,70640959,70640976,70640978,70641390,70642781,70644048,70644342,70646263,70646678,70648790,70649852,70650261,70651697,70651741,70662935,70664135,70665945,70666133,70666633,70667472,70668082,70669152,70671323,70673154,70674290,70674525,70674700,70674841,70674843,70678721,70685550,70686267,70686878,70687433,70687807,70689255,70691861,70695851,70697680,70705432,70706348,70706825,70707380,70711591,70712155,70714330,70714554,70716585,70716587,70717065,70719692,70723425,70724341,70724818,70725373,70729584,70730148,70732323,70732547,70734578,70734580,70735058,70737685,70738229,70738231,70741517,70743791,70745617,70747206,70747311,70749008,70749953,70751095,70752075,70754223,70755515,70756068,70761517,70761616,70763379,70764217,70764463,70766651,70767305,70768918,70768920,70769287,70769739,70769812,70770887,70771062,70773413,70774774,70775037,70778428,70785840,70792271,70793322,70793577,70796351,70797585,70800495,70801641,70801949,70802686,70804444,70805821,70805891,70807127,70807398,70808839,70809714,70811852,70813604,70816750,70816760,70817361,70821948,70822196,70822358,70823572,70823574,70825264,70826845,70827543,70827771,70827954,70829725,70831535,70831926,70832702,70832963,70833480,70836618,70837777,70841847,70847270,70847555,70847557,70848475,70849772,70850215,70850574,70852237,70852239,70853712,70857966,70858310,70860321,70863512,70865855,70867736,70868104,70873637,70875370,70876356,70878160,70878415,70878768,70879921,70879923,70880565,70884413,70888590,70890925,70891381,70892705,70901855,70905198,70907253,70907260,70907314,70907610,70909624,70910675,70911143,70912895,70913865,70918510,70921699,70922325,70925028,70926115,70926396,70928783,70930258,70930686,70933139,70941481,70942375,70948218,70949069,70949522,70951486,70953868,70954707,70958699,70958920,70960720,70960738,70961769,70966433,70966435,70967433,70968417,70975571,70977851,70978340,70980054,70980056,70980974,70980976,70981745,70983510,70985003,70985739,70986442,70987872,70987874,70990193,70990195,70991520,70995113,70995405,70995776,70997807,70999604,71000998,71001387,71006509,71009925,71010027,71010325,71011376,71013546,71015216,71015218,71020336,71020338,71021336,71023527,71026321,71026323,71026908,71027000,71031501,71033670,71033724,71034033,71036318,71036320,71036625,71037705,71041204,71048459,71048461,71050143,71051137,71052530,71053372,71058259,71061087,71061549,71064491,71064623,71065745,71067071,71067313,71067737,71069321,71070318,71070620,71072665,71073167,71077109,71077735,71080415,71081259,71085888,71085896,71086113,71087615,71087749,71087858,71089918,71090352,71096557,71103748,71103907,71104610,71105382,71109373,71109678,71110513,71112789,71112937,71113643,71114237,71118913,71121069,71121071,71121490,71123331,71123587,71123722,71124141,71125324,71128764,71130739,71135639,71135712,71137694,71138315,71140666,71142265,71142709,71142763,71144926,71144928,71146856,71148559,71150211,71151109,71153558,71155463,71158003,71158072,71161485,71162450,71162512,71162981,71164946,71164948,71165455,71168140,71173607,71175224,71175814,71176243,71176245,71176726,71176986,71177119,71177520,71177522,71179024,71181527,71181970,71185040,71185050,71185069,71185202,71185824,71188249,71189510,71195649,71195651,71197336,71204755,71205174,71206062,71208958,71212609,71214096,71214714,71215299,71216615,71217335,71219492,71221062,71221634,71226174,71229203,71229205,71229774,71231695,71232645,71234172,71237875,71239150,71241607,71241809,71242885,71243428,71243771,71245312,71250004,71251637,71252817,71253301,71256652,71257109,71258699,71259663,71261685,71263924,71266654,71268248,71270072,71272836,71273021,71273284,71273793,71275331,71276838,71279506,71283202,71284155,71285119,71287690,71288521,71288891,71293875,71295801,71298348,71299254,71300269,71302443,71303553,71306077,71306099,71306236,71307489,71307648,71307818,71320639,71320912,71324050,71326409,71326411,71326413,71326628,71326999,71327389,71337624,71339467,71340343,71344535,71345282,71345699,71346292,71346294,71352582,71354148,71357568,71359302,71359304,71359306,71359545,71359662,71362824,71363469,71363921,71364109,71364347,71364430,71364900,71365306,71365988,71368640,71375037,71380361,71381114,71381116,71382033,71382035,71382037,71390615,71397011,71397819,71400502,71401410,71401597,71402128,71402465,71403031,71404738,71405257,71408452,71408454,71409370,71409973,71410532,71413207,71414155,71417496,71420184,71422363,71425484,71425741,71429912,71438543,71438545,71439313,71439598,71442838,71443413,71444909
