ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0030010	establishment of cell polarity	22/1144	173/21468	0.12716763005780346	2.386393952867941	4.343751601270644	1.3726597613355595e-4	0.003929638673227904	0.003171384245657169	FSCN1/WEE1/DIAPH3/DOCK8/NUMA1/CDC42/GPSM1/PHLDB2/SCRIB/CDK5RAP2/ARFGEF1/PTK2/FRMD4B/SPDL1/PTK7/MYO9A/TTC8/KANK1/SHTN1/PRKCZ/WDPCP/MYO18A	22
GO:0042552	myelination	22/1144	173/21468	0.12716763005780346	2.386393952867941	4.343751601270644	1.3726597613355595e-4	0.003929638673227904	0.003171384245657169	ITGB4/COL6A1/MAP2K1/AKT1/NF1/EPB41L3/ANK2/MAPK3/AKT2/ATRN/CNTN2/SBF2/PTPRZ1/GPM6B/LARGE1/LGI4/CDK18/MTOR/MIOS/SCN2A/SCN8A/DICER1	22
GO:2001056	positive regulation of cysteine-type endopeptidase activity	18/1144	127/21468	0.14173228346456693	2.6597103683717855	4.45062375791657	1.3807584937554124e-4	0.003929638673227904	0.003171384245657169	FAM162A/SIRT1/MYC/CASP8AP2/COL4A3/ROBO1/APAF1/SNCA/SLC11A2/PDCD2/CASP9/CARD8/VCP/PDCD6/SYK/DNAJA3/PYCARD/IFI16	18
GO:0045739	positive regulation of DNA repair	20/1144	150/21468	0.13333333333333333	2.502097902097902	4.3799054703276985	1.4232459920223746e-4	0.0039711353855839985	0.003204873843749042	SIRT1/BRD8/DHX9/TOP2B/PRKDC/RIF1/ZCWPW1/DPF2/SKP2/SMARCC2/SMARCE1/SMARCD3/BABAM1/PNKP/RAD51AP1/BRCC3/FMN2/ARID1B/PRKCG/EPC1	20
GO:0045814	negative regulation of gene expression, epigenetic	25/1144	211/21468	0.11848341232227488	2.2234282305372353	4.237042655929022	1.56647894878233e-4	0.004202913008658856	0.0033919281669170485	SIRT1/MYC/HDAC5/MECP2/MBD2/UHRF2/RIF1/H3-3A/CBX1/SPTY2D1/TASOR/MTA1/BCL6/CREBZF/POLE3/DOT1L/ATRX/PPM1D/ATF7IP/ATF7IP2/TASOR2/PHF1/EPC1/IFI16/HMGA2	25
GO:0099175	regulation of postsynapse organization	21/1144	163/21468	0.12883435582822086	2.4176712857694453	4.3104506099270274	1.6049402679015913e-4	0.004202913008658856	0.0033919281669170485	LRP4/PTK2B/SLC12A5/SIGMAR1/EPHA7/SHANK3/AKT1/CDC42/NF1/APP/PLPPR4/ELMO1/PTPRD/DCLK1/FLRT2/HSPA8/CAPRIN2/NECTIN3/CARMIL3/DOCK10/IL1RAP	21
GO:0007272	ensheathment of neurons	22/1144	175/21468	0.12571428571428572	2.3591208791208795	4.283046394982288	1.6244568902054607e-4	0.004202913008658856	0.0033919281669170485	ITGB4/COL6A1/MAP2K1/AKT1/NF1/EPB41L3/ANK2/MAPK3/AKT2/ATRN/CNTN2/SBF2/PTPRZ1/GPM6B/LARGE1/LGI4/CDK18/MTOR/MIOS/SCN2A/SCN8A/DICER1	22
GO:0008366	axon ensheathment	22/1144	175/21468	0.12571428571428572	2.3591208791208795	4.283046394982288	1.6244568902054607e-4	0.004202913008658856	0.0033919281669170485	ITGB4/COL6A1/MAP2K1/AKT1/NF1/EPB41L3/ANK2/MAPK3/AKT2/ATRN/CNTN2/SBF2/PTPRZ1/GPM6B/LARGE1/LGI4/CDK18/MTOR/MIOS/SCN2A/SCN8A/DICER1	22
GO:0042692	muscle cell differentiation	44/1144	466/21468	0.0944206008583691	1.7718719049191152	3.9967037870933906	1.7726298731196138e-4	0.004504379124016447	0.0036352240443110876	PGM5/COL6A1/EHD1/SIRT1/LDB3/DMD/HDAC5/BIN1/CSRP1/AKT1/MRTFA/MECP2/NFATC4/OBSCN/ACTN1/H3-3A/TBX3/CAPN2/PLEKHO1/ANK2/CD81/TPM1/NRG1/CBY1/ID2/PRKAR1A/SMARCD3/AKAP13/MAPK12/MEIS1/FHL2/SPAG9/RBM4/CCNT2/LARGE1/DOCK5/MYEF2/CTDP1/NEO1/MTOR/PLD3/G6PD/CACNB4/SGCD	44
GO:0051588	regulation of neurotransmitter transport	16/1144	108/21468	0.14814814814814814	2.78010878010878	4.399992063279688	1.8956582666673452e-4	0.00473249423415374	0.0038193225649752055	KMO/CSPG5/RIMS2/NF1/APP/RAB3GAP1/STXBP5/SV2B/SNCA/STXBP1/GPM6B/BAIAP3/STX1A/FMR1/PRKCG/CACNB4	16
GO:0051650	establishment of vesicle localization	25/1144	214/21468	0.11682242990654206	2.1922586759035356	4.158638187355451	1.956445606288155e-4	0.004800038099565594	0.003873833314810122	TRAPPC2/MECP2/UNC13B/SCRIB/TBC1D23/CCDC186/SNAP25/KIF13A/TRAK1/BTBD8/SNCA/STXBP2/EXOC7/SYBU/SHROOM2/MYO5B/CADPS/KIF1B/STXBP1/BBS2/BAIAP3/MAP2/PRKCZ/PDCD6/AP3B1	25
GO:0051345	positive regulation of hydrolase activity	37/1144	372/21468	0.09946236559139784	1.8664843221294831	3.999688947774736	2.0544331668972818e-4	0.004955014231347173	0.003998905593371873	FAM162A/SIRT1/MYC/PLXNB1/CASP8AP2/AGRN/DOCK8/TGM2/AKT1/ARHGAP6/COL4A3/RGS8/CHN1/NF1/USP6NL/RAB3GAP1/SCRIB/DDRGK1/MAPRE2/ROBO1/APAF1/SNCA/MYO9A/MAPK12/SLC11A2/RASGRF1/SYDE1/PDCD2/DOCK10/CASP9/CARD8/VCP/PDCD6/SYK/DNAJA3/PYCARD/IFI16	37
GO:0072659	protein localization to plasma membrane	33/1144	322/21468	0.10248447204968944	1.9231963688485427	3.9600621948254346	2.5755134161600487e-4	0.006108259318659582	0.004929623047422128	KCNIP4/EHD1/STX3/AKT1/CACNB2/SMURF1/BSG/EPB41L3/SCRIB/CCDC88A/GAK/ANK2/PACS2/KIF13A/RILPL1/CD81/AKT2/PALM/TSPAN14/TPBG/NECTIN3/STXBP1/GOLGA4/TTC8/BBS2/RAB34/PPFIA1/LARGE1/PPIL2/SLMAP/PRKCZ/WNK1/CAMK2G	33
GO:0030307	positive regulation of cell growth	22/1144	185/21468	0.11891891891891893	2.231600831600832	3.991475909302727	3.597812384860723e-4	0.008392929546978374	0.006773448338020793	PRR5/PTK2B/ISLR2/RIMS2/AKT1/MECP2/CDC42/BRAT1/SMURF1/IST1/H3-3A/MEGF8/MAP2K5/NRG1/NEDD4L/NCBP1/SPHK1/GOLGA4/SHTN1/EXTL3/MTOR/MAPKAP1	22
GO:0007411	axon guidance	27/1144	249/21468	0.10843373493975904	2.034838655320583	3.8967626809011837	3.7524056996124903e-4	0.008486334817956243	0.006848830333535718	APBB2/EPHA7/EPHA5/SEMA4A/IGSF9/CHN1/NEXN/TUBB3/APP/FEZF2/MEGF8/ETV1/PTK2/MYCBP2/ECE1/ROBO1/FLRT2/CNTN2/PTK7/NECTIN1/KALRN/PLEKHG4B/KIF21A/TTC8/SEMA6A/NEO1/SEMA6D	27
GO:0008361	regulation of cell size	23/1144	198/21468	0.11616161616161616	2.1798580207671114	3.957060558159963	3.757126447865378e-4	0.008486334817956243	0.006848830333535718	COL6A1/SLC12A6/SLC12A5/E2F4/ISLR2/SPART/EPHA7/SHANK3/SMURF1/KCNMA1/IST1/MEGF8/SPP1/OXSR1/ARHGAP5/GOLGA4/CLCN6/MAP2/SHTN1/WNK1/MAP3K7/MTOR/SEMA6D	23
GO:0051648	vesicle localization	26/1144	237/21468	0.10970464135021098	2.0586881472957423	3.888222382911595	3.9895568107478776e-4	0.008753392867205287	0.007064357449510646	TRAPPC2/MECP2/UNC13B/SCRIB/TBC1D23/CCDC186/SNAP25/KIF13A/NLGN2/TRAK1/BTBD8/SNCA/STXBP2/EXOC7/SYBU/SHROOM2/MYO5B/CADPS/KIF1B/STXBP1/BBS2/BAIAP3/MAP2/PRKCZ/PDCD6/AP3B1	26
GO:0097485	neuron projection guidance	27/1144	250/21468	0.108	2.0266993006993004	3.873960116927601	3.9983874656946143e-4	0.008753392867205287	0.007064357449510646	APBB2/EPHA7/EPHA5/SEMA4A/IGSF9/CHN1/NEXN/TUBB3/APP/FEZF2/MEGF8/ETV1/PTK2/MYCBP2/ECE1/ROBO1/FLRT2/CNTN2/PTK7/NECTIN1/KALRN/PLEKHG4B/KIF21A/TTC8/SEMA6A/NEO1/SEMA6D	27
GO:0045862	positive regulation of proteolysis	36/1144	372/21468	0.0967741935483871	1.8160387999097676	3.7668325734192734	4.192469774403263e-4	0.009039218922690672	0.0072950311385549605	FAM162A/PTK2B/SIRT1/PSMC3/MYC/CASP8AP2/CHFR/AKT1/USP5/COL4A3/FBXW7/SMURF1/APP/IST1/PTK2/DDRGK1/ROBO1/APAF1/HSPA8/SNCA/CNTN2/SH3D19/MAPK12/SLC11A2/PDCD2/OGT/CASP9/CARD8/FMR1/VCP/PDCD6/SYK/NFE2L2/DNAJA3/PYCARD/IFI16	36
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	20/1144	163/21468	0.12269938650306748	2.302544081685186	3.9604046352038758	4.355853683610811e-4	0.009251313122056992	0.007466200108121595	FAM162A/SIRT1/MYC/CASP8AP2/EPHA7/AKT1/COL4A3/PAX2/ROBO1/APAF1/SNCA/SLC11A2/PDCD2/CASP9/CARD8/VCP/PDCD6/SYK/DNAJA3/PYCARD	20
GO:0007163	establishment or maintenance of cell polarity	26/1144	239/21468	0.1087866108786611	2.0414606314187904	3.8412372956467444	4.540714496533487e-4	0.009416010111944382	0.007599117529408826	FSCN1/WEE1/DIAPH3/DOCK8/NUMA1/CDC42/GPSM1/PHLDB2/SCRIB/CDK5RAP2/ARFGEF1/PTK2/FRMD4B/STK25/SPDL1/NPHP3/PARVA/PTK7/DST/MYO9A/TTC8/KANK1/SHTN1/PRKCZ/WDPCP/MYO18A	26
GO:0060291	long-term synaptic potentiation	17/1144	128/21468	0.1328125	2.492324082167832	4.017584519390451	4.575817752203393e-4	0.009416010111944382	0.007599117529408826	CYP46A1/PTK2B/STX3/SLC24A1/SHANK3/MECP2/NFATC4/NF1/FAM107A/APP/SNAP25/SNCA/NR2E1/LARGE1/GRIA3/PRKCZ/PRKCG	17
GO:0051494	negative regulation of cytoskeleton organization	21/1144	176/21468	0.11931818181818182	2.239093293070566	3.916031789541875	4.6319094015186694e-4	0.009416010111944382	0.007599117529408826	WDR47/DIAPH3/CKAP2/CTNNA2/SHANK3/INPP5J/ARHGAP6/PHLDB2/CDK5RAP2/ARFGEF1/NAV3/SNCA/TJP1/TAOK1/CAPZA2/KANK1/PPFIA1/TTBK2/ARHGEF2/MAP2/MDM1	21
