gene_id	logFC	logCPM	F	PValue	FDR	condition_1	condition_2	gene_name	gene_biotype	chromosome_name
ENSG00000139800	1.7118801339967264	5.831455575349027	49.861012431287435	4.3719964207575804e-7	3.798532524755672e-5	H1	H2	ZIC5	protein_coding	13
ENSG00000158411	-1.7117536309955972	1.9767551550937235	3.711283846043541	0.06705166353744545	0.5955663067498268	H1	H2	MITD1	protein_coding	2
ENSG00000154438	-1.710786784853899	1.8125008064235584	3.4028567916729355	0.07857961637897845	0.6500573774492968	H1	H2	ASZ1	protein_coding	7
ENSG00000136918	-1.7093047256634373	4.455328600016053	35.446580326736324	5.411362756329838e-6	3.4177448316362183e-4	H1	H2	WDR38	protein_coding	9
ENSG00000138964	-1.7090328867351043	1.6984774719611737	3.5164339379726717	0.07408806972079092	0.6302641159746806	H1	H2	PARVG	protein_coding	22
ENSG00000160948	-1.708215384549837	1.5418372347801874	3.1763581073292664	0.09248292308369237	0.6536590638902455	H1	H2	VPS28	protein_coding	8
ENSG00000243056	-1.708051754641741	1.6830066121841722	4.6293054105335045	0.04265929968990917	0.4683436661945726	H1	H2	EIF4EBP3	protein_coding	5
ENSG00000203780	1.7075205861894955	1.5144199807677383	3.0015924247339942	0.09716944749190937	0.6536590638902455	H1	H2	FANK1	protein_coding	10
ENSG00000159527	-1.7052182114560581	1.6819564386205097	3.9138866118813493	0.06053419264862508	0.560358702744114	H1	H2	PGLYRP3	protein_coding	1
ENSG00000005844	-1.7011248463001576	1.8255555553023803	4.529762950622088	0.044744603426688484	0.47797152189513664	H1	H2	ITGAL	protein_coding	16
ENSG00000023839	-1.7007749050089644	1.923591134574294	4.594991335262831	0.043365477861997764	0.4704241260516491	H1	H2	ABCC2	protein_coding	10
ENSG00000130725	-1.7003336459810225	8.095537742352676	52.68350027574052	2.8400977753877754e-7	2.5856975278477214e-5	H1	H2	UBE2M	protein_coding	19
ENSG00000255151	1.699408128887097	1.370097198799839	3.3043959357324986	0.0934854817830859	0.6536590638902455	H1	H2	GLYATL1B	protein_coding	11
ENSG00000204568	-1.6980487118553091	2.76239448765675	7.077039096062599	0.014289100923698369	0.2475427645850418	H1	H2	MRPS18B	protein_coding	6
ENSG00000167414	-1.6965974446203447	2.231827398695606	3.99591069828594	0.058103585373212384	0.5503602475085241	H1	H2	GNG8	protein_coding	19
ENSG00000262484	-1.6954831002960453	1.6875822173243544	4.311464215785497	0.049734272886846786	0.49974562393847616	H1	H2	CCER2	protein_coding	19
ENSG00000132432	-1.6952972205637777	6.100962826871222	48.738770509212955	5.215219791351198e-7	4.3972266969836014e-5	H1	H2	SEC61G	protein_coding	7
ENSG00000155629	-1.6931962765619557	1.7859127695440384	4.056314010250388	0.056384680156278205	0.54157137236524	H1	H2	PIK3AP1	protein_coding	10
ENSG00000134588	-1.6928148904939475	1.664001100330105	4.255473630684533	0.05111369883395344	0.5072757991389124	H1	H2	USP26	protein_coding	X
ENSG00000173406	1.6925067619129444	1.9140967383536691	3.944802922646053	0.05960469182915292	0.5544532094281421	H1	H2	DAB1	protein_coding	1
ENSG00000188732	1.688699172234108	6.548612253545035	25.556784511197755	5.557503409022865e-5	0.002598967987673097	H1	H2	FAM221A	protein_coding	7
ENSG00000251537	-1.6874985866074963	1.3709037892890343	3.184340261413307	0.0983391031501158	0.6536590638902455	H1	H2		protein_coding	17
ENSG00000138744	1.6873193368719714	1.8006870504508767	3.6697354447395476	0.06848536766550642	0.6020521586865988	H1	H2	NAAA	protein_coding	4
ENSG00000181109	1.686654041023376	1.5317265011418657	2.932540755023079	0.1008605600557876	0.6644839668648423	H1	H2	OR52P1	protein_coding	11
ENSG00000170681	1.6865080188937789	1.3680096592188393	3.3511076137843934	0.09348548104078204	0.6536590638902455	H1	H2	CAVIN4	protein_coding	9
ENSG00000103089	-1.686170832010947	1.7984628033740118	4.25266626223145	0.05118399772802651	0.5072757991389124	H1	H2	FA2H	protein_coding	16
ENSG00000170385	-1.6853320513073249	1.6902704415676495	2.9616641232177594	0.09928420946618496	0.6584070241081835	H1	H2	SLC30A1	protein_coding	1
ENSG00000152056	1.6841688855229635	3.6617258392720995	12.060341047744782	0.002158580052173967	0.05978358604046864	H1	H2	AP1S3	protein_coding	2
ENSG00000143224	-1.6806940803607067	2.335247574721686	5.934335266457607	0.02339658815946939	0.33339991782980016	H1	H2	PPOX	protein_coding	1
ENSG00000111906	-1.6802345168839115	3.404583507122935	17.848139510087847	3.4799829317464306e-4	0.013148650741671502	H1	H2	HDDC2	protein_coding	6
ENSG00000186191	-1.6800052520594932	1.6611288664693622	3.7504750850977784	0.06573070949776158	0.589144121781375	H1	H2	BPIFB4	protein_coding	20
ENSG00000111727	1.6781413970573793	1.5178228294710472	2.8475358106422335	0.10563140059460228	0.6792578460611276	H1	H2	HCFC2	protein_coding	12
ENSG00000002587	1.6777719131766533	1.5299835675472622	3.3804168456474466	0.0836416922548073	0.6536590638902455	H1	H2	HS3ST1	protein_coding	4
ENSG00000102104	-1.6776645650669355	3.073818148486028	2.1621392915555186	0.16064218444253012	0.8592348840369829	H1	H2	RS1	protein_coding	X
ENSG00000125337	-1.676569663268806	1.5207824055071504	3.5087462637154583	0.09248292417282296	0.6536590638902455	H1	H2	KIF25	protein_coding	6
ENSG00000154736	1.6696877323008537	2.554586629394892	7.476966777887516	0.012099463292627326	0.2210185845428061	H1	H2	ADAMTS5	protein_coding	21
ENSG00000059728	-1.6693492940197447	1.534652400170874	2.798094908273221	0.10852750539660866	0.6884939890171808	H1	H2	MXD1	protein_coding	2
ENSG00000135929	1.668985287999378	4.82713574169912	22.640174851872864	9.458522016230792e-5	0.0042104801998281175	H1	H2	CYP27A1	protein_coding	2
ENSG00000178732	-1.6667046068315605	1.3674791703304725	3.2597322977470204	0.09833910184927688	0.6536590638902455	H1	H2	GP5	protein_coding	3
ENSG00000184933	-1.6667046068315605	1.3674791703304725	3.2597322977470204	0.09833910184927688	0.6536590638902455	H1	H2	OR6A2	protein_coding	11
ENSG00000214285	-1.6658193997108246	2.0628975977919968	2.904181413000956	0.10242368180318794	0.6683506434400932	H1	H2	NPS	protein_coding	10
ENSG00000239998	-1.6634051415691704	1.5122501957858165	2.8432632917653704	0.10587807138842373	0.6794934645235322	H1	H2	LILRA2	protein_coding	19
ENSG00000132676	-1.6612131326260973	5.665259183018583	48.69462669431067	5.251831966576565e-7	4.4027275234683735e-5	H1	H2	DAP3	protein_coding	1
ENSG00000113905	-1.6599978719367083	1.5320149852260447	3.431156439760501	0.07743183254792199	0.6468146636848379	H1	H2	HRG	protein_coding	3
ENSG00000126351	-1.6596676994488193	5.356643723653305	39.4566163785357	2.5304494702982014e-6	1.775048079246886e-4	H1	H2	THRA	protein_coding	17
ENSG00000118689	1.6595423863401013	6.245404032183335	44.778875618902546	9.950794391609922e-7	7.92175799101374e-5	H1	H2	FOXO3	protein_coding	6
ENSG00000122034	-1.658574735570073	4.548487265727034	34.043772548693816	7.152490913946285e-6	4.3878865406130687e-4	H1	H2	GTF3A	protein_coding	13
ENSG00000185972	-1.656238576865505	1.5197331399415168	3.208409074948828	0.09248292192736189	0.6536590638902455	H1	H2	CCIN	protein_coding	9
ENSG00000102468	-1.6549703372515092	1.6556740272983597	4.288680252789595	0.05029043535841248	0.5027868525669322	H1	H2	HTR2A	protein_coding	13
ENSG00000157600	-1.6549281450278426	1.9548720434661244	4.588819950812045	0.04349388044799133	0.47086733570387074	H1	H2	TMEM164	protein_coding	X
ENSG00000184571	-1.654912935357202	1.529965826464661	2.956745294260916	0.09954842208554926	0.659648003258328	H1	H2	PIWIL3	protein_coding	22
ENSG00000141543	1.6547662440589863	1.3616285944010353	3.1216348375858014	0.09756979984800117	0.6536590638902455	H1	H2	EIF4A3	protein_coding	17
ENSG00000172146	-1.6534903977122026	1.670660486664659	3.3345264381607915	0.08143272493739573	0.6536590638902455	H1	H2	OR1A1	protein_coding	17
ENSG00000165244	1.6523459912440592	2.441412478779369	3.7749520598354267	0.06492081377626273	0.5843471368901355	H1	H2	ZNF367	protein_coding	9
ENSG00000135315	-1.6522992732077726	3.2614129118202255	10.099742884052835	0.004348609851038333	0.10337611973662794	H1	H2	CEP162	protein_coding	6
ENSG00000248712	-1.6519463724074703	2.8254803646093425	12.538569880412185	0.0018326679303542405	0.053346844040719696	H1	H2	DRC12	protein_coding	11
ENSG00000188581	1.650638079167711	1.509122001471314	3.4466252571672724	0.08364169198128252	0.6536590638902455	H1	H2	KRTAP1-1	protein_coding	17
ENSG00000172354	-1.6501910754809916	1.3648992503217254	3.3104289165636964	0.09833910110117582	0.6536590638902455	H1	H2	GNB2	protein_coding	7
ENSG00000183114	-1.6501910754809916	1.3648992503217254	3.3104289165636964	0.09833910110117582	0.6536590638902455	H1	H2	FAM43B	protein_coding	1
ENSG00000198315	-1.6490806472472812	3.2161193200698355	12.324649480829727	0.0019712390155575644	0.055938839207111096	H1	H2	ZKSCAN8	protein_coding	6
ENSG00000072080	-1.6485268896606562	1.5150044736435215	3.6927187484626605	0.0924829222302711	0.6536590638902455	H1	H2	SPP2	protein_coding	2
ENSG00000121270	-1.6469361954813808	2.498779221944621	8.143182883947002	0.00923111512532108	0.1832943926740088	H1	H2	ABCC11	protein_coding	16
ENSG00000164638	1.646451017928284	7.796274634081616	94.78074422537794	1.9457601721249197e-9	3.055379000558727e-7	H1	H2	SLC29A4	protein_coding	7
ENSG00000100811	1.6463799102677534	6.499842270160927	61.80382742777717	7.833615399668164e-8	8.17561958419026e-6	H1	H2	YY1	protein_coding	14
ENSG00000111241	1.6444227185172196	1.3598698108963128	3.7412619925097848	0.09348547267167413	0.6536590638902455	H1	H2	FGF6	protein_coding	12
ENSG00000204427	1.6444227185172196	1.3598698108963128	3.7412619925097848	0.09348547267167413	0.6536590638902455	H1	H2	ABHD16A	protein_coding	6
ENSG00000138767	-1.6442768585606307	6.69016798330211	47.626739220265236	6.228838284299946e-7	5.1503766219361286e-5	H1	H2	CNOT6L	protein_coding	4
ENSG00000109738	1.644232564544727	2.1688145280705604	3.9063613525698933	0.06076293479716981	0.562172103777491	H1	H2	GLRB	protein_coding	4
ENSG00000166455	1.6442100100324095	3.536919797614341	18.828224629065172	2.6307565420547857e-4	0.010518914944169037	H1	H2	C16orf46	protein_coding	16
ENSG00000288611	-1.6419867599399132	1.6578065637668011	3.811006970317322	0.06374851976207428	0.5793351116348492	H1	H2	NPBWR1	protein_coding	8
ENSG00000145569	1.6416378348245813	1.511119799027484	3.874442051970631	0.08364169140697186	0.6536590638902455	H1	H2	OTULINL	protein_coding	5
ENSG00000177119	-1.6410890899847566	1.686902036749673	3.247953062867836	0.08522094465268153	0.6536590638902455	H1	H2	ANO6	protein_coding	12
ENSG00000152467	1.6403361847974287	1.3611194751773896	3.481651297448358	0.09348547934185104	0.6536590638902455	H1	H2	ZSCAN1	protein_coding	19
ENSG00000204052	1.6403361847974287	1.3611194751773896	3.481651297448358	0.09348547934185104	0.6536590638902455	H1	H2	LRRC73	protein_coding	6
ENSG00000189298	1.6400874304021618	1.3591175939994717	3.1789611942259177	0.09481221622137713	0.6536590638902455	H1	H2	ZKSCAN3	protein_coding	6
ENSG00000115204	1.639325322442675	1.5107973507781904	3.8570341208424592	0.083641691478048	0.6536590638902455	H1	H2	MPV17	protein_coding	2
ENSG00000289325	1.6392029228419975	1.660956362818323	2.9135995541657707	0.10190145379398173	0.6669771637238208	H1	H2		protein_coding	10
ENSG00000100014	1.6371084956331712	1.3586148117917498	3.7850946991141123	0.09348547214437568	0.6536590638902455	H1	H2	SPECC1L	protein_coding	22
ENSG00000067840	-1.6365833001937948	1.5134156557173795	4.072020923228358	0.09248292358021873	0.6536590638902455	H1	H2	PDZD4	protein_coding	X
ENSG00000122126	-1.6356599528289235	1.6660733172593274	3.0547636491679167	0.09443414565292363	0.6536590638902455	H1	H2	OCRL	protein_coding	X
ENSG00000102145	-1.6350235936074582	1.3610161520807256	3.0367385882159224	0.10183258449121357	0.6669771637238208	H1	H2	GATA1	protein_coding	X
ENSG00000105997	-1.6350235936074582	1.3610161520807256	3.0367385882159224	0.10183258449121357	0.6669771637238208	H1	H2	HOXA3	protein_coding	7
ENSG00000181323	-1.6350235936074582	1.3610161520807256	3.0367385882159224	0.10183258449121357	0.6669771637238208	H1	H2	SPEM1	protein_coding	17
ENSG00000203710	-1.6350235936074582	1.3610161520807256	3.0367385882159224	0.10183258449121357	0.6669771637238208	H1	H2	CR1	protein_coding	1
ENSG00000204595	-1.6350235936074582	1.3610161520807256	3.0367385882159224	0.10183258449121357	0.6669771637238208	H1	H2	DPRX	protein_coding	19
ENSG00000164615	1.6348840648453726	1.3582941808554967	3.790762934601161	0.0934854721226597	0.6536590638902455	H1	H2	CAMLG	protein_coding	5
ENSG00000172399	1.6348840648453726	1.3582941808554967	3.790762934601161	0.0934854721226597	0.6536590638902455	H1	H2	MYOZ2	protein_coding	4
ENSG00000206077	-1.6347873015187155	3.944809229882344	14.943192627347106	8.35514381506601e-4	0.02787653831163155	H1	H2	ZDHHC11B	protein_coding	5
ENSG00000185271	1.6342826677293572	1.7817010210745285	3.4898408049611067	0.07511264745280125	0.637712338195509	H1	H2	KLHL33	protein_coding	14
ENSG00000064201	1.634133988281854	1.3581121117107142	3.201587826937498	0.09374956862268091	0.6536590638902455	H1	H2	TSPAN32	protein_coding	11
ENSG00000270885	1.634133988281854	1.3581121117107142	3.201587826937498	0.09374956862268091	0.6536590638902455	H1	H2	RASL10B	protein_coding	17
ENSG00000181617	1.6334917496884636	1.5057921422137663	3.983669987556187	0.08364169162001674	0.6536590638902455	H1	H2	FDCSP	protein_coding	4
ENSG00000133138	-1.6322329378694582	1.8090556257461303	3.3597826766969443	0.08036446414256375	0.6536590638902455	H1	H2	TBC1D8B	protein_coding	X
ENSG00000164241	-1.6320090434242769	1.3621954347583118	3.3586404919522184	0.09833910046494902	0.6536590638902455	H1	H2	C5orf63	protein_coding	5
ENSG00000204003	-1.6320090434242769	1.3621954347583118	3.3586404919522184	0.09833910046494902	0.6536590638902455	H1	H2		protein_coding	9
ENSG00000196776	-1.631566007802209	4.000004727992712	7.877221376881279	0.01075044514869571	0.20345354912740046	H1	H2	CD47	protein_coding	3
ENSG00000125843	1.6306471305685386	3.2009319268700747	12.132841199983588	0.0021053170758208997	0.05868828512988684	H1	H2	AP5S1	protein_coding	20
ENSG00000189099	-1.6302024834168436	1.677894855049223	3.768089368961906	0.0651467298030162	0.5859439975346428	H1	H2	PRSS48	protein_coding	4
ENSG00000115053	-1.6298560905250723	1.9189390800569135	5.747851706041818	0.02542639523067668	0.34871649100020996	H1	H2	NCL	protein_coding	2
ENSG00000110244	-1.6284340748863764	1.3598802840652848	3.6199442262310257	0.09833909357573327	0.6536590638902455	H1	H2	APOA4	protein_coding	11
ENSG00000197576	-1.6284340748863764	1.3598802840652848	3.6199442262310257	0.09833909357573327	0.6536590638902455	H1	H2	HOXA4	protein_coding	7
ENSG00000198924	-1.6284340748863764	1.3598802840652848	3.6199442262310257	0.09833909357573327	0.6536590638902455	H1	H2	DCLRE1A	protein_coding	10
ENSG00000148488	1.6276044040541762	1.35703981750417	3.836351871746912	0.09348547159536104	0.6536590638902455	H1	H2	ST8SIA6	protein_coding	10
ENSG00000124659	-1.6251196507850165	1.3593173671495797	3.637561863752823	0.09833909335637496	0.6536590638902455	H1	H2	TBCC	protein_coding	6
ENSG00000204614	-1.6251196507850165	1.3593173671495797	3.637561863752823	0.09833909335637496	0.6536590638902455	H1	H2	TRIM40	protein_coding	6
ENSG00000266826	-1.6251196507850165	1.3593173671495797	3.637561863752823	0.09833909335637496	0.6536590638902455	H1	H2	IGBP1C	protein_coding	17
ENSG00000283599	-1.6251196507850165	1.3593173671495797	3.637561863752823	0.09833909335637496	0.6536590638902455	H1	H2		protein_coding	X
ENSG00000131269	1.6249782559674113	3.3257141091089424	13.69114870778829	0.0012482943861625738	0.038846921297379294	H1	H2	ABCB7	protein_coding	X
ENSG00000154330	1.6246436176068126	1.356537357711262	3.8541455025043483	0.09348547140207278	0.6536590638902455	H1	H2	PGM5	protein_coding	9
ENSG00000283644	1.6246436176068126	1.356537357711262	3.8541455025043483	0.09348547140207278	0.6536590638902455	H1	H2	ETDC	protein_coding	X
ENSG00000164877	1.6236148426667698	1.661713181391064	4.384544153373604	0.047996876765559755	0.4954852489260077	H1	H2	MICALL2	protein_coding	7
ENSG00000166860	1.6231219997344313	1.5139513600354917	3.6875075500833123	0.08364169085382238	0.6536590638902455	H1	H2	ZBTB39	protein_coding	12
ENSG00000197930	-1.623012201025311	7.628813772585259	40.12994543045063	2.238512823625281e-6	1.5898085265215895e-4	H1	H2	ERO1A	protein_coding	14
ENSG00000109181	-1.6201287184537356	1.3605032674217377	3.3864264091038008	0.09833910012576777	0.6536590638902455	H1	H2	UGT2B10	protein_coding	4
ENSG00000170088	-1.6201287184537356	1.3605032674217377	3.3864264091038008	0.09833910012576777	0.6536590638902455	H1	H2	TMEM192	protein_coding	4
ENSG00000177791	-1.6201287184537356	1.3605032674217377	3.3864264091038008	0.09833910012576777	0.6536590638902455	H1	H2	MYOZ1	protein_coding	10
ENSG00000197713	-1.6201287184537356	1.3605032674217377	3.3864264091038008	0.09833910012576777	0.6536590638902455	H1	H2	RPE	protein_coding	2
ENSG00000197790	-1.6201287184537356	1.3605032674217377	3.3864264091038008	0.09833910012576777	0.6536590638902455	H1	H2	OR52M1	protein_coding	11
ENSG00000205445	-1.6201287184537356	1.3605032674217377	3.3864264091038008	0.09833910012576777	0.6536590638902455	H1	H2	KRTAP10-2	protein_coding	21
ENSG00000134153	-1.6185637596267772	1.3581821648553454	3.6757119416613016	0.09833909287473078	0.6536590638902455	H1	H2	EMC7	protein_coding	15
ENSG00000188771	-1.6185637596267772	1.3581821648553454	3.6757119416613016	0.09833909287473078	0.6536590638902455	H1	H2	PLET1	protein_coding	11
ENSG00000254636	-1.6185637596267772	1.3581821648553454	3.6757119416613016	0.09833909287473078	0.6536590638902455	H1	H2	ARMS2	protein_coding	10
ENSG00000119335	1.6177260737343568	1.3555681967544644	3.8713274232306545	0.09348547133628142	0.6536590638902455	H1	H2	SET	protein_coding	9
ENSG00000112232	-1.617572859122668	4.291240462802541	25.49305932164458	4.667842790286861e-5	0.0022505576675647863	H1	H2	KHDRBS2	protein_coding	6
ENSG00000126860	-1.6172775177423546	3.2694426509650873	14.86840852036374	8.554223613466932e-4	0.028374823908546513	H1	H2	EVI2A	protein_coding	17
ENSG00000170425	-1.6163078339646324	1.7731450335065924	3.274814228217164	0.08402420059788006	0.6536590638902455	H1	H2	ADORA2B	protein_coding	17
ENSG00000103316	-1.6155774511877798	6.408500327059545	2.9771270476116762	0.10568878872695846	0.6792578460611276	H1	H2	CRYM	protein_coding	16
ENSG00000143032	-1.6152658709213998	1.3576195610830226	3.111005424685145	0.09833909265537352	0.6536590638902455	H1	H2	BARHL2	protein_coding	1
ENSG00000146857	-1.6152658709213998	1.3576195610830226	3.111005424685145	0.09833909265537352	0.6536590638902455	H1	H2	STRA8	protein_coding	7
ENSG00000196388	-1.6152658709213998	1.3576195610830226	3.111005424685145	0.09833909265537352	0.6536590638902455	H1	H2	INCA1	protein_coding	17
ENSG00000039600	1.6151957529861427	1.3549633033394328	3.271388112725576	0.09348547085305706	0.6536590638902455	H1	H2	SOX30	protein_coding	5
ENSG00000178440	1.6151957529861427	1.3549633033394328	3.271388112725576	0.09348547085305706	0.6536590638902455	H1	H2	TIMM23B-AGAP6	protein_coding	10
ENSG00000204149	1.6151957529861427	1.3549633033394328	3.271388112725576	0.09348547085305706	0.6536590638902455	H1	H2	AGAP6	protein_coding	10
ENSG00000125459	-1.6151922850234228	1.8863019020642227	3.8174559152166747	0.0635413983526965	0.5782790310661758	H1	H2	MSTO1	protein_coding	1
ENSG00000139354	-1.6148389335680324	1.3576064314082388	3.6893411922662436	0.098339092756538	0.6536590638902455	H1	H2	GAS2L3	protein_coding	12
ENSG00000172061	-1.6148389335680324	1.3576064314082388	3.6893411922662436	0.098339092756538	0.6536590638902455	H1	H2	LRRC15	protein_coding	3
ENSG00000180644	1.6147987547292246	1.6535327592583027	4.123009150518676	0.05455359597108493	0.5308353318027799	H1	H2	PRF1	protein_coding	10
ENSG00000139187	-1.6124057538275185	3.421521057129936	13.474143984811121	0.0013404199962670775	0.04111582196435	H1	H2	KLRG1	protein_coding	12
ENSG00000101441	1.6105048275317213	1.35431478177627	3.9199495040302725	0.09348547080898163	0.6536590638902455	H1	H2	CST4	protein_coding	20
ENSG00000155115	1.6105048275317213	1.35431478177627	3.9199495040302725	0.09348547080898163	0.6536590638902455	H1	H2	GTF3C6	protein_coding	6
ENSG00000173511	1.6105048275317213	1.35431478177627	3.9199495040302725	0.09348547080898163	0.6536590638902455	H1	H2	VEGFB	protein_coding	11
ENSG00000094661	-1.6097398574466528	1.6421322190347836	2.5869285010583685	0.12199524129297534	0.7361442012602427	H1	H2	OR1I1	protein_coding	19
ENSG00000133275	1.6075672150942748	1.3538126770892072	3.938957011603924	0.09348547061569289	0.6536590638902455	H1	H2	CSNK1G2	protein_coding	19
ENSG00000102302	-1.6050348589854653	1.3559095089929671	3.7483906601040253	0.09833909205553695	0.6536590638902455	H1	H2	FGD1	protein_coding	X
ENSG00000120868	-1.6050348589854653	1.3559095089929671	3.7483906601040253	0.09833909205553695	0.6536590638902455	H1	H2	APAF1	protein_coding	12
ENSG00000171357	-1.6050348589854653	1.3559095089929671	3.7483906601040253	0.09833909205553695	0.6536590638902455	H1	H2	LURAP1	protein_coding	1
ENSG00000102886	1.6033460017376295	5.132087881762174	10.018395100627846	0.00519984662388024	0.11850942052507882	H1	H2	GDPD3	protein_coding	16
ENSG00000121073	-1.601429339714963	2.9595398075671184	13.67968844891403	0.0012529818749595545	0.03892202862397048	H1	H2	SLC35B1	protein_coding	17
ENSG00000136451	-1.6008113727705198	1.5062007298321565	3.2714520235741875	0.0924829215993076	0.6536590638902455	H1	H2	VEZF1	protein_coding	17
ENSG00000133874	1.6002039944185649	1.3529224742745942	3.9441051229841633	0.09348547072159621	0.6536590638902455	H1	H2	RNF122	protein_coding	8
ENSG00000255298	-1.6001167857224292	1.6591066748723664	2.945152397660537	0.1001743780689336	0.6622574951826449	H1	H2	OR8G5	protein_coding	11
ENSG00000169344	-1.599605139851512	1.6794417632716045	3.449938115658943	0.07668073689683287	0.6449471708728213	H1	H2	UMOD	protein_coding	16
ENSG00000115363	-1.5993222337273747	3.8957814103406894	7.584414499033844	0.01192814375745156	0.21882326747324857	H1	H2	EVA1A	protein_coding	2
ENSG00000158156	-1.5992480630378363	1.6583344720333864	3.3657864926599887	0.08011290465440077	0.6536590638902455	H1	H2	XKR8	protein_coding	1
ENSG00000165280	-1.5992314418138285	1.6651350141332997	3.945906510817975	0.059571814492662266	0.5544487095467142	H1	H2	VCP	protein_coding	9
ENSG00000125355	-1.5988949256055334	3.04707522178104	4.532301915844884	0.04530325523671074	0.48102389369202303	H1	H2	TMEM255A	protein_coding	X
ENSG00000162702	-1.5987728055620387	1.3550361594553	3.7626208884004244	0.09833909200843748	0.6536590638902455	H1	H2	ZNF281	protein_coding	1
ENSG00000198932	-1.5987728055620387	1.3550361594553	3.7626208884004244	0.09833909200843748	0.6536590638902455	H1	H2	GPRASP1	protein_coding	X
ENSG00000224109	-1.5987728055620387	1.3550361594553	3.7626208884004244	0.09833909200843748	0.6536590638902455	H1	H2	CENPVL3	protein_coding	X
ENSG00000088305	1.5981910762442386	1.3522396435393915	3.996916093760588	0.0934854700666784	0.6536590638902455	H1	H2	DNMT3B	protein_coding	20
ENSG00000127540	1.5981910762442386	1.3522396435393915	3.996916093760588	0.0934854700666784	0.6536590638902455	H1	H2	UQCR11	protein_coding	19
ENSG00000181804	-1.5977131773162707	1.8762959422753989	3.6456591280911135	0.06933222434897701	0.6054542612025972	H1	H2	SLC9A9	protein_coding	3
ENSG00000148331	-1.5973026289249737	1.772445594697353	5.1622112082373395	0.03320111154599873	0.41358822796311084	H1	H2	ASB6	protein_coding	9
ENSG00000184986	1.5966234791310692	4.758923612777166	5.782966355347573	0.02800166515227965	0.3692422964148062	H1	H2	TMEM121	protein_coding	14
ENSG00000144560	-1.5953130617049331	6.938942052083798	66.96655194188679	4.0199534619353985e-8	4.587034896965752e-6	H1	H2	VGLL4	protein_coding	3
ENSG00000103502	-1.5948530515328976	1.3542002442182948	3.1839196265069405	0.09833909145569969	0.6536590638902455	H1	H2	CDIPT	protein_coding	16
ENSG00000107593	-1.5948530515328976	1.3542002442182948	3.1839196265069405	0.09833909145569969	0.6536590638902455	H1	H2	PKD2L1	protein_coding	10
ENSG00000108406	-1.5948530515328976	1.3542002442182948	3.1839196265069405	0.09833909145569969	0.6536590638902455	H1	H2	DHX40	protein_coding	17
ENSG00000230453	-1.5948530515328976	1.3542002442182948	3.1839196265069405	0.09833909145569969	0.6536590638902455	H1	H2	ANKRD18B	protein_coding	9
ENSG00000156639	-1.5939966626862985	3.1690871357900505	8.791251629865258	0.007146750493379495	0.15157841566875271	H1	H2	ZFAND3	protein_coding	6
ENSG00000213995	1.5939782929035837	1.6299301800316361	3.351971342004912	0.08102848869186474	0.6536590638902455	H1	H2	NAXD	protein_coding	13
ENSG00000006116	1.5937151652690507	1.6299399190188482	2.9201897149182785	0.10153788284398424	0.6668927101909571	H1	H2	CACNG3	protein_coding	16
ENSG00000167771	1.5930375969335526	1.3516697966596056	3.9956848411237154	0.0934854701942979	0.6536590638902455	H1	H2	RCOR2	protein_coding	11
ENSG00000183426	1.5930375969335526	1.3516697966596056	3.9956848411237154	0.0934854701942979	0.6536590638902455	H1	H2	NPIPA1	protein_coding	16
ENSG00000221826	1.5930375969335526	1.3516697966596056	3.9956848411237154	0.0934854701942979	0.6536590638902455	H1	H2	PSG3	protein_coding	19
ENSG00000234616	1.5926762049913772	5.631463113732972	4.170237594051546	0.0591077801875654	0.553936708265824	H1	H2	JRK	protein_coding	8
ENSG00000271949	1.5926609845685178	2.849958648943175	6.737231860312596	0.016498575504376344	0.27022929984010097	H1	H2		protein_coding	1
ENSG00000183161	-1.592299192760551	1.3539023352142825	3.804900913110113	0.09833909152679443	0.6536590638902455	H1	H2	FANCF	protein_coding	11
ENSG00000189283	-1.591189787701376	1.9206523451486044	4.003801426850651	0.057875684124523444	0.5491131981570639	H1	H2	FHIT	protein_coding	3
ENSG00000143258	1.5901217202406583	1.3511679633698372	4.015878390563063	0.09348547000100835	0.6536590638902455	H1	H2	USP21	protein_coding	1
ENSG00000063015	1.589885799851423	1.3514272298012449	3.9830995080274056	0.09348547042372828	0.6536590638902455	H1	H2	SEZ6	protein_coding	17
ENSG00000129991	1.589885799851423	1.3514272298012449	3.9830995080274056	0.09348547042372828	0.6536590638902455	H1	H2	TNNI3	protein_coding	19
ENSG00000138684	1.589885799851423	1.3514272298012449	3.9830995080274056	0.09348547042372828	0.6536590638902455	H1	H2	IL21	protein_coding	4
ENSG00000267110	1.589885799851423	1.3514272298012449	3.9830995080274056	0.09348547042372828	0.6536590638902455	H1	H2		protein_coding	19
ENSG00000116478	-1.589041727837982	1.353340372309005	3.8253771375142085	0.09833909130743597	0.6536590638902455	H1	H2	HDAC1	protein_coding	1
ENSG00000134595	-1.589041727837982	1.353340372309005	3.8253771375142085	0.09833909130743597	0.6536590638902455	H1	H2	SOX3	protein_coding	X
ENSG00000138326	-1.589041727837982	1.353340372309005	3.8253771375142085	0.09833909130743597	0.6536590638902455	H1	H2	RPS24	protein_coding	10
ENSG00000173908	-1.589041727837982	1.353340372309005	3.8253771375142085	0.09833909130743597	0.6536590638902455	H1	H2	KRT28	protein_coding	17
