isoform_id	OTHER	SP_Sec_SPI	CS_Position	aa_removed	transcriptClevageAfter	genomicClevageAfter	has_signal_peptide
ENST00000366988.5	6.59e-4	0.999314	CS pos: 31-32. Pr: 0.9599	31	117	212433036	yes
ENST00000367136.5	2.1e-4	0.999755	CS pos: 25-26. Pr: 0.9570	25	135	205849998	yes
ENST00000367330.6	2.18e-4	0.999743	CS pos: 20-21. Pr: 0.9809	20	611	201153864	yes
ENST00000367332.5	1.98e-4	0.999758	CS pos: 20-21. Pr: 0.9798	20	153	201153864	yes
ENST00000367333.6	2.18e-4	0.999743	CS pos: 20-21. Pr: 0.9809	20	181	201153864	yes
ENST00000367334.9	2.18e-4	0.999743	CS pos: 20-21. Pr: 0.9809	20	146	201153864	yes
ENST00000367399.6	0.016597	0.983362	CS pos: 27-28. Pr: 0.9344	27	81	197328432	yes
ENST00000367400.8	0.016597	0.983362	CS pos: 27-28. Pr: 0.9344	27	242	197328432	yes
ENST00000367419.10	3.19e-4	0.99963900000000006	CS pos: 23-24. Pr: 0.9780	23	109	149566483	yes
ENST00000367667.5	2.47e-4	0.999715	CS pos: 18-19. Pr: 0.9760	18	290	176149063	yes
ENST00000367865.5	0.27461	0.725373	CS pos: 23-24. Pr: 0.6047	23	640	167365483	yes
ENST00000368094.6	0.122484	0.87752	CS pos: 20-21. Pr: 0.8975	20	275	159943150	yes
ENST00000368124.8	1.99e-4	0.999751	CS pos: 24-25. Pr: 0.9741	24	229	159171837	yes
ENST00000368125.9	2.13e-4	0.99977799999999994	CS pos: 24-25. Pr: 0.9700	24	223	159171837	yes
ENST00000368676.8	2.95e-4	0.999681	CS pos: 28-29. Pr: 0.9731	28	394	126388062	yes
ENST00000368679.8	2.95e-4	0.999688	CS pos: 28-29. Pr: 0.9731	28	394	126388062	yes
ENST00000368912.7	1.96e-4	0.999751	CS pos: 24-25. Pr: 0.9784	24	201	151142550	yes
ENST00000368913.7	1.96e-4	0.999751	CS pos: 24-25. Pr: 0.9784	24	201	151142550	yes
ENST00000368914.8	1.96e-4	0.999751	CS pos: 24-25. Pr: 0.9784	24	375	151142550	yes
ENST00000368984.8	2.17e-4	0.999749	CS pos: 22-23. Pr: 0.9788	22	166	122461718	yes
ENST00000369134.9	0.118346	0.88161	CS pos: 31-32. Pr: 0.8126	31	516	101399370	yes
ENST00000369138.5	0.118346	0.88161	CS pos: 31-32. Pr: 0.8126	31	583	101399370	yes
ENST00000369297.1	2.86e-4	0.999675	CS pos: 27-28. Pr: 0.9672	27	287	93419261	yes
ENST00000369303.9	2.86e-4	0.999675	CS pos: 27-28. Pr: 0.9672	27	299	93419261	yes
ENST00000369649.8	0.07334	0.926643	CS pos: 44-45. Pr: 0.7870	44	347	154488809	yes
ENST00000369762.7	0.331874	0.668116	CS pos: 40-41. Pr: 0.6014	40	136	154428812	yes
ENST00000370055.5	0.119886	0.880074	CS pos: 19-20. Pr: 0.7327	19	255	153875780	yes
ENST00000370060.7	0.062762	0.937208	CS pos: 19-20. Pr: 0.7669	19	274	153875780	yes
ENST00000370103.9	0.127711	0.872265	CS pos: 24-25. Pr: 0.5248	24	182	101837023	yes
ENST00000370399.6	2.33e-4	0.999756	CS pos: 20-21. Pr: 0.9539	20	744	91861472	yes
ENST00000370621.7	2.25e-4	0.999724	CS pos: 21-22. Pr: 0.9767	21	590	65495348	yes
ENST00000371059.7	0.269509	0.730479	CS pos: 21-22. Pr: 0.6090	21	248	65570495	yes
ENST00000371060.7	0.269509	0.730479	CS pos: 21-22. Pr: 0.6090	21	248	65570495	yes
ENST00000371177.2	4e-4	0.999587	CS pos: 37-38. Pr: 0.9538	37	124	61725010	yes
ENST00000371217.10	2.02e-4	0.999779	CS pos: 22-23. Pr: 0.9776	22	94	95693834	yes
ENST00000371413.4	5.55e-4	0.999417	CS pos: 34-35. Pr: 0.9739	34	102	93758246	yes
ENST00000371418.9	5.55e-4	0.999417	CS pos: 34-35. Pr: 0.9739	34	311	93758246	yes
ENST00000371601.5	6.64e-4	0.999316	CS pos: 34-35. Pr: 0.8834	34	290	137045888	yes
ENST00000371666.8	6.36e-4	0.999315	CS pos: 25-26. Pr: 0.6108	25	108	118727713	yes
ENST00000372269.7	3.3e-4	0.99964	CS pos: 17-18. Pr: 0.9338	17	121	131270373	yes
ENST00000372689.9	2.12e-4	0.999735	CS pos: 23-24. Pr: 0.9067	23	89	45416225	yes
ENST00000372838.9	2.24e-4	0.999736	CS pos: 22-23. Pr: 0.9824	22	87	128420943	yes
ENST00000373008.7	2.3e-4	0.999739	CS pos: 17-18. Pr: 0.9791	17	184	73074833	yes
ENST00000373144.7	9.05e-4	0.999067	CS pos: 30-31. Pr: 0.9602	30	319	127894617	yes
ENST00000373593.5	0.00155	0.998456	CS pos: 23-24. Pr: 0.7926	23	90	32221966	yes
ENST00000373655.6	3.34e-4	0.999631	CS pos: 32-33. Pr: 0.9774	32	438	31756741	yes
ENST00000373658.8	3.34e-4	0.999631	CS pos: 32-33. Pr: 0.9774	32	743	31756741	yes
ENST00000373779.8	2.37e-4	0.999743	CS pos: 18-19. Pr: 0.9763	18	177	29236698	yes
ENST00000374051.7	0.007787	0.992204	CS pos: 37-38. Pr: 0.9110	37	433	71147860	yes
ENST00000374644.8	7.53e-4	0.999227	CS pos: 27-28. Pr: 0.9569	27	153	22563716	yes
ENST00000374695.8	3.41e-4	0.999609	CS pos: 25-26. Pr: 0.4491	25	168	21896299	yes
ENST00000374786.5	2.33e-4	0.999731	CS pos: 33-34. Pr: 0.9401	33	578	131911580	yes
ENST00000374791.7	2.59e-4	0.999704	CS pos: 33-34. Pr: 0.9700	33	428	131911580	yes
ENST00000375708.4	3.76e-4	0.999585	CS pos: 33-34. Pr: 0.9622	33	364	91775817	yes
ENST00000375838.5	2.56e-4	0.999717	CS pos: 25-26. Pr: 0.9750	25	239	15529180	yes
ENST00000375847.8	2.56e-4	0.999717	CS pos: 25-26. Pr: 0.9750	25	204	15529180	yes
ENST00000375849.5	2.56e-4	0.999717	CS pos: 25-26. Pr: 0.9750	25	239	15529180	yes
ENST00000376208.6	0.001403	0.998554	CS pos: 31-32. Pr: 0.9599	31	1031	84670841	yes
ENST00000376712.4	0.003624	0.996359	CS pos: 31-32. Pr: 0.8736	31	174	96053220	yes
ENST00000376714.7	0.003624	0.996359	CS pos: 31-32. Pr: 0.8736	31	263	96053220	yes
ENST00000376747.8	0.003624	0.996359	CS pos: 31-32. Pr: 0.8736	31	182	96053220	yes
ENST00000376918.7	2.53e-4	0.999718	CS pos: 25-26. Pr: 0.9772	25	121	50476619	yes
ENST00000377298.9	3.42e-4	0.999628	CS pos: 28-29. Pr: 0.9750	28	316	9823650	yes
ENST00000377369.7	2.49e-4	0.999717	CS pos: 23-24. Pr: 0.9796	23	263	17953345	yes
ENST00000377371.3	2.49e-4	0.999717	CS pos: 23-24. Pr: 0.9796	23	267	17953345	yes
ENST00000377374.8	2.49e-4	0.999717	CS pos: 23-24. Pr: 0.9796	23	289	17953345	yes
ENST00000377966.4	2.11e-4	0.999767	CS pos: 26-27. Pr: 0.9713	26	164	36037076	yes
ENST00000378406.5	0.00251	0.997477	CS pos: 24-25. Pr: 0.9589	24	138	35658451	yes
ENST00000378407.7	0.00251	0.997462	CS pos: 24-25. Pr: 0.9589	24	148	35658451	yes
ENST00000378409.7	0.00251	0.997476	CS pos: 24-25. Pr: 0.9589	24	162	35658451	yes
ENST00000378539.5	0.163311	0.836661	CS pos: 23-24. Pr: 0.7241	23	446	132508625	yes
ENST00000379024.8	3.55e-4	0.999602	CS pos: 29-30. Pr: 0.9763	29	497	108239978	yes
ENST00000379028.8	3.55e-4	0.999598	CS pos: 29-30. Pr: 0.9763	29	612	108239978	yes
ENST00000379086.5	1.84e-4	0.999808	CS pos: 21-22. Pr: 0.9774	21	284	132218564	yes
ENST00000379104.7	1.84e-4	0.999808	CS pos: 21-22. Pr: 0.9774	21	145	132218564	yes
ENST00000379214.9	1.83e-4	0.9998	CS pos: 24-25. Pr: 0.3712	24	560	27472231	yes
ENST00000379241.7	3.1e-4	0.999665	CS pos: 26-27. Pr: 0.9786	26	204	36729451	yes
ENST00000379242.8	3.1e-4	0.999665	CS pos: 26-27. Pr: 0.9786	26	363	36729451	yes
ENST00000379325.7	2.46e-4	0.999745	CS pos: 18-19. Pr: 0.9768	18	225	1091490	yes
ENST00000379339.5	2.59e-4	0.999708	CS pos: 18-19. Pr: 0.9731	18	265	1091490	yes
ENST00000379391.7	0.259882	0.740099	CS pos: 43-44. Pr: 0.3680	43	147	57072911	yes
ENST00000379442.7	0.365007	0.634979	CS pos: 16-17. Pr: 0.3659	16	48	100969670	yes
ENST00000379757.9	0.354589	0.645402	CS pos: 31-32. Pr: 0.6141	31	105	7910684	yes
ENST00000380575.8	7.16e-4	0.999247	CS pos: 26-27. Pr: 0.9629	26	109	74028265	yes
ENST00000380576.9	2.85e-4	0.999684	CS pos: 26-27. Pr: 0.9718	26	91	74028265	yes
ENST00000380584.8	2.85e-4	0.999684	CS pos: 26-27. Pr: 0.9718	26	108	74028265	yes
ENST00000381150.5	2.31e-4	0.999744	CS pos: 22-23. Pr: 0.9772	22	457	20224802	yes
ENST00000381196.9	2.2e-4	0.999739	CS pos: 20-21. Pr: 0.9806	20	1082	8733784	yes
ENST00000381269.6	0.004376	0.995597	CS pos: 32-33. Pr: 0.5952	32	850	70168327	yes
ENST00000381395.5	2.02e-4	0.99977	CS pos: 24-25. Pr: 0.9690	24	181	2135452	yes
ENST00000382020.8	0.132988	0.866983	CS pos: 41-42. Pr: 0.7883	41	331	15540553	yes
ENST00000382065.8	2.46e-4	0.999717	CS pos: 22-23. Pr: 0.9783	22	154	34043060	yes
ENST00000382100.8	2.14e-4	0.999753	CS pos: 24-25. Pr: 0.8723	24	475	2622261	yes
ENST00000382263.3	2.36e-4	0.999732	CS pos: 29-30. Pr: 0.9787	29	271	23593362	yes
ENST00000382264.7	0.444751	0.55524	CS pos: 26-27. Pr: 0.4882	26	431	33243695	yes
ENST00000382275.6	2.14e-4	0.999779	CS pos: 24-25. Pr: 0.9802	24	562	19838915	yes
ENST00000382363.8	0.104683	0.89528	CS pos: 43-44. Pr: 0.7757	43	227	30387185	yes
ENST00000383699.8	2.7e-4	0.999688	CS pos: 23-24. Pr: 0.9592	23	688	85726529	yes
ENST00000383738.6	0.004144	0.995836	CS pos: 29-30. Pr: 0.8449	29	2186	47578607	yes
ENST00000383811.8	0.001242	0.99876	CS pos: 29-30. Pr: 0.9686	29	692	9934525	yes
ENST00000383814.8	2.08e-4	0.999781	CS pos: 23-24. Pr: 0.9816	23	154	9903001	yes
ENST00000383843.9	5.93e-4	0.999408	CS pos: 33-34. Pr: 0.9635	33	118	4467147	yes
ENST00000389048.8	6.96e-4	0.999336	CS pos: 20-21. Pr: 0.9197	20	987	29920600	yes
ENST00000389142.10	0.002135	0.997846	CS pos: 27-28. Pr: 0.9131	27	402	57694242	yes
ENST00000389428.7	1.87e-4	0.99977799999999994	CS pos: 20-21. Pr: 0.9799	20	499	47759858	yes
ENST00000389858.4	1.85e-4	0.999771	CS pos: 24-25. Pr: 0.4176	24	545	27472231	yes
ENST00000389975.7	3.1e-4	0.999665	CS pos: 26-27. Pr: 0.9786	26	380	36729451	yes
ENST00000392225.7	2.24e-4	0.999743	CS pos: 19-20. Pr: 0.9784	19	577	35134624	yes
ENST00000392365.5	2.74e-4	0.99969	CS pos: 28-29. Pr: 0.9758	28	112	187503685	yes
ENST00000392370.8	3.06e-4	0.999669	CS pos: 33-34. Pr: 0.9772	33	572	187383291	yes
ENST00000392693.7	1.97e-4	0.999774	CS pos: 25-26. Pr: 0.9767	25	203	126023402	yes
ENST00000393078.5	2.03e-4	0.99978	CS pos: 23-24. Pr: 0.9783	23	134	94614510	yes
ENST00000393080.8	2.03e-4	0.999777	CS pos: 23-24. Pr: 0.9783	23	137	94614510	yes
ENST00000393158.7	0.003063	0.996919	CS pos: 17-18. Pr: 0.8735	17	271	104163877	yes
ENST00000393229.4	2.72e-4	0.999712	CS pos: 17-18. Pr: 0.9768	17	716	132166882	yes
ENST00000393380.6	2.25e-4	0.999724	CS pos: 21-22. Pr: 0.9767	21	601	65495348	yes
ENST00000393386.7	5.27e-4	0.999438	CS pos: 24-25. Pr: 0.9570	24	411	121928169	yes
ENST00000393587.4	0.07334	0.926643	CS pos: 44-45. Pr: 0.7870	44	396	154488809	yes
ENST00000393928.6	0.476779	0.523208	CS pos: 18-19. Pr: 0.4887	18	88	41811862	yes
ENST00000394156.7	2.04e-4	0.999791	CS pos: 22-23. Pr: 0.9798	22	520	65004804	yes
ENST00000394635.8	3.66e-4	0.999603	CS pos: 18-19. Pr: 0.9485	18	82	109801918	yes
ENST00000394833.6	0.299318	0.700672	CS pos: 24-25. Pr: 0.3648	24	549	102344591	yes
ENST00000394890.7	2.3e-4	0.99975	CS pos: 17-18. Pr: 0.9791	17	184	73074833	yes
ENST00000395052.8	2.12e-4	0.99976	CS pos: 18-19. Pr: 0.9813	18	290	51709037	yes
ENST00000395080.8	1.91e-4	0.999767	CS pos: 16-17. Pr: 0.9774	16	149	87976943	yes
ENST00000395436.7	0.381433	0.618562	CS pos: 44-45. Pr: 0.5560	44	385	56068489	yes
ENST00000395487.6	4.73e-4	0.999481	CS pos: 25-26. Pr: 0.9618	25	171	44875331	yes
ENST00000395751.8	0.39066	0.609322	CS pos: 27-28. Pr: 0.3422	27	2184	17817338	yes
ENST00000395855.7	0.007787	0.992204	CS pos: 37-38. Pr: 0.9110	37	455	71147860	yes
ENST00000395882.6	0.001403	0.998539	CS pos: 31-32. Pr: 0.9599	31	1031	84670841	yes
ENST00000396033.6	1.97e-4	0.999765	CS pos: 20-21. Pr: 0.9759	20	196	32935499	yes
ENST00000396151.7	0.1009	0.89906	CS pos: 38-39. Pr: 0.8607	38	613	78985135	yes
ENST00000396505.7	4.72e-4	0.999494	CS pos: 29-30. Pr: 0.3197	29	326	12008496	yes
ENST00000396819.8	2.13e-4	0.999765	CS pos: 26-27. Pr: 0.9729	26	97	40601465	yes
ENST00000397090.4	1.76e-4	0.999804	CS pos: 21-22. Pr: 0.9748	21	321	38457384	yes
ENST00000397091.9	1.76e-4	0.999807	CS pos: 21-22. Pr: 0.9748	21	812	38457384	yes
ENST00000397113.6	1.76e-4	0.999807	CS pos: 21-22. Pr: 0.9748	21	380	38457384	yes
ENST00000397511.6	0.191199	0.808767	CS pos: 21-22. Pr: 0.7754	21	141	7313058	yes
ENST00000397611.7	2.2e-4	0.999739	CS pos: 20-21. Pr: 0.9806	20	166	8733784	yes
ENST00000397618.7	0.003624	0.996357	CS pos: 31-32. Pr: 0.8736	31	181	96053220	yes
ENST00000397799.2	3.51e-4	0.99963900000000006	CS pos: 21-22. Pr: 0.8707	21	290	36100180	yes
ENST00000398022.7	2.12e-4	0.99978	CS pos: 23-24. Pr: 0.9779	23	96	32133066	yes
ENST00000398484.6	2.97e-4	0.999682	CS pos: 25-26. Pr: 0.5434	25	655	1012560	yes
ENST00000398542.5	2.62e-4	0.999712	CS pos: 20-21. Pr: 0.9762	20	532	31756741	yes
ENST00000398547.5	2.62e-4	0.999712	CS pos: 20-21. Pr: 0.9762	20	114	31756741	yes
ENST00000398556.7	0.228792	0.77117	CS pos: 35-36. Pr: 0.7174	35	178	31756741	yes
ENST00000399429.8	2.54e-4	0.999708	CS pos: 23-24. Pr: 0.9752	23	230	7532807	yes
ENST00000399903.7	2.3e-4	0.999733	CS pos: 19-20. Pr: 0.9761	19	465	2964334	yes
ENST00000400186.7	3.09e-4	0.999683	CS pos: 29-30. Pr: 0.8258	29	372	4637557	yes
ENST00000400606.6	2.25e-4	0.999735	CS pos: 20-21. Pr: 0.9796	20	205	618060	yes
ENST00000401399.5	2.08e-4	0.999767	CS pos: 24-25. Pr: 0.9748	24	271	204944387	yes
ENST00000401530.5	3.1e-4	0.999665	CS pos: 26-27. Pr: 0.9786	26	193	36729451	yes
ENST00000401669.7	2.62e-4	0.999726	CS pos: 30-31. Pr: 0.9669	30	1163	51028184	yes
ENST00000401884.5	2.75e-4	0.99972	CS pos: 24-25. Pr: 0.9653	24	72	240998909	yes
ENST00000402613.4	2.37e-4	0.999743	CS pos: 24-25. Pr: 0.9512	24	428	54542802	yes
ENST00000402687.9	0.176864	0.823112	CS pos: 22-23. Pr: 0.7471	22	735	69564041	yes
ENST00000403080.5	2.08e-4	0.999767	CS pos: 24-25. Pr: 0.9748	24	359	204944387	yes
ENST00000404220.7	0.444751	0.55524	CS pos: 26-27. Pr: 0.4882	26	407	33243695	yes
ENST00000404755.7	2.14e-4	0.999786	CS pos: 22-23. Pr: 0.9260	22	193	29206104	yes
ENST00000404792.5	3.17e-4	0.999658	CS pos: 30-31. Pr: 0.9760	30	1012	72000412	yes
ENST00000404820.7	2.14e-4	0.999786	CS pos: 22-23. Pr: 0.9260	22	193	29206104	yes
ENST00000404895.7	0.001656	0.998311	CS pos: 33-34. Pr: 0.9481	33	409	35235883	yes
ENST00000404971.5	2.62e-4	0.999726	CS pos: 30-31. Pr: 0.9669	30	1430	51028184	yes
ENST00000405315.9	2.36e-4	0.999747	CS pos: 26-27. Pr: 0.9773	26	150	48900874	yes
ENST00000405420.2	5.93e-4	0.999406	CS pos: 33-34. Pr: 0.9635	33	127	4467147	yes
ENST00000405547.7	2.75e-4	0.99972	CS pos: 24-25. Pr: 0.9653	24	72	240998909	yes
ENST00000405581.3	2.62e-4	0.999726	CS pos: 30-31. Pr: 0.9669	30	1151	51028184	yes
ENST00000405615.2	2.78e-4	0.999661	CS pos: 16-17. Pr: 0.9540	16	48	85726529	yes
ENST00000406316.6	2.62e-4	0.999726	CS pos: 30-31. Pr: 0.9669	30	1592	51028184	yes
ENST00000406595.5	2.28e-4	0.999749	CS pos: 28-29. Pr: 0.9775	28	114	52830559	yes
ENST00000407479.5	2.09e-4	0.999757	CS pos: 22-23. Pr: 0.9768	22	250	3655439	yes
ENST00000407528.6	2.56e-4	0.99973	CS pos: 24-25. Pr: 0.9739	24	134	85802057	yes
ENST00000407838.7	2.37e-4	0.999743	CS pos: 24-25. Pr: 0.9512	24	478	54542802	yes
ENST00000409088.3	2.75e-4	0.999706	CS pos: 30-31. Pr: 0.9773	30	505	77519779	yes
ENST00000409093.1	2.75e-4	0.999702	CS pos: 30-31. Pr: 0.9773	30	427	77519779	yes
ENST00000409251.7	2.97e-4	0.999648	CS pos: 34-35. Pr: 0.8793	34	268	219309231	yes
ENST00000409282.1	3.91e-4	0.999571	CS pos: 31-32. Pr: 0.9758	31	188	77519779	yes
ENST00000409293.6	2.25e-4	0.99977799999999994	CS pos: 26-27. Pr: 0.9720	26	98	1275627	yes
ENST00000409450.7	2.77e-4	0.999728	CS pos: 24-25. Pr: 0.6454	24	145	112138727	yes
ENST00000409663.7	0.002859	0.997103	CS pos: 40-41. Pr: 0.8701	40	172	153466517	yes
ENST00000409676.5	2.74e-4	0.99969	CS pos: 28-29. Pr: 0.9758	28	349	187503685	yes
ENST00000409884.6	2.75e-4	0.999706	CS pos: 30-31. Pr: 0.9773	30	505	77519779	yes
ENST00000409959.8	0.002859	0.997103	CS pos: 40-41. Pr: 0.8701	40	158	153466517	yes
ENST00000409998.5	3.06e-4	0.999669	CS pos: 33-34. Pr: 0.9772	33	848	187383291	yes
ENST00000410068.5	3.06e-4	0.999669	CS pos: 33-34. Pr: 0.9772	33	407	187383291	yes
ENST00000411539.7	0.015992	0.983982	CS pos: 43-44. Pr: 0.9302	43	378	90201707	yes
ENST00000411582.4	3.76e-4	0.999608	CS pos: 31-32. Pr: 0.9714	31	203	100894140	yes
ENST00000411589.6	2.82e-4	0.999679	CS pos: 26-27. Pr: 0.9720	26	296	118532157	yes
ENST00000412389.5	3.76e-4	0.999608	CS pos: 31-32. Pr: 0.9714	31	249	100894140	yes
ENST00000413756.5	2.73e-4	0.999708	CS pos: 25-26. Pr: 0.9786	25	98	56068489	yes
ENST00000413765.6	3.55e-4	0.999598	CS pos: 29-30. Pr: 0.9763	29	573	108239978	yes
ENST00000413869.5	0.00451	0.995467	CS pos: 20-21. Pr: 0.8945	20	266	190564349	yes
ENST00000414324.5	7.16e-4	0.999241	CS pos: 26-27. Pr: 0.9629	26	137	74028265	yes
ENST00000415950.5	0.003442	0.99654	CS pos: 19-20. Pr: 0.7569	19	408	35032544	yes
ENST00000416167.7	2.02e-4	0.999786	CS pos: 24-25. Pr: 0.9690	24	1239	2135452	yes
ENST00000417122.7	1.97e-4	0.999765	CS pos: 20-21. Pr: 0.9759	20	408	32935499	yes
ENST00000417599.6	8.88e-4	0.999098	CS pos: 22-23. Pr: 0.9718	22	196	2159882	yes
ENST00000419336.6	3.76e-4	0.999608	CS pos: 31-32. Pr: 0.9714	31	198	100894140	yes
ENST00000419716.7	0.176864	0.823112	CS pos: 22-23. Pr: 0.7471	22	627	69564041	yes
ENST00000420357.5	0.001656	0.998311	CS pos: 33-34. Pr: 0.9481	33	119	35235883	yes
ENST00000421241.7	2.46e-4	0.999745	CS pos: 18-19. Pr: 0.9768	18	219	1091490	yes
ENST00000421865.3	2.41e-4	0.999743	CS pos: 22-23. Pr: 0.9723	22	174	128883311	yes
ENST00000422485.5	0.00451	0.995469	CS pos: 20-21. Pr: 0.8945	20	270	190564349	yes
ENST00000422704.7	3.26e-4	0.999645	CS pos: 23-24. Pr: 0.9772	23	573	89405388	yes
ENST00000422940.5	0.00451	0.995469	CS pos: 20-21. Pr: 0.8945	20	179	190564349	yes
ENST00000423507.6	0.163311	0.836661	CS pos: 23-24. Pr: 0.7241	23	204	132508625	yes
ENST00000424785.7	0.169681	0.830312	CS pos: 23-24. Pr: 0.7810	23	170	178478431	yes
ENST00000424970.7	0.299318	0.700672	CS pos: 24-25. Pr: 0.3648	24	482	102344591	yes
ENST00000425114.2	2.11e-4	0.999779	CS pos: 26-27. Pr: 0.9763	26	170	66170639	yes
ENST00000426546.7	0.00251	0.997463	CS pos: 24-25. Pr: 0.9589	24	160	35658451	yes
ENST00000427224.6	2.67e-4	0.99971	CS pos: 20-21. Pr: 0.9641	20	309	49562368	yes
ENST00000427250.5	0.010439	0.989527	CS pos: 41-42. Pr: 0.9049	41	144	35250328	yes
ENST00000428002.6	2.78e-4	0.99971	CS pos: 30-31. Pr: 0.9462	30	105	101652272	yes
ENST00000428026.6	2.37e-4	0.999743	CS pos: 18-19. Pr: 0.9763	18	150	29236698	yes
ENST00000428762.6	2.81e-4	0.999685	CS pos: 25-26. Pr: 0.9799	25	377	103989282	yes
ENST00000429078.6	2.02e-4	0.999783	CS pos: 22-23. Pr: 0.8383	22	123	159798133	yes
ENST00000429089.6	2.89e-4	0.999701	CS pos: 22-23. Pr: 0.9697	22	216	42193120	yes
ENST00000429094.7	2.15e-4	0.999759	CS pos: 21-22. Pr: 0.9836	21	509	44875346	yes
ENST00000429192.5	2.85e-4	0.999684	CS pos: 26-27. Pr: 0.9718	26	93	74028265	yes
ENST00000429719.5	0.48004	0.519948	CS pos: 30-31. Pr: 0.3073	30	2687	23688684	yes
ENST00000432072.6	5.97e-4	0.99937	CS pos: 25-26. Pr: 0.5126	25	340	215435728	yes
ENST00000432465.1	0.011244	0.988762	CS pos: 32-33. Pr: 0.8523	32	144	19326291	yes
ENST00000434526.8	2.73e-4	0.999708	CS pos: 25-26. Pr: 0.9786	25	101	56068489	yes
ENST00000434550.2	2.21e-4	0.999746	CS pos: 23-24. Pr: 0.9765	23	573	144646744	yes
ENST00000434821.7	3.87e-4	0.999594	CS pos: 22-23. Pr: 0.9398	22	783	157799428	yes
ENST00000434843.7	9.52e-4	0.999034	CS pos: 32-33. Pr: 0.9586	32	834	35603318	yes
ENST00000435464.5	2.7e-4	0.999734	CS pos: 18-19. Pr: 0.9736	18	267	74132808	yes
ENST00000436010.6	4.38e-4	0.999536	CS pos: 19-20. Pr: 0.9723	19	1055	78938926	yes
ENST00000436862.2	0.118346	0.88161	CS pos: 31-32. Pr: 0.8126	31	478	101399370	yes
ENST00000438120.5	2.31e-4	0.999762	CS pos: 29-30. Pr: 0.9717	29	413	43545162	yes
ENST00000438793.8	2.57e-4	0.999712	CS pos: 20-21. Pr: 0.9791	20	477	102866255	yes
ENST00000439062.6	0.00451	0.995469	CS pos: 20-21. Pr: 0.8945	20	473	190564349	yes
ENST00000440381.5	2.3e-4	0.99975	CS pos: 17-18. Pr: 0.9791	17	292	73074833	yes
ENST00000440755.5	3.76e-4	0.999608	CS pos: 31-32. Pr: 0.9714	31	94	100894140	yes
ENST00000441545.7	2.72e-4	0.999712	CS pos: 22-23. Pr: 0.9486	22	115	34655283	yes
ENST00000441802.7	2.08e-4	0.999762	CS pos: 23-24. Pr: 0.6069	23	280	186709759	yes
ENST00000441972.5	2.2e-4	0.999735	CS pos: 19-20. Pr: 0.9800	19	247	31292288	yes
ENST00000442011.7	1.92e-4	0.999775	CS pos: 23-24. Pr: 0.9778	23	137	136029124	yes
ENST00000442071.3	5.67e-4	0.999425	CS pos: 22-23. Pr: 0.9710	22	180	33325121	yes
ENST00000442502.6	0.001283	0.998691	CS pos: 21-22. Pr: 0.9294	21	740	52072392	yes
ENST00000442677.4	5e-4	0.999481	CS pos: 23-24. Pr: 0.9734	23	69	71446319	yes
ENST00000442711.1	2.81e-4	0.999709	CS pos: 20-21. Pr: 0.9731	20	295	41700315	yes
ENST00000442938.6	2.82e-4	0.999679	CS pos: 26-27. Pr: 0.9720	26	252	118532157	yes
ENST00000443816.5	5.97e-4	0.99937	CS pos: 25-26. Pr: 0.5126	25	346	215435728	yes
ENST00000445597.6	0.368268	0.631725	CS pos: 29-30. Pr: 0.5725	29	87	224896348	yes
ENST00000445648.5	0.002549	0.997439	CS pos: 32-33. Pr: 0.3045	32	135	1355730	yes
ENST00000445658.6	2.06e-4	0.999741	CS pos: 22-23. Pr: 0.6732	22	329	39700304	yes
ENST00000445819.5	2.49e-4	0.999738	CS pos: 22-23. Pr: 0.6747	22	116	136853121	yes
ENST00000445912.5	2.85e-4	0.999684	CS pos: 26-27. Pr: 0.9718	26	477	74028265	yes
ENST00000447382.6	0.00451	0.995469	CS pos: 20-21. Pr: 0.8945	20	283	190564349	yes
ENST00000447510.7	0.158839	0.841135	CS pos: 21-22. Pr: 0.4366	21	321	16075844	yes
ENST00000447712.7	1.76e-4	0.999807	CS pos: 21-22. Pr: 0.9748	21	806	38457384	yes
ENST00000448413.5	5.93e-4	0.999406	CS pos: 33-34. Pr: 0.9635	33	115	4467147	yes
ENST00000448723.2	2.95e-4	0.999681	CS pos: 28-29. Pr: 0.9731	28	416	126388062	yes
ENST00000449103.5	2.72e-4	0.999703	CS pos: 18-19. Pr: 0.9214	18	195	50290531	yes
ENST00000449182.1	5.27e-4	0.999438	CS pos: 24-25. Pr: 0.9570	24	211	121928169	yes
ENST00000449880.7	2.17e-4	0.999756	CS pos: 27-28. Pr: 0.9766	27	245	75727196	yes
ENST00000450171.2	2.37e-4	0.999729	CS pos: 28-29. Pr: 0.9378	28	777	123608585	yes
ENST00000450295.5	3.26e-4	0.999642	CS pos: 23-24. Pr: 0.9772	23	846	89405388	yes
ENST00000450894.7	2.17e-4	0.999756	CS pos: 27-28. Pr: 0.9766	27	207	75727196	yes
ENST00000451037.7	0.001283	0.998691	CS pos: 21-22. Pr: 0.9294	21	991	52072392	yes
ENST00000451137.7	2.7e-4	0.999699	CS pos: 24-25. Pr: 0.9557	24	296	85581373	yes
ENST00000451312.6	2.36e-4	0.999743	CS pos: 26-27. Pr: 0.9773	26	309	48900874	yes
ENST00000452070.6	0.001242	0.99875100000000006	CS pos: 29-30. Pr: 0.9686	29	193	9934525	yes
ENST00000452089.5	2.31e-4	0.999723	CS pos: 19-20. Pr: 0.9794	19	1116	100358359	yes
