"gene","gene_name","stage","direction","median_gc_pct","median_tx_length","logFC","FDR"
"ENSG00000124194","GDAP1L1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",56.15,1732.5,-1.68804490535235,0.0356366264267723
"ENSG00000120647","CCDC77","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.78,838,1.25971524155953,0.035727030101136
"ENSG00000046653","GPM6B","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",49.05,1033,-1.96527986197212,0.0358300996599126
"ENSG00000188916","INSYN2A","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",47.92,4335,1.98272326027365,0.0358300996599126
"ENSG00000219607","PPP1R3G","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.61,4147,1.72055169902606,0.0358837062626833
"ENSG00000064419","TNPO3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",48.1,3585,-1.52364371974457,0.0359555958744595
"ENSG00000154124","OTULIN","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",47.62,742,1.0062636231081,0.0359902699445772
"ENSG00000146112","PPP1R18","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",57.94,2150.5,1.341569405022,0.0359984879365842
"ENSG00000089335","ZNF302","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.77,1722,1.16704575460861,0.0360392854227694
"ENSG00000076826","CAMSAP3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",65.65,2902,1.53069030578843,0.0360525699749443
"ENSG00000162929","SANBR","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.15,2640,1.10103824955285,0.0361197529645526
"ENSG00000005156","LIG3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.53,768.5,-1.03824765052027,0.0361197529645526
"ENSG00000171243","SOSTDC1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",40.75,2084.5,-1.80163232144503,0.0361230599065461
"ENSG00000124641","MED20","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.66,932,-1.24375718503086,0.0361321324437641
"ENSG00000112530","PACRG","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",46.71,581,-1.19163007409878,0.0361321324437641
"ENSG00000117877","POLR1G","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",60.41,1445.5,1.21834595123837,0.0361790971057084
"ENSG00000127863","TNFRSF19","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",43.92,4151,-3.18538335265112,0.0361790971057084
"ENSG00000182175","RGMA","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",63.45,1889,-2.24752509051725,0.0362062437256584
"ENSG00000100033","PRODH","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",61.86,2034,1.24466560076034,0.036298476044087
"ENSG00000124440","HIF3A","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",61.92,1031,-1.9968245029632,0.0363137566563009
"ENSG00000132669","RIN2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",50.04,1305,1.15884267686319,0.0363327164741625
"ENSG00000180855","ZNF443","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",42.18,1686.5,-1.39879184911383,0.0363357393058705
"ENSG00000167807","ENSG00000167807","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.23,1420.5,1.03229333109985,0.0363503242967294
"ENSG00000103174","NAGPA","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",62.64,740.5,1.39391702610422,0.0363527710309234
"ENSG00000111602","TIMELESS","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.88,2784,-1.38047332911127,0.0363531601675521
"ENSG00000105617","LENG1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",61.98,1381,1.06376621309765,0.0363947559973272
"ENSG00000100101","ENSG00000100101","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",61.09,4904,-1.09012382756432,0.0364309484635826
"ENSG00000254087","LYN","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.63,3184.5,1.5260940646806,0.036599657025219
"ENSG00000176383","B3GNT4","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",56.69,1706,2.06391114115559,0.0366071215482419
"ENSG00000164483","SAMD3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42.37,929,1.12932228709607,0.0366187913672233
"ENSG00000152454","ZNF256","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",46.55,2082.5,-1.01868992509135,0.0367138541737025
"ENSG00000137261","KIAA0319","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",47.46,6622,-1.17985268154638,0.0367306157326649
"ENSG00000069966","GNB5","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",49.42,971.5,-1.05412262157731,0.0368460003986917
"ENSG00000074410","CA12","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",50.32,1568,-1.47410625717328,0.036912583719944
"ENSG00000133816","MICAL2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",52.71,584.5,1.9477787209468,0.0370346280557231
"ENSG00000143382","ADAMTSL4","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",62.71,3813,1.08530190322099,0.0371293617521682
"ENSG00000124507","PACSIN1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",60.41,4229,-3.2539300728823,0.0372886188442365
"ENSG00000125355","TMEM255A","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",42.56,3025.5,-3.08419055566728,0.0373253634358908
"ENSG00000196557","CACNA1H","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",65.45,5383,1.25123592160193,0.037408471875203
"ENSG00000067533","RRP15","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.2,4128.5,1.41334035730846,0.037449306505469
"ENSG00000159314","ARHGAP27","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.64,2002.5,1.26486614824435,0.0375874673392281
"ENSG00000052749","RRP12","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",56.66,833,-1.56859953424732,0.0376395723632466
"ENSG00000141668","CBLN2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",48.25,576,3.14003179951311,0.0376627865138051
"ENSG00000177981","ASB8","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.18,644,-1.06833862043795,0.0378403885788818
"ENSG00000198522","GPN1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",45.3,1506.5,-1.20394037256146,0.0378881458530021
"ENSG00000149201","CCDC81","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.41,1047.5,1.18671523610906,0.0379834219065277
"ENSG00000205209","SCGB2B2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",51.56,643,1.01618913791211,0.0380461295755078
"ENSG00000164463","CREBRF","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",42.49,2063,-1.9031080924688,0.0380562070888535
"ENSG00000007516","BAIAP3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",64.08,3819,-1.22380130333035,0.038080005352394
"ENSG00000138166","DUSP5","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",55,1648,2.41484941964446,0.0381451496839741
"ENSG00000151881","TMEM267","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",36.01,1331.5,1.0150302542308,0.0381570054130658
"ENSG00000188338","SLC38A3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.55,584,-2.02657283432064,0.0384703382949057
"ENSG00000186951","PPARA","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.6,567,1.0103895808437,0.0385268458917125
"ENSG00000113248","PCDHB15","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",50.01,2271.5,1.25494916997637,0.0385291008438182
"ENSG00000213533","STIMATE","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",57.49,519.5,1.03561870005237,0.0386156019075259
"ENSG00000180592","SKIDA1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",46.8,2059.5,1.4010678209791,0.0386772106661134
"ENSG00000179083","FAM133A","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",34.6,3179,1.07989701963585,0.0387209095452856
"ENSG00000178229","ZNF543","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",47.29,3690,-1.13639055471549,0.0388655600675089
"ENSG00000136824","SMC2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",37.57,4266,1.13057624554224,0.0389190629539084
"ENSG00000162687","KCNT2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.59,3622,1.08919542145568,0.0389361313401322
"ENSG00000087085","ACHE","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",65.24,1701,-2.81361399797389,0.0389643731728727
"ENSG00000186732","MPPED1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",56.46,1335.5,-2.50742579564638,0.0389780896588369
"ENSG00000048545","GUCA1A","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",53.43,2014.5,-3.70596101726506,0.0390460972277738
"ENSG00000134762","DSC3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.9,6978,1.36904174947169,0.0393280328845392
"ENSG00000164088","PPM1M","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",55.97,1790,1.7113326470878,0.0393371187464042
"ENSG00000161638","ITGA5","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",55.95,588,-2.13394155859117,0.0394135063983216
"ENSG00000167720","SRR","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",48.05,571.5,-1.24048249748159,0.0394440583863167
"ENSG00000062822","POLD1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",65.03,3403,-2.10047356901146,0.0396219325136126
"ENSG00000126709","IFI6","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",56.18,825,-1.30769433929579,0.0397576317301524
"ENSG00000035862","TIMP2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",55.19,2889,1.2716996730123,0.0399738856733588
"ENSG00000204388","HSPA1B","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.76,2517,-4.94450592797888,0.0399738856733588
"ENSG00000254469","XNDC1N","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",46.87,659,1.22942832384488,0.0400004507894828
"ENSG00000181284","TMEM102","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",64.46,1971.5,1.59404873285465,0.0402261971557022
"ENSG00000089199","CHGB","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.42,2030,-2.18265196036287,0.0402445180762929
"ENSG00000181788","SIAH2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",59.48,452,1.41451833084522,0.0402608833143344
"ENSG00000133612","AGAP3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",60.95,604,1.09445041496245,0.0403095600910992
"ENSG00000117010","ZNF684","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",46.58,1028,1.06304122256676,0.0403095600910992
"ENSG00000100095","SEZ6L","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",54.33,3260.5,-1.7159425676107,0.0403921472821235
"ENSG00000172339","ALG14","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",49.55,446,1.10765166384604,0.0405894263351917
"ENSG00000160408","ST6GALNAC6","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",60.41,2164,-1.37231243590247,0.0408904248700765
"ENSG00000254986","DPP3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",59.15,606,-1.34316781593748,0.0409156228317767
"ENSG00000234127","TRIM26","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",57.44,2119,-1.14181295586057,0.0410343742942308
"ENSG00000066279","ASPM","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",37.17,5356.5,1.36913559886526,0.0411045722776574
"ENSG00000286132","ENSG00000286132","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",42,5250,-1.4089156875629,0.0411265900454274
"ENSG00000104154","SLC30A4","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",43.74,4223,-1.07493399059411,0.0412200404345753
"ENSG00000143515","ATP8B2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",54.09,1820.5,1.05903713418957,0.0412213291805614
"ENSG00000215301","DDX3X","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",41.27,4245,-1.48428302897282,0.0412477157159406
"ENSG00000083817","ZNF416","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",49.04,2545,-1.15677091949094,0.0413279820473015
"ENSG00000127955","GNAI1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",39.65,2467.5,-1.72830136211537,0.0414341407305594
"ENSG00000168016","TRANK1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",49.18,9617,1.43267867133833,0.0414381192421019
"ENSG00000105289","TJP3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",63.03,856,-2.06052684580288,0.0414381192421019
"ENSG00000213445","SIPA1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",66.86,561,1.02791526745604,0.041463087333738
"ENSG00000127585","FBXL16","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",65.4,2394,1.67429271805882,0.0414748432116208
"ENSG00000135916","ITM2C","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.47,668,-1.88771714417534,0.0416991500926945
"ENSG00000132382","MYBBP1A","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",60.72,982,-1.20554112123693,0.0417348147033822
"ENSG00000101447","FAM83D","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",50.96,2422.5,-1.05921569525658,0.0417358001043481
"ENSG00000126107","HECTD3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",56.05,914,-1.34185963044652,0.0418517436711693
"ENSG00000073536","NLE1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",60.6,1107,-1.0672010567796,0.0419647382177186
"ENSG00000167779","IGFBP6","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",64.15,719,-1.27657948131958,0.0419806946021164
"ENSG00000171867","PRNP","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",45.52,2487,-1.58043060261765,0.0420279280727749
"ENSG00000254206","NPIPB11","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",49.6,3653,1.28711858054896,0.0420698298073361
"ENSG00000112276","BVES","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",42.43,1663,-1.43849401422102,0.0421046736252377
"ENSG00000124067","SLC12A4","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",59.48,891,-1.60410398723535,0.0421086942848973
"ENSG00000175602","CCDC85B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",71.65,963,1.40688026151487,0.0422145304824013
"ENSG00000163032","VSNL1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",49.59,784,-4.055469357481,0.0422703796582024
"ENSG00000181481","RNF135","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",56.46,1583,1.6188114057816,0.0423160770363506
"ENSG00000175115","PACS1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",56.23,614.5,1.39846357466294,0.042316803556407
"ENSG00000262664","OVCA2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",60.04,1031,-1.29274394411984,0.042331033158141
"ENSG00000111276","CDKN1B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",40.84,2411,1.03999147422571,0.042331033158141
"ENSG00000242173","ARHGDIG","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",67.11,864.5,1.90049533840482,0.042331033158141
"ENSG00000183186","C2CD4C","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",67.44,3099,1.3807174949845,0.0425325569064432
"ENSG00000162931","TRIM17","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.8,1327.5,1.54207871698484,0.0425325569064432
"ENSG00000102384","CENPI","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.06,2621,1.52661188827661,0.0425325569064432
"ENSG00000138750","NUP54","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.75,1949,1.23575736573137,0.0425325569064432
"ENSG00000100867","DHRS2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",54.22,1514,1.10628448887145,0.0425414567277719
"ENSG00000110090","CPT1A","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",54.19,617,1.20201942905642,0.0427322588766193
"ENSG00000234616","JRK","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",59.76,1092,-1.04893674852847,0.0427491005428727
"ENSG00000178460","MCMDC2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",37.59,2245,1.31125025888255,0.0427583711287233
"ENSG00000187720","THSD4","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.8,3403,-2.43374287882255,0.0428191356184162
"ENSG00000177058","SLC38A9","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.8,716,1.23070181202156,0.0429003327858697
"ENSG00000178201","VN1R1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.73,2351,1.28944309441978,0.0429003327858697
"ENSG00000178752","ERFE","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",60.38,1416,1.56025691326513,0.0429003327858697
"ENSG00000107281","NPDC1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",67.93,603.5,1.86861016949103,0.0429003327858697
"ENSG00000108839","ALOX12","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",55.08,1023,2.07323457853829,0.0429804514260613
"ENSG00000040731","CDH10","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",41.76,2265,-1.50001506952038,0.0430082612388363
"ENSG00000240038","AMY2B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.64,1226.5,1.18702253528662,0.0432215511493122
"ENSG00000196507","TCEAL3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.24,1098,1.1352012060679,0.0432823119738129
"ENSG00000133315","MACROD1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",67.18,663.5,1.9216861706289,0.0432957686526056
"ENSG00000130684","ZNF337","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",48.8,3613,-1.03483254697062,0.0433220737124673
"ENSG00000110583","NAA40","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",55.27,868.5,-1.02223029333667,0.0434223738029829
"ENSG00000115290","GRB14","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.23,1435,2.370729121019,0.0434614734242466
"ENSG00000163637","PRICKLE2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",46.89,4151,1.74255810656029,0.0434660324315354
"ENSG00000175104","TRAF6","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",44.49,2558,-1.03015378414302,0.0434843332094381
"ENSG00000107140","TESK1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",57.17,736,1.23234720787556,0.0436363069935809
"ENSG00000178075","GRAMD1C","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",39.72,814,-1.52813024037996,0.0437004111824757
"ENSG00000158270","COLEC12","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",48.06,4719,2.23521539612763,0.043720894254215
"ENSG00000128594","LRRC4","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",59.93,559,1.32025566878198,0.043742495367563
"ENSG00000146109","ABT1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",46.48,2943,-1.19855102144795,0.0437481539113774
"ENSG00000119669","IRF2BPL","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",62.84,4166,1.9220672934404,0.0437559554297951
"ENSG00000205116","TMEM88B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",58.97,3217,1.5839704410362,0.0438433526619242
"ENSG00000162390","ACOT11","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",59.82,2875,1.03287956970312,0.0438810480633346
"ENSG00000176428","VPS37D","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",68.39,1460.5,1.58458984945324,0.0438810480633346
"ENSG00000179314","WSCD1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",60.35,1573,-1.1485212711992,0.0440809174099719
"ENSG00000134438","RAX","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",64.78,1719,3.41672548928135,0.0441419117566066
"ENSG00000198520","ARMH1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",57.58,726,1.05736923675278,0.0443857475494301
"ENSG00000176399","DMRTA1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",40.19,5586,-1.63129736128708,0.0444059910459789
"ENSG00000110074","FOXRED1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",56.66,1976,-1.20106111304745,0.0445169460384236
"ENSG00000002586","CD99","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",54.58,815,-1.27824220556575,0.0447335316081026
"ENSG00000161692","DBF4B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.86,1371.5,1.15938470329237,0.0447335316081026
"ENSG00000151498","ACAD8","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",50.44,1262,-1.00866079735302,0.0448701413855376
"ENSG00000107201","RIGI","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.91,4054.5,1.10030517803484,0.0449554495553818
"ENSG00000269891","ARHGAP19-SLIT1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",48.69,2132.5,-1.66095990759134,0.0449578358785793
"ENSG00000172932","ANKRD13D","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",62.04,1118,1.06362396582629,0.0450478017239203
"ENSG00000175416","CLTB","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63,581,1.78699786928136,0.0450537888532752
"ENSG00000167984","NLRC3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",60.71,3414,1.1442931648582,0.0450566896925978
"ENSG00000197565","COL4A6","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",54.53,6528,-2.22790451978232,0.0452630947802197
"ENSG00000145244","CORIN","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.7,3018,2.46904892504128,0.0452816641658719
"ENSG00000010165","METTL13","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.63,841,-1.40559251450253,0.0452868971749673
"ENSG00000101986","ABCD1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",61.12,1016,1.00896145943679,0.0454410935547706
"ENSG00000144655","CSRNP1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.57,2878.5,-1.16527527504017,0.0457108188788233
"ENSG00000167100","SAMD14","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.97,1346.5,1.17852904235004,0.045766110976799
"ENSG00000166710","B2M","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",41.3,750.5,-1.00676740344769,0.0458123202794926
"ENSG00000146090","RASGEF1C","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",60.29,2055,1.40018564072995,0.0460420691398165
"ENSG00000141013","GAS8","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",57.16,734.5,-1.32976097027792,0.0461754171562708
"ENSG00000046889","PREX2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.61,3015,1.27157798475475,0.0463469707616934
"ENSG00000179627","ZBTB42","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",65.14,2511.5,1.38583437345416,0.0463516441060686
"ENSG00000131981","LGALS3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",58.25,630,1.71657765214046,0.0463516441060686
"ENSG00000151789","ZNF385D","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.65,1320.5,2.21630027958107,0.0466462116465107
"ENSG00000204209","DAXX","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",54.83,847,-1.10784732664776,0.0466503396832838
"ENSG00000213398","LCAT","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",60.48,573,1.03925723294031,0.0467914761561317
"ENSG00000137198","GMPR","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.1,771.5,2.34086263165978,0.0467914761561317
"ENSG00000163923","RPL39L","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",51.03,729,1.12004530107218,0.0468277448147369
"ENSG00000198331","HYLS1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",43.48,1803,1.45575312194263,0.046895570827487
"ENSG00000144476","ACKR3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",53.12,1364,-1.17618135633392,0.0469516284860108
"ENSG00000188051","TMEM221","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",59.19,1335.5,1.29701954223657,0.0471600873691041
"ENSG00000174738","NR1D2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.96,1981,1.41692741186019,0.0472398939256615
"ENSG00000159164","SV2A","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",54.98,3640.5,-1.37230353221093,0.0472909756875975
"ENSG00000205978","NYNRIN","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",53.61,4030,-1.08124772527182,0.0473846541466422
"ENSG00000077235","GTF3C1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",54.85,721,-1.42362473350359,0.0475234194884491
"ENSG00000129295","DNAAF11","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42.46,680.5,1.02603427906602,0.0475234194884491
"ENSG00000261052","SULT1A3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",57.6,845.5,2.19592563429607,0.0475234194884491
"ENSG00000104814","MAP4K1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.92,610,-1.24959624245472,0.0475288738198904
"ENSG00000111490","TBC1D30","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",47.83,3020.5,-1.03963444308893,0.047579807957609
"ENSG00000066032","CTNNA2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",45.1,613,-1.12392142918275,0.0476027908084002
"ENSG00000064692","SNCAIP","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",48.01,2039,-1.34112257535244,0.0476718480600477
"ENSG00000111897","SERINC1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",38.34,3125,-1.52896211195198,0.0477418081143884
"ENSG00000261247","GOLGA8T","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.82,2874,2.38888483387609,0.0478132395225558
"ENSG00000137812","KNL1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",37.83,624,1.30320038685003,0.047849365078635
"ENSG00000237489","C10orf143","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.99,2386,1.10375317721439,0.0478971225637824
"ENSG00000136267","DGKB","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",42.86,1959,-1.28152031359832,0.0479131875389904
"ENSG00000138039","LHCGR","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.43,1997,1.59791610278725,0.047926609120418
"ENSG00000104205","SGK3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.41,593.5,1.31367493339402,0.0480882436044429
"ENSG00000150656","CNDP1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.86,1511,1.64575343738174,0.0483601833047554
"ENSG00000129158","SERGEF","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",52.19,622,-1.02546016404228,0.0483665199825375
"ENSG00000130939","UBE4B","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",49.19,1050,-1.09105354238987,0.0484197026550694
"ENSG00000106399","RPA3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.7,793,1.03621973841631,0.0485822496728138
"ENSG00000277363","SRCIN1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",64.67,4635,1.5852557524179,0.0486723821235469
"ENSG00000005020","SKAP2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",41.59,577,-2.03030923153682,0.0486723821235469
"ENSG00000157881","PANK4","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",60.67,723.5,-1.06106236774308,0.0487591569446374
"ENSG00000137700","SLC37A4","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",56.48,2046,-1.02071819449708,0.0487653440095609
