isoform_id	EP1-BRN3B-RO	EP1-WT_ROs_D45	EP1-WT_hRO_2	H9-BRN3B-RO	H9-CRX_ROs_D45
ENST00000499527.6	8	13	15	8	12
ENST00000502482.1	4	8	5	5	6
ENST00000502799.1	3	11	4	8	10
ENST00000503588.1	3	0	1	3	2
ENST00000503596.5	7	6	7	8	3
ENST00000503716.5	14	40	8	11	32
ENST00000503872.1	7	5	1	4	2
ENST00000504435.1	19	11	20	15	35
ENST00000504668.5	83	53	106	62	63
ENST00000504968.6	8	5	3	11	5
ENST00000505119.2	1	2	3	2	4
ENST00000505450.5	35	37	13	24	11
ENST00000506597.2	46	103	7	25	67
ENST00000506869.5	1	14	2	3	5
ENST00000507142.6	2	1	0	3	2
ENST00000507555.1	11	10	5	5	9
ENST00000508167.5	12	54	4	5	17
ENST00000509676.1	1	7	2	3	3
ENST00000510224.5	3	9	4	9	3
ENST00000510831.5	2	0	2	1	0
ENST00000510841.1	8	5	2	9	5
ENST00000511163.5	3	5	0	1	3
ENST00000511345.5	15	9	10	12	6
ENST00000511535.1	8	12	7	6	8
ENST00000512588.5	100	105	182	115	65
ENST00000513448.5	586	119	284	1039	113
ENST00000513911.5	46	40	56	26	47
ENST00000514031.5	100	102	106	87	112
ENST00000514435.1	7	10	2	1	11
ENST00000514800.5	22	19	15	16	11
ENST00000515096.6	10	8	5	7	10
ENST00000539194.6	15	5	3	12	4
ENST00000608372.6	60	54	30	33	42
ENST00000686950.1	13	6	5	15	8
ENST00000687054.1	2	1	0	3	3
ENST00000688653.1	3	2	1	6	2
ENST00000690050.1	8	9	4	7	4
ENST00000697127.1	15	23	7	7	15
ENST00000700275.1	68	64	33	65	45
ENST00000700279.1	39	54	19	38	43
ENST00000703163.1	7	3	7	14	8
transcript102145.chr4.nic	13	10	2	12	8
transcript102155.chr4.nic	11	5	8	12	6
transcript102330.chr4.nic	3	2	1	8	8
transcript103226.chr4.nnic	190	137	156	157	132
transcript104197.chr4.nic	6	17	2	8	13
transcript104328.chr4.nic	16	2	8	13	2
transcript104723.chr4.nic	28	15	12	45	21
transcript113297.chr4.nic	8	5	0	7	3
transcript113319.chr4.nic	5	4	0	13	2
transcript113403.chr4.nic	12	6	20	13	5
transcript113998.chr4.nic	10	9	6	13	6
transcript114760.chr4.nic	4	6	4	11	3
transcript20008.chr4.nic	297	0	78	538	2
transcript20631.chr4.nnic	24	5	7	19	2
transcript23988.chr4.nic	6	13	2	7	9
transcript24010.chr4.nnic	212	308	257	124	234
transcript28521.chr4.nic	4	2	1	4	6
transcript28526.chr4.nic	2	8	0	2	5
transcript28541.chr4.nic	10	26	4	2	12
transcript29094.chr4.nic	7	0	0	8	0
transcript3654.chr4.nic	16	18	9	16	25
transcript5062.chr4.nic	15	33	11	15	22
transcript5088.chr4.nic	63	118	25	42	105
transcript5130.chr4.nic	21	34	3	15	30
transcript5476.chr4.nnic	679	473	460	457	501
transcript5478.chr4.nic	26	12	9	17	23
transcript80371.chr4.nnic	9	1	0	10	4
transcript80373.chr4.nic	13	16	3	6	4
transcript80603.chr4.nnic	19	10	25	14	17
transcript81991.chr4.nic	9	6	14	5	9
transcript82008.chr4.nic	5	6	2	7	2
transcript82017.chr4.nic	22	13	2	14	13
transcript8376.chr4.nic	7	14	5	2	14
transcript89566.chr4.nic	19	7	3	29	11
transcript89632.chr4.nic	16	9	8	20	9
transcript89801.chr4.nic	13	11	7	8	7
transcript89814.chr4.nic	13	24	4	20	26
transcript91953.chr4.nnic	128	30	16	80	22
transcript93137.chr4.nnic	136	63	100	81	39
transcript96954.chr4.nnic	107	98	219	81	91
transcript98913.chr4.nnic	328	387	271	378	314
transcript98923.chr4.nic	72	92	18	89	90
transcript99103.chr4.nic	27	16	6	27	9
transcript99641.chr4.nnic	20	24	22	28	20
ENST00000230901.9	30	61	16	31	41
ENST00000261366.10	137	495	68	109	445
ENST00000261413.10	33	52	21	25	36
ENST00000261486.6	92	110	78	87	91
ENST00000265112.8	551	557	209	513	436
ENST00000274364.11	119	43	79	154	42
ENST00000282268.7	0	1	0	2	3
ENST00000296666.13	150	217	77	130	146
ENST00000296733.5	0	1	1	0	0
ENST00000302764.9	139	82	77	144	85
ENST00000305368.8	4	3	3	2	3
ENST00000309007.9	126	443	91	60	413
ENST00000310418.9	180	46	73	173	50
ENST00000312469.8	60	50	24	48	29
ENST00000322611.4	483	513	228	243	330
ENST00000327111.8	570	243	257	260	212
ENST00000332598.7	122	69	37	98	95
ENST00000339397.5	72	68	28	81	50
ENST00000345807.7	203	199	75	141	188
ENST00000379516.7	82	56	32	76	39
ENST00000381375.7	1	2	6	1	0
ENST00000395354.1	12	40	11	8	34
ENST00000396027.9	0	1	0	27	27
ENST00000402931.5	35	24	11	28	11
ENST00000411594.6	16	20	5	2	11
ENST00000438447.2	67	6	12	97	8
ENST00000442138.6	31	12	7	29	17
ENST00000451949.6	47	59	40	47	76
ENST00000454473.5	64	77	22	30	43
ENST00000457646.9	10	21	2	3	15
ENST00000460265.5	7	17	9	10	21
ENST00000471437.1	0	5	6	6	5
ENST00000472478.6	81	95	130	92	112
ENST00000472831.5	26	38	22	10	27
ENST00000477391.6	0	5	2	1	4
ENST00000496714.2	5	1	1	9	1
ENST00000502489.5	22	1	5	18	0
ENST00000502553.5	48	45	21	31	26
ENST00000503422.1	245	179	208	251	208
ENST00000508361.5	20	6	6	21	8
ENST00000509268.1	2	0	1	0	3
ENST00000511689.6	320	505	110	245	362
ENST00000511817.1	38	90	30	41	30
ENST00000512507.5	61	40	43	53	52
ENST00000512635.2	135	112	120	128	79
ENST00000512697.2	38	14	23	37	10
ENST00000513490.1	107	4	61	210	6
ENST00000515226.5	5	8	9	4	13
ENST00000515254.1	11	8	9	18	4
ENST00000542267.7	98	55	68	171	55
ENST00000542685.5	8	3	2	6	5
ENST00000615873.2	54	7	12	21	23
ENST00000616743.1	28	20	20	12	15
ENST00000692467.1	8	0	3	9	7
ENST00000695000.1	3	1	1	8	1
transcript10384.chr5.nic	1	0	1	4	1
transcript10573.chr5.nnic	3	0	1	5	0
transcript10641.chr5.nic	1	0	0	3	0
transcript107730.chr5.nnic	21	6	72	16	5
transcript107735.chr5.nnic	9	9	15	18	7
transcript11034.chr5.nic	3	0	2	3	1
transcript121696.chr5.nic	8	25	3	11	22
transcript12720.chr5.nic	2	0	1	5	0
transcript12721.chr5.nic	5	0	1	4	0
transcript12735.chr5.nnic	8	0	4	10	0
transcript132916.chr5.nnic	677	287	353	446	445
transcript30103.chr5.nnic	3	0	3	0	0
transcript30108.chr5.nic	9	5	6	1	0
transcript30115.chr5.nnic	0	33	3	1	1
transcript43187.chr5.nnic	9	16	2	9	17
transcript44194.chr5.nnic	328	56	111	238	49
transcript47393.chr5.nic	34	27	6	31	16
transcript55929.chr5.nnic	8	0	0	10	0
transcript55930.chr5.nnic	70	1	15	158	1
transcript60440.chr5.nnic	139	48	75	68	46
transcript61336.chr5.nnic	59	13	24	30	26
transcript61964.chr5.nnic	180	41	166	105	61
transcript68110.chr5.nic	64	83	28	71	75
transcript68256.chr5.nnic	14	12	12	9	13
transcript70771.chr5.nnic	2	3	0	1	8
transcript70797.chr5.nic	14	55	7	19	49
transcript76092.chr5.nnic	16	8	6	21	11
transcript76102.chr5.nnic	11	11	9	16	15
transcript76125.chr5.nnic	10	3	4	9	5
transcript76256.chr5.nic	11	1	9	13	1
transcript76328.chr5.nic	5	5	6	7	1
transcript76417.chr5.nnic	170	165	141	191	145
transcript76435.chr5.nic	26	25	5	31	28
transcript79440.chr5.nnic	21	27	12	34	26
transcript79909.chr5.nnic	42	34	24	34	23
transcript8713.chr5.nnic	703	615	905	340	590
transcript92706.chr5.nic	444	732	144	350	545
transcript92935.chr5.nnic	31	42	22	19	32
transcript93011.chr5.nnic	299	398	425	347	544
ENST00000195649.10	21	9	4	13	3
ENST00000230056.8	93	352	53	46	262
ENST00000259818.8	903	2081	605	357	1264
ENST00000275036.11	834	1631	459	540	856
ENST00000324723.10	2	5	2	4	1
ENST00000337147.11	79	35	31	45	43
ENST00000337659.11	22	27	2	20	14
ENST00000341865.9	11	6	4	18	8
ENST00000344726.10	1136	1332	325	758	783
ENST00000354275.2	18	3	17	36	6
ENST00000354577.8	14	9	4	5	3
ENST00000356509.7	100	325	38	57	232
ENST00000356542.5	0	1	0	2	3
ENST00000367048.5	23	48	10	8	25
ENST00000367075.4	75	160	25	50	134
ENST00000368060.7	2	5	0	2	1
ENST00000368068.8	29	57	16	25	47
ENST00000368452.7	95	45	42	76	37
ENST00000368986.9	180	130	51	88	79
ENST00000369143.2	18	8	13	25	11
ENST00000369162.7	37	45	24	32	39
ENST00000369320.1	14	28	7	19	23
ENST00000369332.7	128	204	122	95	142
ENST00000369694.7	1	9	3	6	4
ENST00000370435.5	216	116	99	169	98
ENST00000372958.2	45	2	11	64	0
ENST00000373018.7	24	38	9	29	22
ENST00000373365.5	357	555	183	246	476
ENST00000379530.7	131	84	33	192	54
ENST00000379542.10	1350	946	485	1777	800
ENST00000392491.6	10	5	2	6	7
ENST00000396984.2	23	135	35	8	170
ENST00000439399.6	10	2	0	6	0
ENST00000453163.6	26	16	7	13	12
ENST00000463100.5	11	19	14	17	18
ENST00000472052.1	105	262	107	62	239
ENST00000479630.1	7	28	12	3	10
ENST00000480058.5	24	15	7	13	8
ENST00000481109.5	57	48	69	60	41
ENST00000519779.5	3	1	0	5	2
ENST00000520302.5	13	0	14	40	0
ENST00000521485.5	4	1	0	6	2
ENST00000521743.5	4	0	3	3	2
ENST00000522650.5	6	6	2	12	3
ENST00000523484.6	4	0	2	1	2
ENST00000537445.5	6	13	4	8	9
ENST00000541970.6	13	8	6	14	12
ENST00000542896.5	61	54	18	43	56
ENST00000544336.5	6	3	2	6	6
ENST00000612661.2	585	1519	341	255	1171
ENST00000614056.4	51	55	10	31	50
ENST00000616122.5	44	29	13	22	34
ENST00000620958.4	28	93	35	16	77
ENST00000661865.1	13	3	1	7	4
ENST00000676542.1	13	35	17	9	45
ENST00000676688.1	9	11	3	3	8
ENST00000677514.1	2	3	0	0	1
ENST00000677646.1	15	24	15	22	20
ENST00000678589.1	4	1	1	0	5
ENST00000678878.1	2	1	6	2	2
ENST00000678899.1	21	11	6	7	12
ENST00000679182.1	18	2	9	26	4
ENST00000700580.1	18	14	4	15	12
ENST00000700583.1	105	139	24	50	87
ENST00000706657.1	22	141	136	7	136
transcript103105.chr6.nic	20	16	16	12	10
transcript103164.chr6.nic	4	7	7	3	6
transcript103166.chr6.nic	11	12	9	10	8
transcript103180.chr6.nic	48	29	35	38	20
transcript103186.chr6.nic	15	6	4	9	3
transcript103191.chr6.nic	8	1	2	6	5
transcript123771.chr6.nnic	20	8	14	18	5
transcript123773.chr6.nnic	12	13	5	8	5
transcript124423.chr6.nic	14	42	1	6	27
transcript128473.chr6.nnic	4	1	8	5	4
transcript128587.chr6.nnic	6	11	5	12	31
transcript129911.chr6.nnic	73	77	79	71	72
transcript19808.chr6.nic	11	23	8	12	10
transcript20876.chr6.nnic	22	16	60	94	36
transcript21203.chr6.nnic	79	67	31	79	134
transcript21214.chr6.nnic	87	294	54	111	340
transcript21216.chr6.nnic	16	51	10	25	60
transcript21323.chr6.nnic	12	12	4	56	17
transcript21362.chr6.nnic	6	14	5	7	29
transcript21365.chr6.nnic	15	20	2	10	36
transcript21382.chr6.nnic	64	749	23	101	817
transcript2807.chr6.nnic	586	885	1029	316	688
transcript2825.chr6.nnic	377	458	890	264	609
transcript33309.chr6.nnic	84	135	22	82	97
transcript3349.chr6.nnic	90	55	39	75	75
transcript34954.chr6.nnic	341	349	331	345	359
transcript36385.chr6.nnic	17	5	17	17	7
transcript36386.chr6.nnic	2	4	0	0	3
transcript38221.chr6.nnic	1367	12	554	2409	19
transcript38251.chr6.nnic	417	2	82	704	1
transcript38262.chr6.nnic	2025	9	479	4153	10
transcript49096.chr6.nic	2	0	2	3	0
transcript49329.chr6.nnic	3	0	0	2	1
transcript49390.chr6.nnic	6	2	4	9	0
transcript49395.chr6.nnic	5	0	13	8	0
transcript60200.chr6.nnic	79	47	51	80	62
transcript60243.chr6.nic	76	45	4	66	33
transcript65964.chr6.nic	361	426	244	170	149
transcript68964.chr6.nic	9	1	2	8	0
transcript69232.chr6.nic	13	8	1	8	3
transcript69564.chr6.nic	19	10	7	37	8
transcript69613.chr6.nic	7	1	3	7	2
transcript70742.chr6.nic	33	10	12	25	7
transcript72284.chr6.nnic	85	60	91	57	54
transcript77952.chr6.nic	72	128	53	80	87
transcript78204.chr6.nic	16	12	5	6	7
transcript7889.chr6.nnic	296	10	62	488	9
transcript82395.chr6.nic	37	32	2	69	39
transcript86598.chr6.nnic	88	11	31	49	11
transcript93930.chr6.nnic	443	684	213	189	718
transcript93942.chr6.nnic	198	270	153	94	281
transcript94228.chr6.nnic	60	55	42	60	124
transcript94406.chr6.nnic	205	335	177	124	294
transcript94412.chr6.nnic	217	280	239	117	248
transcript98652.chr6.nnic	0	16	0	24	15
transcript98657.chr6.nnic	11	12	3	70	15
transcript98785.chr6.nic	21	24	1	3	9
ENST00000242209.9	174	75	17	68	61
ENST00000252034.12	15	2	23	6	0
ENST00000265755.7	37	34	7	38	55
ENST00000275364.8	119	95	51	87	137
ENST00000288607.3	202	196	82	171	180
ENST00000292330.3	94	106	35	73	102
ENST00000297071.9	114	214	29	100	201
ENST00000297323.12	701	137	241	1236	114
ENST00000300181.7	136	70	24	81	89
ENST00000322090.8	326	261	79	168	231
ENST00000342032.8	10	171	9	13	83
ENST00000344095.8	12	33	8	9	20
ENST00000350498.8	102	48	21	91	74
ENST00000350995.6	6	39	3	2	28
ENST00000355968.10	158	144	69	124	78
ENST00000357036.9	24	6	29	8	11
ENST00000358173.8	40	70	6	13	68
ENST00000360787.8	212	266	127	239	233
ENST00000380575.8	3	2	5	0	5
ENST00000380576.9	11	3	11	8	8
ENST00000389266.8	81	93	48	54	89
ENST00000392502.8	5	10	7	12	5
ENST00000393991.5	9	6	4	5	6
ENST00000394893.5	21	18	8	10	7
ENST00000397238.7	40	50	29	31	65
ENST00000397752.8	80	18	38	30	22
ENST00000397912.3	31	30	11	18	27
ENST00000403050.7	22	16	8	35	14
ENST00000404674.7	139	153	49	156	173
ENST00000405010.7	13	19	17	8	5
ENST00000406072.5	3	9	1	1	1
ENST00000406451.8	2	2	2	5	4
ENST00000407559.8	265	155	125	240	111
ENST00000413380.5	9	10	8	5	13
ENST00000414324.5	0	1	1	0	1
ENST00000422774.2	70	79	13	36	72
ENST00000423266.5	823	26	70	499	29
ENST00000423760.6	8	21	6	3	17
ENST00000424337.7	114	81	72	148	82
ENST00000429192.5	14	1	14	6	13
ENST00000435423.2	26	5	9	20	7
ENST00000440172.5	9	10	6	4	12
ENST00000446778.5	11	11	4	6	7
ENST00000452041.5	9	19	2	4	13
ENST00000453269.7	85	163	47	72	154
ENST00000454308.6	9	16	7	10	12
ENST00000455123.5	1	6	3	1	2
ENST00000458204.5	2	1	3	2	0
ENST00000460911.5	12	46	5	1	35
ENST00000461065.1	145	98	132	111	99
ENST00000461988.6	111	143	46	89	119
ENST00000463181.5	77	48	36	46	35
ENST00000463381.5	6	10	9	2	8
ENST00000468316.1	8	5	3	5	1
ENST00000468812.6	147	391	78	111	407
ENST00000470295.5	18	6	9	11	8
ENST00000470392.2	19	23	13	16	13
ENST00000470665.5	4	7	4	3	7
ENST00000473050.1	19	26	29	6	24
ENST00000473312.5	7	19	15	7	21
ENST00000473633.1	4	8	2	3	10
ENST00000476009.5	14	8	6	2	6
ENST00000476185.1	38	41	30	30	30
ENST00000476977.5	43	19	19	46	14
ENST00000477886.5	9	16	12	8	11
ENST00000482465.5	1	3	1	3	2
ENST00000482549.5	12	10	12	22	16
ENST00000483012.1	4	7	2	1	2
ENST00000486086.1	2	2	6	3	4
ENST00000487222.5	6	12	10	6	21
ENST00000487452.1	29	40	9	27	17
ENST00000489459.5	45	98	36	45	82
ENST00000490851.5	3	2	4	6	2
ENST00000490912.6	283	297	173	237	223
ENST00000490957.5	6	4	8	3	2
ENST00000491695.2	65	13	58	147	27
ENST00000492143.5	44	88	61	24	72
ENST00000493217.1	5	6	1	1	4
ENST00000493453.1	21	10	8	16	5
ENST00000493469.5	3	7	4	2	3
ENST00000493973.1	134	61	93	125	88
ENST00000494255.5	20	9	5	18	11
ENST00000496391.5	38	36	15	37	24
ENST00000497279.5	26	20	34	24	27
ENST00000498186.5	6	21	4	4	15
ENST00000521747.5	5	1	0	9	1
ENST00000538336.5	7	3	2	0	3
ENST00000538367.6	26	8	8	24	9
ENST00000620047.5	64	87	117	18	52
ENST00000621543.1	77	10	56	87	8
ENST00000621813.4	18	6	1	11	11
ENST00000622668.4	11	16	7	5	15
ENST00000633192.1	21	22	4	8	21
ENST00000634607.2	45	84	20	29	53
ENST00000675529.1	6	5	6	9	11
ENST00000675587.1	6	2	0	15	2
ENST00000675886.1	33	11	9	40	7
ENST00000676140.1	285	201	30	227	165
ENST00000676403.1	8	1	1	12	0
ENST00000677396.1	771	1055	439	579	880
ENST00000678643.1	30	27	13	13	27
ENST00000679521.1	454	119	197	745	100
ENST00000682317.1	4	4	1	2	2
ENST00000683293.1	12	28	16	9	19
ENST00000683744.1	3	5	0	5	5
ENST00000684510.1	7	11	4	10	2
ENST00000686413.1	6	5	8	3	4
ENST00000689536.1	2	2	4	0	1
ENST00000692927.1	12	7	3	7	12
transcript100512.chr7.nnic	632	630	231	491	612
transcript101004.chr7.nic	276	104	34	269	93
transcript103000.chr7.nnic	269	290	264	260	361
transcript105317.chr7.nnic	29	46	28	13	61
transcript109501.chr7.nnic	25	15	38	20	25
transcript109801.chr7.nic	28	51	2	26	33
transcript110550.chr7.nic	62	76	10	70	51
transcript110552.chr7.nic	22	4	1	10	2
transcript110555.chr7.nic	11	8	6	10	6
transcript111052.chr7.nic	26	40	5	38	45
transcript128814.chr7.nic	11	7	0	5	4
transcript128815.chr7.nic	2	2	2	0	1
transcript149482.chr7.nnic	61	35	38	43	42
transcript159047.chr7.nic	7	11	3	10	7
transcript159154.chr7.nic	5	9	3	7	8
transcript16474.chr7.nnic	70	54	93	81	35
transcript166035.chr7.nic	22	14	0	29	12
transcript16606.chr7.nic	25	17	8	28	17
transcript18478.chr7.nic	5	11	1	4	8
transcript18590.chr7.nic	12	8	5	6	6
transcript18733.chr7.nic	4	10	5	3	5
transcript18877.chr7.nic	21	15	13	30	6
transcript18937.chr7.nic	19	22	6	14	12
transcript18947.chr7.nic	20	8	12	15	5
transcript19035.chr7.nic	32	5	36	27	6
transcript19099.chr7.nic	9	3	3	11	0
transcript21613.chr7.nnic	419	319	161	206	230
transcript22745.chr7.nnic	47	43	34	34	52
transcript23127.chr7.nic	68	62	61	55	55
transcript24158.chr7.nnic	222	122	238	205	122
transcript2567.chr7.nnic	184	107	130	208	168
transcript28755.chr7.nnic	22	1	3	13	2
transcript29945.chr7.nnic	0	2	4	0	2
transcript31520.chr7.nnic	154	92	81	84	84
transcript40735.chr7.nnic	43	31	26	18	25
transcript42834.chr7.nnic	33	35	15	30	42
transcript43465.chr7.nic	27	6	29	34	3
transcript5559.chr7.nnic	19	4	12	7	4
transcript5572.chr7.nic	8	6	2	5	4
transcript63818.chr7.nic	4	4	5	2	11
transcript67379.chr7.nic	23	19	7	14	17
transcript76471.chr7.nic	6	5	3	8	7
transcript80483.chr7.nnic	33	13	54	48	26
transcript81961.chr7.nnic	8	4	4	3	5
transcript92185.chr7.nic	194	17	63	314	11
transcript92360.chr7.nic	101	34	17	194	22
transcript97564.chr7.nic	57	38	25	37	44
transcript97656.chr7.nnic	3	1	0	2	1
transcript97694.chr7.nnic	81	31	74	46	53
transcript97714.chr7.nnic	115	62	57	64	64
ENST00000220853.8	68	31	19	28	27
ENST00000265421.9	96	133	59	105	85
ENST00000297447.10	53	37	15	71	37
ENST00000312046.10	7	17	2	7	6
ENST00000313269.5	272	111	33	282	116
ENST00000314191.7	82	136	28	75	101
ENST00000338368.7	48	62	20	20	43
ENST00000339877.8	35	86	48	21	87
ENST00000353107.8	380	696	274	449	528
ENST00000356457.9	58	15	23	43	16
ENST00000357849.9	377	458	145	341	304
ENST00000379449.11	47	19	17	92	14
ENST00000379454.9	51	17	18	28	14
ENST00000395068.9	878	592	335	1052	562
ENST00000397323.9	16	41	58	8	50
ENST00000435887.2	56	76	16	37	57
ENST00000436393.6	1100	11	69	2337	10
ENST00000438229.6	5	1	1	13	6
ENST00000449762.6	64	73	28	52	58
ENST00000517393.1	14	19	42	17	40
ENST00000517490.6	281	267	191	169	210
ENST00000517566.7	29	3	2	27	9
ENST00000517856.5	74	20	95	93	35
ENST00000518068.5	28	8	9	38	10
ENST00000519234.5	102	31	43	166	17
ENST00000519450.2	54	33	79	59	33
ENST00000519657.5	0	1	3	1	7
ENST00000519765.1	80	85	92	87	56
ENST00000520008.5	3	5	2	4	5
ENST00000520916.1	1	4	2	3	6
ENST00000521370.5	1	1	2	0	4
ENST00000521509.5	27	5	4	17	7
ENST00000522694.1	0	1	8	1	6
ENST00000522919.5	8	3	1	6	2
ENST00000523086.5	65	43	55	58	52
ENST00000524189.6	84	42	55	91	34
ENST00000526183.5	6	3	1	10	6
ENST00000528430.2	104	50	59	97	63
ENST00000529301.5	26	18	15	43	36
ENST00000658832.1	67	25	89	120	33
ENST00000697591.1	10	6	3	3	12
ENST00000697602.1	16	21	8	7	30
transcript11573.chr8.nic	27	8	2	32	4
transcript12566.chr8.nnic	0	11	1	8	15
transcript13868.chr8.nnic	11	4	2	7	6
transcript14575.chr8.nic	6	19	1	1	33
transcript14904.chr8.nic	5	10	3	4	5
transcript23164.chr8.nic	8	12	8	10	9
transcript23205.chr8.nic	6	6	3	8	3
transcript23247.chr8.nic	4	13	7	5	6
transcript23259.chr8.nic	40	100	24	36	77
transcript23420.chr8.nnic	4	10	4	3	10
transcript28519.chr8.nnic	18	23	7	15	13
transcript28529.chr8.nic	46	122	3	42	115
transcript39602.chr8.nic	91	34	15	72	35
transcript40008.chr8.nic	71	13	25	49	9
transcript40293.chr8.nnic	111	41	63	93	40
transcript45124.chr8.nic	17	26	9	22	9
transcript57759.chr8.nic	95	88	12	90	58
transcript73340.chr8.nic	26	6	14	49	22
transcript73450.chr8.nnic	34	1	3	70	0
transcript74985.chr8.nnic	67	32	53	94	51
transcript75088.chr8.nic	9	3	5	16	5
transcript75630.chr8.nic	38	59	36	53	37
transcript75669.chr8.nic	20	17	7	26	12
transcript92066.chr8.nnic	264	78	163	350	169
transcript93332.chr8.nic	6	4	3	3	1
transcript93413.chr8.nic	5	3	2	10	3
ENST00000238477.5	4	2	2	3	2
ENST00000259371.7	32	6	5	22	10
ENST00000265663.12	106	85	11	72	100
ENST00000265960.8	43	37	8	47	43
ENST00000291775.3	302	176	275	297	241
ENST00000297661.9	109	109	45	108	89
ENST00000309989.1	5	9	3	8	6
ENST00000319033.7	57	37	40	67	48
ENST00000322030.13	312	450	66	163	390
ENST00000329305.6	68	251	53	64	386
ENST00000350766.7	27	41	3	23	36
ENST00000359544.2	3	1	2	5	2
ENST00000359883.6	32	27	22	25	28
ENST00000361436.10	237	195	137	155	172
ENST00000371421.9	65	74	23	69	83
ENST00000371474.7	24	12	2	21	13
ENST00000372491.4	29	43	16	19	35
ENST00000372688.9	14	6	11	12	13
ENST00000373078.5	16	11	14	16	16
ENST00000373299.5	202	72	71	184	80
ENST00000373302.8	23	13	5	12	11
ENST00000373360.7	0	5	1	0	2
ENST00000373371.8	24	41	4	15	37
ENST00000373503.7	7	3	0	7	7
ENST00000373511.6	2	5	3	3	2
ENST00000373615.9	224	277	39	80	196
ENST00000375412.11	118	63	65	144	89
ENST00000376552.8	15	64	14	26	46
ENST00000378292.9	25	65	25	9	41
ENST00000382082.4	783	7	223	2134	7
ENST00000394060.7	15	11	15	8	15
ENST00000394063.5	6	3	0	3	1
ENST00000408936.8	77	62	21	62	61
ENST00000423591.5	56	60	3	46	59
ENST00000430147.1	13	8	9	12	13
ENST00000433483.1	0	0	0	4	3
ENST00000440944.6	29	63	3	19	45
ENST00000461627.1	3	2	4	1	3
ENST00000461758.6	12	39	10	14	35
ENST00000470245.1	13	10	20	24	12
ENST00000476832.2	29	24	2	29	19
ENST00000488674.2	796	695	730	507	651
ENST00000489314.1	0	2	4	2	0
ENST00000491911.5	22	15	9	19	11
ENST00000497322.1	28	55	13	19	59
ENST00000497825.5	226	90	140	176	76
ENST00000601276.2	14	0	4	14	1
ENST00000610552.4	0	1	1	2	0
ENST00000616132.4	9	10	2	3	7
ENST00000625521.2	3	3	1	2	2
ENST00000628768.1	493	118	453	668	165
ENST00000636962.2	39	14	17	39	14
ENST00000637060.2	5	5	3	13	4
ENST00000644325.1	6	3	3	5	23
ENST00000645482.3	13	35	15	13	71
ENST00000649557.1	21	9	6	13	13
ENST00000650398.1	5	4	8	13	8
ENST00000685073.1	84	107	27	51	89
ENST00000686568.1	451	440	207	262	416
ENST00000706431.1	8	6	0	3	8
transcript100660.chr9.nnic	60	65	107	37	69
transcript100667.chr9.nnic	7	6	4	5	11
transcript100669.chr9.nnic	4	1	0	2	5
transcript100675.chr9.nnic	23	21	40	18	25
transcript100694.chr9.nnic	65	31	24	48	25
transcript111217.chr9.nnic	64	15	64	68	42
transcript111921.chr9.nnic	26	0	0	27	0
transcript111923.chr9.nnic	4	0	0	3	0
transcript112917.chr9.nnic	12	2	0	13	4
transcript113315.chr9.nnic	16	4	0	12	5
transcript115974.chr9.nic	11	11	1	8	9
transcript116381.chr9.nic	12	9	9	10	12
transcript116731.chr9.nnic	159	106	81	166	179
transcript117802.chr9.nic	47	30	9	28	34
transcript118065.chr9.nnic	36	19	21	37	15
transcript21237.chr9.nic	5	4	1	2	7
transcript2189.chr9.nnic	57	1	10	83	11
transcript22129.chr9.nnic	20	6	21	19	13
transcript27212.chr9.nnic	35	18	21	25	17
transcript3000.chr9.nnic	24	0	2	27	1
transcript3013.chr9.nnic	62	4	25	72	7
transcript3141.chr9.nnic	64	3	26	157	1
transcript47299.chr9.nic	6	26	7	2	20
transcript47303.chr9.nnic	8	18	7	7	11
transcript47361.chr9.nic	21	48	9	21	50
transcript4737.chr9.nnic	23	12	9	12	17
transcript47376.chr9.nic	30	35	16	31	25
transcript47406.chr9.nic	14	23	4	21	12
transcript4747.chr9.nnic	149	169	118	172	154
transcript47489.chr9.nnic	49	84	92	59	91
transcript58649.chr9.nic	12	6	1	9	4
transcript58654.chr9.nic	2	3	0	8	6
transcript59268.chr9.nnic	12	5	9	23	14
transcript59483.chr9.nic	5	5	0	2	5
transcript66769.chr9.nic	9	6	2	9	1
transcript66775.chr9.nic	2	7	2	2	2
transcript7422.chr9.nnic	102	100	169	72	115
transcript81888.chr9.nic	13	27	7	6	24
transcript82004.chr9.nnic	23	4	13	12	6
transcript82008.chr9.nic	17	16	4	5	18
transcript82251.chr9.nnic	22	13	14	18	14
transcript82418.chr9.nnic	29	17	15	19	14
transcript83904.chr9.nnic	48	62	10	20	34
transcript84975.chr9.nnic	18	25	9	5	20
transcript85478.chr9.nnic	14	17	7	15	17
transcript89480.chr9.nic	19	12	10	20	9
transcript90907.chr9.nic	3	2	4	2	2
transcript90948.chr9.nic	4	7	1	3	1
transcript91041.chr9.nic	8	4	5	2	9
transcript91224.chr9.nic	1	5	3	1	6
transcript91431.chr9.nic	9	19	6	17	19
transcript91436.chr9.nic	27	12	8	18	7
transcript94459.chr9.nnic	190	211	91	152	166
transcript95399.chr9.nic	142	118	40	96	110
transcript98610.chr9.nic	10	10	2	18	18
transcript99205.chr9.nnic	64	295	40	43	223
ENST00000224721.12	170	20	78	126	22
ENST00000263461.11	107	140	63	115	112
ENST00000263556.3	0	11	3	4	8
