isoform_id	ES	ES_genomic_start	ES_genomic_end	MEE	MEE_genomic_start	MEE_genomic_end	MES	MES_genomic_start	MES_genomic_end	IR	IR_genomic_start	IR_genomic_end	A5	A5_genomic_start	A5_genomic_end	A3	A3_genomic_start	A3_genomic_end	ATSS	ATSS_genomic_start	ATSS_genomic_end	ATTS	ATTS_genomic_start	ATTS_genomic_end
ENST00000683616.1	1	152389479	152390977	0	NA	NA	0	NA	NA	0	NA	NA	2	152250161;152262702	152250853;152263016	0	NA	NA	1	152436512;152450925	152436628;152451005	1	152134925;152138796;152139186;152139675;152144713;152145153;152146599;152148033;152150900;152151442;152152705;152154010;152154267;152155910;152156205;152157761;152158857;152162117;152167146;152169186;152171264;152174131;152176191;152179834;152180711;152182974;152185558;152187262;152187715;152194009;152194229;152194440;152195522;152195907;152199279;152202934;152205106;152207300;152220523;152222001;152222573;152224015;152224435;152229923;152230220;152235817;152238707	152136924;152138904;152139259;152139791;152144881;152145295;152146735;152149152;152151007;152151581;152152954;152154146;152154445;152156057;152156346;152157925;152159072;152163826;152167378;152169249;152171342;152174242;152178010;152180126;152182594;152183156;152185631;152187476;152187847;152194128;152194261;152194568;152195569;152196011;152199459;152203064;152205225;152207428;152220735;152222066;152222682;152224179;152224616;152230027;152230321;152235933;152238826
transcript211524.chr7.nnic	2	152389479;152435937	152390977;152435994	0	NA	NA	0	NA	NA	0	NA	NA	3	152244088;152250161;152262702	152247902;152250853;152263016	1	152330739	152330742	1	152450925	152451005	1	152134925;152138796;152139186;152139675;152144713;152145153;152146599;152148033;152150900;152151442;152152705;152154010;152154267;152155910;152156205;152157761;152158857;152162117;152167146;152169186;152171264;152174131;152176191	152136924;152138904;152139259;152139791;152144881;152145295;152146735;152149152;152151007;152151581;152152954;152154146;152154445;152156057;152156346;152157925;152159072;152163826;152167378;152169249;152171342;152174242;152177063
ENST00000681082.1	1	152389479	152390977	0	NA	NA	0	NA	NA	1	152435788	152435936	0	NA	NA	1	152330739	152330742	1	152436512;152450925	152436628;152451005	1	152134925;152138796;152139186;152139675;152144713;152145153;152146599;152148033;152150900;152151442;152152705;152154010;152154267;152155910;152156205;152157761;152158857;152162117;152167146;152169186;152171264;152174131;152176191;152179834;152180711;152182974;152185558;152187262;152187715;152194009;152194229;152194440;152195522;152195907;152199279;152202934;152205106;152207300;152220523;152222001;152222573;152224015;152224435;152229923;152230220;152235817;152238707;152244088;152249876;152250161;152251939;152252546	152136924;152138904;152139259;152139791;152144881;152145295;152146735;152149152;152151007;152151581;152152954;152154146;152154445;152156057;152156346;152157925;152159072;152163826;152167378;152169249;152171342;152174242;152178010;152180126;152182594;152183156;152185631;152187476;152187847;152194128;152194261;152194568;152195569;152196011;152199459;152203064;152205225;152207428;152220735;152222066;152222682;152224179;152224616;152230027;152230321;152235933;152238826;152248620;152249953;152250966;152252090;152252715
transcript211827.chr7.nic	1	152389479	152390977	0	NA	NA	0	NA	NA	2	152435788;152435995	152435936;152436511	1	152262702	152263016	1	152330739	152330742	1	152450925	152451005	1	152134925;152138796;152139186;152139675;152144713;152145153;152146599;152148033;152150900;152151442;152152705;152154010;152154267;152155910;152156205;152157761;152158857;152162117;152167146;152169186;152171264;152174131;152176191;152179834;152180711;152182974;152185558;152187262;152187715;152194009;152194229;152194440;152195522;152195907;152199279;152202934;152205106;152207300;152220523;152222001;152222573;152224015;152224435;152229923;152230220;152235817;152238707;152244088;152249876	152136924;152138904;152139259;152139791;152144881;152145295;152146735;152149152;152151007;152151581;152152954;152154146;152154445;152156057;152156346;152157925;152159072;152163826;152167378;152169249;152171342;152174242;152178010;152180126;152182594;152183156;152185631;152187476;152187847;152194128;152194261;152194568;152195569;152196011;152199459;152203064;152205225;152207428;152220735;152222066;152222682;152224179;152224616;152230027;152230321;152235933;152238826;152248620;152249953
transcript211592.chr7.nic	1	152389479	152390977	0	NA	NA	0	NA	NA	2	152435788;152435995	152435936;152436511	3	152244088;152250161;152262702	152247902;152250853;152263016	1	152330739	152330742	1	152450925	152451005	1	152134925;152138796;152139186;152139675;152144713;152145153;152146599;152148033;152150900;152151442;152152705;152154010;152154267;152155910;152156205;152157761;152158857;152162117;152167146;152169186;152171264;152174131;152176191;152179834;152180711;152182974;152185558;152187262;152187715;152194009;152194229;152194440;152195522;152195907;152199279;152202934;152205106;152207300	152136924;152138904;152139259;152139791;152144881;152145295;152146735;152149152;152151007;152151581;152152954;152154146;152154445;152156057;152156346;152157925;152159072;152163826;152167378;152169249;152171342;152174242;152178010;152180126;152182594;152183156;152185631;152187476;152187847;152194128;152194261;152194568;152195569;152196011;152199459;152203064;152205225;152207326
ENST00000393381.3	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	169757944	169758038	0	NA	NA
transcript149183.chr4.nnic	1	169748744	169748842	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	169757960	169758038	0	NA	NA
transcript149576.chr4.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	169729470;169731704;169737660;169741957	169729709;169731876;169737747;169742088
ENST00000369091.6	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	2	106086473;106088449	106086595;106092147	0	NA	NA	1	106085661	106086320	1	106107508	106109938
ENST00000369096.9	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	106088449	106092147	0	NA	NA	1	106085661	106086336	0	NA	NA
transcript123159.chr6.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	106088827;106095615;106099300;106104825;106106371;106106911	106092147;106095734;106099552;106105933;106106499;106109938
transcript123164.chr6.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	106085661	106086310	1	106095615;106099300;106104825;106106371;106106911	106095734;106099552;106105933;106106499;106109938
transcript123160.chr6.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	106085661	106086237	1	106089676;106095615;106099300;106104825;106106371;106106911	106092147;106095734;106099552;106105933;106106499;106109938
transcript152136.chr1.nnic	2	53855001;53889244	53855051;53889463	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	53889834	53889901	0	NA	NA
transcript152098.chr1.nnic	1	53889244	53889463	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000072644.7	1	53855001	53855051	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	53889797	53889901	0	NA	NA
transcript152077.chr1.nnic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	53889889	53889901	0	NA	NA
ENST00000389221.9	1	1379533	1379712	0	NA	NA	0	NA	NA	1	1364256	1364994	0	NA	NA	1	1367858	1368654	0	NA	NA	0	NA	NA
transcript8867.chr16.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	1367858	1368654	1	1385208;1390632;1392891;1394131;1397178;1399374;1401568;1403168;1413846;1414615	1385385;1390694;1392976;1394215;1397295;1399509;1401701;1403344;1414055;1414704	1	1363205	1364255
transcript9919.chr16.nnic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	1364995	1366018	0	NA	NA	1	1370130;1371519;1379533;1385208;1390632;1392891;1394131;1397178;1399374;1401568;1403168;1413846;1414615	1370357;1371611;1379712;1385385;1390694;1392976;1394215;1397295;1399509;1401701;1403344;1414055;1414704	0	NA	NA
transcript367663.chr1.nnic	1	234463837	234463934	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	234391313;234392416;234393362;234393646;234398382;234400853;234401181;234405903	234391745;234392552;234393486;234393837;234398553;234400948;234401262;234406099
ENST00000040877.2	2	234400853;234407342	234400948;234409573	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	234479179	234479204	0	NA	NA
transcript367605.chr1.nnic	1	234407342	234409573	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000263985.11	1	151721946	151722215	0	NA	NA	0	NA	NA	0	NA	NA	1	151703342	151703851	1	151716131	151716254	0	NA	NA	0	NA	NA
transcript136699.chr4.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	151703342	151703851	0	NA	NA	1	151716876;151719425;151721946;151758772;151760807	151717074;151719538;151722215;151758922;151761007	1	151670504	151670656
ENST00000508611.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	151760990	151761007	1	151670504;151672762;151679813;151688630;151701329;151703342;151705185;151707988;151716009;151716876;151719425	151671302;151672896;151679891;151688763;151701518;151703895;151705269;151708101;151716254;151717074;151719538
ENST00000512306.5	1	151721946	151722215	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	151716131	151716254	1	151760985	151761007	1	151670504;151672762;151679813;151688630;151701329	151671302;151672896;151679891;151688763;151701518
ENST00000279550.11	1	10709908	10710114	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	10723307	10723323	0	NA	NA
ENST00000228251.9	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000693629.1	1	26794113	26795517	0	NA	NA	0	NA	NA	0	NA	NA	1	26787989	26788268	1	26796323	26797563	1	26787266	26787944	1	26798297	26800659
transcript73840.chr1.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	26787989	26788268	0	NA	NA	0	NA	NA	1	26794956;26796323	26795517;26800659
transcript73223.chr1.nnic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	26787266	26787939	1	26798297	26800659
ENST00000674202.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	26795234	26795517	1	26796323	26797563	1	26787266	26787950	0	NA	NA
ENST00000428026.6	2	29237543;29289683	29238061;29289712	0	NA	NA	0	NA	NA	0	NA	NA	1	29311544	29311553	0	NA	NA	1	29236446	29236549	0	NA	NA
transcript85338.chr1.nnic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	29236446	29236717	1	29326800	29326813
ENST00000373779.8	2	29237543;29289683	29238061;29289712	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	29236446	29236522	1	29326800	29326813
transcript85326.chr1.nic	1	29237543	29238061	0	NA	NA	0	NA	NA	0	NA	NA	1	29311544	29311553	0	NA	NA	0	NA	NA	1	29326800	29326813
transcript86219.chr1.nnic	1	29237543	29238061	0	NA	NA	1	29258505;29259261;29259449;29259870;29260610;29275448;29279012;29279456;29280039;29282676;29283940;29284731;29289683;29291869;29303855;29304774;29305352;29310744;29311456;29311643;29312552;29315372;29316002;29317748;29320685;29323371;29323631;29325191	29258776;29259342;29259564;29260044;29260903;29275756;29279121;29279657;29280141;29282949;29283976;29284869;29289712;29292026;29304045;29304849;29305428;29310780;29311553;29311759;29312706;29315507;29316151;29317921;29320825;29323496;29323788;29325326	0	NA	NA	0	NA	NA	1	29325599	29325662	0	NA	NA	1	29326798	29326813
ENST00000373720.3	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	31271379;31281374;31289254;31291913;31293219;31296611	31271499;31281496;31289419;31292006;31293348;31296788	1	31259568	31259710
ENST00000263694.9	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	31269240	31269666	0	NA	NA	0	NA	NA
transcript47893.chr11.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	32976334	32980270
ENST00000650167.2	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	32975343	32975354	0	NA	NA	1	32892735	32892811	0	NA	NA
transcript47942.chr11.nnic	0	NA	NA	0	NA	NA	1	32927157;32927962;32931743	32927269;32928123;32935435	0	NA	NA	1	32975343	32975354	0	NA	NA	1	32892735	32892797	0	NA	NA
transcript58974.chr12.nic	1	47802224	47802274	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	47820217	47820275	1	47782722;47784079;47785387;47785752;47786585;47787712;47788045;47789261;47789523;47789813;47791259;47791586;47791871;47792988;47794760;47795184;47795587;47795906;47796207	47783886;47784217;47785471;47785885;47786703;47787809;47788164;47789348;47789578;47789920;47791308;47791706;47792004;47793588;47794933;47795380;47795767;47796016;47796298
ENST00000080059.12	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	2	47792988;47796427	47793369;47797017	0	NA	NA	1	47819903	47820275	0	NA	NA
transcript58917.chr12.nic	0	NA	NA	0	NA	NA	0	NA	NA	3	47795381;47795768;47796017	47795586;47795905;47796206	1	47796427	47797017	0	NA	NA	0	NA	NA	1	47782722;47784079;47785387;47785752;47786585;47787712;47788045;47789261;47789523;47789813;47791259;47791586;47791871	47783886;47784217;47785471;47785885;47786703;47787809;47788164;47789348;47789578;47789920;47791308;47791706;47792004
ENST00000360982.2	1	182991201	182991228	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	182923308	182924877
transcript213119.chr2.nic	1	183024978	183024995	0	NA	NA	0	NA	NA	2	182991229;182994888	182994838;182995700	0	NA	NA	0	NA	NA	1	183038466	183038858	1	182923308;182926816;182928117;182928783;182930695;182934752;182935293;182942070;182952405;182952793;182953113;182956462;182957457;182962159;182964676;182967216;182976893;182978834;182981244;182982821;182983286;182986171;182989030	182925818;182926905;182928226;182928899;182930788;182934832;182935375;182942163;182952502;182952923;182953331;182956593;182957596;182962278;182964808;182967361;182976951;182978915;182981376;182982927;182983382;182986227;182989186
transcript213305.chr2.nnic	0	NA	NA	0	NA	NA	1	182930695;182934752;182935293;182942070;182952405;182952793;182953113;182956462;182957457;182962159;182964676;182967216;182976893;182978834;182981244;182982821;182983286;182986171;182989030	182930788;182934832;182935375;182942163;182952502;182952923;182953331;182956593;182957596;182962278;182964808;182967361;182976951;182978915;182981376;182982927;182983382;182986227;182989186	0	NA	NA	0	NA	NA	1	182928788	182928899	1	182994839;182995701;183001953;183002127;183002974;183003233;183023806;183024978;183037992	182994887;182995838;183002043;183002269;183003030;183003325;183023916;183024995;183038858	1	182923308	182924877
ENST00000703825.1	2	182991201;183024978	182991228;183024995	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	183003319	183003325	1	183038352	183038858	0	NA	NA
transcript141137.chr4.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	155758964	155759037	1	155763555;155774968;155777524;155789714;155793856;155795341;155796377;155799877;155802342;155803624;155804593;155805103	155766553;155775068;155780627;155789911;155794086;155795457;155796510;155800074;155802579;155803764;155804747;155805216
transcript141077.chr4.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	155759860	155766553	0	NA	NA	0	NA	NA	1	155789714;155793856;155795341;155796377;155799877;155802342;155803624;155804593;155805103	155789911;155794086;155795457;155796510;155800074;155802579;155803764;155804747;155805216
transcript141138.chr4.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	155758964	155759021	1	155774968;155777524;155789714;155793856;155795341;155796377;155799877;155802342;155803624;155804593;155805103	155775068;155780627;155789911;155794086;155795457;155796510;155800074;155802579;155803764;155804747;155805216
transcript140878.chr4.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	2	155759860;155777642	155766553;155780627	0	NA	NA	0	NA	NA	0	NA	NA
transcript103584.chr12.nic	0	NA	NA	0	NA	NA	0	NA	NA	1	62543199	62544765	0	NA	NA	0	NA	NA	1	62466739;62484170;62493915;62495016;62498919;62500783;62501573;62508286;62524515;62525084;62525949;62532438;62534845;62535525;62537151;62537602;62538096;62538252;62538415	62467318;62489021;62494042;62495147;62499048;62500880;62502421;62511655;62524639;62525220;62526102;62532670;62534926;62535709;62537263;62537706;62538176;62538325;62538505	1	62549668;62552881;62555994;62560491;62565237;62566014;62566322;62571392;62578445;62580297;62585294;62588074;62588856;62592586	62549830;62553365;62557100;62561113;62565380;62566031;62566450;62571582;62578505;62580420;62585501;62588156;62588916;62600476
ENST00000552115.5	1	62544766	62544768	0	NA	NA	0	NA	NA	0	NA	NA	4	62484233;62501698;62508480;62547072	62489021;62502421;62511655;62549473	0	NA	NA	1	62466739	62466849	1	62555994;62560491;62565237;62566014;62566322;62571392;62578445;62580297;62585294;62588074;62588856;62592586	62557100;62561113;62565380;62566031;62566450;62571582;62578505;62580420;62585501;62588156;62588916;62600476
transcript102632.chr12.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	2	62484233;62501698	62489021;62502421	0	NA	NA	1	62466739	62466802	1	62524515;62525084;62525949;62532438;62534845;62535525;62537151;62537602;62538096;62538252;62538415;62543097;62544766;62544898;62546897;62549668;62552881;62555994;62560491;62565237;62566014;62566322;62571392;62578445;62580297;62585294;62588074;62588856;62592586	62524639;62525220;62526102;62532670;62534926;62535709;62537263;62537706;62538176;62538325;62538505;62543198;62544768;62545008;62549473;62549830;62553365;62557100;62561113;62565380;62566031;62566450;62571582;62578505;62580420;62585501;62588156;62588916;62600476
transcript102317.chr12.nic	1	62544766	62544768	0	NA	NA	0	NA	NA	0	NA	NA	5	62484233;62501698;62508480;62547072;62553174	62489021;62502421;62511655;62549473;62553365	0	NA	NA	0	NA	NA	1	62560491;62565237;62566014;62566322;62571392;62578445;62580297;62585294;62588074;62588856;62592586	62561113;62565380;62566031;62566450;62571582;62578505;62580420;62585501;62588156;62588916;62600476
ENST00000546600.5	1	62544766	62544768	0	NA	NA	0	NA	NA	0	NA	NA	6	62484233;62501698;62508480;62547072;62553174;62556192	62489021;62502421;62511655;62549473;62553365;62557100	0	NA	NA	1	62466739	62466822	1	62593278	62600476
transcript102677.chr12.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	62484233	62489021	0	NA	NA	1	62466739	62466802	1	62508286;62524515;62525084;62525949;62532438;62534845;62535525;62537151;62537602;62538096;62538252;62538415;62543097;62544766;62544898;62546897;62549668;62552881;62555994;62560491;62565237;62566014;62566322;62571392;62578445;62580297;62585294;62588074;62588856;62592586	62511655;62524639;62525220;62526102;62532670;62534926;62535709;62537263;62537706;62538176;62538325;62538505;62543198;62544768;62545008;62549473;62549830;62553365;62557100;62561113;62565380;62566031;62566450;62571582;62578505;62580420;62585501;62588156;62588916;62600476
transcript103966.chr12.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	62466739	62466804	1	62493915;62495016;62498919;62500783;62501573;62508286;62524515;62525084;62525949;62532438;62534845;62535525;62537151;62537602;62538096;62538252;62538415;62543097;62544766;62544898;62546897;62549668;62552881;62555994;62560491;62565237;62566014;62566322;62571392;62578445;62580297;62585294;62588074;62588856;62592586	62494042;62495147;62499048;62500880;62502421;62511655;62524639;62525220;62526102;62532670;62534926;62535709;62537263;62537706;62538176;62538325;62538505;62543198;62544768;62545008;62549473;62549830;62553365;62557100;62561113;62565380;62566031;62566450;62571582;62578505;62580420;62585501;62588156;62588916;62600476
ENST00000393630.8	2	62544766;62588856	62544768;62588916	0	NA	NA	0	NA	NA	0	NA	NA	6	62484233;62501698;62508480;62547072;62553174;62556192	62489021;62502421;62511655;62549473;62553365;62557100	0	NA	NA	1	62466739	62466826	0	NA	NA
ENST00000641654.1	1	62588856	62588916	0	NA	NA	0	NA	NA	0	NA	NA	6	62484233;62501698;62508480;62547072;62553174;62556192	62489021;62502421;62511655;62549473;62553365;62557100	0	NA	NA	1	62466739	62466817	1	62597583	62600476
transcript190144.chr19.nnic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	44340416;44356626	44340542;44356680	1	44326555	44329936
ENST00000354340.9	1	44337429	44338001	0	NA	NA	0	NA	NA	0	NA	NA	1	44331632	44336623	1	44336718	44337341	0	NA	NA	0	NA	NA
transcript72585.chr20.nnic	1	46382206	46382241	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	46394503	46394532	1	46437298	46437313	0	NA	NA
transcript74114.chr20.nnic	0	NA	NA	0	NA	NA	1	46371579;46371806;46373399;46374332;46374536;46375236;46375668;46380253;46382206;46383416;46386124;46387338;46389039;46393093;46393529;46394049;46394405;46398697;46406548	46371691;46371969;46373535;46374440;46374640;46375370;46375790;46380303;46382241;46383494;46386275;46387437;46389220;46393143;46393601;46394089;46394532;46398771;46410042	0	NA	NA	0	NA	NA	1	46371362	46371459	0	NA	NA	0	NA	NA
ENST00000290246.11	1	46382206	46382241	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	46406615;46437298	46410042;46437313	0	NA	NA
transcript72573.chr20.nnic	1	46398697	46398771	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	46406644;46437298	46410042;46437313	0	NA	NA
ENST00000396391.5	2	46382206;46398697	46382241;46398771	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	46394503	46394532	1	46406632;46437298	46410042;46437313	1	46366050	46366055
transcript104749.chr10.nic	1	86472856	86472873	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	86435256;86437920;86443275;86446242	86437608;86438015;86443363;86446294
transcript105285.chr10.nnic	0	NA	NA	0	NA	NA	1	86458989;86460399;86461176;86467279;86470992;86472208;86472612	86459065;86460496;86461287;86467506;86471103;86472344;86472764	0	NA	NA	0	NA	NA	1	86453665	86453831	1	86473878;86497201;86499718;86517571;86521365	86473973;86497319;86500743;86518091;86521839	0	NA	NA
ENST00000298767.10	1	86472856	86472873	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	86521792	86521839	0	NA	NA
ENST00000262291.9	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	59706666	59707556	1	59855070;59886481	59855261;59886647
transcript159136.chr17.nnic	0	NA	NA	0	NA	NA	1	59707654;59731421;59735338;59737453;59738837;59764971;59773754;59808796;59811670;59817712;59838295;59839768	59707748;59731522;59735473;59737543;59738947;59765138;59773885;59808876;59811786;59817773;59838397;59842255	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000438389.6	1	55455636	55455845	0	NA	NA	0	NA	NA	1	55461811	55462167	0	NA	NA	1	55455330	55455378	0	NA	NA	0	NA	NA
transcript243755.chr19.nnic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	55455330	55455378	1	55462252	55462343	1	55452985	55452989
ENST00000085068.7	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	55461645;55462168	55461810;55462343	1	55452985	55452989
ENST00000425675.7	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	55455330	55455378	1	55461642;55462168	55461810;55462343	0	NA	NA
transcript243571.chr19.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	55692951	55692954	0	NA	NA	1	55695766	55709533
ENST00000085079.11	1	55689297	55689371	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	55692951	55692954	1	55675097	55675245	1	55695766	55709533
ENST00000270460.11	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	55675097	55675226	0	NA	NA
transcript140148.chrX.nic	1	150705325	150708538	1	150714479	150714529	0	NA	NA	0	NA	NA	1	150699300	150705079	0	NA	NA	1	150687876;150693338	150687948;150693373	1	150764924	150765108
transcript141257.chrX.nnic	0	NA	NA	0	NA	NA	1	150693338;150699195	150693676;150705079	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	150712342;150714479;150718625;150727215;150727684;150730109;150730525;150731470;150732542;150736595;150737242;150744361;150750730;150755689;150762565;150764512	150712365;150714529;150718700;150727309;150727791;150730210;150730608;150731619;150732730;150736780;150737448;150744453;150750843;150755865;150762737;150765108
ENST00000370390.7	0	NA	NA	0	NA	NA	1	150705325;150712342;150714479	150708538;150712365;150714529	0	NA	NA	1	150699300	150705079	0	NA	NA	1	150687876;150693338	150687948;150693374	1	150765103	150765108
transcript141269.chrX.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	150687876	150687948	1	150705325;150712342;150714479;150718625;150727215;150727684;150730109;150730525;150731470;150732542;150736595;150737242;150744361;150750730;150755689;150762565;150764512	150708538;150712365;150714529;150718700;150727309;150727791;150730210;150730608;150731619;150732730;150736780;150737448;150744453;150750843;150755865;150762737;150765108
ENST00000445323.7	1	150705325	150708538	1	150712342	150712365	0	NA	NA	1	150762738	150764511	1	150699300	150705079	0	NA	NA	1	150687876;150693338	150687948;150693396	0	NA	NA
transcript285008.chr2.nic	1	240452811	240453094	0	NA	NA	0	NA	NA	2	240463513;240466331	240464615;240467623	0	NA	NA	0	NA	NA	1	240435068	240435293	0	NA	NA
transcript285213.chr2.nnic	1	240452811	240453094	0	NA	NA	1	240462191;240463347;240464616;240464856;240465077;240465473;240466058	240462582;240463512;240464746;240464975;240465210;240465648;240466330	0	NA	NA	1	240459074	240459188	0	NA	NA	1	240435068	240435334	0	NA	NA
transcript284900.chr2.nnic	1	240452811	240453094	0	NA	NA	0	NA	NA	0	NA	NA	1	240466203	240466330	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000420138.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	240435068	240436084	1	240467624	240468076
ENST00000264039.7	1	240452811	240453094	0	NA	NA	0	NA	NA	1	240466331	240467623	0	NA	NA	0	NA	NA	1	240435068	240435663	0	NA	NA
transcript47286.chr4.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	41524478	41527840	0	NA	NA	0	NA	NA	1	41603875;41605894;41612339;41612902;41613466;41619188;41638932;41644500;41646123;41646485;41650393;41661420;41662821;41666561;41671554;41676379;41680006;41680955;41682333;41684397;41685710;41689527;41692282;41697160	41603905;41606004;41612603;41613098;41613661;41619440;41638967;41644626;41646280;41646893;41650608;41661510;41662984;41666666;41671594;41676462;41680098;41681059;41682460;41684518;41685830;41689635;41692384;41700044
ENST00000381753.8	1	41638932	41638967	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	41676379	41676382	1	41360462;41494536;41524409;41598920;41603875;41605894;41612339	41360936;41494606;41527840;41602141;41603905;41606004;41612603	0	NA	NA
transcript47362.chr4.nic	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	41360462	41360622	1	41598920;41603875;41605894;41612339;41612902;41613466;41619188;41638932;41644500;41646123;41646485;41650393;41661420;41662821;41666561;41671554;41676379;41680006;41680955;41682333;41684397;41685710;41689527;41692282;41697160	41602141;41603905;41606004;41612603;41613098;41613661;41619440;41638967;41644626;41646280;41646893;41650608;41661510;41662984;41666666;41671594;41676462;41680098;41681059;41682460;41684518;41685830;41689635;41692384;41700044
ENST00000514096.5	2	41612902;41638932	41613098;41638967	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	41676379	41676382	1	41360462;41494536;41524409;41598920;41603875;41605894	41360936;41494606;41527840;41602141;41603905;41606004	1	41697814	41700044
