isoform_id	ES	ES_genomic_start	ES_genomic_end	MEE	MEE_genomic_start	MEE_genomic_end	MES	MES_genomic_start	MES_genomic_end	IR	IR_genomic_start	IR_genomic_end	A5	A5_genomic_start	A5_genomic_end	A3	A3_genomic_start	A3_genomic_end	ATSS	ATSS_genomic_start	ATSS_genomic_end	ATTS	ATTS_genomic_start	ATTS_genomic_end	iso_ref	gene_ref	condition_1	condition_2	dIF	pvalue	padj	IF1	IF2
ENST00000619232.2	3	71450169;71558639;71619999	71452232;71558644;71620006	1	71573418	71573573	4	71492083;71508468;71528423;71541930,71565228;71569464,71633473;71633968,71712396;71765886;71782287;71860592	71496633;71508683;71529274;71553507,71565246;71572734,71633505;71634261,71712435;71766009;71788470;71861923	1	71866982	71867039	2	71553567;71625101	71557024;71630556	0	NA	NA	1	71867204	71867415	0	NA	NA	isoComp_00150437	geneComp_00055746	A_RO_D200	C_RO_D45	-0.0165	0.08330949230607045	0.3038910611237545	0.0423	0.025799999999999997
ENST00000619232.2	3	71450169;71558639;71619999	71452232;71558644;71620006	1	71573418	71573573	4	71492083;71508468;71528423;71541930,71565228;71569464,71633473;71633968,71712396;71765886;71782287;71860592	71496633;71508683;71529274;71553507,71565246;71572734,71633505;71634261,71712435;71766009;71788470;71861923	1	71866982	71867039	2	71553567;71625101	71557024;71630556	0	NA	NA	1	71867204	71867415	0	NA	NA	isoComp_00065700	geneComp_00020777	A_RO_D200	B_RO_D100	-0.02183333333333333	0.01153771010164544	0.09105293475033299	0.0423	0.020466666666666668
ENST00000620944.4	0	NA	NA	1	398208	398394	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	396725	397079	1	400753	400754	isoComp_00009934	geneComp_00002494	A_RO_D200	B_RO_D100	0.008233333333333315	0.8127496072271033	0.9354093122972337	0.09740000000000001	0.10563333333333333
ENST00000620944.4	0	NA	NA	1	398208	398394	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	396725	397079	1	400753	400754	isoComp_00094671	geneComp_00037463	A_RO_D200	C_RO_D45	-0.057250000000000016	0.14147869405801206	0.4111411398317374	0.09740000000000001	0.04015
ENST00000620944.4	0	NA	NA	1	398208	398394	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	396725	397079	1	400753	400754	isoComp_00179408	geneComp_00072432	B_RO_D100	C_RO_D45	-0.06548333333333334	0.02995653753050505	0.15525720109011756	0.10563333333333333	0.04015
ENST00000633708.1	0	NA	NA	2	59795602;59795602	59795712;59795712	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	59755376	59755398	0	NA	NA	isoComp_00123928	geneComp_00045293	A_RO_D200	C_RO_D45	-0.49485	7.880909760841259e-13	2.808867685972564e-10	0.92435	0.4295
ENST00000633708.1	0	NA	NA	2	59795602;59795602	59795712;59795712	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	59755376	59755398	0	NA	NA	isoComp_00039191	geneComp_00010324	A_RO_D200	B_RO_D100	-0.07051666666666667	0.006269706416046561	0.060209182371162594	0.92435	0.8538333333333333
ENST00000633708.1	0	NA	NA	2	59795602;59795602	59795712;59795712	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	59755376	59755398	0	NA	NA	isoComp_00208665	geneComp_00080262	B_RO_D100	C_RO_D45	-0.42433333333333334	4.1667866167532253e-10	6.683827401081531e-8	0.8538333333333333	0.4295
ENST00000680767.2	5	34755976;34825267;34829041;34838745;34866111	34756043;34825275;34829328;34838837;34868812	1	34829400	34829489	0	NA	NA	0	NA	NA	2	34794250;34851928	34798428;34853973	2	34851831;34887766	34851834;34890300	1	34493240;34679468;34710221	34493514;34679592;34710294	0	NA	NA	isoComp_00023391	geneComp_00006089	A_RO_D200	B_RO_D100	0.01603333333333333	0.47560083032717204	0.7536533512714324	0.034	0.05003333333333333
ENST00000680767.2	5	34755976;34825267;34829041;34838745;34866111	34756043;34825275;34829328;34838837;34868812	1	34829400	34829489	0	NA	NA	0	NA	NA	2	34794250;34851928	34798428;34853973	2	34851831;34887766	34851834;34890300	1	34493240;34679468;34710221	34493514;34679592;34710294	0	NA	NA	isoComp_00108128	geneComp_00041058	A_RO_D200	C_RO_D45	-0.018400000000000003	0.132590123105409	0.39644458044016234	0.034	0.0156
ENST00000680767.2	5	34755976;34825267;34829041;34838745;34866111	34756043;34825275;34829328;34838837;34868812	1	34829400	34829489	0	NA	NA	0	NA	NA	2	34794250;34851928	34798428;34853973	2	34851831;34887766	34851834;34890300	1	34493240;34679468;34710221	34493514;34679592;34710294	0	NA	NA	isoComp_00192865	geneComp_00076027	B_RO_D100	C_RO_D45	-0.03443333333333333	0.018379912123393776	0.11347403078619112	0.05003333333333333	0.0156
ENST00000695368.1	2	173584400;173807939	173585034;173811591	2	173605534;173807680	173605593;173807832	0	NA	NA	0	NA	NA	1	173605091	173605168	1	174274648	174275315	0	NA	NA	0	NA	NA	isoComp_00125765	geneComp_00045835	A_RO_D200	C_RO_D45	-0.08130000000000004	0.1381584968160279	0.40550012977487476	0.24175000000000002	0.16044999999999998
ENST00000695368.1	2	173584400;173807939	173585034;173811591	2	173605534;173807680	173605593;173807832	0	NA	NA	0	NA	NA	1	173605091	173605168	1	174274648	174275315	0	NA	NA	0	NA	NA	isoComp_00210502	geneComp_00080804	B_RO_D100	C_RO_D45	-0.11931666666666668	0.04489391271631769	0.20217088488229953	0.27976666666666666	0.16044999999999998
ENST00000695368.1	2	173584400;173807939	173585034;173811591	2	173605534;173807680	173605593;173807832	0	NA	NA	0	NA	NA	1	173605091	173605168	1	174274648	174275315	0	NA	NA	0	NA	NA	isoComp_00041028	geneComp_00010866	A_RO_D200	B_RO_D100	0.03801666666666664	0.44647239190008703	0.7342601291713899	0.24175000000000002	0.27976666666666666
ENST00000695922.1	0	NA	NA	1	30989538	30989564	0	NA	NA	0	NA	NA	1	30920261	30920369	0	NA	NA	1	30719363	30720369	0	NA	NA	isoComp_00210540	geneComp_00080813	B_RO_D100	C_RO_D45	-0.20928333333333338	1.1034099822743995e-4	0.0027781167522462685	0.7024333333333334	0.49315
ENST00000695922.1	0	NA	NA	1	30989538	30989564	0	NA	NA	0	NA	NA	1	30920261	30920369	0	NA	NA	1	30719363	30720369	0	NA	NA	isoComp_00041066	geneComp_00010875	A_RO_D200	B_RO_D100	0.12083333333333335	0.0918652447589252	0.32718472774630863	0.5816	0.7024333333333334
ENST00000695922.1	0	NA	NA	1	30989538	30989564	0	NA	NA	0	NA	NA	1	30920261	30920369	0	NA	NA	1	30719363	30720369	0	NA	NA	isoComp_00125803	geneComp_00045844	A_RO_D200	C_RO_D45	-0.08845000000000003	0.5388579835274451	0.7909901668272226	0.5816	0.49315
ENST00000707007.1	1	41286144	41286215	1	41297837	41297929	0	NA	NA	1	41298620	41298846	0	NA	NA	0	NA	NA	1	41283958	41283961	1	41305475	41306539	isoComp_00059718	geneComp_00017341	A_RO_D200	B_RO_D100	-0.023750000000000007	0.04432225434600497	0.2153363956622703	0.06295	0.0392
ENST00000707007.1	1	41286144	41286215	1	41297837	41297929	0	NA	NA	1	41298620	41298846	0	NA	NA	0	NA	NA	1	41283958	41283961	1	41305475	41306539	isoComp_00144455	geneComp_00052310	A_RO_D200	C_RO_D45	-0.013800000000000007	0.2866154938086366	0.5959975615476291	0.06295	0.04915
ENST00000707007.1	1	41286144	41286215	1	41297837	41297929	0	NA	NA	1	41298620	41298846	0	NA	NA	0	NA	NA	1	41283958	41283961	1	41305475	41306539	isoComp_00229192	geneComp_00087279	B_RO_D100	C_RO_D45	0.00995	0.3823990339617161	0.6696658476482159	0.0392	0.04915
ENST00000707056.1	2	41286144;41298041	41286215;41298619	1	41296804	41296872	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	41283958	41283972	1	41305475	41306539	isoComp_00144459	geneComp_00052310	A_RO_D200	C_RO_D45	0.11415	4.178976929782259e-4	0.008310489319390374	0.1591	0.27325
ENST00000707056.1	2	41286144;41298041	41286215;41298619	1	41296804	41296872	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	41283958	41283972	1	41305475	41306539	isoComp_00059722	geneComp_00017341	A_RO_D200	B_RO_D100	0.024300000000000016	0.3033986825199291	0.6127902627874513	0.1591	0.1834
ENST00000707056.1	2	41286144;41298041	41286215;41298619	1	41296804	41296872	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	41283958	41283972	1	41305475	41306539	isoComp_00229196	geneComp_00087279	B_RO_D100	C_RO_D45	0.08984999999999999	0.002945016735932168	0.03292363396051572	0.1834	0.27325
ENST00000710560.1	1	118449799	118449984	1	118439024	118439122	0	NA	NA	0	NA	NA	1	118482092	118482248	0	NA	NA	1	118436369	118436457	0	NA	NA	isoComp_00101349	geneComp_00039225	A_RO_D200	C_RO_D45	-0.09040000000000004	0.09513402168961609	0.3284865402992566	0.6799	0.5894999999999999
ENST00000710560.1	1	118449799	118449984	1	118439024	118439122	0	NA	NA	0	NA	NA	1	118482092	118482248	0	NA	NA	1	118436369	118436457	0	NA	NA	isoComp_00186086	geneComp_00074194	B_RO_D100	C_RO_D45	-0.1530666666666668	0.0019596739155514826	0.02462617522378591	0.7425666666666667	0.5894999999999999
ENST00000710560.1	1	118449799	118449984	1	118439024	118439122	0	NA	NA	0	NA	NA	1	118482092	118482248	0	NA	NA	1	118436369	118436457	0	NA	NA	isoComp_00016612	geneComp_00004256	A_RO_D200	B_RO_D100	0.06266666666666676	0.07703390181738094	0.2955028304451397	0.6799	0.7425666666666667
transcript126779.chr6.nnic	0	NA	NA	1	108185377	108185381	1	108180323;108180807	108180419;108180956	0	NA	NA	0	NA	NA	1	108187301	108188517	1	108166022;108171458;108174836;108176503;108178095	108166790;108171603;108174923;108176738;108178241	0	NA	NA	isoComp_00014097	geneComp_00003612	A_RO_D200	B_RO_D100	0.035716666666666674	0.41211071039085023	0.707881196499049	0.33655	0.3722666666666667
transcript126779.chr6.nnic	0	NA	NA	1	108185377	108185381	1	108180323;108180807	108180419;108180956	0	NA	NA	0	NA	NA	1	108187301	108188517	1	108166022;108171458;108174836;108176503;108178095	108166790;108171603;108174923;108176738;108178241	0	NA	NA	isoComp_00098834	geneComp_00038581	A_RO_D200	C_RO_D45	-0.23645000000000002	1.656367790817714e-8	1.9612395133893637e-6	0.33655	0.1001
transcript126779.chr6.nnic	0	NA	NA	1	108185377	108185381	1	108180323;108180807	108180419;108180956	0	NA	NA	0	NA	NA	1	108187301	108188517	1	108166022;108171458;108174836;108176503;108178095	108166790;108171603;108174923;108176738;108178241	0	NA	NA	isoComp_00183571	geneComp_00073550	B_RO_D100	C_RO_D45	-0.27216666666666667	9.736718846230946e-11	1.7432660762570053e-8	0.3722666666666667	0.1001
transcript140148.chrX.nic	1	150705325	150708538	1	150714479	150714529	0	NA	NA	0	NA	NA	1	150699300	150705079	0	NA	NA	1	150687876;150693338	150687948;150693373	1	150764924	150765108	isoComp_00172649	geneComp_00070723	B_RO_D100	C_RO_D45	-0.040400000000000005	0.31761127570727465	0.6134197615811978	0.0529	0.0125
transcript140148.chrX.nic	1	150705325	150708538	1	150714479	150714529	0	NA	NA	0	NA	NA	1	150699300	150705079	0	NA	NA	1	150687876;150693338	150687948;150693373	1	150764924	150765108	isoComp_00087912	geneComp_00035754	A_RO_D200	C_RO_D45	-0.12639999999999998	0.0014579344818376374	0.020709830189871593	0.1389	0.0125
transcript140148.chrX.nic	1	150705325	150708538	1	150714479	150714529	0	NA	NA	0	NA	NA	1	150699300	150705079	0	NA	NA	1	150687876;150693338	150687948;150693373	1	150764924	150765108	isoComp_00003175	geneComp_00000785	A_RO_D200	B_RO_D100	-0.086	0.05442779054987105	0.24398589701383994	0.1389	0.0529
transcript144128.chr19.nnic	1	34254554	34254614	1	34279810	34280007	1	34319907;34327421;34327771;34327990;34330189;34333704;34339867;34341422;34347877;34349016;34351514;34352647	34320116;34327561;34327866;34328151;34330347;34333801;34339992;34342455;34348042;34349153;34351592;34355566	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00038831	geneComp_00010215	A_RO_D200	B_RO_D100	0.032516666666666666	0.3883054879707581	0.6873403976702802	0.20405	0.23656666666666668
transcript144128.chr19.nnic	1	34254554	34254614	1	34279810	34280007	1	34319907;34327421;34327771;34327990;34330189;34333704;34339867;34341422;34347877;34349016;34351514;34352647	34320116;34327561;34327866;34328151;34330347;34333801;34339992;34342455;34348042;34349153;34351592;34355566	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00123568	geneComp_00045184	A_RO_D200	C_RO_D45	-0.015600000000000003	0.5566185590455985	0.8023044194634492	0.20405	0.18845
transcript144128.chr19.nnic	1	34254554	34254614	1	34279810	34280007	1	34319907;34327421;34327771;34327990;34330189;34333704;34339867;34341422;34347877;34349016;34351514;34352647	34320116;34327561;34327866;34328151;34330347;34333801;34339992;34342455;34348042;34349153;34351592;34355566	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00208305	geneComp_00080153	B_RO_D100	C_RO_D45	-0.04811666666666667	0.22240276625116062	0.5128921456937057	0.23656666666666668	0.18845
transcript152151.chr1.nnic	0	NA	NA	1	53947862	53947981	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00015876	geneComp_00004058	A_RO_D200	B_RO_D100	0.03501666666666667	0.6145349393494914	0.8407318273117298	0.12195	0.15696666666666667
transcript152151.chr1.nnic	0	NA	NA	1	53947862	53947981	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00185350	geneComp_00073996	B_RO_D100	C_RO_D45	-0.028716666666666668	0.6413364992571843	0.8427065087166753	0.15696666666666667	0.12825
transcript152151.chr1.nnic	0	NA	NA	1	53947862	53947981	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00100613	geneComp_00039027	A_RO_D200	C_RO_D45	0.0063	0.9227414119017966	0.9728085396752388	0.12195	0.12825
transcript158846.chr5.nnic	0	NA	NA	1	158986700	158986710	1	159064907;159083294;159084666;159095620;159096343;159096974;159099345	159073464;159083770;159084739;159095675;159096406;159097130;159099916	0	NA	NA	1	158823176	158823200	1	158823238	158823317	0	NA	NA	1	158695920	158696909	isoComp_00122042	geneComp_00044765	A_RO_D200	C_RO_D45	0.07955	0.047149950751667835	0.21652489460075586	0.0238	0.10335
transcript158846.chr5.nnic	0	NA	NA	1	158986700	158986710	1	159064907;159083294;159084666;159095620;159096343;159096974;159099345	159073464;159083770;159084739;159095675;159096406;159097130;159099916	0	NA	NA	1	158823176	158823200	1	158823238	158823317	0	NA	NA	1	158695920	158696909	isoComp_00206779	geneComp_00079734	B_RO_D100	C_RO_D45	-0.016450000000000006	0.8861362615862989	0.958723386230675	0.1198	0.10335
transcript158846.chr5.nnic	0	NA	NA	1	158986700	158986710	1	159064907;159083294;159084666;159095620;159096343;159096974;159099345	159073464;159083770;159084739;159095675;159096406;159097130;159099916	0	NA	NA	1	158823176	158823200	1	158823238	158823317	0	NA	NA	1	158695920	158696909	isoComp_00037305	geneComp_00009796	A_RO_D200	B_RO_D100	0.096	0.020600912748483052	0.13340023304063503	0.0238	0.1198
transcript168620.chr2.nnic	0	NA	NA	2	135920169;135920169	135920428;135920428	2	135911139;135911382;135912486;135914469,135922784;135924387;135932783;135933910;135943378;135961396	135911210;135911493;135912566;135914511,135922918;135924498;135932842;135933990;135943480;135961498	0	NA	NA	0	NA	NA	1	135907277	135907407	1	135979274;135983397;135985403	135979366;135983454;135985626	1	135905881	135906682	isoComp_00100394	geneComp_00038976	A_RO_D200	C_RO_D45	-0.007450000000000068	0.8645501694966037	0.9510132721478837	0.5833	0.57585
transcript168620.chr2.nnic	0	NA	NA	2	135920169;135920169	135920428;135920428	2	135911139;135911382;135912486;135914469,135922784;135924387;135932783;135933910;135943378;135961396	135911210;135911493;135912566;135914511,135922918;135924498;135932842;135933990;135943480;135961498	0	NA	NA	0	NA	NA	1	135907277	135907407	1	135979274;135983397;135985403	135979366;135983454;135985626	1	135905881	135906682	isoComp_00185131	geneComp_00073945	B_RO_D100	C_RO_D45	-0.1490166666666667	1.1186183211832319e-4	0.0028064415772077545	0.7248666666666667	0.57585
transcript168620.chr2.nnic	0	NA	NA	2	135920169;135920169	135920428;135920428	2	135911139;135911382;135912486;135914469,135922784;135924387;135932783;135933910;135943378;135961396	135911210;135911493;135912566;135914511,135922918;135924498;135932842;135933990;135943480;135961498	0	NA	NA	0	NA	NA	1	135907277	135907407	1	135979274;135983397;135985403	135979366;135983454;135985626	1	135905881	135906682	isoComp_00015657	geneComp_00004007	A_RO_D200	B_RO_D100	0.14156666666666662	3.1876462925495606e-4	0.006871928256734296	0.5833	0.7248666666666667
transcript174338.chr6.nnic	0	NA	NA	1	158282263	158282378	0	NA	NA	1	158312381	158312464	0	NA	NA	0	NA	NA	1	158231806	158232195	1	158429736;158448996;158452134;158461563;158476434;158479751;158481055;158489588;158493573;158494753;158498669;158501678;158506578	158432116;158450769;158453504;158461729;158478276;158479975;158481289;158489732;158493717;158494846;158498812;158504178;158511828	isoComp_00105841	geneComp_00040464	A_RO_D200	C_RO_D45	-0.08790000000000003	0.0074265577545446155	0.06438478878847832	0.20695000000000002	0.11904999999999999
transcript174338.chr6.nnic	0	NA	NA	1	158282263	158282378	0	NA	NA	1	158312381	158312464	0	NA	NA	0	NA	NA	1	158231806	158232195	1	158429736;158448996;158452134;158461563;158476434;158479751;158481055;158489588;158493573;158494753;158498669;158501678;158506578	158432116;158450769;158453504;158461729;158478276;158479975;158481289;158489732;158493717;158494846;158498812;158504178;158511828	isoComp_00021104	geneComp_00005495	A_RO_D200	B_RO_D100	-0.11108333333333335	9.665721909684984e-7	6.299929789299895e-5	0.20695000000000002	0.09586666666666667
transcript174338.chr6.nnic	0	NA	NA	1	158282263	158282378	0	NA	NA	1	158312381	158312464	0	NA	NA	0	NA	NA	1	158231806	158232195	1	158429736;158448996;158452134;158461563;158476434;158479751;158481055;158489588;158493573;158494753;158498669;158501678;158506578	158432116;158450769;158453504;158461729;158478276;158479975;158481289;158489732;158493717;158494846;158498812;158504178;158511828	isoComp_00190578	geneComp_00075433	B_RO_D100	C_RO_D45	0.02318333333333332	0.3763029377407044	0.664637494041551	0.09586666666666667	0.11904999999999999
transcript174858.chr6.nnic	0	NA	NA	1	158310366	158310483	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	158312465;158413065;158429736;158448996;158452134;158461563;158476434;158479751;158481055;158489588;158493573;158494753;158498669;158501678;158506578	158314268;158416466;158432116;158450769;158453504;158461729;158478276;158479975;158481289;158489732;158493717;158494846;158498812;158504178;158511828	isoComp_00105842	geneComp_00040464	A_RO_D200	C_RO_D45	-0.0016499999999999987	0.8891039019901499	0.9596828137571869	0.053	0.05135
transcript174858.chr6.nnic	0	NA	NA	1	158310366	158310483	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	158312465;158413065;158429736;158448996;158452134;158461563;158476434;158479751;158481055;158489588;158493573;158494753;158498669;158501678;158506578	158314268;158416466;158432116;158450769;158453504;158461729;158478276;158479975;158481289;158489732;158493717;158494846;158498812;158504178;158511828	isoComp_00021105	geneComp_00005495	A_RO_D200	B_RO_D100	-0.002700000000000001	0.77916181301384	0.9195880469668302	0.053	0.0503
transcript174858.chr6.nnic	0	NA	NA	1	158310366	158310483	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	158312465;158413065;158429736;158448996;158452134;158461563;158476434;158479751;158481055;158489588;158493573;158494753;158498669;158501678;158506578	158314268;158416466;158432116;158450769;158453504;158461729;158478276;158479975;158481289;158489732;158493717;158494846;158498812;158504178;158511828	isoComp_00190579	geneComp_00075433	B_RO_D100	C_RO_D45	0.0010500000000000023	0.908468595789598	0.9678918030450975	0.0503	0.05135
transcript181779.chr2.nnic	1	159441483	159441503	2	159635185;159670708	159635326;159670810	1	159584128;159613926	159587215;159614160	0	NA	NA	0	NA	NA	0	NA	NA	1	159802571	159802739	1	159318979;159324811;159325653;159332540;159336942;159337462;159347486;159348678;159349007;159349708;159373045;159374691;159382559;159383606;159385155;159386353;159389345;159395769;159397345;159398829;159400598;159404849;159405022;159412335;159427941;159428311;159429200;159430863	159320418;159324954;159325918;159332686;159337077;159337772;159347646;159348833;159349280;159350357;159373189;159374753;159382802;159383680;159385369;159386607;159389485;159395834;159397389;159398894;159400664;159404910;159405114;159412545;159428042;159428419;159429260;159431122	isoComp_00188139	geneComp_00074743	B_RO_D100	C_RO_D45	0.060316666666666685	0.21683755930299833	0.5059258174396748	0.19153333333333333	0.25185
transcript181779.chr2.nnic	1	159441483	159441503	2	159635185;159670708	159635326;159670810	1	159584128;159613926	159587215;159614160	0	NA	NA	0	NA	NA	0	NA	NA	1	159802571	159802739	1	159318979;159324811;159325653;159332540;159336942;159337462;159347486;159348678;159349007;159349708;159373045;159374691;159382559;159383606;159385155;159386353;159389345;159395769;159397345;159398829;159400598;159404849;159405022;159412335;159427941;159428311;159429200;159430863	159320418;159324954;159325918;159332686;159337077;159337772;159347646;159348833;159349280;159350357;159373189;159374753;159382802;159383680;159385369;159386607;159389485;159395834;159397389;159398894;159400664;159404910;159405114;159412545;159428042;159428419;159429260;159431122	isoComp_00103402	geneComp_00039774	A_RO_D200	C_RO_D45	0.03310000000000002	0.36060024381261324	0.6655023117290518	0.21875	0.25185
transcript181779.chr2.nnic	1	159441483	159441503	2	159635185;159670708	159635326;159670810	1	159584128;159613926	159587215;159614160	0	NA	NA	0	NA	NA	0	NA	NA	1	159802571	159802739	1	159318979;159324811;159325653;159332540;159336942;159337462;159347486;159348678;159349007;159349708;159373045;159374691;159382559;159383606;159385155;159386353;159389345;159395769;159397345;159398829;159400598;159404849;159405022;159412335;159427941;159428311;159429200;159430863	159320418;159324954;159325918;159332686;159337077;159337772;159347646;159348833;159349280;159350357;159373189;159374753;159382802;159383680;159385369;159386607;159389485;159395834;159397389;159398894;159400664;159404910;159405114;159412545;159428042;159428419;159429260;159431122	isoComp_00018665	geneComp_00004805	A_RO_D200	B_RO_D100	-0.027216666666666667	0.5044106563664832	0.7744822996213873	0.21875	0.19153333333333333
transcript18480.chr21.nnic	0	NA	NA	2	8254973;8393800	8255186;8394013	3	8213884;8214689;8215213;8216209;8216598;8217254,8258845;8259439;8260448,8396925;8397660;8400575;8401617	8214037;8214942;8215275;8216341;8216764;8218901,8259171;8259768;8260504,8397110;8397976;8401243;8401889	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	8441157;8443488;8445878	8443082;8445455;8446211	isoComp_00236036	geneComp_00091359	B_RO_D100	C_RO_D45	-0.007400000000000002	0.7724920732848723	0.9078952358170184	0.018000000000000002	0.0106
transcript18480.chr21.nnic	0	NA	NA	2	8254973;8393800	8255186;8394013	3	8213884;8214689;8215213;8216209;8216598;8217254,8258845;8259439;8260448,8396925;8397660;8400575;8401617	8214037;8214942;8215275;8216341;8216764;8218901,8259171;8259768;8260504,8397110;8397976;8401243;8401889	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	8441157;8443488;8445878	8443082;8445455;8446211	isoComp_00066562	geneComp_00021421	A_RO_D200	B_RO_D100	0.014050000000000002	0.2593805702258845	0.5683693605282276	0.00395	0.018000000000000002
transcript18480.chr21.nnic	0	NA	NA	2	8254973;8393800	8255186;8394013	3	8213884;8214689;8215213;8216209;8216598;8217254,8258845;8259439;8260448,8396925;8397660;8400575;8401617	8214037;8214942;8215275;8216341;8216764;8218901,8259171;8259768;8260504,8397110;8397976;8401243;8401889	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	8441157;8443488;8445878	8443082;8445455;8446211	isoComp_00151299	geneComp_00056390	A_RO_D200	C_RO_D45	0.00665	0.36254097969866117	0.6669234382288337	0.00395	0.0106
transcript185996.chr2.nnic	0	NA	NA	2	159648034;159648034	159648268;159648268	2	159613926;159616242,159710717;159712314	159614160;159616601,159710894;159712431	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	159318979;159324811;159325653;159332540;159336942;159337462;159347486;159348678;159349007;159349708;159373045;159374691;159382559;159383606;159385155;159386353;159389345;159395769;159397345;159398829;159400598;159404849;159405022;159412335;159427941;159428311;159429200;159430863;159432757;159438303;159439009;159441483;159446782;159448242;159453613;159478575;159555823	159320418;159324954;159325918;159332686;159337077;159337772;159347646;159348833;159349280;159350357;159373189;159374753;159382802;159383680;159385369;159386607;159389485;159395834;159397389;159398894;159400664;159404910;159405114;159412545;159428042;159428419;159429260;159431156;159433363;159438695;159439212;159441503;159446975;159448409;159453801;159478721;159555865	isoComp_00188140	geneComp_00074743	B_RO_D100	C_RO_D45	-0.023866666666666668	0.12588271489839856	0.37559240784790116	0.04036666666666667	0.0165
transcript185996.chr2.nnic	0	NA	NA	2	159648034;159648034	159648268;159648268	2	159613926;159616242,159710717;159712314	159614160;159616601,159710894;159712431	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	159318979;159324811;159325653;159332540;159336942;159337462;159347486;159348678;159349007;159349708;159373045;159374691;159382559;159383606;159385155;159386353;159389345;159395769;159397345;159398829;159400598;159404849;159405022;159412335;159427941;159428311;159429200;159430863;159432757;159438303;159439009;159441483;159446782;159448242;159453613;159478575;159555823	159320418;159324954;159325918;159332686;159337077;159337772;159347646;159348833;159349280;159350357;159373189;159374753;159382802;159383680;159385369;159386607;159389485;159395834;159397389;159398894;159400664;159404910;159405114;159412545;159428042;159428419;159429260;159431156;159433363;159438695;159439212;159441503;159446975;159448409;159453801;159478721;159555865	isoComp_00018666	geneComp_00004805	A_RO_D200	B_RO_D100	0.01626666666666667	0.276845404299558	0.5855375631149575	0.0241	0.04036666666666667
transcript185996.chr2.nnic	0	NA	NA	2	159648034;159648034	159648268;159648268	2	159613926;159616242,159710717;159712314	159614160;159616601,159710894;159712431	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	159318979;159324811;159325653;159332540;159336942;159337462;159347486;159348678;159349007;159349708;159373045;159374691;159382559;159383606;159385155;159386353;159389345;159395769;159397345;159398829;159400598;159404849;159405022;159412335;159427941;159428311;159429200;159430863;159432757;159438303;159439009;159441483;159446782;159448242;159453613;159478575;159555823	159320418;159324954;159325918;159332686;159337077;159337772;159347646;159348833;159349280;159350357;159373189;159374753;159382802;159383680;159385369;159386607;159389485;159395834;159397389;159398894;159400664;159404910;159405114;159412545;159428042;159428419;159429260;159431156;159433363;159438695;159439212;159441503;159446975;159448409;159453801;159478721;159555865	isoComp_00103403	geneComp_00039774	A_RO_D200	C_RO_D45	-0.007599999999999999	0.6124066177123725	0.8368031408427008	0.0241	0.0165
transcript193785.chr3.nnic	0	NA	NA	1	150570830	150571137	1	150567693;150567902	150567766;150568046	0	NA	NA	0	NA	NA	0	NA	NA	1	150546794;150552356;150558388;150562557;150563515;150564299	150546830;150552425;150558462;150562660;150563614;150564368	1	150571958;150575649;150581618;150583200;150583846	150572529;150575762;150581746;150583265;150584242	isoComp_00198474	geneComp_00077493	B_RO_D100	C_RO_D45	0.0383	0.09278562610665395	0.31473069041057145	0.0932	0.1315
transcript193785.chr3.nnic	0	NA	NA	1	150570830	150571137	1	150567693;150567902	150567766;150568046	0	NA	NA	0	NA	NA	0	NA	NA	1	150546794;150552356;150558388;150562557;150563515;150564299	150546830;150552425;150558462;150562660;150563614;150564368	1	150571958;150575649;150581618;150583200;150583846	150572529;150575762;150581746;150583265;150584242	isoComp_00113737	geneComp_00042524	A_RO_D200	C_RO_D45	-0.05779999999999999	0.06965549374403276	0.2727764870390753	0.1893	0.1315
