"gene_id","gene_symbol","n_LRonly_isoforms"
"ENSG00000158553","POM121L2",1
"ENSG00000158555","GDPD5",1
"ENSG00000158669","GPAT4",1
"ENSG00000158792","SPATA2L",1
"ENSG00000158865","SLC5A11",1
"ENSG00000158869","FCER1G",1
"ENSG00000158941","CCAR2",1
"ENSG00000158987","RAPGEF6",1
"ENSG00000159086","PAXBP1",1
"ENSG00000159111","MRPL10",1
"ENSG00000159128","IFNGR2",1
"ENSG00000159147","DONSON",1
"ENSG00000159210","SNF8",1
"ENSG00000159263","SIM2",1
"ENSG00000159339","PADI4",1
"ENSG00000159459","UBR1",1
"ENSG00000159527","PGLYRP3",1
"ENSG00000159556","ISL2",1
"ENSG00000159593","NAE1",1
"ENSG00000159640","ACE",1
"ENSG00000159658","EFCAB14",1
"ENSG00000159674","SPON2",1
"ENSG00000159714","ZDHHC1",1
"ENSG00000159763","PIP",1
"ENSG00000159784","FAM131B",1
"ENSG00000159873","CCDC117",1
"ENSG00000159899","NPR2",1
"ENSG00000159915","ZNF233",1
"ENSG00000159921","GNE",1
"ENSG00000160013","PTGIR",1
"ENSG00000160014","CALM3",1
"ENSG00000160087","UBE2J2",1
"ENSG00000160111","CPAMD8",1
"ENSG00000160113","NR2F6",1
"ENSG00000160214","RRP1",1
"ENSG00000160218","TRAPPC10",1
"ENSG00000160219","GAB3",1
"ENSG00000160221","GATD3",1
"ENSG00000160226","CFAP410",1
"ENSG00000160305","DIP2A",1
"ENSG00000160321","ZNF208",1
"ENSG00000160345","PIERCE1",1
"ENSG00000160349","LCN1",1
"ENSG00000160570","DEDD2",1
"ENSG00000160584","SIK3",1
"ENSG00000160633","SAFB",1
"ENSG00000160679","CHTOP",1
"ENSG00000160685","ZBTB7B",1
"ENSG00000160688","FLAD1",1
"ENSG00000160695","VPS11",1
"ENSG00000160716","CHRNB2",1
"ENSG00000160746","ANO10",1
"ENSG00000160767","ENTREP3",1
"ENSG00000160799","CCDC12",1
"ENSG00000160856","FCRL3",1
"ENSG00000160877","NACC1",1
"ENSG00000160883","HK3",1
"ENSG00000160959","LRRC14",1
"ENSG00000160972","PPP1R16A",1
"ENSG00000160994","CCDC105",1
"ENSG00000160999","SH2B2",1
"ENSG00000161010","MRNIP",1
"ENSG00000161031","PGLYRP2",1
"ENSG00000161036","LRWD1",1
"ENSG00000161040","FBXL13",1
"ENSG00000161048","NAPEPLD",1
"ENSG00000161091","MFSD12",1
"ENSG00000161217","PCYT1A",1
"ENSG00000161249","DMKN",1
"ENSG00000161267","BDH1",1
"ENSG00000161281","COX7A1",1
"ENSG00000161395","PGAP3",1
"ENSG00000161405","IKZF3",1
"ENSG00000161513","FDXR",1
"ENSG00000161526","SAP30BP",1
"ENSG00000161533","ACOX1",1
"ENSG00000161558","TMEM143",1
"ENSG00000161609","KASH5",1
"ENSG00000161638","ITGA5",1
"ENSG00000161642","ZNF385A",1
"ENSG00000161664","ASB16",1
"ENSG00000161671","EMC10",1
"ENSG00000161677","JOSD2",1
"ENSG00000161714","PLCD3",1
"ENSG00000161800","RACGAP1",1
"ENSG00000161813","LARP4",1
"ENSG00000161904","LEMD2",1
"ENSG00000161944","ASGR2",1
"ENSG00000161956","SENP3",1
"ENSG00000161958","FGF11",1
"ENSG00000161960","EIF4A1",1
"ENSG00000161981","SNRNP25",1
"ENSG00000162066","AMDHD2",1
"ENSG00000162139","NEU3",1
"ENSG00000162227","TAF6L",1
"ENSG00000162236","STX5",1
"ENSG00000162302","RPS6KA4",1
"ENSG00000162391","FAM151A",1
"ENSG00000162408","NOL9",1
"ENSG00000162430","SELENON",1
"ENSG00000162438","CTRC",1
"ENSG00000162441","LZIC",1
"ENSG00000162526","TSSK3",1
"ENSG00000162551","ALPL",1
"ENSG00000162591","MEGF6",1
"ENSG00000162592","CCDC27",1
"ENSG00000162594","IL23R",1
"ENSG00000162595","DIRAS3",1
"ENSG00000162599","NFIA",1
"ENSG00000162601","MYSM1",1
"ENSG00000162613","FUBP1",1
"ENSG00000162620","LRRIQ3",1
"ENSG00000162631","NTNG1",1
"ENSG00000162636","EEIG2",1
"ENSG00000162641","AKNAD1",1
"ENSG00000162650","ATXN7L2",1
"ENSG00000162676","GFI1",1
"ENSG00000162687","KCNT2",1
"ENSG00000162694","EXTL2",1
"ENSG00000162695","SLC30A7",1
"ENSG00000162733","DDR2",1
"ENSG00000162738","VANGL2",1
"ENSG00000162769","FLVCR1",1
"ENSG00000162819","BROX",1
"ENSG00000162877","PM20D1",1
"ENSG00000162878","PKDCC",1
"ENSG00000162885","B3GALNT2",1
"ENSG00000162909","CAPN2",1
"ENSG00000162961","DPY30",1
"ENSG00000162989","KCNJ3",1
"ENSG00000163002","NUP35",1
"ENSG00000163050","COQ8A",1
"ENSG00000163071","SPATA18",1
"ENSG00000163075","CFAP221",1
"ENSG00000163092","XIRP2",1
"ENSG00000163104","SMARCAD1",1
"ENSG00000163131","CTSS",1
"ENSG00000163171","CDC42EP3",1
"ENSG00000163214","DHX57",1
"ENSG00000163217","BMP10",1
"ENSG00000163283","ALPP",1
"ENSG00000163295","ALPI",1
"ENSG00000163328","GPR155",1
"ENSG00000163354","DCST2",1
"ENSG00000163359","COL6A3",1
"ENSG00000163374","YY1AP1",1
"ENSG00000163377","TAFA4",1
"ENSG00000163395","IGFN1",1
"ENSG00000163485","ADORA1",1
"ENSG00000163507","CIP2A",1
"ENSG00000163513","TGFBR2",1
"ENSG00000163518","FCRL4",1
"ENSG00000163520","FBLN2",1
"ENSG00000163536","SERPINI1",1
"ENSG00000163541","SUCLG1",1
"ENSG00000163554","SPTA1",1
"ENSG00000163565","IFI16",1
"ENSG00000163581","SLC2A2",1
"ENSG00000163584","RPL22L1",1
"ENSG00000163605","PPP4R2",1
"ENSG00000163606","CD200R1",1
"ENSG00000163608","NEPRO",1
"ENSG00000163617","CCDC191",1
"ENSG00000163629","PTPN13",1
"ENSG00000163630","SYNPR",1
"ENSG00000163636","PSMD6",1
"ENSG00000163637","PRICKLE2",1
"ENSG00000163673","DCLK3",1
"ENSG00000163684","RPP14",1
"ENSG00000163694","RBM47",1
"ENSG00000163697","APBB2",1
"ENSG00000163702","IL17RC",1
"ENSG00000163710","PCOLCE2",1
"ENSG00000163714","U2SURP",1
"ENSG00000163719","MTMR14",1
"ENSG00000163728","TTC14",1
"ENSG00000163749","CCDC158",1
"ENSG00000163755","HPS3",1
"ENSG00000163798","SLC4A1AP",1
"ENSG00000163811","WDR43",1
"ENSG00000163815","CLEC3B",1
"ENSG00000163818","LZTFL1",1
"ENSG00000163867","ZMYM6",1
"ENSG00000163873","GRIK3",1
"ENSG00000163882","POLR2H",1
"ENSG00000163898","LIPH",1
"ENSG00000163902","RPN1",1
"ENSG00000163904","SENP2",1
"ENSG00000163918","RFC4",1
"ENSG00000163935","SFMBT1",1
"ENSG00000163939","PBRM1",1
"ENSG00000163950","SLBP",1
"ENSG00000163975","MELTF",1
"ENSG00000163982","OTOP1",1
"ENSG00000164002","EXO5",1
"ENSG00000164010","ERMAP",1
"ENSG00000164011","ZNF691",1
"ENSG00000164031","DNAJB14",1
"ENSG00000164045","CDC25A",1
"ENSG00000164050","PLXNB1",1
"ENSG00000164051","CCDC51",1
"ENSG00000164054","SHISA5",1
"ENSG00000164056","SPRY1",1
"ENSG00000164062","APEH",1
"ENSG00000164068","RNF123",1
"ENSG00000164088","PPM1M",1
"ENSG00000164089","ETNPPL",1
"ENSG00000164091","WDR82",1
"ENSG00000164099","PRSS12",1
"ENSG00000164116","GUCY1A1",1
"ENSG00000164125","GASK1B",1
"ENSG00000164134","NAA15",1
"ENSG00000164151","ICE1",1
"ENSG00000164161","HHIP",1
"ENSG00000164162","ANAPC10",1
"ENSG00000164167","LSM6",1
"ENSG00000164171","ITGA2",1
"ENSG00000164187","LMBRD2",1
"ENSG00000164190","NIPBL",1
"ENSG00000164209","SLC25A46",1
"ENSG00000164253","WDR41",1
"ENSG00000164256","PRDM9",1
"ENSG00000164270","HTR4",1
"ENSG00000164300","SERINC5",1
"ENSG00000164308","ERAP2",1
"ENSG00000164323","CFAP97",1
"ENSG00000164326","CARTPT",1
"ENSG00000164329","TENT2",1
"ENSG00000164330","EBF1",1
"ENSG00000164338","UTP15",1
"ENSG00000164346","NSA2",1
"ENSG00000164347","GFM2",1
"ENSG00000164363","SLC6A18",1
"ENSG00000164442","CITED2",1
"ENSG00000164465","DCBLD1",1
"ENSG00000164488","DACT2",1
"ENSG00000164508","H2AC1",1
"ENSG00000164520","RAET1E",1
"ENSG00000164532","TBX20",1
"ENSG00000164542","MATCAP2",1
"ENSG00000164543","STK17A",1
"ENSG00000164548","TRA2A",1
"ENSG00000164587","RPS14",1
"ENSG00000164600","NEUROD6",1
"ENSG00000164609","SLU7",1
"ENSG00000164620","RELL2",1
"ENSG00000164627","KIF6",1
"ENSG00000164638","SLC29A4",1
"ENSG00000164645","TEX47",1
"ENSG00000164647","STEAP1",1
"ENSG00000164659","ELAPOR2",1
"ENSG00000164675","IQUB",1
"ENSG00000164684","ZNF704",1
"ENSG00000164691","TAGAP",1
"ENSG00000164713","BRI3",1
"ENSG00000164715","LMTK2",1
"ENSG00000164729","SLC35G3",1
"ENSG00000164736","SOX17",1
"ENSG00000164741","DLC1",1
"ENSG00000164742","ADCY1",1
"ENSG00000164749","HNF4G",1
"ENSG00000164796","CSMD3",1
"ENSG00000164818","DNAAF5",1
"ENSG00000164830","OXR1",1
"ENSG00000164889","SLC4A2",1
"ENSG00000164898","FMC1",1
"ENSG00000164919","COX6C",1
"ENSG00000164932","CTHRC1",1
"ENSG00000164933","SLC25A32",1
"ENSG00000164985","PSIP1",1
"ENSG00000165025","SYK",1
"ENSG00000165029","ABCA1",1
"ENSG00000165076","PRSS37",1
"ENSG00000165084","C8orf34",1
"ENSG00000165091","TMC1",1
"ENSG00000165097","KDM1B",1
"ENSG00000165102","HGSNAT",1
"ENSG00000165115","KIF27",1
"ENSG00000165120","SSMEM1",1
"ENSG00000165131","LLCFC1",1
"ENSG00000165164","CFAP47",1
"ENSG00000165168","CYBB",1
"ENSG00000165171","METTL27",1
"ENSG00000165182","CXorf58",1
"ENSG00000165209","STRBP",1
"ENSG00000165240","ATP7A",1
"ENSG00000165259","HDX",1
"ENSG00000165272","AQP3",1
"ENSG00000165288","BRWD3",1
"ENSG00000165304","MELK",1
"ENSG00000165338","HECTD2",1
"ENSG00000165379","LRFN5",1
"ENSG00000165409","TSHR",1
"ENSG00000165462","PHOX2A",1
"ENSG00000165480","SKA3",1
"ENSG00000165490","DDIAS",1
"ENSG00000165494","PCF11",1
"ENSG00000165509","MAGEC3",1
"ENSG00000165516","KLHDC2",1
"ENSG00000165521","EML5",1
"ENSG00000165533","TTC8",1
"ENSG00000165568","AKR1E2",1
"ENSG00000165584","SSX3",1
"ENSG00000165629","ATP5F1C",1
"ENSG00000165643","SOHLH1",1
"ENSG00000165661","QSOX2",1
"ENSG00000165675","ENOX2",1
"ENSG00000165688","PMPCA",1
"ENSG00000165695","AK8",1
"ENSG00000165698","SPACA9",1
"ENSG00000165704","HPRT1",1
"ENSG00000165730","STOX1",1
"ENSG00000165775","FUNDC2",1
"ENSG00000165792","METTL17",1
"ENSG00000165802","NSMF",1
"ENSG00000165821","SALL2",1
"ENSG00000165861","ZFYVE1",1
"ENSG00000165891","E2F7",1
"ENSG00000165935","SMCO2",1
"ENSG00000165959","CLMN",1
"ENSG00000166012","TAF1D",1
"ENSG00000166016","ABTB2",1
"ENSG00000166025","AMOTL1",1
"ENSG00000166033","HTRA1",1
"ENSG00000166035","LIPC",1
"ENSG00000166037","CEP57",1
"ENSG00000166049","PASD1",1
"ENSG00000166068","SPRED1",1
"ENSG00000166105","GLB1L3",1
"ENSG00000166140","ZFYVE19",1
"ENSG00000166164","BRD7",1
"ENSG00000166166","TRMT61A",1
"ENSG00000166169","POLL",1
"ENSG00000166192","SENP8",1
"ENSG00000166197","NOLC1",1
"ENSG00000166211","SPIC",1
"ENSG00000166224","SGPL1",1
"ENSG00000166226","CCT2",1
"ENSG00000166250","CLMP",1
"ENSG00000166257","SCN3B",1
"ENSG00000166262","FAM227B",1
"ENSG00000166268","MYRFL",1
"ENSG00000166321","NUDT13",1
"ENSG00000166343","MSS51",1
"ENSG00000166349","RAG1",1
"ENSG00000166359","WDR88",1
"ENSG00000166396","SERPINB7",1
"ENSG00000166401","SERPINB8",1
"ENSG00000166428","PLD4",1
"ENSG00000166432","ZMAT1",1
"ENSG00000166436","TRIM66",1
"ENSG00000166450","PRTG",1
"ENSG00000166452","AKIP1",1
"ENSG00000166454","ATMIN",1
"ENSG00000166455","C16orf46",1
"ENSG00000166479","TMX3",1
"ENSG00000166483","WEE1",1
"ENSG00000166503","HDGFL3",1
"ENSG00000166509","CLEC3A",1
"ENSG00000166510","CCDC68",1
"ENSG00000166575","TMEM135",1
"ENSG00000166579","NDEL1",1
"ENSG00000166582","CENPV",1
"ENSG00000166676","TVP23A",1
"ENSG00000166682","TMPRSS5",1
"ENSG00000166685","COG1",1
"ENSG00000166716","ZNF592",1
"ENSG00000166780","BMERB1",1
"ENSG00000166783","MARF1",1
"ENSG00000166788","SAAL1",1
"ENSG00000166800","LDHAL6A",1
"ENSG00000166801","FAM111A",1
"ENSG00000166803","PCLAF",1
"ENSG00000166813","KIF7",1
"ENSG00000166819","PLIN1",1
"ENSG00000166840","GLYATL1",1
"ENSG00000166845","C18orf54",1
"ENSG00000166922","SCG5",1
"ENSG00000166926","MS4A6E",1
"ENSG00000166927","MS4A7",1
"ENSG00000166946","CCNDBP1",1
"ENSG00000166979","EVA1C",1
"ENSG00000166986","MARS1",1
"ENSG00000167014","TERB2",1
"ENSG00000167077","MEI1",1
"ENSG00000167083","GNGT2",1
"ENSG00000167094","TTC16",1
"ENSG00000167104","BPIFB6",1
"ENSG00000167106","EEIG1",1
"ENSG00000167178","ISLR2",1
"ENSG00000167191","GPRC5B",1
"ENSG00000167210","LOXHD1",1
"ENSG00000167232","ZNF91",1
"ENSG00000167257","RNF214",1
"ENSG00000167291","TBC1D16",1
"ENSG00000167315","ACAA2",1
"ENSG00000167323","STIM1",1
"ENSG00000167325","RRM1",1
"ENSG00000167384","ZNF180",1
"ENSG00000167394","ZNF668",1
"ENSG00000167461","RAB8A",1
"ENSG00000167470","MIDN",1
"ENSG00000167476","JSRP1",1
"ENSG00000167526","RPL13",1
"ENSG00000167543","TP53I13",1
"ENSG00000167549","CORO6",1
"ENSG00000167552","TUBA1A",1
"ENSG00000167555","ZNF528",1
"ENSG00000167562","ZNF701",1
"ENSG00000167566","NCKAP5L",1
"ENSG00000167578","RAB4B",1
"ENSG00000167614","TTYH1",1
"ENSG00000167619","TMEM145",1
"ENSG00000167645","YIF1B",1
"ENSG00000167654","ATCAY",1
"ENSG00000167657","DAPK3",1
"ENSG00000167658","EEF2",1
"ENSG00000167680","SEMA6B",1
"ENSG00000167695","TLCD3A",1
"ENSG00000167699","GLOD4",1
"ENSG00000167720","SRR",1
"ENSG00000167768","KRT1",1
"ENSG00000167771","RCOR2",1
"ENSG00000167916","KRT24",1
"ENSG00000167962","ZNF598",1
"ENSG00000167964","RAB26",1
"ENSG00000167965","MLST8",1
"ENSG00000167968","DNASE1L2",1
"ENSG00000167972","ABCA3",1
"ENSG00000167984","NLRC3",1
"ENSG00000167994","RAB3IL1",1
"ENSG00000168016","TRANK1",1
"ENSG00000168028","RPSA",1
"ENSG00000168032","ENTPD3",1
"ENSG00000168065","SLC22A11",1
"ENSG00000168070","MAJIN",1
"ENSG00000168092","PAFAH1B2",1
"ENSG00000168131","OR2B2",1
"ENSG00000168148","H3-4",1
"ENSG00000168152","THAP9",1
"ENSG00000168234","TTC39C",1
"ENSG00000168288","MMADHC",1
"ENSG00000168385","SEPTIN2",1
"ENSG00000168389","MFSD2A",1
"ENSG00000168394","TAP1",1
"ENSG00000168395","ING5",1
"ENSG00000168397","ATG4B",1
"ENSG00000168411","RFWD3",1
"ENSG00000168438","CDC40",1
"ENSG00000168528","SERINC2",1
"ENSG00000168538","TRAPPC11",1
"ENSG00000168542","COL3A1",1
"ENSG00000168546","GFRA2",1
"ENSG00000168631","MUCL3",1
"ENSG00000168646","AXIN2",1
"ENSG00000168658","VWA3B",1
"ENSG00000168661","ZNF30",1
"ENSG00000168676","KCTD19",1
"ENSG00000168679","SLC16A4",1
"ENSG00000168685","IL7R",1
"ENSG00000168701","TMEM208",1
"ENSG00000168702","LRP1B",1
"ENSG00000168724","DNAJC21",1
"ENSG00000168763","CNNM3",1
"ENSG00000168778","TCTN2",1
"ENSG00000168779","SHOX2",1
"ENSG00000168803","ADAL",1
"ENSG00000168807","SNTB2",1
"ENSG00000168824","NSG1",1
"ENSG00000168843","FSTL5",1
"ENSG00000168872","DDX19A",1
"ENSG00000168876","ANKRD49",1
"ENSG00000168884","TNIP2",1
"ENSG00000168924","LETM1",1
"ENSG00000168925","CTRB1",1
"ENSG00000168955","TM4SF20",1
"ENSG00000168959","GRM5",1
"ENSG00000168993","CPLX1",1
"ENSG00000169062","UPF3A",1
"ENSG00000169083","AR",1
"ENSG00000169084","DHRSX",1
"ENSG00000169085","VXN",1
"ENSG00000169087","HSPBAP1",1
"ENSG00000169105","CHST14",1
"ENSG00000169169","CPT1C",1
"ENSG00000169184","MN1",1
"ENSG00000169189","NSMCE1",1
"ENSG00000169223","LMAN2",1
"ENSG00000169228","RAB24",1
"ENSG00000169239","CA5B",1
"ENSG00000169241","SLC50A1",1
"ENSG00000169246","NPIPB3",1
"ENSG00000169282","KCNAB1",1
"ENSG00000169302","STK32A",1
"ENSG00000169313","P2RY12",1
"ENSG00000169327","OR5AU1",1
"ENSG00000169340","PDILT",1
"ENSG00000169402","RSPH10B2",1
"ENSG00000169432","SCN9A",1
"ENSG00000169446","MMGT1",1
"ENSG00000169515","CCDC8",1
"ENSG00000169551","CT55",1
"ENSG00000169598","DFFB",1
"ENSG00000169599","NFU1",1
"ENSG00000169621","APLF",1
"ENSG00000169627","BOLA2B",1
"ENSG00000169629","RGPD8",1
"ENSG00000169635","HIC2",1
"ENSG00000169660","HEXD",1
"ENSG00000169684","CHRNA5",1
"ENSG00000169727","GPS1",1
"ENSG00000169744","LDB2",1
"ENSG00000169758","TMEM266",1
"ENSG00000169764","UGP2",1
"ENSG00000169814","BTD",1
"ENSG00000169851","PCDH7",1
"ENSG00000169855","ROBO1",1
"ENSG00000169896","ITGAM",1
"ENSG00000169902","TPST1",1
"ENSG00000169903","TM4SF4",1
"ENSG00000169906","S100G",1
"ENSG00000169918","OTUD7A",1
"ENSG00000169926","KLF13",1
"ENSG00000170011","MYRIP",1
"ENSG00000170017","ALCAM",1
"ENSG00000170044","ZPLD1",1
"ENSG00000170049","KCNAB3",1
"ENSG00000170142","UBE2E1",1
"ENSG00000170153","RNF150",1
"ENSG00000170162","VGLL2",1
"ENSG00000170185","USP38",1
"ENSG00000170190","SLC16A5",1
"ENSG00000170289","CNGB3",1
"ENSG00000170312","CDK1",1
"ENSG00000170324","FRMPD2",1
"ENSG00000170379","TCAF2",1
"ENSG00000170390","DCLK2",1
"ENSG00000170412","GPRC5C",1
"ENSG00000170430","MGMT",1
"ENSG00000170482","SLC23A1",1
"ENSG00000170500","LONRF2",1
"ENSG00000170522","ELOVL6",1
"ENSG00000170537","TMC7",1
"ENSG00000170558","CDH2",1
"ENSG00000170605","OR9K2",1
"ENSG00000170606","HSPA4",1
"ENSG00000170633","RNF34",1
"ENSG00000170634","ACYP2",1
"ENSG00000170653","ATF7",1
"ENSG00000170677","SOCS6",1
"ENSG00000170819","BFSP2",1
"ENSG00000170820","FSHR",1
"ENSG00000170848","PSG6",1
"ENSG00000170854","RIOX2",1
"ENSG00000170871","KIAA0232",1
"ENSG00000170881","RNF139",1
"ENSG00000170889","RPS9",1
"ENSG00000170892","TSEN34",1
"ENSG00000170899","GSTA4",1
"ENSG00000170917","NUDT6",1
"ENSG00000170921","TANC2",1
"ENSG00000170929","OR1M1",1
"ENSG00000170946","DNAJC24",1
"ENSG00000170954","ZNF415",1
"ENSG00000170959","DCDC1",1
"ENSG00000171017","LRRC8E",1
"ENSG00000171067","C11orf24",1
"ENSG00000171097","KYAT1",1
"ENSG00000171105","INSR",1
"ENSG00000171124","FUT3",1
"ENSG00000171130","ATP6V0E2",1
"ENSG00000171150","SOCS5",1
"ENSG00000171161","ZNF672",1
"ENSG00000171180","OR2M4",1
"ENSG00000171204","TMEM126B",1
"ENSG00000171208","NETO2",1
"ENSG00000171227","TMEM37",1
"ENSG00000171262","FAM98B",1
"ENSG00000171346","KRT15",1
"ENSG00000171365","CLCN5",1
"ENSG00000171385","KCND3",1
"ENSG00000171403","KRT9",1
"ENSG00000171421","MRPL36",1
"ENSG00000171428","NAT1",1
"ENSG00000171435","KSR2",1
"ENSG00000171487","NLRP5",1
"ENSG00000171495","MROH2B",1
"ENSG00000171509","RXFP1",1
"ENSG00000171552","BCL2L1",1
"ENSG00000171564","FGB",1
"ENSG00000171566","PLRG1",1
"ENSG00000171574","ZNF584",1
"ENSG00000171603","CLSTN1",1
"ENSG00000171617","ENC1",1
"ENSG00000171634","BPTF",1
"ENSG00000171681","ATF7IP",1
"ENSG00000171723","GPHN",1
"ENSG00000171757","LRRC34",1
"ENSG00000171763","SPATA5L1",1
"ENSG00000171772","SYCE1",1
"ENSG00000171792","RHNO1",1
"ENSG00000171811","CFAP46",1
"ENSG00000171824","EXOSC10",1
"ENSG00000171843","MLLT3",1
"ENSG00000171858","RPS21",1
"ENSG00000171863","RPS7",1
"ENSG00000171885","AQP4",1
"ENSG00000171960","PPIH",1
"ENSG00000171970","ZNF57",1
"ENSG00000171992","SYNPO",1
"ENSG00000172009","THOP1",1
"ENSG00000172031","EPHX4",1
"ENSG00000172057","ORMDL3",1
"ENSG00000172086","KRCC1",1
"ENSG00000172139","SLC9C1",1
"ENSG00000172159","FRMD3",1
"ENSG00000172167","MTBP",1
"ENSG00000172172","MRPL13",1
"ENSG00000172183","ISG20",1
"ENSG00000172188","OR4C11",1
"ENSG00000172215","CXCR6",1
"ENSG00000172262","ZNF131",1
"ENSG00000172296","SPTLC3",1
"ENSG00000172365","OR5B2",1
"ENSG00000172409","CLP1",1
"ENSG00000172432","GTPBP2",1
"ENSG00000172478","MAB21L4",1
"ENSG00000172482","AGXT",1
"ENSG00000172493","AFF1",1
"ENSG00000172534","HCFC1",1
"ENSG00000172551","MUCL1",1
"ENSG00000172613","RAD9A",1
"ENSG00000172638","EFEMP2",1
"ENSG00000172673","THEMIS",1
"ENSG00000172716","SLFN11",1
"ENSG00000172725","CORO1B",1
"ENSG00000172733","PURG",1
"ENSG00000172742","OR4D9",1
"ENSG00000172752","COL6A5",1
"ENSG00000172766","NAA16",1
"ENSG00000172775","PSME3IP1",1
"ENSG00000172782","FADS6",1
"ENSG00000172819","RARG",1
"ENSG00000172845","SP3",1
"ENSG00000172878","METAP1D",1
"ENSG00000172901","LVRN",1
"ENSG00000172922","RNASEH2C",1
"ENSG00000172936","MYD88",1
"ENSG00000172969","FRG2C",1
"ENSG00000173040","EVC2",1
"ENSG00000173065","FAM222B",1
"ENSG00000173083","HPSE",1
"ENSG00000173124","ACSM6",1
"ENSG00000173163","COMMD1",1
"ENSG00000173171","MTX1",1
"ENSG00000173200","PARP15",1
"ENSG00000173218","VANGL1",1
"ENSG00000173262","SLC2A14",1
"ENSG00000173264","GPR137",1
"ENSG00000173272","MZT2A",1
"ENSG00000173320","STOX2",1
"ENSG00000173334","TRIB1",1
"ENSG00000173338","KCNK7",1
"ENSG00000173349","SFT2D3",1
"ENSG00000173376","NDNF",1
"ENSG00000173391","OLR1",1
"ENSG00000173401","GLIPR1L1",1
"ENSG00000173432","SAA1",1
"ENSG00000173451","THAP2",1
"ENSG00000173457","PPP1R14B",1
"ENSG00000173473","SMARCC1",1
"ENSG00000173482","PTPRM",1
"ENSG00000173572","NLRP13",1
"ENSG00000173578","XCR1",1
"ENSG00000173611","SCAI",1
"ENSG00000173621","LRFN4",1
"ENSG00000173627","APOBEC4",1
"ENSG00000173638","SLC19A1",1
"ENSG00000173678","SPDYE2B",1
"ENSG00000173706","HEG1",1
"ENSG00000173715","C11orf80",1
"ENSG00000173769","TOPAZ1",1
"ENSG00000173809","TDRD12",1
"ENSG00000173821","RNF213",1
"ENSG00000173838","MARCHF10",1
"ENSG00000173875","ZNF791",1
"ENSG00000173889","PHC3",1
"ENSG00000173908","KRT28",1
"ENSG00000173918","C1QTNF1",1
"ENSG00000173933","RBM4",1
"ENSG00000173960","UBXN2A",1
"ENSG00000174010","KLHL15",1
"ENSG00000174032","SLC25A30",1
"ENSG00000174106","LEMD3",1
"ENSG00000174136","RGMB",1
"ENSG00000174156","GSTA3",1
"ENSG00000174175","SELP",1
"ENSG00000174197","MGA",1
"ENSG00000174225","ARL13A",1
"ENSG00000174231","PRPF8",1
"ENSG00000174255","ZNF80",1
"ENSG00000174279","EVX2",1
"ENSG00000174437","ATP2A2",1
"ENSG00000174448","STARD6",1
"ENSG00000174456","C12orf76",1
"ENSG00000174469","CNTNAP2",1
"ENSG00000174473","GALNTL6",1
"ENSG00000174482","LINGO2",1
"ENSG00000174502","SLC26A9",1
"ENSG00000174516","PELI3",1
"ENSG00000174564","IL20RB",1
"ENSG00000174579","MSL2",1
"ENSG00000174667","OR7D4",1
"ENSG00000174672","BRSK2",1
"ENSG00000174718","RESF1",1
"ENSG00000174738","NR1D2",1
"ENSG00000174776","WDR49",1
"ENSG00000174780","SRP72",1
"ENSG00000174788","PCP2",1
"ENSG00000174796","THAP6",1
"ENSG00000174837","ADGRE1",1
"ENSG00000174851","YIF1A",1
"ENSG00000174898","CATSPERD",1
"ENSG00000174914","OR9G1",1
"ENSG00000174915","PTDSS2",1
"ENSG00000174928","C3orf33",1
"ENSG00000174943","KCTD13",1
"ENSG00000174951","FUT1",1
"ENSG00000174953","DHX36",1
"ENSG00000174990","CA5A",1
"ENSG00000175003","SLC22A1",1
"ENSG00000175029","CTBP2",1
"ENSG00000175054","ATR",1
"ENSG00000175065","DSG4",1
"ENSG00000175106","TVP23C",1
"ENSG00000175166","PSMD2",1
"ENSG00000175198","PCCA",1
"ENSG00000175265","GOLGA8A",1
"ENSG00000175274","TP53I11",1
"ENSG00000175287","PHYHD1",1
"ENSG00000175294","CATSPER1",1
"ENSG00000175325","PROP1",1
"ENSG00000175348","TMEM9B",1
"ENSG00000175352","NRIP3",1
"ENSG00000175356","SCUBE2",1
"ENSG00000175390","EIF3F",1
"ENSG00000175395","ZNF25",1
"ENSG00000175414","ARL10",1
"ENSG00000175416","CLTB",1
"ENSG00000175445","LPL",1
"ENSG00000175449","RFESD",1
"ENSG00000175467","SART1",1
"ENSG00000175470","PPP2R2D",1
"ENSG00000175471","MCTP1",1
"ENSG00000175497","DPP10",1
"ENSG00000175535","PNLIP",1
"ENSG00000175548","ALG10B",1
"ENSG00000175550","DRAP1",1
"ENSG00000175556","LONRF3",1
"ENSG00000175595","ERCC4",1
"ENSG00000175643","RMI2",1
"ENSG00000175662","TOM1L2",1
"ENSG00000175699","CCDC197",1
"ENSG00000175711","B3GNTL1",1
"ENSG00000175764","TTLL11",1
"ENSG00000175832","ETV4",1
"ENSG00000175920","DOK7",1
"ENSG00000176029","C11orf16",1
"ENSG00000176095","IP6K1",1
"ENSG00000176102","CSTF3",1
"ENSG00000176105","YES1",1
"ENSG00000176108","CHMP6",1
"ENSG00000176125","UFSP1",1
"ENSG00000176153","GPX2",1
"ENSG00000176155","CCDC57",1
"ENSG00000176177","ENTHD1",1
"ENSG00000176225","RTTN",1
"ENSG00000176230","OR4K17",1
"ENSG00000176299","OR4M1",1
"ENSG00000176358","TAC4",1
