isoform_id	ES	ES_genomic_start	ES_genomic_end	MEE	MEE_genomic_start	MEE_genomic_end	MES	MES_genomic_start	MES_genomic_end	IR	IR_genomic_start	IR_genomic_end	A5	A5_genomic_start	A5_genomic_end	A3	A3_genomic_start	A3_genomic_end	ATSS	ATSS_genomic_start	ATSS_genomic_end	ATTS	ATTS_genomic_start	ATTS_genomic_end
ENST00000315368.8	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000676179.1	3	10211616;10274915;10303163	10211738;10274953;10308597	0	NA	NA	0	NA	NA	1	10377938	10378338	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000377086.5	2	10274915;10303163	10274953;10308597	0	NA	NA	0	NA	NA	1	10377938	10378338	0	NA	NA	0	NA	NA	1	10210570	10210878	0	NA	NA
ENST00000263934.10	3	10211616;10279097;10303163	10211738;10279138;10308597	0	NA	NA	1	10273014;10274915	10273031;10274953	0	NA	NA	0	NA	NA	1	10282322	10282400	1	10210570	10210805	1	10378339	10381603
ENST00000696500.1	3	10211616;10273014;10279097	10211738;10273031;10279138	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	10282322	10282400	0	NA	NA	1	10320043;10321709;10323884;10324758;10326111;10334520;10336657;10337074;10337371;10339769;10342050;10343232;10345845;10347761;10348649;10352631;10360929;10361692;10363283;10365100;10365409;10368467;10371141;10374316;10374854;10375255;10376545;10378339	10320136;10321857;10324062;10324895;10326359;10334638;10336742;10337203;10337533;10339859;10342168;10343287;10345953;10347827;10348733;10352736;10361043;10361825;10363344;10365245;10365648;10368538;10371262;10374465;10375046;10375373;10377937;10381603
ENST00000377093.9	2	10211616;10279097	10211738;10279138	0	NA	NA	1	10273014;10274915	10273031;10274953	0	NA	NA	0	NA	NA	1	10282322	10282400	0	NA	NA	1	10320043;10321709;10323884;10324758;10326111;10334520;10336657;10337074;10337371;10339769;10342050;10343232;10345845;10347761;10348649;10352631;10360929;10361692;10363283;10365100;10365409;10368467;10371141;10374316;10374854;10375255;10376545;10378339	10320136;10321857;10324062;10324895;10326359;10334638;10336742;10337203;10337533;10339859;10342168;10343287;10345953;10347827;10348733;10352736;10361043;10361825;10363344;10365245;10365648;10368538;10371262;10374465;10375046;10375373;10377937;10381603
ENST00000620295.2	4	10274915;10279097;10303163;10376545	10274953;10279138;10308597;10377937	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	10210570;10211616;10232250	10210878;10211738;10232329	1	10381596	10381603
ENST00000555002.6	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	64048155	64049279	3	64215432;64221534;64224996	64216248;64221576;64224999	1	63852983	63853004	0	NA	NA
ENST00000557005.1	0	NA	NA	0	NA	NA	0	NA	NA	1	64022864	64024256	0	NA	NA	0	NA	NA	1	63852983;63909098;63940614;63941695;63941885;63942051;63949825;63954719;63961525;63963899;63967709;63976563;63977905;63978852;63980654;63980986;63982630;63983737;63986456;63990411;63990942;63993835;63995044;63996947;63997301;63998219;63998914;64000562;64001934;64002720	63853143;63909227;63940675;63941790;63941962;63942143;63950006;63954915;63961625;63964000;63967846;63976727;63978017;63979014;63980732;63981173;63982794;63983886;63986617;63990569;63991115;63993969;63995202;63997158;63997391;63998328;63999040;64000719;64002081;64003024	1	64049611;64051557;64055944;64062751;64065432;64070645;64073968;64075945;64078466;64080456;64081443;64087671;64089574;64090866;64093349;64097949;64098747;64101932;64107491;64113341;64119427;64120927;64122012;64122286;64125079;64126327;64126598;64128452;64129782;64130048;64132265;64134069;64137787;64139941;64141341;64141942;64143772;64146068;64152564;64158625;64159312;64162072;64163402;64165285;64167233;64167495;64168877;64170228;64174944;64177358;64186424;64188550;64190071;64202801;64208758;64209428;64209942;64211961;64212811;64214194;64215286;64215432;64218398;64219208;64220437;64221534;64223189;64224461;64224996;64225319	64049876;64053657;64056266;64062895;64065650;64070910;64074136;64076100;64078606;64080638;64081580;64087856;64089696;64091048;64093480;64098146;64098821;64102042;64107607;64113571;64119609;64121061;64122133;64122427;64125210;64126479;64126807;64128553;64129901;64130248;64132438;64134200;64137983;64140073;64141523;64142088;64143948;64146223;64152716;64158795;64159442;64162276;64163581;64165410;64167387;64167639;64168971;64170462;64175138;64177483;64186579;64188708;64190237;64202963;64208945;64209578;64210124;64212098;64213005;64214470;64215354;64216387;64218512;64219410;64220637;64221704;64223380;64224547;64225045;64226433
ENST00000344113.8	1	64215286	64215354	0	NA	NA	0	NA	NA	0	NA	NA	1	64048155	64049279	2	64215432;64221534	64216248;64221576	0	NA	NA	0	NA	NA
ENST00000358025.7	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	64048155	64049279	3	64215432;64221534;64224996	64216248;64221576;64224999	0	NA	NA	1	64226432	64226433
ENST00000441438.2	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	64224996	64224999	1	63852983;63909098;63940614;63941695;63941885;63942051;63949825;63954719;63961525;63963899;63967709;63976563;63977905;63978852;63980654;63980986;63982630;63983737;63986456;63990411;63990942;63993835;63995044;63996947;63997301;63998219;63998914;64000562;64001934;64002720;64007043;64009966;64016473;64017595;64019992;64021315;64021857;64022751;64024257;64024912;64025130;64026579;64027484;64029895;64031016;64048000;64049611;64051557;64055944;64062751;64065432;64070645;64073968;64075945;64078466;64080456;64081443;64087671;64089574;64090866;64093349;64097949;64098747;64101932;64107491;64113341;64119427;64120927;64122012;64122286;64125079;64126327;64126598;64128452;64129782;64130048;64132265;64134069;64137787;64139941;64141341;64141942;64143772;64146068;64152564;64158625;64159312;64162072;64163402;64165285;64167233;64167495;64168877;64170228;64174944;64177358;64186424;64188550;64190071;64202801;64208758;64209428;64209942;64211961;64212811;64214194;64215286	63853143;63909227;63940675;63941790;63941962;63942143;63950006;63954915;63961625;63964000;63967846;63976727;63978017;63979014;63980732;63981173;63982794;63983886;63986617;63990569;63991115;63993969;63995202;63997158;63997391;63998328;63999040;64000719;64002081;64003330;64007222;64010116;64016631;64017756;64020093;64021515;64022028;64022863;64024459;64025031;64025421;64026730;64027793;64030059;64031357;64049279;64049876;64053657;64056266;64062895;64065650;64070910;64074136;64076100;64078606;64080638;64081580;64087856;64089696;64091048;64093480;64098146;64098821;64102042;64107607;64113571;64119609;64121061;64122133;64122427;64125210;64126479;64126807;64128553;64129901;64130248;64132438;64134200;64137983;64140073;64141523;64142088;64143948;64146223;64152716;64158795;64159442;64162276;64163581;64165410;64167387;64167639;64168971;64170462;64175138;64177483;64186579;64188708;64190237;64202963;64208945;64209578;64210124;64212098;64213005;64214470;64215354	1	64226430	64226433
ENST00000475078.1	0	NA	NA	0	NA	NA	1	16367225;16390550;16391375	16367308;16390626;16391424	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	16393355;16395038	16393482;16398145
ENST00000401089.3	0	NA	NA	0	NA	NA	1	16390550;16391375	16390626;16391424	0	NA	NA	0	NA	NA	0	NA	NA	1	16352575;16353300	16352812;16353423	0	NA	NA
ENST00000475554.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	16352575;16353300;16367225	16352812;16353423;16367243	1	16395172	16398145
ENST00000401088.9	1	16390550	16390626	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	16352575;16353300;16367225	16352812;16353423;16367242	0	NA	NA
ENST00000464000.1	0	NA	NA	0	NA	NA	0	NA	NA	1	52814072	52814208	0	NA	NA	0	NA	NA	1	52814212;52816884;52818052;52818257;52818462;52819393;52819754;52819940;52820291;52820382;52820991;52823556;52823823;52824190;52824397;52824842;52825886;52826541;52826791;52827093;52829119;52830553	52814363;52817058;52818168;52818283;52818536;52819518;52819807;52819990;52820317;52820785;52821130;52823741;52824004;52824315;52824565;52824958;52826014;52826651;52826953;52827197;52829279;52830687	1	52812962	52813283
ENST00000485816.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	52820382	52820631	0	NA	NA	1	52830673	52830687	1	52812962	52813270
ENST00000266041.9	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	52820382	52820631	1	52819792	52819807	1	52830672	52830687	0	NA	NA
ENST00000471505.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	52821064;52823556;52823823;52824190;52824397;52824842;52825886;52826541;52826791;52827093;52829119;52830553	52821130;52823741;52824004;52824315;52824565;52824958;52826014;52826651;52826953;52827197;52829279;52830687	1	52812962;52813975;52814209;52816884;52818052;52818257;52818462;52819393;52819754;52819940;52820291	52813490;52814071;52814363;52817058;52818168;52818283;52818536;52819518;52819807;52819990;52820317
ENST00000406595.5	0	NA	NA	0	NA	NA	1	52819754;52819940	52819807;52819990	0	NA	NA	1	52820382	52820631	0	NA	NA	1	52830672	52830687	1	52812962	52813282
ENST00000491663.5	0	NA	NA	0	NA	NA	0	NA	NA	1	52819808	52819939	1	52820382	52820631	0	NA	NA	0	NA	NA	1	52812962	52813313
ENST00000546741.3	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	32896777	32896798	1	32790745;32792644;32795581;32802403;32820144;32821356;32822467;32824045;32834162;32839431;32850766;32868927;32877846;32878920	32792492;32792731;32796298;32802556;32821146;32821906;32822631;32824162;32834229;32841205;32850973;32869062;32878543;32879032
ENST00000700559.2	4	32795581;32820144;32834162;32893309	32796298;32821146;32834229;32894778	0	NA	NA	0	NA	NA	0	NA	NA	1	32839431	32841028	1	32821529	32821906	0	NA	NA	0	NA	NA
ENST00000700555.2	1	32820144	32821146	0	NA	NA	0	NA	NA	0	NA	NA	2	32795581;32822467	32796109;32822476	1	32821529	32821906	1	32839431;32850766;32868927;32877846;32878920;32893309;32896509	32841205;32850973;32869062;32878543;32879032;32894778;32896798	0	NA	NA
ENST00000700561.1	2	32820144;32834162	32821146;32834229	0	NA	NA	0	NA	NA	0	NA	NA	1	32839431	32841028	1	32821529	32821906	1	32878220;32878920;32893309;32896509	32878543;32879032;32894778;32896798	1	32790745;32792644	32792492;32792731
ENST00000700560.1	2	32820144;32834162	32821146;32834229	0	NA	NA	0	NA	NA	1	32792493	32792643	2	32795581;32839431	32796109;32841028	1	32821529	32821906	1	32878094;32878920;32893309;32896509	32878543;32879032;32894778;32896798	1	32790745	32791871
ENST00000552612.5	0	NA	NA	0	NA	NA	0	NA	NA	1	32821147;32821529	32821355;32821906	0	NA	NA	0	NA	NA	1	32824139;32834162;32839431;32850766;32868927;32877846;32878920;32893309;32896509	32824162;32834229;32841205;32850973;32869062;32878543;32879032;32894778;32896798	1	32790745;32792644;32795581;32802403;32820144	32792492;32792731;32796298;32802556;32820889
ENST00000700562.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	32822467;32824045;32834162;32839431;32850766;32868927;32877846;32878920;32893309;32896509	32822631;32824162;32834229;32841205;32850973;32869062;32878543;32879032;32894778;32896798	1	32790745;32792644;32795581;32802403	32792492;32792731;32796298;32802556
ENST00000700565.1	1	32893309	32894778	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	32896584	32896798	1	32790745;32792644;32795581;32802403;32820144;32821356;32822467;32824045;32834162	32792492;32792731;32796298;32802556;32821146;32821906;32822631;32824162;32834229
ENST00000340811.9	3	32820144;32834162;32893309	32821146;32834229;32894778	0	NA	NA	0	NA	NA	0	NA	NA	2	32795581;32839431	32796109;32841028	1	32821529	32821906	1	32896777	32896798	1	32790745	32790755
ENST00000369096.9	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	105993463;106048534	105993639;106048714	1	106109938	106109939
ENST00000652320.1	0	NA	NA	0	NA	NA	1	106048534;106086336	106048714;106086595	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000651185.1	1	106086336	106086595	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	105993463	105993639	0	NA	NA
ENST00000406652.5	1	42568517	42568773	0	NA	NA	0	NA	NA	0	NA	NA	1	42709096	42709544	1	42702307	42704197	1	42494569;42495163	42495006;42495254	0	NA	NA
ENST00000406911.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	42702307	42704197	1	42494569;42495163;42568045;42568517	42495006;42495254;42568226;42568675	1	42718988;42722889;42753374	42719074;42723035;42756947
ENST00000405592.5	0	NA	NA	0	NA	NA	1	42568045;42568517	42568226;42568773	0	NA	NA	1	42709096	42709544	1	42702307	42704197	0	NA	NA	0	NA	NA
ENST00000482875.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	42494569;42495163;42568045;42568517;42570437;42579107;42609458;42640173;42644127;42656200;42659763;42682401;42695765;42697776	42495006;42495254;42568226;42568773;42570504;42579200;42609584;42640236;42644244;42656302;42659862;42682589;42695839;42697834	1	42709213;42718988;42722889;42753374	42709544;42719074;42723035;42756947
ENST00000405094.2	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	42709096	42709544	1	42702307	42704194	1	42494569;42495163;42568045;42568517	42495006;42495254;42568226;42568632	1	42756946	42756947
ENST00000407270.7	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	42702307	42704194	1	42494569;42495163;42568045	42495006;42495254;42568226	1	42718988;42722889;42753374	42719074;42723035;42756947
ENST00000341360.7	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000357681.10	1	203733223	203733400	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000464950.6	1	53889244	53889463	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	53889733	53889810	0	NA	NA
ENST00000072644.7	1	53855001	53855051	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	53889797	53889810	1	53851719	53851733
BambuTx40	2	53855001;53889244	53855051;53889463	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	53851719	53851733
ENST00000371399.5	1	53855001	53855051	0	NA	NA	1	53888907;53889244	53888986;53889463	0	NA	NA	0	NA	NA	0	NA	NA	1	53889779	53889810	1	53851719	53851733
ENST00000315939.11	0	NA	NA	0	NA	NA	2	865110;867866,901561;904453	865364;869104,901632;904494	0	NA	NA	0	NA	NA	1	877094	878212	0	NA	NA	0	NA	NA
ENST00000675236.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	752579;813642;827042;830003;857161;859245;861013;862083;865110;867866;871265	754324;813814;827262;830160;857249;859464;861343;862270;865364;869104;871348	1	885704;887221;889140;890453;894562;896071;897479;900476;901561;904453;907847;908475	886084;887304;889223;890513;894635;896732;897681;900670;901632;904494;908034;911452
ENST00000535572.5	0	NA	NA	0	NA	NA	3	865110;867866,879573;880721,901561;904453	865364;869104,880031;880999,901632;904494	0	NA	NA	1	890510	890513	1	877094	878215	1	752579	752593	1	911300	911452
ENST00000340908.9	0	NA	NA	0	NA	NA	2	879573;880721,901561;904453	880031;880999,901632;904494	0	NA	NA	0	NA	NA	1	877094	878212	0	NA	NA	0	NA	NA
ENST00000530271.6	1	865110	865364	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	877094	878212	1	752579	752923	1	911451	911452
ENST00000537687.5	2	865110;879573	865364;880031	0	NA	NA	1	901561;904453	901632;904494	0	NA	NA	0	NA	NA	1	877094	878212	1	752579	752923	0	NA	NA
ENST00000373779.8	1	29289683	29289712	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	29236516	29236522	1	29326800	29326813
ENST00000428026.6	1	29289683	29289712	0	NA	NA	0	NA	NA	0	NA	NA	1	29311544	29311553	0	NA	NA	1	29236516	29236549	0	NA	NA
ENST00000345512.7	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	29325661	29326813
ENST00000538118.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	24902947;24948927	24903075;24949101	1	24810024	24814803
ENST00000261192.12	0	NA	NA	0	NA	NA	1	24901963;24902947	24902296;24903075	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000539282.5	1	24901963	24902296	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	24948927	24949101	1	24810024	24817481
ENST00000703825.1	1	183024978	183024995	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	183003319	183003325	1	183038352	183038858	1	182909115	182923308
ENST00000703824.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	183003319	183003325	1	183038099	183038858	1	182909115	182923308
ENST00000361354.9	1	183024978	183024995	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	183038457	183038858	0	NA	NA
ENST00000360982.2	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	182909115	182924877
ENST00000710770.1	1	59782883	59785035	0	NA	NA	0	NA	NA	0	NA	NA	1	59811786	59812550	1	59837951	59838295	1	59707498	59707517	1	59841860	59842255
ENST00000585847.6	3	59737453;59782883;59814026	59737543;59785035;59814107	0	NA	NA	0	NA	NA	0	NA	NA	1	59811786	59812550	1	59837951	59838295	0	NA	NA	1	59842231	59842255
ENST00000593168.6	1	59782883	59785035	0	NA	NA	1	59737453;59738837	59737543;59738947	0	NA	NA	0	NA	NA	0	NA	NA	1	59707498	59707648	1	59814026;59817712;59837951;59839768	59814107;59817773;59838397;59842255
ENST00000592790.1	0	NA	NA	0	NA	NA	0	NA	NA	1	59838398	59839767	0	NA	NA	0	NA	NA	1	59707498;59731421;59735338;59737453;59738837;59764971;59773754;59782883;59808796;59811670;59814026;59817712	59707748;59731522;59735473;59737543;59738947;59765138;59773885;59785035;59808876;59812550;59814107;59817773	0	NA	NA
ENST00000262291.9	2	59782883;59814026	59785035;59814107	0	NA	NA	0	NA	NA	0	NA	NA	1	59811786	59812550	1	59837951	59838295	1	59707498	59707654	0	NA	NA
ENST00000587470.2	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	59707498;59731421;59735338;59737453;59738837;59764971;59773754;59782883;59808796;59811670;59814026;59817712	59707748;59731522;59735473;59737543;59738947;59765138;59773885;59785035;59808876;59812550;59814107;59817773	1	59841551	59842255
ENST00000590850.2	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	59707498	59707517	1	59808796;59811670;59814026;59817712;59837951;59839768	59808876;59812550;59814107;59817773;59838397;59842255
ENST00000597969.5	1	49308876	49309117	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	49310146;49310353;49310933;49325048	49310166;49310510;49311411;49325191	1	49289638;49290605;49293223;49293827;49294367;49305757	49290392;49290767;49293382;49294028;49294553;49305885
ENST00000594180.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	49308952;49309301;49309651;49310040;49310353;49310933;49325048	49309117;49309411;49309826;49310166;49310510;49311411;49325191	1	49289638;49290605;49293223;49293827;49294367	49290392;49290767;49293382;49294028;49294553
ENST00000454748.7	1	49305757	49306132	0	NA	NA	0	NA	NA	1	49290393	49290604	0	NA	NA	0	NA	NA	1	49325185	49325191	1	49289638	49289765
ENST00000335875.9	1	49305757	49306132	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000598574.1	0	NA	NA	0	NA	NA	0	NA	NA	1	48625077	48625890	0	NA	NA	0	NA	NA	1	48619291;48620402;48624006;48624952	48619689;48620553;48624430;48625029	1	48627692;48627975;48628162;48628681;48630434	48627841;48628069;48628651;48630406;48630717
ENST00000598088.5	0	NA	NA	0	NA	NA	1	48624006;48624952	48624430;48625076	0	NA	NA	1	48628277	48628651	0	NA	NA	1	48619291	48619534	1	48630405;48630434	48630406;48630717
ENST00000245222.9	0	NA	NA	0	NA	NA	1	48624006;48624952	48624430;48625076	0	NA	NA	2	48619543;48628277	48619689;48628651	0	NA	NA	1	48619291	48619506	1	48630405;48630434	48630406;48630717
ENST00000599748.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	48628277	48628651	0	NA	NA	1	48619291;48620402;48624006	48619689;48620553;48624430	1	48630405;48630434	48630406;48630717
ENST00000601712.5	0	NA	NA	0	NA	NA	1	48624006;48624952	48624430;48625076	0	NA	NA	1	48619543	48619689	1	48625891	48625950	1	48619291	48619450	1	48628681;48630434	48630406;48630717
ENST00000340932.7	0	NA	NA	0	NA	NA	1	48624006;48624952;48625891	48624430;48625076;48626362	0	NA	NA	2	48619543;48628277	48619689;48628651	0	NA	NA	0	NA	NA	1	48630434	48630717
ENST00000426514.2	0	NA	NA	0	NA	NA	1	48624006;48624952;48625891	48624430;48625076;48626362	0	NA	NA	1	48628277	48628651	0	NA	NA	1	48619291;48620402	48619689;48620515	1	48629773;48630434	48630406;48630717
ENST00000599029.2	0	NA	NA	0	NA	NA	0	NA	NA	1	48625077	48625890	2	48628277;48629726	48628651;48630406	0	NA	NA	1	48619291;48620402;48624006;48624952	48619689;48620553;48624430;48624969	0	NA	NA
ENST00000597434.5	2	48624952;48628681	48625076;48630406	0	NA	NA	0	NA	NA	0	NA	NA	1	48628277	48628651	0	NA	NA	1	48619291;48620402	48619689;48620553	0	NA	NA
ENST00000411543.6	1	55689297	55689371	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	55675226	55675435	1	55695441	55709533
ENST00000085079.11	1	55689297	55689371	0	NA	NA	1	55676625;55677550	55677218;55677734	0	NA	NA	0	NA	NA	1	55692951	55692954	1	55675226	55675245	1	55695766	55709533
ENST00000270460.11	0	NA	NA	0	NA	NA	1	55676625;55677550	55677218;55677734	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000512820.5	3	41538157;41612902;41687840	41538350;41613098;41687917	0	NA	NA	1	41620424;41626708;41629492;41631148;41632749;41632977;41633548;41638932	41620690;41627010;41629734;41631477;41632867;41633085;41633808;41638967	0	NA	NA	0	NA	NA	1	41676379	41676382	1	41360785	41360815	1	41699020	41700044
ENST00000313860.12	3	41538157;41612902;41670718	41538350;41613098;41670792	0	NA	NA	1	41620424;41626708;41629492;41631148;41632749;41632977;41633548	41620690;41627010;41629734;41631477;41632867;41633085;41633808	0	NA	NA	0	NA	NA	0	NA	NA	1	41360785	41360807	0	NA	NA
ENST00000381753.8	2	41670718;41687840	41670792;41687917	0	NA	NA	1	41620424;41626708;41629492;41631148;41632749;41632977;41633548;41638932	41620690;41627010;41629734;41631477;41632867;41633085;41633808;41638967	0	NA	NA	0	NA	NA	1	41676379	41676382	1	41360785;41494536;41524409;41538157;41598920;41603875;41605894	41360936;41494606;41524478;41538350;41599026;41603905;41606004	0	NA	NA
ENST00000503057.6	2	41612902;41670718	41613098;41670792	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	41676379	41676382	1	41360785;41494536;41524409	41360936;41494606;41524478	0	NA	NA
ENST00000508501.5	4	41538157;41612902;41670718;41687840	41538350;41613098;41670792;41687917	0	NA	NA	1	41620424;41626708;41629492;41631148;41632749;41632977;41633548	41620690;41627010;41629734;41631477;41632867;41633085;41633808	0	NA	NA	0	NA	NA	1	41676379	41676382	0	NA	NA	1	41699012	41700044
ENST00000396595.7	2	41670718;41687840	41670792;41687917	0	NA	NA	1	41620424;41626708;41629492;41631148;41632749;41632977;41633548	41620690;41627010;41629734;41631477;41632867;41633085;41633808	0	NA	NA	0	NA	NA	1	41676379	41676382	1	41360785;41494536;41524409;41538157;41598920;41603875;41605894	41360936;41494606;41524478;41538350;41599026;41603905;41606004	1	41700043	41700044
ENST00000512946.5	4	41538157;41612902;41670718;41687840	41538350;41613098;41670792;41687917	0	NA	NA	1	41620424;41626708;41629492;41631148;41632749;41632977;41633548	41620690;41627010;41629734;41631477;41632867;41633085;41633808	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	41699012	41700044
ENST00000343028.9	1	27012710	27013014	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	27003390	27003405	1	27014384	27014398	0	NA	NA
ENST00000545600.1	1	27012710	27013014	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	26971579;26975496;26976260;26979784;26980566;26982773;26990450;26995237;26996742;26999526	26974227;26975658;26976357;26979936;26980646;26982859;26990627;26995408;26996862;26999589
ENST00000512808.2	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	27003390	27003405	1	27014078	27014398	1	26971579;26975496;26976260;26979784;26980566;26982773;26990450;26995237;26996742	26974227;26975658;26976357;26979936;26980646;26982859;26990627;26995408;26996851
ENST00000602804.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	19145569	19145572
ENST00000354191.8	1	19146273	19146384	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000630940.2	1	19146273	19146384	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	19192128	19192158	1	19145569	19145570
ENST00000514819.7	2	19146273;19180686	19146384;19180761	0	NA	NA	1	19186034;19186893	19186098;19187005	0	NA	NA	0	NA	NA	0	NA	NA	1	19192138	19192158	1	19145569	19145584
ENST00000263097.9	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	2	1036067;1036799	1036130;1037625	0	NA	NA	1	1039065	1039068
ENST00000562958.6	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	1036799	1037625	1	1026608	1026629	0	NA	NA
ENST00000564572.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	1026608;1031071;1032392;1032559;1036067;1036416	1026724;1031192;1032458;1032696;1036246;1036562	1	1039064	1039068
ENST00000565096.6	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	1032663	1032696	2	1036067;1036799	1036130;1037625	1	1026608	1026618	0	NA	NA
ENST00000348419.7	1	1036067	1036246	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	1036799	1037625	1	1026608	1026610	0	NA	NA
ENST00000680383.1	1	111762255	111762337	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	111760397	111760474	1	111754832;111755245;111755732	111754876;111755394;111755905	1	111767242	111769982
ENST00000679498.1	0	NA	NA	0	NA	NA	0	NA	NA	5	111760849;111761126;111761285;111762338;111762783	111760986;111761225;111762254;111762676;111762905	0	NA	NA	1	111760397	111760474	1	111754832;111755245;111755732	111754876;111755394;111755737	0	NA	NA
ENST00000533164.6	1	111759400	111759568	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	2	111755732;111760397	111755813;111760474	1	111754832	111754876	1	111767557	111769982
ENST00000475700.1	0	NA	NA	0	NA	NA	0	NA	NA	5	111760849;111761126;111761285;111762338;111762783	111760986;111761225;111762254;111762676;111762905	0	NA	NA	0	NA	NA	1	111754832;111755245;111755732;111756646;111759400	111754876;111755394;111756225;111756740;111759568	1	111767574	111769982
