ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0061564	axon development	120	-0.268813904630534	-1.66822276903377	0.00137419951965415	0.00718812056434478	0.00380547559288842	496	tags=44%, list=30%, signal=33%	ENSG00000076356/ENSG00000010810/ENSG00000160460/ENSG00000145242/ENSG00000145147/ENSG00000099250/ENSG00000104967/ENSG00000136854/ENSG00000171533/ENSG00000154928/ENSG00000151150/ENSG00000154277/ENSG00000179915/ENSG00000164742/ENSG00000078018/ENSG00000077264/ENSG00000133083/ENSG00000187323/ENSG00000137285/ENSG00000167178/ENSG00000134115/ENSG00000258947/ENSG00000018236/ENSG00000143032/ENSG00000131711/ENSG00000152784/ENSG00000177103/ENSG00000105649/ENSG00000070886/ENSG00000132639/ENSG00000186907/ENSG00000066032/ENSG00000163531/ENSG00000155980/ENSG00000171450/ENSG00000198910/ENSG00000160716/ENSG00000021645/ENSG00000118432/ENSG00000172020/ENSG00000205927/ENSG00000184144/ENSG00000154096/ENSG00000130558/ENSG00000016082/ENSG00000179774/ENSG00000187122/ENSG00000157064/ENSG00000149295/ENSG00000277586/ENSG00000116147/ENSG00000053108/ENSG00000151615
BP	GO:0050877	nervous system process	129	-0.265550030238767	-1.6771714500098	0.00146297408979607	0.00753653318985852	0.00398992933580745	447	tags=44%, list=27%, signal=35%	ENSG00000132718/ENSG00000106089/ENSG00000011677/ENSG00000110881/ENSG00000154928/ENSG00000151150/ENSG00000099365/ENSG00000154277/ENSG00000179915/ENSG00000075461/ENSG00000164742/ENSG00000143333/ENSG00000109956/ENSG00000197753/ENSG00000087053/ENSG00000132872/ENSG00000155511/ENSG00000008735/ENSG00000183018/ENSG00000169432/ENSG00000162545/ENSG00000155897/ENSG00000167552/ENSG00000116544/ENSG00000105649/ENSG00000006071/ENSG00000132639/ENSG00000198963/ENSG00000139767/ENSG00000066032/ENSG00000121966/ENSG00000103034/ENSG00000166206/ENSG00000146216/ENSG00000111913/ENSG00000128872/ENSG00000160716/ENSG00000101349/ENSG00000106236/ENSG00000021645/ENSG00000101204/ENSG00000118432/ENSG00000157782/ENSG00000184144/ENSG00000180176/ENSG00000152969/ENSG00000131094/ENSG00000101489/ENSG00000147432/ENSG00000162105/ENSG00000149295/ENSG00000109991/ENSG00000277586/ENSG00000120907/ENSG00000157103/ENSG00000116147/ENSG00000151615
BP	GO:0033554	cellular response to stress	184	0.270781563330188	1.6323595623357	0.00155664962163544	0.0078994159903888	0.0041820437596176	713	tags=57%, list=43%, signal=37%	ENSG00000118523/ENSG00000185650/ENSG00000164294/ENSG00000137693/ENSG00000114251/ENSG00000176907/ENSG00000148677/ENSG00000166803/ENSG00000172037/ENSG00000166801/ENSG00000170961/ENSG00000109846/ENSG00000129474/ENSG00000176170/ENSG00000162344/ENSG00000135046/ENSG00000145423/ENSG00000134853/ENSG00000008394/ENSG00000137801/ENSG00000149948/ENSG00000110092/ENSG00000171522/ENSG00000175643/ENSG00000136492/ENSG00000131747/ENSG00000146670/ENSG00000125378/ENSG00000175592/ENSG00000075218/ENSG00000131620/ENSG00000109674/ENSG00000145386/ENSG00000125845/ENSG00000135272/ENSG00000111247/ENSG00000155760/ENSG00000105967/ENSG00000115468/ENSG00000104375/ENSG00000111907/ENSG00000113319/ENSG00000167601/ENSG00000150907/ENSG00000113916/ENSG00000145632/ENSG00000166949/ENSG00000073111/ENSG00000144476/ENSG00000168078/ENSG00000139173/ENSG00000166851/ENSG00000091436/ENSG00000164611/ENSG00000178573/ENSG00000135842/ENSG00000100297/ENSG00000166068/ENSG00000197299/ENSG00000171791/ENSG00000146648/ENSG00000167670/ENSG00000170312/ENSG00000182185/ENSG00000196584/ENSG00000181544/ENSG00000105976/ENSG00000181019/ENSG00000101144/ENSG00000138061/ENSG00000188486/ENSG00000112118/ENSG00000092969/ENSG00000184304/ENSG00000144554/ENSG00000111602/ENSG00000254087/ENSG00000164104/ENSG00000134602/ENSG00000110108/ENSG00000147872/ENSG00000177425/ENSG00000133119/ENSG00000166888/ENSG00000117394/ENSG00000028116/ENSG00000030582/ENSG00000123374/ENSG00000130707/ENSG00000139618/ENSG00000149212/ENSG00000111206/ENSG00000099860/ENSG00000146263/ENSG00000104738/ENSG00000100479/ENSG00000121060/ENSG00000182158/ENSG00000118515/ENSG00000173848/ENSG00000079616/ENSG00000134574/ENSG00000116106/ENSG00000112977/ENSG00000105355
BP	GO:0051173	positive regulation of nitrogen compound metabolic process	254	0.257208676454656	1.61438433781477	0.00158680878519399	0.00793404392596994	0.00420037619610174	732	tags=60%, list=44%, signal=40%	ENSG00000185650/ENSG00000117399/ENSG00000114315/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000176907/ENSG00000148677/ENSG00000178999/ENSG00000137834/ENSG00000139329/ENSG00000107485/ENSG00000074181/ENSG00000170961/ENSG00000187098/ENSG00000176170/ENSG00000117650/ENSG00000089685/ENSG00000162344/ENSG00000152977/ENSG00000150630/ENSG00000170989/ENSG00000152518/ENSG00000141052/ENSG00000139445/ENSG00000145423/ENSG00000068078/ENSG00000084093/ENSG00000162599/ENSG00000167244/ENSG00000137801/ENSG00000149948/ENSG00000147862/ENSG00000110092/ENSG00000131747/ENSG00000123892/ENSG00000026025/ENSG00000125378/ENSG00000167513/ENSG00000175592/ENSG00000197496/ENSG00000136982/ENSG00000102554/ENSG00000142611/ENSG00000074047/ENSG00000175063/ENSG00000137203/ENSG00000145386/ENSG00000106571/ENSG00000125845/ENSG00000135272/ENSG00000134569/ENSG00000111247/ENSG00000155760/ENSG00000105967/ENSG00000111907/ENSG00000130203/ENSG00000006468/ENSG00000107249/ENSG00000150907/ENSG00000180340/ENSG00000114779/ENSG00000145431/ENSG00000162407/ENSG00000132274/ENSG00000145632/ENSG00000166949/ENSG00000088325/ENSG00000153071/ENSG00000075651/ENSG00000203780/ENSG00000163251/ENSG00000018408/ENSG00000184661/ENSG00000166851/ENSG00000155363/ENSG00000173193/ENSG00000163346/ENSG00000151322/ENSG00000132256/ENSG00000178573/ENSG00000135842/ENSG00000148737/ENSG00000197299/ENSG00000124782/ENSG00000171791/ENSG00000118193/ENSG00000137831/ENSG00000064309/ENSG00000181449/ENSG00000146648/ENSG00000165912/ENSG00000087586/ENSG00000170312/ENSG00000138778/ENSG00000189067/ENSG00000181544/ENSG00000105976/ENSG00000101144/ENSG00000134222/ENSG00000156802/ENSG00000138061/ENSG00000188486/ENSG00000157227/ENSG00000074219/ENSG00000092969/ENSG00000184304/ENSG00000181744/ENSG00000111602/ENSG00000254087/ENSG00000164104/ENSG00000175745/ENSG00000019485/ENSG00000138696/ENSG00000177425/ENSG00000133119/ENSG00000198157/ENSG00000166888/ENSG00000030582/ENSG00000077782/ENSG00000111859/ENSG00000123374/ENSG00000130707/ENSG00000139618/ENSG00000139083/ENSG00000111206/ENSG00000144893/ENSG00000164171/ENSG00000127586/ENSG00000106689/ENSG00000181690/ENSG00000113721/ENSG00000134138/ENSG00000144655/ENSG00000095739/ENSG00000121060/ENSG00000182158/ENSG00000110492/ENSG00000128602/ENSG00000106546/ENSG00000157240/ENSG00000116106/ENSG00000134371/ENSG00000112977/ENSG00000141736/ENSG00000132646/ENSG00000184349/ENSG00000114346/ENSG00000091409/ENSG00000060138/ENSG00000132541
BP	GO:0022008	neurogenesis	302	-0.212438974170316	-1.50316512835294	0.00164019347509739	0.00808211277584221	0.00427876558721058	379	tags=30%, list=23%, signal=29%	ENSG00000087053/ENSG00000112139/ENSG00000078018/ENSG00000077264/ENSG00000133083/ENSG00000187323/ENSG00000137285/ENSG00000132872/ENSG00000072832/ENSG00000167178/ENSG00000008735/ENSG00000134115/ENSG00000101298/ENSG00000073910/ENSG00000258947/ENSG00000154917/ENSG00000185668/ENSG00000167552/ENSG00000163536/ENSG00000018236/ENSG00000008056/ENSG00000187957/ENSG00000143032/ENSG00000204624/ENSG00000182667/ENSG00000131711/ENSG00000113657/ENSG00000152784/ENSG00000197959/ENSG00000177103/ENSG00000167654/ENSG00000173404/ENSG00000205336/ENSG00000105649/ENSG00000139220/ENSG00000130477/ENSG00000006071/ENSG00000070886/ENSG00000169258/ENSG00000132639/ENSG00000198963/ENSG00000186907/ENSG00000139767/ENSG00000066032/ENSG00000163531/ENSG00000121966/ENSG00000155980/ENSG00000103034/ENSG00000041515/ENSG00000184524/ENSG00000171450/ENSG00000178568/ENSG00000077279/ENSG00000146216/ENSG00000198910/ENSG00000139970/ENSG00000077080/ENSG00000160716/ENSG00000141433/ENSG00000177551/ENSG00000021645/ENSG00000135472/ENSG00000118432/ENSG00000172020/ENSG00000002746/ENSG00000119283/ENSG00000205927/ENSG00000184144/ENSG00000180176/ENSG00000154096/ENSG00000130558/ENSG00000016082/ENSG00000179774/ENSG00000130287/ENSG00000015592/ENSG00000070808/ENSG00000131094/ENSG00000104435/ENSG00000119547/ENSG00000187122/ENSG00000115844/ENSG00000170396/ENSG00000144460/ENSG00000157064/ENSG00000215397/ENSG00000207971/ENSG00000186487/ENSG00000149295/ENSG00000277586/ENSG00000116147/ENSG00000053108/ENSG00000151615
CC	GO:0099080	supramolecular complex	183	0.277704482955038	1.67430311497545	0.00185528305634409	0.00901137484509988	0.00477072785917053	486	tags=42%, list=29%, signal=33%	ENSG00000101335/ENSG00000185650/ENSG00000117399/ENSG00000108821/ENSG00000148677/ENSG00000112984/ENSG00000164692/ENSG00000178999/ENSG00000139329/ENSG00000109846/ENSG00000107796/ENSG00000129474/ENSG00000013297/ENSG00000117650/ENSG00000089685/ENSG00000135046/ENSG00000139219/ENSG00000111057/ENSG00000171345/ENSG00000157978/ENSG00000123485/ENSG00000161888/ENSG00000122952/ENSG00000134057/ENSG00000165480/ENSG00000026025/ENSG00000167513/ENSG00000154330/ENSG00000139734/ENSG00000075218/ENSG00000186185/ENSG00000137807/ENSG00000124145/ENSG00000142945/ENSG00000198467/ENSG00000130635/ENSG00000137804/ENSG00000112742/ENSG00000090889/ENSG00000124942/ENSG00000066279/ENSG00000166482/ENSG00000080986/ENSG00000145632/ENSG00000123219/ENSG00000143228/ENSG00000088325/ENSG00000187498/ENSG00000117724/ENSG00000121621/ENSG00000198947/ENSG00000138829/ENSG00000100162/ENSG00000204262/ENSG00000166851/ENSG00000156970/ENSG00000155363/ENSG00000163346/ENSG00000163535/ENSG00000132256/ENSG00000163431/ENSG00000142279/ENSG00000169679/ENSG00000138160/ENSG00000162614/ENSG00000118193/ENSG00000188153/ENSG00000126878/ENSG00000138771/ENSG00000087586/ENSG00000170312/ENSG00000197565/ENSG00000176014/ENSG00000090006/ENSG00000153044/ENSG00000138778
BP	GO:0007167	enzyme-linked receptor protein signaling pathway	136	0.308313036943596	1.77353609813241	0.00204886945035273	0.00981148750873136	0.00519431691638719	678	tags=59%, list=41%, signal=38%	ENSG00000118523/ENSG00000114315/ENSG00000171243/ENSG00000108821/ENSG00000142871/ENSG00000114251/ENSG00000164692/ENSG00000137834/ENSG00000107485/ENSG00000134363/ENSG00000162344/ENSG00000150630/ENSG00000141052/ENSG00000180730/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000162599/ENSG00000167244/ENSG00000137801/ENSG00000125848/ENSG00000026025/ENSG00000125378/ENSG00000134250/ENSG00000197496/ENSG00000142611/ENSG00000184557/ENSG00000115461/ENSG00000125845/ENSG00000167601/ENSG00000150907/ENSG00000196411/ENSG00000145431/ENSG00000166949/ENSG00000153071/ENSG00000187498/ENSG00000163430/ENSG00000126709/ENSG00000138829/ENSG00000018408/ENSG00000133124/ENSG00000243364/ENSG00000168056/ENSG00000166068/ENSG00000166033/ENSG00000188153/ENSG00000146648/ENSG00000197565/ENSG00000090006/ENSG00000127418/ENSG00000105976/ENSG00000119681/ENSG00000134871/ENSG00000101144/ENSG00000243244/ENSG00000138193/ENSG00000165458/ENSG00000125968/ENSG00000137573/ENSG00000118707/ENSG00000125266/ENSG00000153208/ENSG00000092969/ENSG00000184304/ENSG00000169047/ENSG00000254087/ENSG00000138696/ENSG00000166888/ENSG00000077782/ENSG00000166147/ENSG00000111859/ENSG00000115290/ENSG00000149212/ENSG00000146197/ENSG00000168675/ENSG00000150457/ENSG00000173805/ENSG00000113721/ENSG00000144655/ENSG00000095739
BP	GO:0032990	cell part morphogenesis	147	-0.255730580729527	-1.68358566543468	0.00258232567263014	0.0120272702560856	0.00636737837086883	496	tags=44%, list=30%, signal=34%	ENSG00000076356/ENSG00000010810/ENSG00000160460/ENSG00000149571/ENSG00000145242/ENSG00000266028/ENSG00000130540/ENSG00000145147/ENSG00000099250/ENSG00000104967/ENSG00000136854/ENSG00000171533/ENSG00000154928/ENSG00000151150/ENSG00000154277/ENSG00000179915/ENSG00000071054/ENSG00000061337/ENSG00000164742/ENSG00000078018/ENSG00000077264/ENSG00000133083/ENSG00000187323/ENSG00000137285/ENSG00000132872/ENSG00000167178/ENSG00000008735/ENSG00000134115/ENSG00000258947/ENSG00000167552/ENSG00000018236/ENSG00000143032/ENSG00000131711/ENSG00000152784/ENSG00000197959/ENSG00000177103/ENSG00000105649/ENSG00000139220/ENSG00000130477/ENSG00000070886/ENSG00000132639/ENSG00000066032/ENSG00000163531/ENSG00000121966/ENSG00000155980/ENSG00000041515/ENSG00000171450/ENSG00000198910/ENSG00000160716/ENSG00000021645/ENSG00000172020/ENSG00000002746/ENSG00000184144/ENSG00000154096/ENSG00000130558/ENSG00000016082/ENSG00000179774/ENSG00000187122/ENSG00000144460/ENSG00000149295/ENSG00000277586/ENSG00000116147/ENSG00000053108/ENSG00000151615
BP	GO:0048858	cell projection morphogenesis	147	-0.255730580729527	-1.68358566543468	0.00258232567263014	0.0120272702560856	0.00636737837086883	496	tags=44%, list=30%, signal=34%	ENSG00000076356/ENSG00000010810/ENSG00000160460/ENSG00000149571/ENSG00000145242/ENSG00000266028/ENSG00000130540/ENSG00000145147/ENSG00000099250/ENSG00000104967/ENSG00000136854/ENSG00000171533/ENSG00000154928/ENSG00000151150/ENSG00000154277/ENSG00000179915/ENSG00000071054/ENSG00000061337/ENSG00000164742/ENSG00000078018/ENSG00000077264/ENSG00000133083/ENSG00000187323/ENSG00000137285/ENSG00000132872/ENSG00000167178/ENSG00000008735/ENSG00000134115/ENSG00000258947/ENSG00000167552/ENSG00000018236/ENSG00000143032/ENSG00000131711/ENSG00000152784/ENSG00000197959/ENSG00000177103/ENSG00000105649/ENSG00000139220/ENSG00000130477/ENSG00000070886/ENSG00000132639/ENSG00000066032/ENSG00000163531/ENSG00000121966/ENSG00000155980/ENSG00000041515/ENSG00000171450/ENSG00000198910/ENSG00000160716/ENSG00000021645/ENSG00000172020/ENSG00000002746/ENSG00000184144/ENSG00000154096/ENSG00000130558/ENSG00000016082/ENSG00000179774/ENSG00000187122/ENSG00000144460/ENSG00000149295/ENSG00000277586/ENSG00000116147/ENSG00000053108/ENSG00000151615
BP	GO:0090304	nucleic acid metabolic process	333	0.232029850931816	1.51091522382225	0.00288052943181271	0.0132348649569773	0.0070066932125174	598	tags=44%, list=36%, signal=35%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000176907/ENSG00000148677/ENSG00000178999/ENSG00000137834/ENSG00000139329/ENSG00000112559/ENSG00000107485/ENSG00000134363/ENSG00000074181/ENSG00000166803/ENSG00000163191/ENSG00000166801/ENSG00000184357/ENSG00000109846/ENSG00000187098/ENSG00000129474/ENSG00000176170/ENSG00000117650/ENSG00000089685/ENSG00000152977/ENSG00000170989/ENSG00000152518/ENSG00000167900/ENSG00000141052/ENSG00000139445/ENSG00000173068/ENSG00000145423/ENSG00000084093/ENSG00000162599/ENSG00000167244/ENSG00000149948/ENSG00000147862/ENSG00000110092/ENSG00000175643/ENSG00000136492/ENSG00000131747/ENSG00000171848/ENSG00000026025/ENSG00000146670/ENSG00000125378/ENSG00000134250/ENSG00000167513/ENSG00000175592/ENSG00000136982/ENSG00000102554/ENSG00000142611/ENSG00000074047/ENSG00000024526/ENSG00000109674/ENSG00000137203/ENSG00000145386/ENSG00000106571/ENSG00000144579/ENSG00000125845/ENSG00000117266/ENSG00000178764/ENSG00000135272/ENSG00000111247/ENSG00000155760/ENSG00000105967/ENSG00000104375/ENSG00000124942/ENSG00000119614/ENSG00000130203/ENSG00000177426/ENSG00000006468/ENSG00000107249/ENSG00000150907/ENSG00000113916/ENSG00000180340/ENSG00000114779/ENSG00000162407/ENSG00000132274/ENSG00000166949/ENSG00000073111/ENSG00000153071/ENSG00000203780/ENSG00000163251/ENSG00000117724/ENSG00000182010/ENSG00000176890/ENSG00000018408/ENSG00000173207/ENSG00000166851/ENSG00000155363/ENSG00000173193/ENSG00000163346/ENSG00000151322/ENSG00000124440/ENSG00000132256/ENSG00000164611/ENSG00000178573/ENSG00000100297/ENSG00000148737/ENSG00000142279/ENSG00000197299/ENSG00000134107/ENSG00000124782/ENSG00000064309/ENSG00000181449/ENSG00000213347/ENSG00000146648/ENSG00000167670/ENSG00000100890/ENSG00000170312/ENSG00000182185/ENSG00000196584/ENSG00000181444/ENSG00000187634/ENSG00000189067/ENSG00000181544/ENSG00000105976/ENSG00000158813/ENSG00000134871/ENSG00000101144/ENSG00000134222/ENSG00000156802/ENSG00000125968/ENSG00000138061/ENSG00000151718/ENSG00000118707/ENSG00000101003/ENSG00000188486/ENSG00000112118/ENSG00000074219/ENSG00000092969/ENSG00000184304/ENSG00000087842/ENSG00000144554/ENSG00000111602/ENSG00000164104/ENSG00000175745/ENSG00000019485/ENSG00000152601/ENSG00000138696/ENSG00000177425/ENSG00000187837/ENSG00000133119/ENSG00000198157/ENSG00000166888
BP	GO:0031324	negative regulation of cellular metabolic process	244	0.25197934856402	1.57948328616818	0.00301678683063707	0.0136426563410005	0.007222582768765	475	tags=38%, list=28%, signal=32%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000130303/ENSG00000137693/ENSG00000114251/ENSG00000148677/ENSG00000178999/ENSG00000112559/ENSG00000107485/ENSG00000134363/ENSG00000074181/ENSG00000163191/ENSG00000184357/ENSG00000109846/ENSG00000187098/ENSG00000129474/ENSG00000176170/ENSG00000089685/ENSG00000162344/ENSG00000152518/ENSG00000135046/ENSG00000182240/ENSG00000141052/ENSG00000180447/ENSG00000145423/ENSG00000084093/ENSG00000167244/ENSG00000137801/ENSG00000149948/ENSG00000147862/ENSG00000110092/ENSG00000171522/ENSG00000175643/ENSG00000136492/ENSG00000026025/ENSG00000125378/ENSG00000134250/ENSG00000167513/ENSG00000197496/ENSG00000102554/ENSG00000142611/ENSG00000074047/ENSG00000024526/ENSG00000137203/ENSG00000184557/ENSG00000106571/ENSG00000144579/ENSG00000115461/ENSG00000108255/ENSG00000125845/ENSG00000178764/ENSG00000135272/ENSG00000105967/ENSG00000119614/ENSG00000130203/ENSG00000177426/ENSG00000167601/ENSG00000107249/ENSG00000150907/ENSG00000113916/ENSG00000162407/ENSG00000132274/ENSG00000145632/ENSG00000166949/ENSG00000153071/ENSG00000168078/ENSG00000117724/ENSG00000198947/ENSG00000176890/ENSG00000018408/ENSG00000166851/ENSG00000155363/ENSG00000173193/ENSG00000163346/ENSG00000153721/ENSG00000178573/ENSG00000135842/ENSG00000148737/ENSG00000142279/ENSG00000166068/ENSG00000197299/ENSG00000134107/ENSG00000185532/ENSG00000124782/ENSG00000171791/ENSG00000181449/ENSG00000213347/ENSG00000087586/ENSG00000171617/ENSG00000170312/ENSG00000144339
BP	GO:0065008	regulation of biological quality	329	-0.198180362218063	-1.41773219006466	0.00304953494681189	0.0136426563410005	0.007222582768765	515	tags=40%, list=31%, signal=35%	ENSG00000155093/ENSG00000108852/ENSG00000091428/ENSG00000161642/ENSG00000055118/ENSG00000169684/ENSG00000151834/ENSG00000183960/ENSG00000159164/ENSG00000076356/ENSG00000158445/ENSG00000010810/ENSG00000160460/ENSG00000102003/ENSG00000137845/ENSG00000145242/ENSG00000163618/ENSG00000272398/ENSG00000145147/ENSG00000132718/ENSG00000130528/ENSG00000099250/ENSG00000106089/ENSG00000011677/ENSG00000159307/ENSG00000110881/ENSG00000136854/ENSG00000154928/ENSG00000151150/ENSG00000099365/ENSG00000184702/ENSG00000179915/ENSG00000185615/ENSG00000198739/ENSG00000061337/ENSG00000147642/ENSG00000075461/ENSG00000164742/ENSG00000105409/ENSG00000011347/ENSG00000186479/ENSG00000152642/ENSG00000075340/ENSG00000087053/ENSG00000166257/ENSG00000112139/ENSG00000078018/ENSG00000077264/ENSG00000132359/ENSG00000187323/ENSG00000157005/ENSG00000132872/ENSG00000155511/ENSG00000167178/ENSG00000008735/ENSG00000158856/ENSG00000101298/ENSG00000101098/ENSG00000129990/ENSG00000163873/ENSG00000165379/ENSG00000054356/ENSG00000129159/ENSG00000155897/ENSG00000163803/ENSG00000167552/ENSG00000008056/ENSG00000143032/ENSG00000106633/ENSG00000131711/ENSG00000197959/ENSG00000101463/ENSG00000213190/ENSG00000169213/ENSG00000105649/ENSG00000139220/ENSG00000130477/ENSG00000117016/ENSG00000006071/ENSG00000171385/ENSG00000132639/ENSG00000066032/ENSG00000164076/ENSG00000121966/ENSG00000141837/ENSG00000166206/ENSG00000178568/ENSG00000187134/ENSG00000185666/ENSG00000173267/ENSG00000157680/ENSG00000198910/ENSG00000260903/ENSG00000103647/ENSG00000128872/ENSG00000160716/ENSG00000141433/ENSG00000151632/ENSG00000145920/ENSG00000101204/ENSG00000118432/ENSG00000151320/ENSG00000164082/ENSG00000128564/ENSG00000128285/ENSG00000184144/ENSG00000130558/ENSG00000016082/ENSG00000168824/ENSG00000184611/ENSG00000122012/ENSG00000120251/ENSG00000070808/ENSG00000131094/ENSG00000101489/ENSG00000147432/ENSG00000187122/ENSG00000162105/ENSG00000125851/ENSG00000170396/ENSG00000162188/ENSG00000207971/ENSG00000149295/ENSG00000109991/ENSG00000277586/ENSG00000120907/ENSG00000157103/ENSG00000165646/ENSG00000091664/ENSG00000116147/ENSG00000053108/ENSG00000151615
BP	GO:0031325	positive regulation of cellular metabolic process	291	0.242510071070484	1.54610056102255	0.00339123940660211	0.014974303873308	0.00792757263881014	598	tags=46%, list=36%, signal=36%	ENSG00000185650/ENSG00000114315/ENSG00000152661/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000176907/ENSG00000148677/ENSG00000178999/ENSG00000137834/ENSG00000139329/ENSG00000107485/ENSG00000074181/ENSG00000170961/ENSG00000187098/ENSG00000107796/ENSG00000129474/ENSG00000176170/ENSG00000117650/ENSG00000089685/ENSG00000162344/ENSG00000152977/ENSG00000150630/ENSG00000170989/ENSG00000152518/ENSG00000135046/ENSG00000141052/ENSG00000139445/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000084093/ENSG00000162599/ENSG00000167244/ENSG00000137801/ENSG00000149948/ENSG00000147862/ENSG00000110092/ENSG00000171522/ENSG00000134057/ENSG00000131747/ENSG00000123892/ENSG00000026025/ENSG00000125378/ENSG00000167513/ENSG00000175592/ENSG00000197496/ENSG00000136982/ENSG00000102554/ENSG00000142611/ENSG00000074047/ENSG00000137203/ENSG00000121039/ENSG00000145386/ENSG00000106571/ENSG00000125845/ENSG00000135272/ENSG00000134569/ENSG00000111247/ENSG00000155760/ENSG00000105967/ENSG00000111907/ENSG00000130203/ENSG00000167601/ENSG00000006468/ENSG00000107249/ENSG00000150907/ENSG00000196411/ENSG00000180340/ENSG00000114779/ENSG00000145431/ENSG00000162407/ENSG00000132274/ENSG00000145632/ENSG00000166949/ENSG00000088325/ENSG00000153071/ENSG00000075651/ENSG00000203780/ENSG00000163251/ENSG00000138039/ENSG00000018408/ENSG00000184661/ENSG00000166851/ENSG00000163702/ENSG00000155363/ENSG00000173193/ENSG00000163346/ENSG00000151322/ENSG00000132256/ENSG00000178573/ENSG00000135842/ENSG00000148737/ENSG00000197299/ENSG00000124782/ENSG00000171791/ENSG00000118193/ENSG00000064309/ENSG00000181449/ENSG00000185664/ENSG00000146648/ENSG00000165912/ENSG00000170312/ENSG00000138778/ENSG00000169871/ENSG00000189067/ENSG00000181544/ENSG00000105976/ENSG00000158813/ENSG00000101144/ENSG00000134222/ENSG00000156802/ENSG00000138061/ENSG00000137573/ENSG00000080493/ENSG00000188486/ENSG00000157227/ENSG00000074219/ENSG00000153208/ENSG00000092969/ENSG00000184304/ENSG00000169047/ENSG00000181744/ENSG00000111602/ENSG00000254087/ENSG00000164104/ENSG00000175745/ENSG00000019485/ENSG00000138696/ENSG00000163820/ENSG00000177425/ENSG00000133119/ENSG00000198157/ENSG00000166888
BP	GO:0071495	cellular response to endogenous stimulus	196	0.260964003006329	1.59448086474828	0.00360410015917781	0.0157101801810315	0.00831715421348724	269	tags=26%, list=16%, signal=25%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000152661/ENSG00000171243/ENSG00000108821/ENSG00000137693/ENSG00000018625/ENSG00000142871/ENSG00000114251/ENSG00000148677/ENSG00000164692/ENSG00000137834/ENSG00000107485/ENSG00000134363/ENSG00000170961/ENSG00000107796/ENSG00000150551/ENSG00000176170/ENSG00000162344/ENSG00000150630/ENSG00000152518/ENSG00000135046/ENSG00000139219/ENSG00000141052/ENSG00000180447/ENSG00000180730/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000084093/ENSG00000162599/ENSG00000167244/ENSG00000137801/ENSG00000171522/ENSG00000136492/ENSG00000125848/ENSG00000026025/ENSG00000125378/ENSG00000134250/ENSG00000104267/ENSG00000197496/ENSG00000142611/ENSG00000105509/ENSG00000198959/ENSG00000163347/ENSG00000131620/ENSG00000184557/ENSG00000145386/ENSG00000115461/ENSG00000125845
