ID	Description	Count	GeneRatio	geneID
GO:0046595	establishment of pole plasm mRNA localization	0	0/1674	
GO:0048359	mucilage metabolic process involved in seed coat development	0	0/1674	
GO:0048497	maintenance of floral organ identity	0	0/1674	
GO:0048573	photoperiodism, flowering	0	0/1674	
GO:0048609	multicellular organismal reproductive process	69	69/1674	ADA/FSIP2/H2AX/PRKG1/CIB1/IMMP2L/SLIT3/SSTR2/NHLH2/NR2C2/FOSL1/BCL2/HAS2/SMAD1/CRTAP/AXL/PLK1/PTTG1/CITED2/CASP3/HMGB2/CELF3/CDC25C/CCNB2/ADAMTS1/CXADR/UCHL1/MERTK/GJA1/POU4F2/DIAPH2/SLIT2/FANCD2/BRCA2/ETV6/BMPR1B/CYP1B1/LHCGR/BRIP1/B4GALNT1/PDGFRA/PHC2/FST/PCNA/SERPINF1/TOP2A/BMP4/KIF18A/NCAPH/CNR1/SLC19A2/RGS2/BCL6/STC2/TTK/MDK/CELF4/TGFB2/AURKA/B4GALT1/NDC80/PAFAH1B3/RPS6KA2/ASPM/YBX3/PTPRN/DSG2/TBPL1/CLDN11
GO:0051037	regulation of transcription involved in meiotic cell cycle	0	0/1674	
GO:0051321	meiotic cell cycle	32	32/1674	XRCC2/H2AX/FANCM/RAD51B/PLK1/PTTG1/SGO2/CDC25C/CCNB2/FANCD2/NUF2/P3H4/BRCA2/BRIP1/RPA1/TOP2A/CKS2/CDK2/KIF18A/NCAPH/DUSP1/NEK2/CDC20/WNT5A/SMC4/TTK/RAD51AP1/AURKA/NDC80/RPS6KA2/ASPM/NCAPD2
GO:0051663	oocyte nucleus localization involved in oocyte dorsal/ventral axis specification	0	0/1674	
GO:0060011	Sertoli cell proliferation	1	1/1674	FGF9
GO:0060321	acceptance of pollen	0	0/1674	
GO:0060466	activation of meiosis involved in egg activation	0	0/1674	
GO:0060468	prevention of polyspermy	0	0/1674	
GO:0060470	positive regulation of cytosolic calcium ion concentration involved in egg activation	0	0/1674	
GO:0060471	cortical granule exocytosis	0	0/1674	
GO:0060474	positive regulation of flagellated sperm motility involved in capacitation	0	0/1674	
GO:0060476	protein localization involved in acrosome reaction	0	0/1674	
GO:0060478	acrosomal vesicle exocytosis	3	3/1674	STXBP1/RAB3A/RIMS1
GO:0060518	cell migration involved in prostatic bud elongation	0	0/1674	
GO:0060519	cell adhesion involved in prostatic bud elongation	0	0/1674	
GO:0060738	epithelial-mesenchymal signaling involved in prostate gland development	0	0/1674	
GO:0060739	mesenchymal-epithelial cell signaling involved in prostate gland development	0	0/1674	
GO:0060767	epithelial cell proliferation involved in prostate gland development	1	1/1674	SERPINF1
GO:0060781	mesenchymal cell proliferation involved in prostate gland development	0	0/1674	
GO:0060783	mesenchymal smoothened signaling pathway involved in prostate gland development	0	0/1674	
GO:0060858	vesicle-mediated transport involved in floral organ abscission	0	0/1674	
GO:0060869	transmembrane receptor protein serine/threonine kinase signaling pathway involved in floral organ abscission	0	0/1674	
GO:0060870	cell wall disassembly involved in floral organ abscission	0	0/1674	
GO:0061363	negative regulation of progesterone biosynthesis involved in luteolysis	0	0/1674	
GO:0061450	trophoblast cell migration	2	2/1674	GJA1/TIMP1
GO:0061948	premature acrosome loss	0	0/1674	
GO:0070871	cell wall organization involved in conjugation with cellular fusion	0	0/1674	
GO:0071171	site-specific DNA replication termination at RTS1 barrier	0	0/1674	
GO:0071507	pheromone response MAPK cascade	0	0/1674	
GO:0071835	mating pheromone secretion involved in regulation of conjugation with cellular fusion	0	0/1674	
GO:0072000	extracellular polysaccharide catabolic process involved in ascospore release from ascus	0	0/1674	
GO:0080112	seed growth	0	0/1674	
GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	0	0/1674	
GO:0097722	sperm motility	2	2/1674	FSIP2/CELF3
GO:0110134	meiotic drive	0	0/1674	
GO:0140547	acquisition of seed longevity	0	0/1674	
GO:1903046	meiotic cell cycle process	25	25/1674	FANCM/RAD51B/PLK1/PTTG1/CDC25C/CCNB2/FANCD2/NUF2/P3H4/BRCA2/BRIP1/TOP2A/CKS2/KIF18A/NCAPH/CDC20/WNT5A/SMC4/TTK/RAD51AP1/AURKA/NDC80/RPS6KA2/ASPM/NCAPD2
GO:1905261	regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination	0	0/1674	
GO:1990109	rejection of pollen from other species	0	0/1674	
GO:2000241	regulation of reproductive process	26	26/1674	ADA/CIB1/UNC5C/CITED2/PLB1/CDC25C/GJA1/SULF1/STXBP1/SERPINF1/BMP4/DUSP1/CNR1/CDC20/WNT5A/TTK/RAD51AP1/STK3/FGF9/TIMP1/BMP7/AURKA/B4GALT1/RPS6KA2/ASPM/YBX3
GO:2000242	negative regulation of reproductive process	12	12/1674	ADA/GJA1/SULF1/SERPINF1/BMP4/DUSP1/WNT5A/TTK/TIMP1/BMP7/RPS6KA2/YBX3
GO:2000243	positive regulation of reproductive process	9	9/1674	CIB1/UNC5C/CITED2/PLB1/CDC25C/WNT5A/RAD51AP1/FGF9/AURKA
GO:0001503	ossification	58	58/1674	MIR125B1/COL5A2/RORB/SMOC1/IFITM1/PBX1/PRKD1/SOX2/BCL2/PTGER4/S1PR1/SMAD1/LTBP3/IGF2/SMAD3/INPPL1/COL1A2/PKDCC/DHRS3/FZD1/MMP14/VEGFC/EGFR/SCUBE3/SFRP2/TUFT1/CCN1/CDH11/COL2A1/FBN2/BMPR1B/SMAD6/YAP1/TFAP2A/LRP4/SMO/BMP2/BMP4/CCN2/ATP6V1B1/IGFBP5/WNT5A/MDK/COL1A1/GLI3/CDK6/SMPD3/FGF9/BMP7/BAMBI/ACHE/REST/GLI2/FGFR3/GPM6B/VCAN/WWTR1/MRC2
GO:0001763	morphogenesis of a branching structure	35	35/1674	TGM2/NRARP/COL4A1/PBX1/SOCS3/BCL2/FZD5/MMP14/DRD2/SFRP2/SLIT2/GREB1L/YAP1/SULF1/SPRY2/LAMA5/SMO/BMP2/BMP4/RDH10/PROX1/DLX2/PLXNA1/WNT5A/TIMELESS/MDK/GLI3/MET/TMEM59L/BMP7/NRP1/CELSR1/SEMA3C/GLI2/MAP3K13
GO:0001816	cytokine production	52	52/1674	CD24/LYN/MIR125B1/ADGRG1/SCAMP5/SLC2A10/SULF2/LITAF/PDE4B/SPHK1/PIK3CD/PTGER4/TRIM56/AXL/GPRC5B/SMAD3/CASP3/HMGB2/IL17RC/FZD5/MERTK/PDCD4/DRD2/POLR3A/ADCYAP1/LUM/CYP1B1/THBS1/SULF1/ANXA1/SYT11/BST2/RAB2B/ARHGEF2/FN1/WNT5A/BCL6/MDK/CRYBA1/GATA3/HSPB1/HOMER2/SLC7A5/TGFB2/JPH4/CD200/PRKCQ/HDAC9/SARS1/POU2F2/ISL1/ABCC8
GO:0002532	production of molecular mediator involved in inflammatory response	7	7/1674	LYN/SLC18A2/IL17RC/PBXIP1/PDCD4/SNAP23/GRN
GO:0003008	system process	208	208/1674	NEFL/CRYBB2/MIR17HG/DCTN1/RORB/DMD/CALM1/TPM2/LHFPL5/SLC2A10/ANXA6/FLNA/ADA/SULF2/CRYBA4/AKR1C1/PRKG1/IMMP2L/PDE4B/SLITRK6/PRKD1/KCNJ12/CNTN2/SPNS2/SSTR2/FZD2/TH/NRXN1/AGTRAP/SPHK1/FOSL1/LAMB2/BCL2/ECEL1/KCND3/S1PR1/HAS2/NLGN1/CHRNA5/SCN9A/SCN11A/TUBA1A/MYO5B/MAP1A/SMAD3/SCN3B/GABRB3/RAB8B/ARHGAP42/TMEM63C/ADCY1/COL1A2/CASP3/ITGA2/CLRN1/LMOD1/CAMK2N1/DHRS3/SHANK2/ZNF385A/CHRNB2/BRSK1/SPTBN4/BTG2/EPB41/CABP1/SLC6A1/ADCY8/GRIA1/EPHB1/PIEZO2/CXADR/UCHL1/DDAH1/DAB2/JAKMIP1/UTRN/GJA1/GPD1L/GABRA2/POU4F2/AKAP6/ANK3/FOXO1/VEGFC/DRD2/TENM4/SERPING1/ADD3/NTRK2/SLC26A7/CHRNB3/EGFR/TTBK1/PLK2/USP53/SLIT2/TMEM108/CALM2/RGS16/DOP1B/MYOCD/TPM1/SRRM4/SLC7A1/FOXN4/LUM/COL2A1/PLCE1/MYOF/LHCGR/YAP1/SULF1/TFAP2A/SPRY2/CRB1/MEIS2/SPART/CHRM3/SYT4/SYT11/SNAP25/SERPINF1/ANO1/C1QL1/HRC/APOE/CDKN2D/TMOD2/DOCK4/BMP4/CXCR4/SCPEP1/RDH10/ADRA1A/VSX2/SGK1/CNR1/SLC2A1/RGS2/DLGAP3/TNR/ATP6V1B1/IGFBP5/BCHE/KAT2B/LNPEP/RIPOR2/NEDD9/ASIC1/MDK/P2RX3/B3GAT1/CRYAB/MPP2/COL1A1/CRYBA1/ACTA2/GATA3/NPTX2/STX1A/RAB3A/ATP1A3/HOMER2/CORO2B/SLC7A5/NDRG4/MAGT1/CELF4/PAK5/MYL9/CHRNA4/LGMN/CRYBB1/CRYBB3/STX1B/MYO3A/TGFB2/SLC7A8/JPH4/BIRC5/GNAO1/MTMR2/REST/CHRNA3/SLC4A4/CRYBG3/RIMS1/CDC14A/CACNG4/RPS6KA2/SLC44A1/CACNB1/CTNNA2/SLC12A2/KCNH2/DSG2/ZIC2/NRXN3/ATP1A2/WWTR1/ISL1/GABRA3/FYN/MAPK8IP2/CRY1/ABCC8/PRKAR2B
GO:0003053	circadian regulation of heart rate	0	0/1674	
GO:0007275	multicellular organism development	596	596/1674	NOTCH2NLC/NEFL/CD24/SRGAP2/TUBB3/LYN/SELENOP/CRYBB2/EFNA4/ARHGDIG/PCDHGC3/ERCC6/TAFA5/MIR17HG/SCRT2/GPC2/MIR125B1/OLIG2/DPF3/ADGRG1/DCTN1/DISP3/COL5A2/GDI1/RORB/TGM2/DMD/L1CAM/LRRTM3/SMOC1/CALM1/MMP17/ATL1/NRARP/LPAR1/DNM3/LHFPL5/PARVA/SLC2A10/STMN3/DIO3/ANXA6/FLNA/ADA/COL27A1/XRCC2/SULF2/CRYBA4/EPHB4/ELAVL3/GREB1/FAT4/MATCAP1/BLOC1S2/PCDH18/VWC2/FBLL1/H2AX/DNER/COL4A1/DCC/SLIT1/MITF/RTN4RL2/MYT1L/POU3F1/ZFP36L1/PBX1/PRKG1/FLRT2/CIB1/IMMP2L/SLITRK6/SOCS3/CEND1/EFNA5/SLIT3/PRKD1/PCDH9/CNTN2/SPNS2/NTM/RAD51B/UNC5C/CREB3L2/DIPK2A/PLAG1/SOX2/GREM2/SSTR2/MTURN/FZD2/TH/NRXN1/ATOH7/FJX1/AURKB/ZHX2/MAF/ERBB4/NECTIN3/NHLH2/NR2C2/DSCAML1/TCIM/TYMS/BASP1/CDK5R1/SPHK1/NR2F1/FOSL1/RAB6A/SEZ6L2/HAP1/INSM1/BNC2/EFEMP2/LAMB2/GAP43/SCG2/RRM2/BCL2/NHLH1/ENC1/PIK3CD/MAP6/PTGER4/CDK5R2/KRT19/SOSTDC1/S1PR1/HAS2/TANC2/MTSS1/KRT8/ZNF804A/SMAD1/CDK1/ALCAM/ONECUT1/NLGN1/SDC2/SCN9A/GPRIN1/CXXC4/GFRA2/SCN11A/KIF5C/LTBP3/ATCAY/AXL/TUBA1A/RBFOX3/IGF2/GPRC5B/ISLR2/SAMD14/MAP1A/SMAD3/TSC22D4/STAT6/SCN3B/GABRB3/FBN1/SPRED1/CASP7/SLC18A2/OTX2/INPPL1/LRFN5/ADCY1/COL1A2/CITED2/CASP3/ITGA2/HMGB2/BSN/CLRN1/ADAMTS9/SERPINI1/NFASC/IGFBP7/FSTL1/CLDN1/PBXIP1/FZD5/PKDCC/IGSF8/NEXN/NFIA/DHRS3/PDPN/DRAXIN/PLPP3/FGF19/SHANK2/CHRNB2/BRSK1/SPTBN4/CPAMD8/BTG2/SCUBE1/EDA/NBL1/KCNB1/WASF2/DPYSL5/CCNB2/FZD1/MMP14/LRP8/NMNAT2/UNC5D/KIF5A/FZD7/GRIA1/MOV10/MARVELD1/EPHB1/RAB6B/APCDD1/ADAMTS1/CXADR/UCHL1/LRRK1/THY1/SEMA3D/DDAH1/CMIP/MERTK/DAB2/ZIC1/NRSN1/PRDM8/GJA1/MBNL1/ZFP36L2/PTPN14/GABRA2/CENPU/DPYSL4/POU4F2/AKAP6/ANK3/SEC24D/FOXO1/DIXDC1/DLG2/VEGFC/PDCD4/LATS2/ARID5B/HMGA2/KIRREL3/FEZ1/DRD2/SERPINH1/TENM4/INA/TCF7L2/ANKRD1/NTRK2/NFIB/MAL2/SYBU/NCAPG2/EGFR/DYNLT1/TTBK1/CPLX2/PLK2/PDGFC/SFRP2/EPHA5/SLIT2/MANF/TMEM108/BOC/TAGLN3/CSRNP1/CNTN4/CTDSP1/FANCD2/ACKR3/NYAP2/ABCA12/TMEFF2/AFF3/CALM2/LEFTY2/SLC39A1/RAB13/VASH2/BARHL2/CCN1/HSPG2/DOP1B/FKBP10/ERBB2/ARK2C/GREB1L/ADCYAP1/MYOCD/CDH11/MFGE8/TPM1/RTN1/SRRM4/BRCA2/FOXN4/LRIG3/PPFIA2/COL2A1/ETV6/FBN2/SHROOM3/BMPR1B/PLCE1/TACC2/CYP1B1/LHCGR/TTLL7/ADAM10/SMAD6/PARP6/THBS1/YAP1/SULF1/TUBB2B/TUBB2A/TFAP2A/STXBP1/BRIP1/SPRY2/FAIM2/B4GALNT1/GDF11/BICDL1/ANXA1/COL4A2/PDGFRA/LRP4/CRB1/CDC73/NAV1/FST/NOTCH2/MEIS2/CNTN6/BHLHE40/CCNB1/SWAP70/BEX1/SPART/DCLK1/CHRM3/SYT4/PCNA/SNAP25/SERPINF1/TOP2A/MAP1B/ANO1/ACAP3/C1QL1/PLXNA3/ASS1/LAMA5/COL5A1/OLFM1/SULT4A1/UNC13A/NCAN/APOE/KCNC1/TMOD2/LRRC17/SMO/VGF/YWHAH/FGFRL1/RHOJ/DACH2/RRAS/ID1/PCSK2/FLRT3/BMP2/BMP4/EFNB2/DOK4/HIF3A/PARD6B/SDC4/OBSL1/STIL/BICC1/LDB3/CXCR4/KIF18A/TMEM131L/RDH10/ADRA1A/DUSP4/KIAA1217/DUSP1/HELLS/ONECUT2/TRIM67/OLFM3/TGIF2/CCN2/SGK1/CNR1/KIF14/CENPF/PROX1/NEK2/STMN1/CDC20/SLC2A1/RGS2/GADD45A/ARHGEF2/TNR/EPHA4/ATP6V1B1/DLX2/EFHD1/IGFBP5/FN1/APC2/PLXNA1/ECT2/HES1/WNT5A/BCHE/KAT2B/BCL6/STC2/PDGFRB/DPYSL3/CDH6/SPARC/MAN2A1/MDFI/MDGA1/UST/SASH1/NEDD9/TIMELESS/MDK/CCND1/CRYAB/UGDH/MMD/RND2/COL1A1/B9D1/CRYBA1/ACTA2/SPOCK2/GATA3/RAPGEF1/NCS1/LHX2/GLI3/AHR/PPP1R17/HSPB1/MET/CDK6/LSR/TMEM59L/RAB3A/MAST1/NAPA/APLP1/NOVA2/STMN2/STK3/METRN/SLC7A5/SMPD3/NDRG4/FGF9/KLF5/TIMP1/PLS3/CELF4/SYNDIG1/KIF3B/SNPH/BMP7/GINS1/RBFOX2/MICALL1/CRYBB1/SEZ6L/MFNG/CRYBB3/STX1B/NRP1/MYO3A/TGFB2/DPYSL2/SLC17A6/MAP3K20/ITGA6/RCOR1/KIF16B/AURKA/ACHE/TRIP6/MTMR2/HSD17B2/B4GALT1/REST/FAT1/PHLPP1/CDH7/IGSF9B/CHRNA3/CRYBG3/RIMS1/PAFAH1B3/MAP2/FBLN1/FGFR1/DCX/PAK3/ACTL6B/GPC4/PLXNA2/WDR62/ADD2/CELSR1/SEMA3C/KCNQ2/TEAD2/NOTCH3/GLI2/FRY/MAP3K13/CRMP1/RPS6KA2/MAP4K4/EPHA8/CAMK2A/POLB/SDK2/PPP2R5B/FGFR3/EML1/ASPM/CTNNA2/PRKCQ/SLC12A2/CDON/LZTS1/YBX3/PSD/CYFIP2/ATP9A/PTPRN/FSTL4/DKK3/COL9A2/HDAC9/GPM6B/DSG2/ZIC2/MYO16/VCAN/SARS1/GRN/VIM/NRXN3/ATP1A2/WWTR1/CNTN1/ISL1/STMN4/TACC3/CLDN11/PTBP1/ANOS1/FYN/CD9/MAPK8IP2/TFAP2D/SYN1/PROM1/ETV1/ABCC8/HECW1
GO:0007389	pattern specification process	55	55/1674	ADGRG1/NRARP/XRCC2/PBX1/GREM2/ERBB4/DSCAML1/BASP1/SOSTDC1/SMAD1/CXXC4/SMAD3/OTX2/CITED2/FZD5/BTG2/NBL1/ZIC1/SFRP2/LEFTY2/DOP1B/FOXN4/SHROOM3/BMPR1B/SMAD6/GDF11/LRP4/FST/NOTCH2/MEIS2/BHLHE40/LAMA5/SMO/BMP2/BMP4/STIL/BICC1/DLX2/APC2/HES1/WNT5A/MDFI/LHX2/GLI3/NDRG4/KIF3B/BMP7/MFNG/NRP1/AURKA/PLXNA2/SEMA3C/GLI2/CDON/ISL1
GO:0007585	respiratory gaseous exchange by respiratory system	4	4/1674	ECEL1/MAN2A1/RAB3A/ATP1A2
GO:0007586	digestion	9	9/1674	AKR1C1/EPB41/SST/AKR1C2/SLC26A7/CHRM3/SGK1/MDK/PIR
GO:0007610	behavior	89	89/1674	SELENOP/DCTN1/MMP17/ADA/SEPTIN5/SLITRK6/CEND1/CNTN2/TH/NRXN1/NHLH2/FOSL1/SNCG/BCL2/TRH/NLGN1/CHRNA5/SCN9A/SCN11A/TUBA1A/MAP1A/SLC18A2/ADCY1/CASP3/GRM2/CAMK2N1/SHANK2/ZNF385A/CHRNB2/BRSK1/SPTBN4/BTG2/SLC6A1/ADCY8/GRIA1/UCHL1/SCN3A/ZIC1/CNTNAP4/LYPD1/KIRREL3/DRD2/NTRK2/EGFR/TTBK1/PLK2/THBS1/B4GALNT1/MEIS2/SYT4/SYT11/SNAP25/SERPINF1/C1QL1/APOE/TMOD2/GAD1/MCHR1/SGK1/CNR1/TNR/EPHA4/ATP6V1B1/BCHE/KAT2B/NEDD9/ASIC1/MDK/P2RX3/B3GAT1/GLI3/NPTX2/HOMER2/NDRG4/PAK5/CHRNA4/LGMN/JPH4/CHRNA3/ADAM11/ASIC4/NRXN3/ATP1A2/CNTN1/FYN/MAPK8IP2/ETV1/ABCC8/PRKAR2B
GO:0008340	determination of adult lifespan	1	1/1674	B4GALNT1
GO:0009561	megagametogenesis	0	0/1674	
GO:0009791	post-embryonic development	15	15/1674	SELENOP/BCL2/SCN9A/FBN1/SLC18A2/INPPL1/FZD5/SCUBE1/ARID5B/CSRNP1/CRB1/BMP4/GATA3/RAB3A/SEMA3C
GO:0009845	seed germination	0	0/1674	
GO:0010022	meristem determinacy	0	0/1674	
GO:0010073	meristem maintenance	0	0/1674	
GO:0010162	seed dormancy process	0	0/1674	
GO:0016203	muscle attachment	0	0/1674	
GO:0019827	stem cell population maintenance	18	18/1674	LBH/SOX2/ZHX2/FZD7/ZFP36L2/FOXO1/HMGA2/NFIB/FANCD2/YAP1/CDC73/SMO/PROX1/HES1/BMP7/REST/ACTL6B/ASPM
GO:0022004	midbrain-hindbrain boundary maturation during brain development	0	0/1674	
GO:0022005	midbrain-hindbrain boundary maturation during neural plate development	0	0/1674	
GO:0022404	molting cycle process	14	14/1674	BCL2/SOSTDC1/EDA/APCDD1/EGFR/LRP4/FST/LAMA5/SMO/IGFBP5/WNT5A/LHX2/TGFB2/GLI2
GO:0022608	multicellular organism adhesion	0	0/1674	
GO:0030431	sleep	2	2/1674	CHRNB2/DRD2
GO:0030588	pseudocleavage	0	0/1674	
GO:0031424	keratinization	1	1/1674	ABCA12
GO:0032898	neurotrophin production	1	1/1674	HAP1
GO:0032941	secretion by tissue	3	3/1674	ADA/CHRM3/ANO1
GO:0033555	multicellular organismal response to stress	14	14/1674	BCL2/SCN9A/SCN11A/SCN3A/LYPD1/THBS1/APOE/ASIC1/MDK/P2RX3/ADAM11/ASIC4/ATP1A2/MAPK8IP2
GO:0034381	plasma lipoprotein particle clearance	4	4/1674	LDLRAP1/APOE/SOAT1/ABCC8
GO:0035073	pupariation	0	0/1674	
GO:0035074	pupation	0	0/1674	
GO:0035264	multicellular organism growth	20	20/1674	ERCC6/DIO3/XRCC2/ZFP36L1/SLITRK6/PLAG1/BCL2/IGF2/PKDCC/SPTBN4/ARID5B/DRD2/NOTCH2/SMO/STIL/STC2/SMPD3/LGMN/RASAL2/WWTR1
GO:0035265	organ growth	32	32/1674	MIR17HG/ANXA6/COL27A1/PRKG1/DIPK2A/PLAG1/ERBB4/BASP1/BNC2/BCL2/S1PR1/SMAD1/CDK1/IGF2/CITED2/WWC2/AKAP6/LATS2/TENM4/YAP1/SPRY2/SMO/ADRA1A/PROX1/RGS2/STK3/SMPD3/NDRG4/FGF9/TGFB2/FGFR3/YBX3
GO:0035314	scab formation	0	0/1674	
GO:0035889	otolith tethering	0	0/1674	
GO:0042303	molting cycle	14	14/1674	BCL2/SOSTDC1/EDA/APCDD1/EGFR/LRP4/FST/LAMA5/SMO/IGFBP5/WNT5A/LHX2/TGFB2/GLI2
GO:0043480	pigment accumulation in tissues	0	0/1674	
GO:0044706	multi-multicellular organism process	20	20/1674	FOSL1/BCL2/CITED2/ITGA2/IGFBP7/GJA1/HSPG2/ADCYAP1/CNR1/SLC2A1/RGS2/IGFBP5/STC2/LNPEP/PLA2G4C/TIMP1/B4GALT1/FBLN1/DSG2/ABCC8
GO:0045056	transcytosis	1	1/1674	FCGRT
GO:0045494	photoreceptor cell maintenance	5	5/1674	ERCC6/CLRN1/CRB1/SLC2A1/PROM1
GO:0048647	polyphenic determination	0	0/1674	
GO:0048771	tissue remodeling	16	16/1674	FLNA/MITF/S1PR1/LTBP3/AXL/MMP14/LRRK1/GJA1/P3H4/CRB1/NOTCH2/IGFBP5/MDK/TIMP1/SEMA3C/SYT7
GO:0048871	multicellular organismal-level homeostasis	75	75/1674	LYN/ERCC6/MIR17HG/ADGRG1/DMD/ADA/ZFP36L1/PDE4B/CNTN2/SPNS2/BCL2/PIK3CD/S1PR1/HAS2/LTBP3/BSCL2/AXL/TUBA1A/MYO5B/STAT6/ALDH1A1/CITED2/CASP3/HMGB2/CLRN1/FSTL1/CLDN1/DMTN/CCNB2/CXADR/LRRK1/MERTK/GJA1/ACSL1/FOXO1/DRD2/NFIB/NCAPG2/PDGFC/OCIAD2/ABCA12/ILDR2/PRDM16/ADCYAP1/COL2A1/YAP1/LAMC1/ANXA1/CRB1/APOE/SMO/VGF/ID1/BMP4/CXCR4/CCN2/CNR1/SLC2A1/ATP6V1B1/BCL6/LNPEP/GATA3/HSPB1/CDK6/LSR/NOVA2/RCOR1/ACHE/RASAL2/CYBRD1/POLB/SLC12A2/WWTR1/PROM1/ABCC8
GO:0050817	coagulation	23	23/1674	LYN/FLNA/PDIA2/PRKG1/PROS1/AXL/ITGA2/ANXA5/PDPN/SCUBE1/DMTN/DGKI/MERTK/SERPING1/THBS1/STXBP1/PDGFRA/APOE/HSPB1/MYL9/FBLN1/PRKCQ/CD9
GO:0050879	multicellular organismal movement	3	3/1674	DMD/PRKD1/MAP1A
GO:0051239	regulation of multicellular organismal process	317	317/1674	NEFL/CD24/LYN/TAFA5/MIR17HG/LBH/MIR125B1/OLIG2/GDI1/TGM2/DMD/L1CAM/SCAMP5/LRRTM3/CALM1/NRARP/SLC2A10/DIO3/DACT3/ANXA6/FLNA/ADA/XRCC2/SULF2/LITAF/DCC/SLIT1/MITF/ZFP36L1/PBX1/PRKG1/FLRT2/CIB1/PDE4B/SLITRK6/PROS1/EFNA5/PRKD1/KCNJ12/PLAG1/MTURN/TH/NRXN1/MAF/ERBB4/NR2C2/PAWR/TCIM/BASP1/SPHK1/HAP1/BCL2/PIK3CD/MAP6/PTGER4/KCND3/SOSTDC1/S1PR1/HAS2/SMAD1/CDK1/TRIM56/NLGN1/LDLRAD4/LTBP3/BSCL2/AXL/IGF2/GPRC5B/ISLR2/SMAD3/STAT6/SCN3B/FBN1/RAB8B/SPRED1/ARHGAP42/OTX2/LRFN5/ALDH1A1/CITED2/CASP3/ITGA2/ANXA5/HMGB2/IL17RC/ADAMTS9/FZD5/PKDCC/DHRS3/PDPN/DRAXIN/PLPP3/CHRNB2/SPTBN4/BTG2/EPB41/DMTN/LDLRAP1/DPYSL5/MMP14/LRP8/FZD7/EPHB1/ADAMTS1/CXADR/THY1/SEMA3D/DDAH1/MERTK/DAB2/CNTNAP4/GJA1/GPD1L/ZFP36L2/ACSL1/WWC2/POU4F2/AKAP6/FOXO1/VEGFC/PDCD4/LATS2/HMGA2/DRD2/TENM4/SERPING1/TCF7L2/ADD3/POLR3A/NTRK2/NFIB/EGFR/DYNLT1/TTBK1/PLK2/PDGFC/SFRP2/SLIT2/TMEM108/CTDSP1/FANCD2/ABCA12/CALM2/VASH2/ILDR2/CCN1/HSPG2/PRDM16/ERBB2/ADCYAP1/MYOCD/TPM1/BRCA2/SLC7A1/FOXN4/LUM/FBN2/BMPR1B/PLCE1/CYP1B1/ADAM10/SMAD6/PARP6/THBS1/YAP1/SULF1/TFAP2A/STXBP1/SPRY2/ANXA1/COL4A2/PDGFRA/LRP4/CDC73/FST/NOTCH2/MEIS2/BHLHE40/SPART/CHRM3/SYT4/SYT11/SERPINF1/MAP1B/PLXNA3/LAMA5/OLFM1/HRC/FCHO1/BST2/NCAN/APOE/RAB2B/LRRC17/SMO/DOCK4/YWHAH/RHOJ/RRAS/ID1/FLRT3/BMP2/BMP4/EFNB2/RREB1/SDC4/OBSL1/CXCR4/MAPK8IP1/TMEM131L/ADRA1A/TGIF2/CCN2/SGK1/CNR1/KIF14/PROX1/RGS2/GADD45A/ARHGEF2/DLGAP3/TNR/EPHA4/DLX2/IGFBP5/FN1/PLXNA1/HES1/WNT5A/KAT2B/BCL6/STC2/LNPEP/SPARC/MAN2A1/SASH1/RIPOR2/NEDD9/MDK/CCND1/RND2/COL1A1/CRYBA1/MAP3K8/ACTA2/GATA3/LHX2/GLI3/AHR/HSPB1/STX1A/MET/CDK6/ATP1A3/NOVA2/STK3/HOMER2/CORO2B/METRN/SLC7A5/SMPD3/FGF9/TIMP1/CELF4/SYNDIG1/MYL9/BMP7/LGMN/STX1B/NRP1/BAMBI/DHPS/TGFB2/JPH4/CD200/RCOR1/ACHE/MTMR2/REST/CHRNA3/RIMS1/MAP2/FGFR1/ACTL6B/PLXNA2/WDR62/SEMA3C/GLI2/MAP3K13/MAP4K4/CACNB1/ASPM/PRKCQ/SLC12A2/CDON/YBX3/KCNH2/FSTL4/HDAC9/GPM6B/DSG2/VCAN/GAB2/SARS1/GRN/POU2F2/ATP1A2/WWTR1/ISL1/BID/SYT7/FYN/CD9/CRY1/PROM1/ABCC8
