ID	Description	Count	GeneRatio	geneID
GO:0005576	extracellular region	389	389/1674	FSTL4/NOTCH3/WNT5A/ATP6V1B1/CCN2/MYO5C/NCAN/PRPH/MFGE8/LEFTY2/ADAMTS19/CXCL14/PRSS35/FGF19/LINGO1/SOSTDC1/CREG2/SLIT1/FAT4/SMOC1/ADGRG1/VIM/APOE/SFRP2/CPAMD8/KRT18/SPARC/COL2A1/CCN1/SNCG/GNG2/SELENOP/SERPINH1/ALDH1A1/NOTCH2/COL5A1/C1QL1/COL1A2/NPC2/TUBB2A/LYPD1/LAMB2/COL4A6/RAB13/IGF2/CRYAB/AXL/COLEC12/SERPINI1/CFI/CLEC19A/SDC4/RREB1/COL4A5/COL25A1/CREB5/ANOS1/ACTA2/LYPD6B/PKDCC/RAB3B/HSPG2/ATAD2/RTN4RL2/SYT7/RAB3A/MAN2A1/COL4A2/SULF1/EGFR/EPHB4/CTDSP1/SYPL1/S100A11/HAS2/UACA/MTMR2/DNM3/COL4A1/IGLON5/FBLN1/CPNE8/MFNG/NLN/STXBP1/FAT1/MDGA1/FGFR3/NRP1/HMGB2/SCG2/ADCY1/CDK1/TUBB6/LTBP4/STX1A/AGAP2/INA/LRRC26/H2AX/PPFIA3/FNDC5/LRIG3/COL27A1/LAMA5/MOV10/VCAN/FLRT3/CNTN1/MYO5B/TUBB3/BMP7/COL1A1/AKR1C1/SLC2A1/LRRC17/ARL15/EPS8L1/TAFA5/BASP1/HID1/FST/PROM1/DPYSL3/IQGAP2/THY1/ATP1A3/PTH2/COL9A2/MDFIC/LTBP3/PON2/SCG3/TUBB4A/GREM2/UTRN/RAB11FIP4/LHCGR/B4GALT1/TGFB2/CXCR4/CREG1/COL5A2/CD164/PPFIA2/PDGFC/B3GAT1/BLVRB/COL9A1/ADA2/MYOF/EFEMP2/BMP2/VASH2/ADAMTS1/CPNE7/TMEM109/TNR/SPOCK2/PCSK2/BTG2/ADAMTS9/KRT8/MFAP4/TUBA1A/VGF/GARS1/EFNA4/ALDH9A1/CABP1/TSPAN6/SERPINF1/ATP1A2/SLC4A4/TIMP1/BST2/IGFBPL1/HTRA1/MTCL3/SST/NICOL1/OLFM1/GREB1/ABHD14B/NOTCH2NLC/CRYL1/DMKN/ANXA1/ERBB4/VSTM2L/FBN1/NIBAN1/NPTX2/PALS2/PLOD2/CHGB/SLC44A1/AHCY/CARMIL1/KIF3B/COL23A1/TUFT1/ACHE/CPXM1/LSR/GFOD2/CPZ/NAPB/CAPN5/CD82/SYNGR2/DNPH1/SLIT3/TMEM63A/CNN2/MDK/GFOD1/GRN/LIN7A/QPRT/RIDA/BCAM/COL9A3/GLT1D1/SULF2/RNASET2/OLFM3/ALCAM/MYO1D/PCNA/RHOJ/SSPOP/CYBRD1/STMN1/ACOT7/AHNAK/RRAS/DOP1B/ARL8A/SMO/KRT19/GNG12/GPD1L/MEGF6/TRH/PROS1/IGFBP5/ELAPOR1/CDH11/SCUBE3/FCGRT/DKK3/CYFIP2/C1orf54/GRIA1/CRTAP/SELENBP1/MAL2/PCBP3/RUSC2/AIF1L/DDAH1/HSPB1/CASP7/COL22A1/ADAM10/PMEL/SPTBN4/LRRTM3/LAMC1/THBS1/FGFR1/CALM1/MANF/SARS1/FSTL1/MYO5A/NLGN1/STK26/DYNLT1/P4HB/TMEM132A/IGFBP7/LNPEP/DSCAML1/KIF3A/GPC6/RPL23A/LAMP2/SERPING1/ANXA11/CLIC6/MERTK/ZBTB38/FLRT2/C1QTNF6/MMP14/BCHE/PRDX6/SEMA3C/DPYSL2/ANXA5/ASS1/MMP17/DRAXIN/CPNE4/VEGFC/RHOC/PDIA4/LUM/UGDH/NTM/PRKAR2B/PTBP1/ANO1/PLXNA1/SEMA3D/EVA1C/LYN/IGSF8/PACSIN3/VWC2/MIR125B1/ACLY/SCPEP1/NBL1/DIPK2A/SLC12A2/YWHAH/HMGN2/METRN/AK1/GPC4/FBN2/NAGK/FN1/PLOD1/SLIT2/GPRC5B/AEBP1/SYT4/CD9/EDA/SLC7A5/CA2/SH3BGRL3/CPXM2/CIB1/NAPA/FLNA/FJX1/ADCYAP1/BMP4/EPHB1/GPC2/DSG2/RAB8B/GDF11/TMEFF2/BDH2/WASF2/STC2/GLO1/SCUBE1/ANXA6/CRB1/LRP8/SMPD3/PLIN2/RAB2B/COL20A1/FGF9/CNTN4/SCN11A/KIRREL3/LGMN/MET/PARD6B/TGM2/LTBP2/SSC4D/DMXL2/COBLL1/RAB6A/ATP6V0D1/SNAP23/CXADR/H3C2/MIR5189
GO:0005615	extracellular space	323	323/1674	WNT5A/ATP6V1B1/MYO5C/NCAN/PRPH/MFGE8/LEFTY2/CXCL14/FGF19/LINGO1/SOSTDC1/CREG2/SLIT1/FAT4/SMOC1/ADGRG1/VIM/APOE/SFRP2/CPAMD8/KRT18/SPARC/COL2A1/SNCG/GNG2/SELENOP/SERPINH1/ALDH1A1/COL5A1/COL1A2/NPC2/TUBB2A/LAMB2/COL4A6/RAB13/IGF2/CRYAB/AXL/COLEC12/SERPINI1/CFI/SDC4/RREB1/COL4A5/COL25A1/CREB5/ANOS1/ACTA2/RAB3B/HSPG2/ATAD2/RTN4RL2/SYT7/MAN2A1/COL4A2/SULF1/EGFR/EPHB4/CTDSP1/SYPL1/S100A11/UACA/MTMR2/DNM3/COL4A1/FBLN1/CPNE8/MFNG/STXBP1/FAT1/MDGA1/NRP1/HMGB2/SCG2/ADCY1/CDK1/TUBB6/LTBP4/AGAP2/INA/LRRC26/H2AX/LRIG3/COL27A1/LAMA5/MOV10/VCAN/FLRT3/CNTN1/MYO5B/TUBB3/BMP7/COL1A1/AKR1C1/SLC2A1/LRRC17/ARL15/EPS8L1/TAFA5/BASP1/HID1/FST/PROM1/DPYSL3/IQGAP2/THY1/COL9A2/LTBP3/TUBB4A/GREM2/UTRN/RAB11FIP4/LHCGR/B4GALT1/TGFB2/CXCR4/CREG1/COL5A2/PPFIA2/PDGFC/BLVRB/COL9A1/ADA2/MYOF/EFEMP2/BMP2/CPNE7/TMEM109/TNR/PCSK2/BTG2/ADAMTS9/KRT8/MFAP4/TUBA1A/VGF/GARS1/ALDH9A1/CABP1/TSPAN6/SERPINF1/SLC4A4/TIMP1/BST2/IGFBPL1/HTRA1/MTCL3/SST/NICOL1/OLFM1/GREB1/ABHD14B/CRYL1/DMKN/ANXA1/FBN1/NIBAN1/PALS2/PLOD2/CHGB/SLC44A1/AHCY/CARMIL1/KIF3B/COL23A1/ACHE/CPXM1/LSR/CPZ/NAPB/CAPN5/CD82/SYNGR2/DNPH1/SLIT3/TMEM63A/GRN/LIN7A/QPRT/RIDA/BCAM/COL9A3/SULF2/RNASET2/OLFM3/ALCAM/MYO1D/PCNA/RHOJ/SSPOP/CYBRD1/STMN1/ACOT7/AHNAK/RRAS/DOP1B/ARL8A/SMO/KRT19/GNG12/GPD1L/PROS1/IGFBP5/ELAPOR1/CDH11/SCUBE3/FCGRT/DKK3/CYFIP2/CRTAP/SELENBP1/MAL2/PCBP3/RUSC2/AIF1L/DDAH1/HSPB1/CASP7/COL22A1/ADAM10/PMEL/SPTBN4/LRRTM3/LAMC1/THBS1/MANF/SARS1/FSTL1/MYO5A/STK26/P4HB/TMEM132A/IGFBP7/DSCAML1/KIF3A/GPC6/RPL23A/LAMP2/SERPING1/ANXA11/CLIC6/MERTK/ZBTB38/FLRT2/C1QTNF6/MMP14/BCHE/PRDX6/SEMA3C/DPYSL2/ANXA5/ASS1/MMP17/CPNE4/VEGFC/RHOC/PDIA4/LUM/UGDH/PRKAR2B/PTBP1/ANO1/PLXNA1/SEMA3D/LYN/IGSF8/PACSIN3/VWC2/MIR125B1/ACLY/SCPEP1/NBL1/DIPK2A/SLC12A2/YWHAH/HMGN2/METRN/AK1/GPC4/NAGK/FN1/PLOD1/SLIT2/GPRC5B/AEBP1/CD9/EDA/SLC7A5/CA2/SH3BGRL3/CPXM2/CIB1/NAPA/FLNA/FJX1/BMP4/EPHB1/GPC2/DSG2/RAB8B/GDF11/BDH2/WASF2/STC2/GLO1/SCUBE1/ANXA6/LRP8/RAB2B/COL20A1/FGF9/SCN11A/LGMN/PARD6B/TGM2/LTBP2/DMXL2/COBLL1/RAB6A/ATP6V0D1/SNAP23/H3C2/MIR5189
GO:0005621	cellular bud scar	0	0/1674	
GO:0005622	intracellular anatomical structure	1169	1169/1674	TFAP2D/STMN4/FSTL4/NOTCH3/REST/TPX2/BIRC5/P3H2/CELF4/NDRG4/STK3/NEFM/RUNDC3A/RIPOR2/WNT5A/HES1/ATP6V1B1/CNR1/CCN2/TRIM67/ONECUT2/VSX2/RDH10/MYO5C/NCAN/PRPH/PPP1R1A/MICAL1/NACAD/YAP1/RTN1/MFGE8/IFITM3/CGN/LEFTY2/CXCL14/CPLX2/MKI67/DRD2/POU4F2/ZIC1/NMNAT2/FGF19/GPX8/SLC18A2/PCLAF/RBFOX3/LRATD2/GAP43/BNC2/UBE2C/CREG2/AURKB/SHISA2/IFITM2/ZFP36L1/IFITM1/DISP3/NEFL/VIM/DACH2/FBXL16/APOE/SH2D3C/KRT18/SPARC/NUSAP1/COL2A1/CCN1/PLK2/ZFP36L2/PDPN/NSG2/SNCG/SELENOP/RAB6B/CCND1/SERPINH1/KIF5A/ALDH1A1/KIF20A/AFF3/NRSN1/PLPP3/MTSS1/ATOH7/MYO16/NOTCH2/AJUBA/COL5A1/C1QL1/PTTG1/COL1A2/HECW1/SEPTIN3/PAK5/CORO2B/GDAP1/GLI3/MDFI/NPC2/DUSP4/TUBB2A/KIF11/GJA1/CELF3/LAMB2/MAF/COL4A6/MYL9/RAB13/FOXN4/EBF3/SRRM3/B4GALNT1/CDC25C/IGF2/CRYAB/PDGFRA/MYOCD/FZD5/POU3F1/KIAA1217/FBLL1/MLLT11/SCRT2/ANLN/AXL/FZD2/PDE4B/TAGLN/COLEC12/SERPINI1/CDH6/RGS8/SLCO5A1/SOX2/DNER/TPD52L1/SDC4/GDAP1L1/RREB1/CYP1B1/P3H4/FKBP10/FOXO1/CELF5/TGIF1/COL4A5/COL25A1/RPS6KL1/CREB5/DHRS3/INSM1/HIF3A/ACTA2/RIMS3/SEC24D/SHANK2/PGM2L1/SMAD3/CKAP2L/PKDCC/KIF3C/STMN2/CACNA1A/RAB3B/HLF/ADD2/DCX/EEF1A2/FSD1/RAD51AP1/NEK2/HSPG2/ATAD2/DMD/ZHX2/CCNB1/SYT7/CRMP1/RAB3A/TMEM59L/MAN2A1/ADRA1A/TMOD2/COL4A2/SULF1/WTIP/EGFR/SPC24/GRIK3/BAALC/SYN3/EPHB4/GLI2/AP3B2/CTDSP1/JAKMIP1/SYPL1/MCM3/TRIM5/RAB3C/S100A11/TRIM56/HAS2/NHLH2/UACA/ONECUT3/BEX1/WWTR1/MTMR2/TOP2A/RGS16/TAGLN3/NSG1/ZCCHC12/ST8SIA3/DNM3/HAS1/ENOSF1/TMEM117/TTBK1/MAP6/COL4A1/RGS10/PARP14/SRGAP2/LDB3/SEPTIN5/DNAJC12/NOVA2/NFIA/ACTL6B/APC2/CCNA2/HJURP/DIAPH2/SCN3B/GTSE1/MFNG/BCL6/NLN/DNAJC1/STXBP1/PLCE1/FRMPD3/DYNLT3/SPRED1/ATCAY/FAM241B/CKS1B/ABLIM3/PRKD1/FAT1/MDGA1/RORB/TTK/CENPK/SYT11/AKAP6/FGFR3/SEZ6L/WWC2/NRP1/HMGB2/PDE7B/SCG2/ADCY1/CDC20/LITAF/CDK1/SLC17A6/RTN2/PGM5/DMTN/CEND1/AKR1C2/KIF23/CENPH/TUBB6/STON1/CNKSR3/HMGA2/RTKN2/NUF2/SNAP25/MGST1/PTPRN/MAP3K20/MAGT1/STX1A/KIF14/IFI6/AGAP2/TTC29/SHROOM3/MARCHF4/INA/TUBA1C/NHLH1/TYMS/LRRC26/H2AX/COLGALT2/PPFIA3/CAMK2A/SV2A/FNDC5/RCAN2/TCEAL7/TPM2/SERTM2/PLA2G4C/LRIG3/COL27A1/CDK18/MGAT5B/WDR62/PALMD/PIP5K1B/MPP2/LAMA5/PTGFRN/MOV10/VCAN/FLRT3/BRSK1/FRY/SNCB/HOMER2/MYO5B/PKIA/PARVA/SCAMP5/TUBB3/EPHA5/UCHL1/COL1A1/SULT4A1/ANKK1/PAWR/AKR1C1/SORCS1/CAMKV/KIF2C/SLC2A1/MAP1B/EPS8L1/TCF7L2/UNC13A/TAFA5/BASP1/MED12L/SACS/ID1/RPRM/BUB1B/VRK2/MCM2/LSM11/HID1/SRRM4/CASP3/CEP135/KIF4A/MTMR7/KIF22/RASGRF2/FST/RAD51B/PRR11/PROM1/LHX2/DPYSL3/INPPL1/JPT1/MIAT/TUBB2B/IQGAP2/FAM114A1/MAPK8IP2/ARK2C/THY1/RIMS4/ATP1A3/COL9A2/TEAD2/NDC80/AURKA/CBARP/NCS1/UST/PLCH1/TGIF2/TMEM35A/MDFIC/CENPE/NCAPG2/ANKRD1/SCN3A/CERCAM/CACNB3/CHAF1A/SCARA3/NUDT4/SPHK1/CREB3L2/HSD17B2/SDC2/CDCA5/MYO10/DOCK6/PBXIP1/BCL2/SCG3/PJA1/DDB2/NPAS3/ZNF195/TUBB4A/ASIC1/KAT2B/KIF21B/MAPK8IP1/MAP7D3/TERF2IP/ONECUT1/UTRN/POGLUT3/RAB11FIP4/LHCGR/FANCD2/TMEM14EP/B4GALT1/TGFB2/CXCR4/HRC/CREG1/ADD3/RNF152/COL5A2/STMN3/BSN/LDLRAD4/CD164/PPFIA2/EBF1/PDGFC/TNS3/B3GAT1/BEX2/TFAP2A/DPYSL5/MCEMP1/DCC/BLVRB/FAXC/CADPS/CD24/COL9A1/SLC26A7/ADA2/MYOF/SGK1/BSCL2/ZNF804A/SYT5/BHLHE40/PBK/SOCS3/SYN1/MEIS2/ZNF382/BMP2/H1-5/HMGN5/LRRC1/VASH2/ANK3/ADAMTS1/CPNE7/TMEM109/PROX1/GABRA2/ARHGEF2/ATP6V0E2/SEZ6L2/RAPGEF1/PCSK2/DLGAP5/BTG2/RPL22L1/SYNPR/ADAMTS9/KIF5C/PLAG1/BUB1/PSRC1/STX1B/ATG4A/KRT8/NEDD9/ETV6/CCDC8/CENPO/RALGDS/ATF3/SKA3/ARHGDIG/TUBA1A/VGF/CHSY3/BARHL2/CCDC90B/CELSR1/DHPS/TIMELESS/S1PR1/PARD3B/CNIH2/DYNC1LI1/GARS1/PDGFRB/PNMA2/SDC3/ASPM/ERF/RFC3/IRS4/RRM2/OLIG2/MAP2/ALDH9A1/GINS1/ETFB/CDK2/FAIM2/SPNS2/CABP1/FAM131B/CAMK2N2/GABRB3/TMEM130/H6PD/KCNB1/SUCLG2/CACNG4/FIGN/LZTS1/SERPINF1/SESN3/ATP1A2/STIL/GAD1/TIMP1/PIMREG/DNAAF5/RAB37/BST2/HTRA1/PARP6/SST/OLFM1/ARHGAP29/NECAP1/GREB1/ABHD14B/NCAPH/ACAP3/NFASC/TBC1D16/CRYL1/TK1/FILIP1/KCNH2/GALNT18/RGS2/DTD1/DLG2/SVOP/GCK/ANXA1/ERBB4/MBNL1/CTNNA2/SBK1/ZWINT/VSTM2L/NEDD1/FBN1/SMAD1/CCDC184/PRDM11/MYCN/NIBAN1/NR2F1/C18orf32/GULP1/CLCN4/MELK/PLOD2/MAP4K4/CHGB/MAP3K13/SLC44A1/AHCY/DNAJB5/MAD2L1/CARMIL1/KIF3B/COL23A1/TUFT1/CTTNBP2/ATP8B2/TRIM22/RAP1GAP2/NET1/ACHE/FANK1/PHACTR3/NAPB/CNRIP1/ARVCF/KIF18B/KIF18A/CHRNA3/TFEC/CAPN5/PAK3/SYNGR2/DNPH1/SLIT3/TMEM63A/CNN2/GRN/GAB2/PDZD4/CDCA7L/CDCA2/QPRT/RIDA/CENPU/TCEAL5/WSB2/COL9A3/MAST1/GLT1D1/SULF2/GDI1/RNASET2/YBX3/RASAL2/DAB2/ARHGAP42/BACE2/FCHO1/OLFM3/COX17/SYBU/CDT1/MYO1D/ADA/PCNA/SASH1/CYBRD1/PITPNM2/TBC1D30/STMN1/ERCC6/CABP7/ISYNA1/LDLRAP1/EPB41/ACOT7/AHNAK/MIS18BP1/DOP1B/ARL8A/NEXN/DEPDC1/PSD/SMO/POU2F2/RNF24/STIM2/GRIA2/MTMR6/SETD7/DPYSL4/ADCY8/KRT19/SULT1C2/PRDM8/NEMP1/CDC73/JAKMIP2/PRORP/TROAP/GPD1L/IRS1/TRH/TCIM/PROS1/IGFBP5/CENPF/TPD52/OBSL1/ELAPOR1/PTPN14/FBXO41/CHTF18/NBPF19/ZNF385A/DIAPH3/CRACR2B/CDH11/POLB/DOCK4/GABARAPL1/FCGRT/NQO1/ISL1/LATS2/MTA3/CYFIP2/GADD45B/RAB31/MINDY2/GRIA1/FZD7/CRTAP/SIVA1/EPHA8/CDK6/SMAD6/SAMD11/PGBD5/CDKN2D/HAUS4/TXNIP/PLIN3/BRIP1/SELENBP1/MAL2/AGTRAP/PCBP3/SOAT1/RUSC2/AIF1L/NAALADL2/HMMR/SWAP70/CHAT/SLC2A4RG/DDAH1/MCM4/CDK5R1/CDCA3/ITPRID2/SH3BP5/PPP2R5B/RIMS1/PLEKHA4/HSPB1/E2F5/NEK7/CASP7/TH/OTX2/COL22A1/EVA1A/SLC37A1/OPTN/ADAM10/C1orf131/PCBP4/CRYBA1/PMEL/RCOR1/RBFOX2/SPTBN4/BICDL1/LAMC1/CKAP2/BLOC1S2/HSDL2/DIO3/RGL3/DCTN1/CYTIP/TP53I13/PAFAH1B3/CHST15/KCNS2/NAV1/MYO3A/POLR3A/THBS1/MMS22L/CITED2/DLX2/FGFR1/PTPN5/MICALL1/CALM1/PRC1/MANF/MYT1L/FAM111A/CDR2L/SYTL5/NCAPD2/FAM83D/PLK1/ZNF117/SARS1/GADD45A/PGGHG/ARID5B/STX6/FSTL1/STEAP1/SESTD1/MYO5A/SGTB/ZNF71/NLGN1/STK26/FANCB/PLK3/SSX2IP/SAMD14/MATCAP1/RGS7BP/ARHGEF17/BICC1/ECT2/TPM1/DYNLT1/P4HB/ZNRF1/TMEM123/TSC22D4/TMEM132A/ETV1/ATP2C2/TMEM175/IGFBP7/OSTC/OCIAD2/LPAR1/CENPM/EML1/LNPEP/PEA15/ACSL1/MXD3/BRCA2/KIF3A/CLRN1/GPC6/RPL23A/LAMP2/AHR/DOK4/KCNK1/GABBR2/H1-2/DAAM1/SCHIP1/SERPING1/IMMP2L/DBNDD1/ANXA11/SPOPL/TLCD4/CLIC6/FOXM1/MCM5/APBB3/PDZRN3/TENM4/C20orf203/HDAC9/EXOC1/FGFRL1/CIP2A/HEPH/MYO1F/MERTK/ZBTB38/FLRT2/ELK4/SKP2/MMP14/SPRY2/BCHE/PRDX6/KNTC1/SMC4/ARHGEF3/ENC1/DPYSL2/BAMBI/NEIL3/EFHD1/ELL2/AGPAT4/RAB33A/ILDR2/RHPN1/ANXA5/ASS1/MAP1LC3A/NTRK2/CDK5R2/GALNT14/LMOD1/MAP1A/SV2C/ERC2/VEGFC/RHOC/PDIA4/BLM/LUM/UGDH/HELLS/IQSEC3/NFIC/ABLIM2/SH3D21/PRKAR2B/PARM1/PTBP1/GPR137C/ANO1/PLXNA1/LYN/SPART/IGSF8/PACSIN3/ZNF467/ATL1/SORBS3/PLD1/GATA3/SEC11C/CEP152/APLP1/ACLY/SCPEP1/ECI2/MMD/ST8SIA1/FAM110A/FRMD5/HAP1/SYNDIG1/RAB38/ANP32E/DIPK2A/CCNB2/STAT6/SLC12A2/TMEM14A/YWHAH/PLS3/BEND5/HMGN2/DPF3/TRIP6/MAPKAPK3/JADE1/POLE2/AK1/PLEKHH2/CLTB/PNPLA2/TACC3/GPC4/CXXC4/ATP9A/PRKCQ/NAGK/FN1/MITF/BID/TBPL1/ZIC2/PLOD1/ACSS3/SLIT2/GPRC5B/PCDH7/ZMAT1/RGS17/AEBP1/DUSP1/MAP3K8/B9D1/SYT4/PTPRN2/CD9/GLTP/EDA/SLC7A5/CA2/SH3BGRL3/NRXN1/CIB1/NAPA/CXXC5/NBPF10/COX7A2/MBNL2/REXO2/FLNA/PIR/DCDC1/LMNB2/GARNL3/ACKR3/PDCD4/SLC2A10/SNPH/GPD2/TMEM131L/PHLPP1/PHC2/MAP7D2/JPH4/BMP4/SHC2/MAP1LC3B/XPR1/EPHB1/RMI2/MTURN/PRKG1/PBX1/TSPYL4/DACT3/USP25/GPC2/SLC39A1/GLIS3/DSG2/RPA1/CMIP/RND2/RPS6KA2/CDCA4/LBH/FAM89B/RAB8B/GDF11/GCHFR/PDK1/BDH2/WASF2/STC2/MSRB3/CALM2/GLO1/PRDM16/GASK1B/SFXN3/ARL4A/TMSB10/MARVELD1/SSTR2/FANCM/EIF4EBP1/ABCC8/TEX9/ANXA6/ACSF2/CSRNP1/ARHGAP19/SYT13/DGKI/SGO2/MED25/CHRM3/ERBB2/ABCA12/AFF1/SNX7/LRP8/SNAPC1/SMPD3/TTLL7/PLIN2/RADIL/SYP/EPHA4/RAB2B/CLDN11/MCM6/SPAG5/CDC14A/COL20A1/FGF9/MRPS27/ADO/RUNX1T1/RIOK1/NFIB/PDXP/MGME1/PHLDA1/CARNS1/DSCC1/XRCC2/KIRREL3/ARFGEF3/PPP2R2C/CSAD/TACC2/KCNAB1/ACP6/RAPGEF4/FOSL1/TMEM106C/POC1A/CASTOR2/SLC16A3/LGMN/TRIM25/FRMD3/PARD6B/FYN/CYTH1/DIXDC1/PDIA2/STARD4/TMEM108/TGM2/NUDT8/FEZ1/MEX3B/MLEC/HSD17B14/KIF16B/ASXL3/DMXL2/ITGA2/NR2C2/LRRK1/LIG3/CCDC85B/KIF24/ARFGAP1/SERINC1/MT2A/PIK3CD/RAB6A/GRB14/ATP6V0D1/SNAP23/KLF5/PODXL2/FYCO1/CRY1/CXADR/CRABP1/H3C2
GO:0005630	dityrosine layer of spore wall	0	0/1674	
GO:0005631	chitosan layer of spore wall	0	0/1674	
GO:0005632	inner layer of spore wall	0	0/1674	
GO:0005652	nuclear lamina	2	2/1674	PCNA/LMNB2
GO:0005654	nucleoplasm	303	303/1674	NOTCH3/REST/TPX2/BIRC5/P3H2/CELF4/HES1/ONECUT2/YAP1/MKI67/POU4F2/ZIC1/PCLAF/BNC2/UBE2C/AURKB/CCND1/KIF20A/AFF3/MYO16/NOTCH2/AJUBA/PAK5/GLI3/DUSP4/GJA1/CELF3/CDC25C/CRYAB/PDGFRA/POU3F1/FBLL1/MLLT11/ANLN/CDH6/SOX2/RREB1/FOXO1/TGIF1/INSM1/HIF3A/SMAD3/HLF/RAD51AP1/NEK2/ATAD2/ZHX2/CCNB1/ADRA1A/SPC24/BAALC/GLI2/CTDSP1/MCM3/TRIM5/UACA/WWTR1/TOP2A/TTBK1/RGS10/NFIA/CCNA2/HJURP/GTSE1/BCL6/STXBP1/SPRED1/CKS1B/RORB/CENPK/HMGB2/CDC20/LITAF/CDK1/KIF23/CENPH/HMGA2/NUF2/AGAP2/H2AX/CAMK2A/TCEAL7/PLA2G4C/BRSK1/UCHL1/TCF7L2/BASP1/ID1/MCM2/LSM11/CASP3/KIF4A/KIF22/RAD51B/INPPL1/FAM114A1/TEAD2/NDC80/AURKA/TGIF2/NCAPG2/ANKRD1/CREB3L2/CDCA5/PBXIP1/DDB2/NPAS3/KAT2B/TERF2IP/UTRN/FANCD2/TFAP2A/BLVRB/SGK1/BHLHE40/H1-5/HMGN5/PROX1/PCSK2/PLAG1/BUB1/PSRC1/KRT8/NEDD9/CCDC8/CENPO/ATF3/CELSR1/TIMELESS/S1PR1/ERF/RFC3/GINS1/CDK2/FAM131B/STIL/PIMREG/GREB1/ABHD14B/NCAPH/GCK/ANXA1/ERBB4/MBNL1/ZWINT/NEDD1/SMAD1/MYCN/NR2F1/SLC44A1/MAD2L1/CARMIL1/TRIM22/FANK1/PHACTR3/KIF18B/CHRNA3/TFEC/CDCA7L/CDCA2/CENPU/FCHO1/CDT1/PCNA/SASH1/ERCC6/EPB41/ACOT7/MIS18BP1/POU2F2/SETD7/PRDM8/CDC73/PRORP/IRS1/TCIM/CENPF/PTPN14/CHTF18/ZNF385A/POLB/MTA3/MINDY2/SIVA1/CDK6/SMAD6/PGBD5/CDKN2D/BRIP1/NAALADL2/SLC2A4RG/MCM4/CDK5R1/ITPRID2/SH3BP5/E2F5/NEK7/CASP7/OPTN/RCOR1/RBFOX2/SPTBN4/CYTIP/POLR3A/MMS22L/CITED2/PTPN5/CALM1/PRC1/FAM111A/NCAPD2/PLK1/GADD45A/ARID5B/STX6/FANCB/PLK3/ECT2/CENPM/PEA15/BRCA2/AHR/ANXA11/FOXM1/MCM5/APBB3/HDAC9/ZBTB38/ELK4/SKP2/SMC4/ENC1/NEIL3/ELL2/ASS1/BLM/UGDH/IQSEC3/NFIC/SH3D21/PARM1/PTBP1/ANO1/PLXNA1/GATA3/CEP152/APLP1/ACLY/ANP32E/STAT6/DPF3/MAPKAPK3/JADE1/POLE2/PLEKHH2/PNPLA2/MITF/TBPL1/ZIC2/GPRC5B/SH3BGRL3/CIB1/CXXC5/MBNL2/PIR/PHC2/RMI2/PRKG1/PBX1/RPA1/CMIP/RPS6KA2/CDCA4/GDF11/GCHFR/GLO1/PRDM16/ARL4A/FANCM/SGO2/MED25/ERBB2/AFF1/SNAPC1/MCM6/SPAG5/CDC14A/RUNX1T1/RIOK1/NFIB/PHLDA1/DSCC1/XRCC2/TACC2/FOSL1/TRIM25/MEX3B/NR2C2/LIG3/SNAP23/KLF5/CXADR/H3C2
GO:0005657	replication fork	11	11/1674	MCM3/BCL6/H2AX/RAD51B/TIMELESS/RFC3/PCNA/MMS22L/BLM/RPA1/XRCC2
GO:0005702	polytene chromosome weak point	0	0/1674	
GO:0005706	polytene chromosome ectopic fiber	0	0/1674	
GO:0005712	chiasma	0	0/1674	
GO:0005713	recombination nodule	0	0/1674	
GO:0005726	perichromatin fibrils	0	0/1674	
