isoform_id	ES	ES_genomic_start	ES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000307564	1	114387860	114387982	ENSG00000106948	AKNA	114335639,114336759,114339452,114339721,114341401,114342188,114342885,114342887,114345251,114351422,114352271,114355667,114355889,114356406,114356408,114357552,114357554,114357556,114357771,114359390,114360921,114362653,114365377,114366817,114368753,114378740,114378775,114378794,114379111,114380019,114382027,114383624,114384814,114386456,114390252,114391961,114392374
ENST00000372195	1	131627089	131627206	ENSG00000107263	RAPGEF1	131578102,131578944,131583307,131584598,131590086,131592350,131594422,131595960,131597880,131601299,131601775,131602531,131603592,131603932,131604503,131606768,131608467,131609438,131609517,131611149,131612668,131613008,131614008,131614664,131616423,131619384,131621210,131621983,131622912,131623840,131624494,131624703,131627825,131628523,131630486,131631540,131633149,131634121,131635356,131637657,131639954,131642797,131644082,131647495,131650406,131655692,131656750,131657288,131658297,131660503,131661269,131661289,131661291,131663253,131667523,131669662,131671920,131671922,131673975,131677311,131677313,131683099,131689345,131693169,131694294,131695031,131695141,131695178,131695759,131698152,131698369,131703135,131703329,131703499,131704548,131708179,131711195,131715225,131717255,131717641,131718790,131719643,131726416,131727107,131727832,131728531,131728533,131729436,131731039,131732429,131735241,131736539
ENST00000683357	1	131627089	131627206	ENSG00000107263	RAPGEF1	131578102,131578944,131583307,131584598,131590086,131592350,131594422,131595960,131597880,131601299,131601775,131602531,131603592,131603932,131604503,131606768,131608467,131609438,131609517,131611149,131612668,131613008,131614008,131614664,131616423,131619384,131621210,131621983,131622912,131623840,131624494,131624703,131627825,131628523,131630486,131631540,131633149,131634121,131635356,131637657,131639954,131642797,131644082,131647495,131650406,131655692,131656750,131657288,131658297,131660503,131661269,131661289,131661291,131663253,131667523,131669662,131671920,131671922,131673975,131677311,131677313,131683099,131689345,131693169,131694294,131695031,131695141,131695178,131695759,131698152,131698369,131703135,131703329,131703499,131704548,131708179,131711195,131715225,131717255,131717641,131718790,131719643,131726416,131727107,131727832,131728531,131728533,131729436,131731039,131732429,131735241,131736539
ENST00000700531	1	5418015	5418141	ENSG00000108559	NUP88	5362809,5363156,5364600,5366724,5367956,5368156,5368225,5368227,5369845,5370178,5371629,5373402,5377990,5378127,5379033,5379071,5379400,5379944,5380848,5385377,5385379,5386603,5389090,5392204,5397608,5400364,5404277,5404838,5405202,5405286,5414069
ENST00000262994	1	143457680	143457769	ENSG00000109458	GAB1	143337548,143343391,143343393,143344941,143348741,143349309,143350546,143350955,143352180,143355221,143355993,143358486,143359507,143363734,143364287,143365811,143367277,143369665,143370790,143372794,143375528,143376496,143376890,143376892,143378555,143382983,143382985,143382987,143383282,143386230,143386532,143394907,143397807,143400837,143403304,143403548,143403555,143403557,143403559,143404619,143405645,143406509,143406752,143407951,143409486,143412278,143414764,143425530,143425795,143426218,143427373,143428440,143431326,143431812,143434498,143435753,143437207,143437622,143439692,143440749,143442254,143444582,143444643,143446035,143446259,143449687,143453429,143457465,143458853,143461664,143463190,143463927,143463929,143465522,143469926,143472812,143472857,143473000,143473560,143473640,143473642,143473949
ENST00000674976	1	153257347	153257607	ENSG00000109654	TRIM2	153152709,153152799,153154077,153160739,153161362,153161364,153161366,153162626,153164312,153167099,153168376,153172907,153175498,153178288,153178665,153180371,153182038,153183239,153184053,153185461,153187685,153196305,153196751,153201108,153205019,153207034,153207522,153209966,153210555,153210937,153210954,153211630,153212302,153212871,153213015,153213303,153213672,153215348,153218043,153218352,153218578,153219237,153223313,153223603,153227495,153230325,153230637,153232602,153233917,153234456,153234859,153236256,153236297,153236971,153237204,153238719,153239595,153239806,153240695,153245731,153245831,153247728,153250079,153256814,153257538,153257602,153257632,153257950,153258240,153258786,153261105,153261113,153262106,153264968,153265686,153268258,153269038,153272116,153272118,153277815,153278258,153281528,153282042,153283781,153284014,153286928,153293635,153294863,153298198,153298878,153301701,153301711,153302731,153303575,153304681,153306291,153309496,153309588,153311384,153311964,153311991,153312749,153313207,153318131,153318417,153318419,153320353,153320548,153321114,153322325,153322872,153324809,153327993,153331057,153331059,153332856,153338111,153338448,153339273
ENST00000397111	1	3047753	3048001	ENSG00000110619	CARS1	3006535,3008216,3012793,3013205,3013721,3015767,3017672,3018481,3021069,3021174,3022755,3023539,3025013,3026421,3027042,3031118,3036560,3036865,3039337,3039624,3039859,3040008,3041697,3042200,3045751,3046849,3048258,3049012,3051039,3051086,3053073,3054081,3057234
ENST00000544916	1	8916061	8916069	ENSG00000111752	PHC1	8915433,8918998,8921958,8922771,8926134,8926488,8927124,8927132,8933386,8935958,8938970
ENST00000229854	1	52283294	52283406	ENSG00000112118	MCM3	52264139,52265131,52269029,52271510,52274495,52275199,52275982,52275984,52278677,52279927,52280474,52281548,52283663
ENST00000316999	3	70668530;70791689;70859329	70668716;70791769;70859416	ENSG00000112305	SMAP1	70671675,70673848,70678433,70679426,70679428,70679430,70681445,70687578,70687826,70688054,70688350,70690451,70697069,70697071,70700729,70701502,70702574,70703729,70707845,70710359,70714073,70714463,70716180,70716182,70716349,70718140,70719033,70720213,70723462,70723758,70729994,70729996,70730631,70733655,70737801,70741379,70741453,70741709,70743828,70744221,70744638,70748464,70752118,70752883,70754980,70754982,70758062,70759470,70760887,70760899,70763072,70763385,70764055,70767515,70769649,70773483,70774080,70774881,70777590,70778539,70779623,70781848,70784564,70786037,70790285,70790946,70794333,70795123,70797754,70800983,70801496,70805308,70807681,70821214,70822055,70822057,70823807,70823809,70824666,70824704,70827492,70828914,70829453,70831328,70832470,70834683,70840085,70844344,70847304,70847794,70847928,70847930,70849626,70849853,70851638,70851640,70855976,70857323,70861440
ENST00000370455	2	70668530;70859329	70668716;70859416	ENSG00000112305	SMAP1	70671675,70673848,70678433,70679426,70679428,70679430,70681445,70687578,70687826,70688054,70688350,70690451,70697069,70697071,70700729,70701502,70702574,70703729,70707845,70710359,70714073,70714463,70716180,70716182,70716349,70718140,70719033,70720213,70723462,70723758,70729994,70729996,70730631,70733655,70737801,70741379,70741453,70741709,70743828,70744221,70744638,70748464,70752118,70752883,70754980,70754982,70758062,70759470,70760887,70760899,70763072,70763385,70764055,70767515,70769649,70773483,70774080,70774881,70777590,70778539,70779623,70781848,70784564,70786037,70790285,70790946,70794333,70795123,70797754,70800983,70801496,70805308,70807681,70821214,70822055,70822057,70823807,70823809,70824666,70824704,70827492,70828914,70829453,70831328,70832470,70834683,70840085,70844344,70847304,70847794,70847928,70847930,70849626,70849853,70851638,70851640,70855976,70857323,70861440
ENST00000427704	1	143677965	143678209	ENSG00000112419	PHACTR2	143538470,143539494,143543186,143544666,143544801,143549413,143553103,143553437,143555440,143558900,143559855,143564513,143565151,143566662,143570210,143570725,143573352,143579048,143581591,143583002,143586114,143586649,143590332,143592032,143592034,143592336,143594323,143597372,143598037,143603013,143608182,143609495,143610611,143611656,143612641,143612649,143614862,143616811,143618687,143619185,143619566,143619698,143620629,143620800,143621497,143622507,143623443,143625024,143628261,143630924,143635266,143636277,143636665,143638413,143641651,143641978,143641980,143642531,143646561,143649027,143651382,143651384,143653489,143657129,143657131,143657312,143658441,143659462,143661249,143661302,143661700,143663178,143664746,143666343,143669494,143687889,143688246,143691910,143695251,143698814,143699053,143699218,143700423,143701161,143706387,143706452,143706482,143708520,143710021,143710023,143714745,143715444,143719494,143719956,143720501,143721522,143722848,143725932,143727423,143729546,143730599,143733034,143738624,143743121,143744639,143745593,143747334,143747366,143747652,143747881,143754752,143756031,143757489,143757946,143757948,143759665,143761343,143773521,143773943,143774352,143775538,143776882,143776956,143780809,143782761,143783842,143785488,143788458,143794652,143796876,143800592,143803029,143805347,143805349,143805351,143809687,143810704,143812922,143814528,143815760,143820478,143821859,143823618,143823620,143824340,143824408,143824712,143825536,143828779,143829276,143829539
ENST00000689880	1	135060281	135062781	ENSG00000115839	RAB3GAP1	135056644,135059567,135059628,135061563,135064650,135065052,135065054,135066378,135075628,135081594,135081596,135081618,135084511,135086336,135088557,135089852,135090047,135090056,135092337,135093517,135100101,135105115,135105117,135112072,135113573,135114106,135114723,135120803,135121289,135124870,135125754,135130906,135131686,135131698,135137970,135139616,135140085,135145130,135146809,135146841,135147214,135149043,135149592,135150464,135151858,135154067,135154460,135158705,135159778,135159892,135162621,135166493,135167481,135167947,135168353,135169650,135176388
ENST00000398219	1	54218172	54218383	ENSG00000116221	MRPL37	54184543,54185685,54186698,54188509,54188511,54189051,54189983,54193562,54193564,54197252,54197549,54198257,54202995,54203911,54207696,54208070,54208139,54211431,54212935,54214051,54214905,54217575,54218233,54218896,54218914,54221359,54221629,54221658
ENST00000635123	2	62544947;62584105	62545039;62584878	ENSG00000116641	DOCK7	62460304,62460306,62460308,62462273,62465025,62467217,62474559,62475311,62478848,62479567,62482821,62485296,62485930,62487196,62496918,62502608,62507653,62507655,62508320,62511310,62512353,62512355,62512357,62514131,62515276,62517463,62519226,62520795,62524396,62524398,62524467,62525712,62527406,62527838,62529001,62529576,62529578,62533861,62538662,62539225,62541416,62543059,62543061,62544040,62544317,62544790,62545088,62548565,62552714,62571594,62571596,62571947,62573123,62575629,62577595,62584055,62588366,62590713,62591158,62591264,62591634,62591636,62592118,62595797,62604516,62605808,62610926,62611274,62613743,62614591,62614674,62617292,62618136,62624280,62625620,62628157,62630304,62630351,62630570,62630638,62637611,62641695,62642253,62643197,62644446,62645441,62646015,62648323,62650987,62651697,62652232,62655270,62658821,62665131,62674786,62675148,62675150,62675152,62676287,62681077,62681628,62685839
ENST00000347615	2	183502253;183547103	183502391;183547252	ENSG00000116698	SMG7	183473059,183475140,183477717,183479498,183485153,183485781,183491454,183491484,183491490,183491512,183492416,183495964,183496910,183499034,183501428,183506003,183506012,183506490,183513059,183513898,183515096,183517507,183517892,183518092,183521489,183524228,183526476,183527697,183528000,183531554,183535160,183535827,183538203,183539936,183540644,183543295,183544671,183552226,183553947,183554748,183557497,183560613,183560615,183563420,183563827,183564515,183565882,183571961,183572329,183572471,183573958,183577271,183577352,183580249,183580251,183580637,183583766,183585304,183588343,183590192,183592089,183593122,183593124,183594745,183595410,183597706
ENST00000370730	2	81579300;81941193	81579380;81942045	ENSG00000117114	ADGRL2	81306202,81306283,81307270,81310151,81315685,81318888,81319086,81319944,81323338,81325567,81325677,81329139,81329141,81331021,81331485,81340979,81345432,81346495,81346938,81346940,81348860,81350770,81350818,81354511,81354657,81355670,81355682,81357809,81359142,81360870,81360898,81362875,81367993,81369120,81369447,81369535,81369791,81373089,81374721,81376717,81376719,81376851,81379658,81390234,81393718,81396334,81398152,81398495,81400062,81402786,81402788,81408796,81409739,81412079,81412243,81417169,81417912,81417914,81420945,81420970,81421556,81425261,81425263,81426011,81428497,81429347,81430038,81437750,81437805,81440025,81446286,81447564,81447716,81450652,81452766,81453233,81453890,81454258,81454288,81460178,81460891,81461626,81462285,81467554,81467556,81471162,81473453,81475302,81475304,81477133,81477671,81477673,81477697,81478824,81478826,81484869,81486182,81488039,81488470,81490827,81493271,81496302,81498288,81499738,81504625,81506029,81507490,81508253,81508255,81508257,81508518,81508541,81508627,81510305,81512232,81512572,81512997,81515768,81516217,81518318,81520709,81521160,81522490,81523412,81526237,81527933,81527935,81529218,81529220,81530261,81531132,81531294,81533683,81534788,81536009,81537428,81538452,81545425,81547189,81551481,81552322,81557677,81558571,81558874,81558876,81558878,81561323,81563253,81563686,81563815,81564518,81564727,81568204,81571287,81573719,81574194,81576532,81576534,81581759,81582371,81582748,81586320,81587609,81589516,81590708,81590979,81594404,81599951,81602766,81602926,81603346,81603368,81603388,81605815,81606488,81606494,81606716,81608033,81608311,81608313,81609650,81613231,81613388,81614456,81617132,81617244,81619200,81620265,81620314,81622801,81628767,81629261,81629528,81629726,81629728,81629730,81630633,81630656,81635410,81638465,81642288,81645557,81645559,81645567,81647806,81653721,81655638,81657040,81657636,81657692,81657694,81658659,81659418,81662400,81664347,81664349,81664351,81665130,81665240,81666151,81674406,81675030,81676629,81676631,81676633,81677130,81680821,81680823,81681415,81681826,81682251,81682524,81682578,81684615,81686924,81687485,81690361,81692045,81697433,81698713,81698776,81700963,81700965,81704987,81706065,81707813,81708133,81710975,81710977,81710995,81711457,81711459,81712245,81712906,81714396,81714548,81716281,81717006,81721228,81722938,81723776,81729934,81733122,81734144,81734667,81734901,81735424,81738625,81739917,81739947,81740184,81743731,81743942,81746044,81747194,81753924,81754761,81759942,81762699,81764471,81765285,81766013,81766015,81770618,81771439,81771932,81775781,81776684,81780930,81781714,81781716,81781875,81783083,81785829,81788352,81791432,81794913,81797000,81797002,81798712,81798894,81798896,81799919,81800422,81800699,81802563,81806296,81808496,81814559,81816524,81817011,81817013,81819398,81820283,81820867,81823500,81826159,81826167,81831646,81832286,81834153,81837822,81838994,81839315,81840051,81840053,81841701,81841952,81842149,81842633,81844166,81844204,81844613,81845462,81849724,81851086,81851088,81851090,81852208,81855132,81855309,81857328,81861610,81862772,81866914,81868258,81871400,81878411,81880746,81883402,81885588,81885649,81886316,81887597,81887709,81891085,81891087,81894875,81897782,81900874,81903462,81908485,81909165,81909167,81911700,81914865,81915220,81916542,81918646,81924197,81927541,81928644,81929671,81930316,81932848,81932850,81933847,81939219,81941054,81941636,81941638,81941724,81945954,81947114,81947122,81948302,81950105,81950107,81950126,81950501,81950965,81950967,81951035,81953006,81953094,81953406,81956225,81961652,81967923,81968145,81968147,81970316,81975264,81975337,81975339,81980255,81980707,81980714
ENST00000367926	1	162592732	162592782	ENSG00000117143	UAP1	162563680,162566771,162567336,162569620,162571034,162574237,162575576,162576209,162582114,162584133,162588162,162589840,162592807,162592969,162593614,162594868,162595100,162599218,162599304,162600451
ENST00000367005	1	211312355	211312487	ENSG00000117625	RCOR3	211262809,211265372,211269465,211269861,211271782,211277392,211282354,211284662,211295838,211296873,211300858,211301827,211302077,211302788,211303456,211303905,211305984,211306190,211312649,211315817
ENST00000419091	1	211312355	211312487	ENSG00000117625	RCOR3	211262809,211265372,211269465,211269861,211271782,211277392,211282354,211284662,211295838,211296873,211300858,211301827,211302077,211302788,211303456,211303905,211305984,211306190,211312649,211315817
ENST00000434713	2	136363366;136518248	136363467;136518415	ENSG00000118007	STAG1	136336504,136337231,136337541,136338312,136338978,136339773,136341239,136346434,136346436,136348553,136350008,136352306,136354941,136355726,136356897,136365794,136365969,136366973,136366975,136366977,136370237,136373642,136374238,136375172,136376682,136376684,136378846,136379577,136385308,136390913,136391230,136394227,136397824,136399544,136399700,136399702,136404896,136405036,136407922,136412656,136415528,136415942,136423206,136424018,136424020,136427388,136429279,136430102,136430714,136432431,136432651,136439708,136439722,136441661,136443390,136446382,136448010,136448150,136450179,136450821,136450823,136451902,136458842,136460916,136460918,136462752,136462754,136464014,136464616,136465912,136467270,136468904,136470676,136470899,136471259,136473113,136474038,136474383,136479543,136487072,136487326,136492474,136493913,136494679,136496012,136498715,136498778,136498997,136501495,136503711,136503880,136508322,136514604,136516376,136516544,136518347,136519565,136522810,136531452,136533890,136534946,136535795,136540161,136542922,136545679,136547933,136552984,136555245,136558481,136558786,136562199,136562524,136565868,136571436,136574434,136574504,136576040,136578032,136584417,136586007,136586046,136586699,136588485,136592453,136596199,136599124,136599126,136599220,136600143,136602031,136605153,136610011,136611470,136616766,136619116,136620822,136621594,136622675,136625416,136625418,136625420,136628520,136629931,136629933,136631320,136635296,136636970,136638922,136639117,136641710,136642370,136643464,136644685,136646774,136647147,136647216,136648632,136654845,136654847,136654849,136654944,136655501,136656741,136657515,136660057,136661803,136670366,136672162,136673723,136673971,136674348,136674350,136674765,136681098,136681828,136687024,136687172,136690978,136696463,136698755,136702057,136703459,136704452,136704697,136707694,136711692,136715966,136718490,136722345,136725396,136725398,136725631,136726860,136728118,136729125,136730529,136730976,136739094,136745504,136745915,136745917,136747557
ENST00000281405	1	19962295	19962327	ENSG00000118965	WDR35	19911780,19914333,19914375,19917624,19922261,19924111,19925780,19929743,19930479,19931165,19935993,19936181,19940961,19942241,19942421,19944882,19944913,19945666,19947728,19947748,19957697,19958622,19970075,19973609,19975767,19976207,19977203,19977747,19980112,19981752,19987211
ENST00000373850	1	121161283	121161505	ENSG00000119397	CNTRL	121081379,121083512,121083514,121084358,121085443,121085445,121085882,121086797,121090286,121093870,121095582,121096742,121098797,121099759,121102227,121104846,121105553,121107510,121109426,121109428,121110609,121110868,121111465,121111561,121114069,121114301,121115112,121116245,121116624,121116626,121118015,121118196,121122668,121127692,121128110,121129458,121132439,121137310,121137503,121138048,121138656,121142421,121148424,121152065,121153412,121154171,121154504,121154897,121157691,121158438,121159168,121159771,121161045,121161169,121164596,121164598,121165944,121168033,121169504
ENST00000265909	1	130892751	130893059	ENSG00000120451	SNX19	130866308,130869791,130870800,130870922,130871270,130871411,130875266,130875804,130877205,130877583,130882269,130883081,130884950,130886314,130886316,130886348,130886427,130888528,130894637,130894915,130895451,130896553,130897971,130897973,130897975,130898703,130903294,130909036,130909038,130909223,130913237,130915207
ENST00000458595	3	24254123;24466531;24494500	24255596;24466790;24494604	ENSG00000120549	KIAA1217	23696886,23697166,23698689,23701068,23701424,23702872,23704127,23704372,23704622,23705464,23706180,23713459,23715261,23716098,23716100,23716750,23718207,23719786,23721957,23722803,23723509,23723511,23724146,23724477,23725714,23725716,23727889,23729086,23730257,23731300,23734431,23737257,23738981,23739284,23739471,23741628,23742194,23742196,23747122,23749552,23750531,23750564,23750888,23751172,23751359,23752608,23754231,23756101,23756964,23757662,23758267,23759842,23760122,23760301,23760303,23760305,23760307,23767312,23767719,23767851,23769066,23770759,23771725,23774571,23775026,23775287,23777708,23779663,23779665,23779960,23780315,23781440,23782411,23782573,23782575,23782679,23783275,23784266,23785559,23786440,23787704,23789805,23791991,23793124,23793651,23794667,23796136,23797871,23798886,23799086,23799450,23802947,23805884,23811953,23813791,23813793,23815005,23819052,23821196,23821418,23821420,23821937,23825050,23825419,23825790,23826806,23827802,23828785,23829572,23831536,23831940,23834317,23834319,23834321,23834732,23836433,23837452,23837958,23839517,23841447,23845203,23845712,23846558,23851255,23851478,23853325,23864682,23867316,23871884,23875865,23876059,23876664,23878622,23882336,23883052,23883550,23886670,23892588,23895684,23896323,23897383,23899286,23901779,23902059,23902518,23904490,23904607,23905256,23906648,23907449,23908759,23908761,23909465,23909759,23910442,23911519,23912020,23912375,23913487,23914283,23915581,23918480,23918482,23919215,23928432,23929225,23929365,23930981,23939340,23939342,23942800,23944714,23946232,23946234,23949964,23950592,23950594,23950596,23950598,23950600,23950608,23952993,23953645,23955301,23958886,23962481,23963581,23963583,23964700,23964895,23969415,23972304,23972649,23972873,23973900,23974140,23974493,23978966,23983072,23983756,23984455,23984807,23984889,23985758,23986446,23990243,23990609,23991038,23991226,23991463,23991766,23992552,23993700,23998381,23999157,24000630,24003114,24003116,24004682,24004684,24004750,24009558,24009607,24009609,24013135,24014234,24014454,24016072,24017377,24020241,24022218,24022220,24024212,24028338,24029186,24030717,24034896,24035951,24035953,24037052,24038093,24038160,24038347,24040045,24041926,24041928,24042092,24042901,24043577,24043643,24045054,24046476,24046684,24047226,24047228,24047230,24047497,24047590,24047678,24049773,24050971,24053081,24055135,24055553,24058106,24058207,24062380,24062604,24067636,24068123,24068125,24072456,24072926,24077021,24081097,24082557,24082711,24083340,24083751,24083830,24085839,24088134,24088760,24090311,24092595,24094116,24096674,24097045,24098000,24098561,24099426,24101424,24104569,24105122,24105838,24105840,24106941,24107127,24107350,24111156,24113375,24115739,24116394,24116471,24117929,24122043,24126526,24127138,24128128,24129927,24130354,24130702,24131468,24132025,24135630,24136664,24137098,24137840,24140638,24141006,24141597,24144007,24144309,24146219,24147969,24152079,24152185,24152517,24153769,24156954,24157229,24159028,24162265,24163628,24163759,24165141,24168361,24173208,24174136,24174415,24177047,24177474,24180431,24181050,24181493,24182566,24182915,24183607,24187531,24189504,24189889,24191517,24192696,24193656,24193858,24194728,24197875,24197884,24197918,24200047,24201586,24202809,24209682,24210101,24211524,24211526,24214012,24214014,24214111,24214292,24216357,24216359,24217108,24219644,24220903,24221094,24222351,24229138,24233470,24234534,24237077,24238517,24240284,24240990,24242178,24242556,24243300,24246372,24247046,24254019,24256836,24257770,24260178,24261804,24263061,24263289,24264316,24266223,24267845,24268228,24268751,24272848,24274329,24275325,24278125,24279953,24283199,24293015,24297298,24298185,24299925,24300521,24300712,24302665,24304144,24304410,24306319,24306654,24313813,24314463,24315714,24316417,24317660,24319246,24319559,24320243,24320245,24321407,24322093,24325745,24326275,24329500,24330759,24332130,24336181,24336857,24338517,24338986,24342531,24342635,24342803,24343551,24343585,24344000,24347975,24348672,24349213,24350039,24352351,24354343,24357967,24361571,24361625,24365472,24366072,24366609,24366638,24367424,24368187,24368896,24370938,24371510,24371608,24371654,24373751,24374744,24375690,24377183,24377185,24377455,24377457,24379401,24381528,24381550,24381877,24382241,24385354,24386413,24392413,24393448,24396638,24397234,24398050,24398698,24403813,24404778,24411087,24411165,24411611,24414410,24414753,24415058,24418787,24419778,24422563,24423604,24427992,24430509,24430684,24430963,24432459,24435502,24436351,24436353,24437079,24438865,24441306,24441308,24441539,24442073,24442665,24442667,24442689,24442691,24442775,24443055,24444480,24445846,24446654,24448851,24451856,24452194,24452871,24453422,24454580,24454582,24457540,24461898,24461900,24462041,24464287,24464289,24464291,24464293,24464630,24468954,24469271,24469756,24470333,24470445,24471064,24472406,24473836,24473875,24474585,24476100,24478217,24483052,24485026,24489732,24491820,24492571,24492634,24492990,24493315,24494850,24496609,24499247,24500326,24500661,24501554,24502557,24502925,24505923,24509623,24510011,24510013,24510015,24511230,24512073,24513451,24518100,24520528,24520714,24522678,24522680,24524306,24524698,24529131,24529277,24537621,24540045,24542804,24543259,24543469,24544863,24545282,24547303,24547476
ENST00000696626	1	24466531	24466790	ENSG00000120549	KIAA1217	23696886,23697166,23698689,23701068,23701424,23702872,23704127,23704372,23704622,23705464,23706180,23713459,23715261,23716098,23716100,23716750,23718207,23719786,23721957,23722803,23723509,23723511,23724146,23724477,23725714,23725716,23727889,23729086,23730257,23731300,23734431,23737257,23738981,23739284,23739471,23741628,23742194,23742196,23747122,23749552,23750531,23750564,23750888,23751172,23751359,23752608,23754231,23756101,23756964,23757662,23758267,23759842,23760122,23760301,23760303,23760305,23760307,23767312,23767719,23767851,23769066,23770759,23771725,23774571,23775026,23775287,23777708,23779663,23779665,23779960,23780315,23781440,23782411,23782573,23782575,23782679,23783275,23784266,23785559,23786440,23787704,23789805,23791991,23793124,23793651,23794667,23796136,23797871,23798886,23799086,23799450,23802947,23805884,23811953,23813791,23813793,23815005,23819052,23821196,23821418,23821420,23821937,23825050,23825419,23825790,23826806,23827802,23828785,23829572,23831536,23831940,23834317,23834319,23834321,23834732,23836433,23837452,23837958,23839517,23841447,23845203,23845712,23846558,23851255,23851478,23853325,23864682,23867316,23871884,23875865,23876059,23876664,23878622,23882336,23883052,23883550,23886670,23892588,23895684,23896323,23897383,23899286,23901779,23902059,23902518,23904490,23904607,23905256,23906648,23907449,23908759,23908761,23909465,23909759,23910442,23911519,23912020,23912375,23913487,23914283,23915581,23918480,23918482,23919215,23928432,23929225,23929365,23930981,23939340,23939342,23942800,23944714,23946232,23946234,23949964,23950592,23950594,23950596,23950598,23950600,23950608,23952993,23953645,23955301,23958886,23962481,23963581,23963583,23964700,23964895,23969415,23972304,23972649,23972873,23973900,23974140,23974493,23978966,23983072,23983756,23984455,23984807,23984889,23985758,23986446,23990243,23990609,23991038,23991226,23991463,23991766,23992552,23993700,23998381,23999157,24000630,24003114,24003116,24004682,24004684,24004750,24009558,24009607,24009609,24013135,24014234,24014454,24016072,24017377,24020241,24022218,24022220,24024212,24028338,24029186,24030717,24034896,24035951,24035953,24037052,24038093,24038160,24038347,24040045,24041926,24041928,24042092,24042901,24043577,24043643,24045054,24046476,24046684,24047226,24047228,24047230,24047497,24047590,24047678,24049773,24050971,24053081,24055135,24055553,24058106,24058207,24062380,24062604,24067636,24068123,24068125,24072456,24072926,24077021,24081097,24082557,24082711,24083340,24083751,24083830,24085839,24088134,24088760,24090311,24092595,24094116,24096674,24097045,24098000,24098561,24099426,24101424,24104569,24105122,24105838,24105840,24106941,24107127,24107350,24111156,24113375,24115739,24116394,24116471,24117929,24122043,24126526,24127138,24128128,24129927,24130354,24130702,24131468,24132025,24135630,24136664,24137098,24137840,24140638,24141006,24141597,24144007,24144309,24146219,24147969,24152079,24152185,24152517,24153769,24156954,24157229,24159028,24162265,24163628,24163759,24165141,24168361,24173208,24174136,24174415,24177047,24177474,24180431,24181050,24181493,24182566,24182915,24183607,24187531,24189504,24189889,24191517,24192696,24193656,24193858,24194728,24197875,24197884,24197918,24200047,24201586,24202809,24209682,24210101,24211524,24211526,24214012,24214014,24214111,24214292,24216357,24216359,24217108,24219644,24220903,24221094,24222351,24229138,24233470,24234534,24237077,24238517,24240284,24240990,24242178,24242556,24243300,24246372,24247046,24254019,24256836,24257770,24260178,24261804,24263061,24263289,24264316,24266223,24267845,24268228,24268751,24272848,24274329,24275325,24278125,24279953,24283199,24293015,24297298,24298185,24299925,24300521,24300712,24302665,24304144,24304410,24306319,24306654,24313813,24314463,24315714,24316417,24317660,24319246,24319559,24320243,24320245,24321407,24322093,24325745,24326275,24329500,24330759,24332130,24336181,24336857,24338517,24338986,24342531,24342635,24342803,24343551,24343585,24344000,24347975,24348672,24349213,24350039,24352351,24354343,24357967,24361571,24361625,24365472,24366072,24366609,24366638,24367424,24368187,24368896,24370938,24371510,24371608,24371654,24373751,24374744,24375690,24377183,24377185,24377455,24377457,24379401,24381528,24381550,24381877,24382241,24385354,24386413,24392413,24393448,24396638,24397234,24398050,24398698,24403813,24404778,24411087,24411165,24411611,24414410,24414753,24415058,24418787,24419778,24422563,24423604,24427992,24430509,24430684,24430963,24432459,24435502,24436351,24436353,24437079,24438865,24441306,24441308,24441539,24442073,24442665,24442667,24442689,24442691,24442775,24443055,24444480,24445846,24446654,24448851,24451856,24452194,24452871,24453422,24454580,24454582,24457540,24461898,24461900,24462041,24464287,24464289,24464291,24464293,24464630,24468954,24469271,24469756,24470333,24470445,24471064,24472406,24473836,24473875,24474585,24476100,24478217,24483052,24485026,24489732,24491820,24492571,24492634,24492990,24493315,24494850,24496609,24499247,24500326,24500661,24501554,24502557,24502925,24505923,24509623,24510011,24510013,24510015,24511230,24512073,24513451,24518100,24520528,24520714,24522678,24522680,24524306,24524698,24529131,24529277,24537621,24540045,24542804,24543259,24543469,24544863,24545282,24547303,24547476
ENST00000684514	1	37655100	37655412	ENSG00000120784	ZFP30	37617547,37617990,37620632,37621860,37624281,37627891,37637076,37638674,37640666,37645932,37648856,37649520,37649998,37650014,37654881,37654883,37657224,37661532,37662198,37664102,37672694,37678470,37678933,37680159,37687824,37690613,37690719
ENST00000396603	1	36210625	36210660	ENSG00000122705	CLTA	36194436,36194438,36194806,36197237,36202976,36209908,36211912,36214523,36215192,36217710,36218765,36219487,36220285,36222669,36223302,36229869,36230234,36232462,36233133,36234644,36234840,36234842,36234844,36242518,36244104,36246539,36247472,36251840,36252126,36252128,36263898,36267599,36268535,36270460,36270462,36272232,36274704,36276548,36279235,36282073,36285884,36286913,36291736,36291738,36291926,36292468,36292687,36293863,36299838,36304238,36304634
ENST00000680888	2	165892048;165936921	165894824;165937067	ENSG00000123607	TTC21B	165859700,165860390,165862386,165863885,165865897,165869036,165870663,165871302,165876688,165876857,165877377,165877770,165881740,165882758,165882818,165883405,165886480,165889124,165889708,165893374,165893667,165894439,165902067,165902432,165902703,165902755,165902757,165904442,165904444,165904446,165905125,165905465,165908882,165910481,165910766,165913798,165917596,165920336,165922777,165926243,165929315,165931914,165932896,165935372,165939425,165940575,165944651,165945611,165945967,165947262
