isoform_id	ATSS	ATSS_genomic_start	ATSS_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000401672	1	50343304;50372020;50393893;50406689;50414552;50416092;50418867;50419349	50343550;50372150;50394135;50406875;50414689;50416157;50418979;50419442	ENSG00000100239	PPP6R2	50347517,50348052,50349986,50350959,50352932,50357286,50361971,50362518,50363505,50364039,50365216,50365983,50366657,50368742,50368893,50372644,50378454,50379365,50382088,50391301,50392602,50394065,50398316,50399171,50399735,50402167,50403081,50404889,50408381,50408383,50408668,50413102,50417761,50417763,50419824,50419855,50420154,50423520,50423639,50424064,50426504,50431746,50440720,50442155
ENST00000380817	1	50475035;50483793	50475071;50483923	ENSG00000100241	SBF1	50446652,50451533,50454418,50459518,50461033,50461959,50463357,50464409,50465737,50472297,50474261,50478000,50483341
ENST00000690927	1	38755272;38755763	38755528;38755998	ENSG00000100242	SUN2	38736140,38736284,38736988,38737800,38739594,38741267,38741386,38742682,38743279,38743704,38746568,38747200,38747811,38748562,38748700,38750136,38750573,38751225,38751823,38757723,38758328,38759108,38761021,38761286,38761366,38761765,38761839,38762000,38762058,38762773,38767031,38768304,38774369,38774798,38777579,38777762,38784209,38785522,38786194,38787085,38788580,38790364,38790366,38793016
ENST00000281129	1	80941581	80941738	ENSG00000100629	CEP128	80477559,80480699,80482390,80482469,80482471,80484341,80485873,80486920,80488676,80490383,80491133,80492426,80494172,80495735,80496152,80498398,80505129,80505175,80512424,80515445,80516628,80516734,80517742,80523665,80527298,80528799,80529213,80533034,80533524,80533994,80533996,80534156,80535604,80537695,80538729,80540036,80540933,80543729,80543967,80544522,80545238,80546259,80549809,80553209,80553698,80554779,80556366,80556739,80558750,80559822,80565100,80566185,80568071,80568329,80568331,80568434,80575612,80577306,80581082,80581884,80584585,80589585,80589872,80595016,80595432,80596298,80596950,80596952,80600515,80602641,80603430,80605225,80607479,80609396,80610032,80610034,80610732,80611038,80615717,80617897,80618101,80621079,80623001,80623225,80628413,80630966,80631324,80631884,80632857,80633987,80636228,80642551,80646498,80647032,80649289,80653042,80653044,80653307,80654946,80657114,80657116,80659332,80659464,80660716,80667026,80668984,80669825,80672511,80672519,80675289,80677155,80679329,80679610,80680035,80680258,80680726,80687679,80687692,80687807,80689265,80691072,80692554,80692556,80694665,80694795,80698671,80699334,80701890,80702728,80703822,80704929,80705192,80705207,80705339,80708381,80711932,80714490,80715295,80716378,80716533,80717959,80719236,80726438,80727738,80728043,80729479,80729481,80729753,80731687,80732855,80733145,80733745,80737758,80747264,80749739,80749849,80754100,80754297,80755873,80761058,80763257,80763822,80764918,80765182,80766088,80766934,80772751,80774351,80775783,80780889,80782070,80782304,80784356,80786000,80789902,80793123,80797298,80797778,80799566,80805651,80808262,80808339,80808389,80808563,80808565,80808798,80810906,80811247,80811985,80812144,80813007,80817327,80818375,80819134,80821642,80822377,80826533,80830693,80831188,80834003,80834400,80837818,80837833,80839653,80847259,80849929,80849931,80850756,80851934,80852097,80852108,80859089,80859657,80862678,80865558,80866880,80867344,80867494,80869187,80872177,80872497,80873272,80874979,80876199,80878527,80880156,80881768,80883128,80886891,80890318,80890672,80890729,80890754,80891774,80893240,80896398,80902148,80904969,80905548,80905852,80906931,80910162,80915378,80916831,80917276,80919356,80919358,80919965,80920384,80923578,80923829,80924219,80926602,80926800,80927538,80927540,80930075,80930688,80931120,80934037,80943090,80944505,80951998,80953319,80954300,80956481,80957304,80957364,80958207,80959459
ENST00000645929	1	21456090	21456123	ENSG00000100888	CHD8	21386058,21387674,21391403,21391625,21393465,21393943,21394408,21394751,21394753,21399813,21404734,21408300,21415735,21419697,21421408,21423490,21425804,21429787,21431364,21431790,21436994,21441064,21441066,21447091,21448045
ENST00000358548	1	63865270	63865294	ENSG00000101150	TPD52L2	63869609,63871778,63873602,63873654,63882148,63888343,63890101,63890941,63891151
ENST00000348257	1	63865270	63865290	ENSG00000101150	TPD52L2	63869609,63871778,63873602,63873654,63882148,63888343,63890101,63890941,63891151
ENST00000266068	1	63626956	63627101	ENSG00000101216	GMEB2	63588422,63589045,63589516,63590782,63591172,63591184,63594667,63594893,63600387,63601023,63601241,63607120,63610688,63610955,63615451,63615471,63618371,63619039
ENST00000462630	1	2652593;2652842;2653279;2654414;2654749;2655325;2655595;2655934;2656401	2652663;2652931;2653393;2654575;2654947;2655512;2655746;2656214;2656549	ENSG00000101361	NOP56	2652992,2656264
ENST00000684915	1	2655726	2655919	ENSG00000101596	SMCHD1	2661094,2661224,2661306,2662855,2666372,2669215,2674500,2677771,2678992,2680229,2682991,2683067,2685925,2685927,2687031,2692482,2694310,2696427,2697893,2706489,2706879,2714316,2717303,2721026,2721683,2731867,2731869,2733032,2733202,2737326,2737580,2743277,2743602,2743620,2744184,2744640,2748262,2749269,2753091,2753098,2753124,2756739,2758388,2760053,2761044,2761046,2761177,2764782,2765896,2766418,2766420,2768074,2772633,2772901,2773449,2774335,2776366,2777048,2779683,2779685,2779687,2784845,2786890,2787830,2787832,2788224,2791896,2791898,2791900,2796725,2804415
ENST00000589866	1	13726660	13726729	ENSG00000101654	RNMT	13727525,13730864,13730920,13737229,13738605,13741361,13741363,13742408,13745605,13746038,13746481,13746875,13747930,13749703,13751659,13752383,13754781,13754882,13756061,13757343,13757678,13757680,13760154,13762142,13764059,13764475
ENST00000379059	1	24693873	24693947	ENSG00000101868	POLA1	24698798,24702119,24710373,24713109,24714522,24718696,24719119,24721781,24722159,24725753,24725755,24727409,24729647,24733168,24734100,24737503,24738361,24741018,24741593,24742053,24742835,24748177,24749199,24749863,24753876,24758457,24761612,24766954,24767430,24767455,24768406,24768847,24771956,24772871,24772873,24774142,24775479,24776270,24776312,24776314,24781989,24785781,24789189,24789976,24796660,24799874,24801177,24801227,24802427,24807074,24807797,24807881,24809584,24809687,24809689,24811434,24812415,24815501,24816265,24818008,24818010,24819765,24820164,24820906,24820908,24824437,24830331,24830500,24833358,24833953,24835919,24835981,24837414,24837672,24837860,24838674,24839556,24840961,24841557,24842436,24842694,24847575,24848915,24851953,24853447,24853449,24859560,24860284,24861739,24861741,24862260,24862847,24867151,24874436,24875902,24877330,24878405,24878407,24879569,24879847,24879954,24880913,24880915,24881528,24882386,24882817,24884744,24887086,24887441,24888096,24892287,24893308,24893453,24894350,24896365,24901993,24902039,24902041,24903169,24904451,24906196,24908537,24908539,24908700,24910567,24912096,24914600,24917160,24917406,24917408,24920641,24922407,24924504,24925506,24925626,24926265,24926267,24929313,24929690,24930632,24930697,24931052,24931172,24932870,24938721,24939501,24939567,24941386,24942110,24944119,24945225,24947769,24948938,24950468,24951994,24952005,24953328,24954544,24961017,24966587,24967529,24969383,24969451,24969912,24974463,24974569,24974699,24974701,24976695,24977495,24978788,24978994,24980446,24981949,24981951,24983826,24984979,24987494,24988584,24991273,24992354,24994089,24995461,24995463,24995465
ENST00000688971	1	123960519;123961706;124021367;124022531;124025840;124030961;124037527;124042569;124045164;124047354;124049005;124050186;124051121;124051315;124056128;124057866;124061224;124061771;124062902;124063116;124063848;124065876;124066175;124066356;124068564;124071149;124076332;124077957;124081380;124083421;124086547;124090575;124090854	123960866;123961856;124021431;124022671;124025918;124031125;124037623;124042645;124045368;124047505;124049078;124050309;124051219;124051394;124056235;124057977;124061341;124061874;124062994;124063548;124064051;124065946;124066262;124066436;124068656;124071323;124076471;124078058;124081528;124083549;124086770;124090764;124090964	ENSG00000101972	STAG2	123965564,123967589,123968045,123969031,123973191,123973712,123974723,123977063,123977987,123980740,123984362,123984364,123986108,123987393,123990229,123992216,123993809,123994570,123998986,123999392,123999812,124000544,124003066,124005308,124006313,124012306,124012842,124013304,124015529,124018790,124018792,124021838,124026514,124031326,124035041,124036529,124041442,124041444,124042113,124042679,124045121,124046570,124050299,124059185,124060492,124060792,124061233,124063935,124065997,124067413,124069908,124069952,124076526,124079075,124079077,124084999,124085226,124086754,124087039,124088553,124090471,124091509,124092442,124092642,124104653,124104877,124108298,124111662,124117162,124117533,124117631,124121635,124125126,124126184,124127694,124127754,124130000,124130514,124134920,124135996,124139646,124139876,124140124,124140126,124141195,124141226,124142029,124142551,124142553,124143992,124144593,124144842,124147678,124148126,124148898,124154424,124155045,124157879,124158505,124158874,124162105,124162107,124163381,124164036,124164038,124165848,124167444,124167885,124172352,124176769,124178460,124179641,124184543,124185497,124186055,124187505,124187938,124187940,124188800,124189230,124190755,124191137,124194090,124198781,124199636,124199638,124200975,124200977,124200979,124201312,124202847,124203801,124205055,124205860,124212243,124212358,124212682,124212976,124214427,124216052,124216176,124219419,124229331,124230466,124240062,124241587,124243422,124244372,124247619,124253300,124253912,124256332,124256805,124259215,124262960,124264343,124273155,124275121,124279206,124287057,124289759,124290332,124291120,124293058,124293393,124293395,124293397,124293399,124293792,124293983,124294227,124296536,124299048,124299050,124299372,124299618,124299878,124299880,124301039,124301406,124301555,124306145,124307682,124308657,124308773,124309259,124310483,124310992,124312322,124315454,124315975,124321456,124326370,124327063,124327065,124327067,124331701,124331703,124333565,124336125,124336210,124337924,124339978,124340186,124342620,124343421,124344647,124349510,124351253,124355755,124356145,124360310,124361056,124361230,124363762,124365198,124373060,124374482,124376027,124380241,124383462,124384755,124385713,124389175,124394860,124394946,124395598,124395600,124398861,124401124,124408515,124408911,124409135,124411023,124411986,124411988,124412227,124412255,124413888,124420216
ENST00000371121	1	129523490	129523500	ENSG00000102038	SMARCA1	129449116,129449535,129449537,129449943,129454694,129455147,129455371,129460190,129462671,129463291,129464479,129469184,129471740,129473995,129473997,129474477,129476162,129476164,129477025,129477421,129478882,129481535,129481873,129485316,129486881,129488466,129491442,129495008,129495500,129496807,129499507,129500312,129500867,129504734,129505964,129506133,129507698,129508521,129509567,129511354,129514445,129514551,129516250,129517869,129519217,129522178
ENST00000371123	1	129523485	129523500	ENSG00000102038	SMARCA1	129449116,129449535,129449537,129449943,129454694,129455147,129455371,129460190,129462671,129463291,129464479,129469184,129471740,129473995,129473997,129474477,129476162,129476164,129477025,129477421,129478882,129481535,129481873,129485316,129486881,129488466,129491442,129495008,129495500,129496807,129499507,129500312,129500867,129504734,129505964,129506133,129507698,129508521,129509567,129511354,129514445,129514551,129516250,129517869,129519217,129522178
ENST00000684633	1	154379295	154379509	ENSG00000102119	EMD	154380754,154381167,154381420
ENST00000349945	1	69565094	69565966	ENSG00000102908	NFAT5	69568188,69571563,69575556,69579804,69582133,69582570,69583542,69584473,69585363,69588931,69590088,69591402,69594172,69599231,69601172,69602890,69603888,69608289,69610826,69616395,69623652,69632307,69633591,69636123,69636330,69637908,69639912,69640849,69642939,69644832,69644931,69645244,69652106,69654848,69655589,69658253,69658351,69660008,69663228,69666864,69669033,69671906,69672746,69673593,69677624,69678220,69678654,69679080,69682488,69682735,69685913,69686391,69687525,69688951,69693599,69693851,69695851,69700697,69701680
ENST00000401874	1	2047977	2047989	ENSG00000103197	TSC2	2052454,2054572,2055985,2057641,2058269,2061545,2063369,2063873,2066014,2069462,2070848,2071688,2074412,2074875,2077403,2077793,2077807,2078714,2078944,2079571,2080975,2083003,2083486,2086372
ENST00000560891	1	51622771	51622833	ENSG00000104093	DMXL2	51449099,51449856,51450015,51450835,51453733,51454048,51454637,51457040,51459695,51459697,51462861,51467311,51470712,51471158,51472443,51480683,51480850,51481940,51482451,51483435,51484113,51485457,51490246,51491095,51491812,51496443,51496445,51498359,51498691,51499416,51499914,51499916,51503796,51503973,51504085,51505897,51507343,51507795,51507883,51508287,51510989,51511732,51511957,51512151,51516835,51519261,51519263,51524887,51526486,51532294,51532609,51533134,51533136,51539912,51540332,51540729,51540746,51542382,51542411,51545292,51545507,51545840,51548031,51548897,51549421,51549423,51550576,51553778,51558625,51559589,51560845,51561501,51566832,51566834,51571047,51573388,51573937,51576378,51576610,51576684,51579413,51583592,51587634,51589202,51589879,51596613,51597096,51597365,51597628,51597630,51597760,51599570,51608292,51608294,51610946,51612722,51614138,51615355,51619575
ENST00000595016	1	50203628;50210363;50217615;50223083;50223247;50225585;50226903;50230525;50231930;50244242;50247004;50248987;50249650;50250515;50252639;50257299;50259144;50260646;50261475;50263312;50266877;50268161;50271409;50271849;50272560;50275991;50276757;50278083;50280037;50280231;50281594	50203671;50210770;50217771;50223110;50223349;50225677;50226966;50230623;50232070;50244337;50247122;50249139;50249823;50250688;50252753;50257486;50259265;50260715;50261635;50263420;50267008;50268367;50271546;50271972;50272731;50276203;50276901;50278289;50280141;50280383;50281842	ENSG00000105357	MYH14	50190344,50190736,50190738,50196022,50196826,50197269,50197537,50198909,50201459,50202199,50203049,50210972,50212783,50213794,50214148,50214873,50216744,50218658,50220707,50223800,50224237,50225559,50227101,50228780,50229278,50229294,50229730,50229772,50229863,50234619,50234830,50237111,50246793,50248181,50248309,50253311,50253906,50255149,50255514,50257651,50258012,50259553,50259571,50260764,50260778,50260790,50260792,50260804,50260830,50260832,50260856,50260858,50260870,50260884,50260898,50264865,50268379,50272532,50273504,50273996,50278091,50283940,50286123,50286746,50286748,50286807,50287870,50287872,50289437,50294598,50297130,50297971,50298415,50300143,50304131,50305491,50306457,50306581,50306598,50306884,50306977
ENST00000433216	1	27739373	27739550	ENSG00000106052	TAX1BP1	27747820,27748414,27749077,27751406,27753168,27756904,27757564,27760315,27762728,27768267,27769095,27771866,27773364,27775581,27777178,27779765,27781255,27783081,27787249,27789501,27790835,27793940,27794610,27796520,27799439,27802892,27805067,27809601,27809603,27811673,27817135,27821986,27822473,27825043,27826960,27828064,27828928,27829346,27830462,27830892,27832682,27834792,27838385,27839654,27840679,27840758
ENST00000447574	1	76302673	76302688	ENSG00000106211	NA	NA
ENST00000374707	1	105448034;105461520;105464236;105468193;105471904;105479354;105484381	105448235;105461615;105464331;105468324;105472005;105479376;105484502	ENSG00000106701	FSD1L	105449333,105451377,105452879,105453520,105453532,105454327,105458435,105458576,105462667,105472889,105473394,105476991,105477092,105477094,105477096,105477098,105478615,105479278,105479301,105483098,105485314,105486794,105487945,105489222,105489370,105489970,105495001,105499003,105499147,105501076,105501078,105501567,105502020,105502778,105503024,105504667,105511386,105511531,105512560,105514123,105517922,105521597,105523692,105526619,105526621,105527573,105529316,105530654,105532172,105534263,105535729,105536781,105537646,105539184,105541021,105543898,105548498,105549227,105550546,105551681,105551805,105551848
ENST00000374088	1	114394357	114394405	ENSG00000106948	AKNA	114335639,114336759,114339452,114339721,114341401,114342188,114342885,114342887,114345251,114351422,114352271,114355667,114355889,114356406,114356408,114357552,114357554,114357556,114357771,114359390,114360921,114362653,114365377,114366817,114368753,114378740,114378775,114378794,114379111,114380019,114382027,114383624,114384814,114386456,114390252,114391961,114392374
ENST00000372195	1	131740074	131740076	ENSG00000107263	RAPGEF1	131578102,131578944,131583307,131584598,131590086,131592350,131594422,131595960,131597880,131601299,131601775,131602531,131603592,131603932,131604503,131606768,131608467,131609438,131609517,131611149,131612668,131613008,131614008,131614664,131616423,131619384,131621210,131621983,131622912,131623840,131624494,131624703,131627825,131628523,131630486,131631540,131633149,131634121,131635356,131637657,131639954,131642797,131644082,131647495,131650406,131655692,131656750,131657288,131658297,131660503,131661269,131661289,131661291,131663253,131667523,131669662,131671920,131671922,131673975,131677311,131677313,131683099,131689345,131693169,131694294,131695031,131695141,131695178,131695759,131698152,131698369,131703135,131703329,131703499,131704548,131708179,131711195,131715225,131717255,131717641,131718790,131719643,131726416,131727107,131727832,131728531,131728533,131729436,131731039,131732429,131735241,131736539
ENST00000369075	1	119892707	119892730	ENSG00000107651	SEC23IP	119897480,119899938,119902549,119911620,119914766,119917976,119917978,119920737,119921534,119921536,119924922,119932692,119938412,119940522,119944357
ENST00000700531	1	5419561	5419695	ENSG00000108559	NUP88	5362809,5363156,5364600,5366724,5367956,5368156,5368225,5368227,5369845,5370178,5371629,5373402,5377990,5378127,5379033,5379071,5379400,5379944,5380848,5385377,5385379,5386603,5389090,5392204,5397608,5400364,5404277,5404838,5405202,5405286,5414069
ENST00000377184	1	43904430;43907474	43904493;43907536	ENSG00000108852	MPP2	43876718,43878223,43880373,43881415,43882424,43882457,43883513,43886259,43886445,43886745,43887044,43887046,43887236,43887246,43887425,43887989,43888566,43889506,43889957,43893374,43893376,43894485,43895782,43896197,43897992,43898374,43902749,43902922,43904157,43905045,43906668
ENST00000674976	1	153152281;153153023	153152617;153153270	ENSG00000109654	TRIM2	153152709,153152799,153154077,153160739,153161362,153161364,153161366,153162626,153164312,153167099,153168376,153172907,153175498,153178288,153178665,153180371,153182038,153183239,153184053,153185461,153187685,153196305,153196751,153201108,153205019,153207034,153207522,153209966,153210555,153210937,153210954,153211630,153212302,153212871,153213015,153213303,153213672,153215348,153218043,153218352,153218578,153219237,153223313,153223603,153227495,153230325,153230637,153232602,153233917,153234456,153234859,153236256,153236297,153236971,153237204,153238719,153239595,153239806,153240695,153245731,153245831,153247728,153250079,153256814,153257538,153257602,153257632,153257950,153258240,153258786,153261105,153261113,153262106,153264968,153265686,153268258,153269038,153272116,153272118,153277815,153278258,153281528,153282042,153283781,153284014,153286928,153293635,153294863,153298198,153298878,153301701,153301711,153302731,153303575,153304681,153306291,153309496,153309588,153311384,153311964,153311991,153312749,153313207,153318131,153318417,153318419,153320353,153320548,153321114,153322325,153322872,153324809,153327993,153331057,153331059,153332856,153338111,153338448,153339273
ENST00000392580	1	134411918	134412242	ENSG00000109956	B3GAT1	134378800,134379550,134380120,134382328,134382356,134382366,134382390,134382406,134382452,134383795,134384943,134386302,134386351,134386396,134386737,134388528,134389592,134389594,134390281,134390643,134393082,134393320,134394317,134394536,134395128,134396435,134396437,134398164,134398176,134399113,134401937,134403733,134404596,134405691,134406000,134406662,134409330,134410899,134410980,134411044
ENST00000612048	1	6828407	6828938	ENSG00000110811	P3H3	6829915,6830885,6831603,6838675,6838677
ENST00000370455	1	70667776	70667883	ENSG00000112305	SMAP1	70671675,70673848,70678433,70679426,70679428,70679430,70681445,70687578,70687826,70688054,70688350,70690451,70697069,70697071,70700729,70701502,70702574,70703729,70707845,70710359,70714073,70714463,70716180,70716182,70716349,70718140,70719033,70720213,70723462,70723758,70729994,70729996,70730631,70733655,70737801,70741379,70741453,70741709,70743828,70744221,70744638,70748464,70752118,70752883,70754980,70754982,70758062,70759470,70760887,70760899,70763072,70763385,70764055,70767515,70769649,70773483,70774080,70774881,70777590,70778539,70779623,70781848,70784564,70786037,70790285,70790946,70794333,70795123,70797754,70800983,70801496,70805308,70807681,70821214,70822055,70822057,70823807,70823809,70824666,70824704,70827492,70828914,70829453,70831328,70832470,70834683,70840085,70844344,70847304,70847794,70847928,70847930,70849626,70849853,70851638,70851640,70855976,70857323,70861440
ENST00000427704	1	143536845	143537207	ENSG00000112419	PHACTR2	143538470,143539494,143543186,143544666,143544801,143549413,143553103,143553437,143555440,143558900,143559855,143564513,143565151,143566662,143570210,143570725,143573352,143579048,143581591,143583002,143586114,143586649,143590332,143592032,143592034,143592336,143594323,143597372,143598037,143603013,143608182,143609495,143610611,143611656,143612641,143612649,143614862,143616811,143618687,143619185,143619566,143619698,143620629,143620800,143621497,143622507,143623443,143625024,143628261,143630924,143635266,143636277,143636665,143638413,143641651,143641978,143641980,143642531,143646561,143649027,143651382,143651384,143653489,143657129,143657131,143657312,143658441,143659462,143661249,143661302,143661700,143663178,143664746,143666343,143669494,143687889,143688246,143691910,143695251,143698814,143699053,143699218,143700423,143701161,143706387,143706452,143706482,143708520,143710021,143710023,143714745,143715444,143719494,143719956,143720501,143721522,143722848,143725932,143727423,143729546,143730599,143733034,143738624,143743121,143744639,143745593,143747334,143747366,143747652,143747881,143754752,143756031,143757489,143757946,143757948,143759665,143761343,143773521,143773943,143774352,143775538,143776882,143776956,143780809,143782761,143783842,143785488,143788458,143794652,143796876,143800592,143803029,143805347,143805349,143805351,143809687,143810704,143812922,143814528,143815760,143820478,143821859,143823618,143823620,143824340,143824408,143824712,143825536,143828779,143829276,143829539
ENST00000252050	1	43182184	43182196	ENSG00000112659	CUL9	43183267,43184191,43184823,43185578,43188925,43190099,43193158,43193160,43193752,43194923,43198291,43198877,43200811,43203405,43203834,43204489,43205858,43208560,43208734,43212898,43213242,43213538,43214115,43214878,43216483,43216485,43217089,43217622,43217642,43217908
ENST00000672860	1	43770184	43770211	ENSG00000112715	VEGFA	43777462,43777659,43779373,43781884,43782538,43783073
ENST00000369754	1	81752708	81752774	ENSG00000112773	TENT5A	81492888,81494598,81497611,81497613,81497721,81498174,81499605,81501868,81503972,81503996,81505935,81506130,81506354,81510009,81510638,81510810,81512267,81514251,81517252,81517702,81521197,81526447,81526627,81527508,81529757,81537876,81543995,81545000,81545316,81545465,81547078,81548251,81548314,81548316,81548923,81549574,81552818,81553179,81555943,81555962,81556828,81557480,81557543,81557545,81558768,81559175,81560241,81561262,81565386,81566427,81568323,81572164,81576079,81576678,81576837,81584226,81586791,81587076,81587709,81588273,81590325,81593512,81593835,81595520,81598275,81598898,81599541,81600828,81600830,81600979,81602799,81606096,81608959,81611478,81611917,81614942,81618096,81619034,81619435,81619863,81621214,81622025,81622292,81623256,81624498,81624756,81626864,81630692,81631408,81640417,81644273,81646053,81646274,81647070,81651383,81652361,81652363,81652365,81657585,81658784,81660687,81661891,81662205,81662729,81663435,81666354,81667001,81670072,81670315,81671065,81671409,81672773,81675276,81677417,81677419,81678027,81678029,81680330,81680332,81680340,81682597,81683224,81683845,81684562,81685550,81688457,81688459,81690773,81690775,81692199,81696485,81696792,81697132,81697604,81698715,81702017,81705002,81705393,81706184,81709625,81710566,81711458,81711460,81712058,81714094,81717167,81721783,81723016,81726287,81726302,81726620,81728036,81729011,81731922,81732545,81733897,81736485,81736487,81736519,81736888,81739411,81739551,81740012,81740283,81743178,81744066,81744957
ENST00000619087	1	139539636	139539742	ENSG00000114115	RBP1	139520291,139521063,139522145,139522408,139524950,139527479,139529253,139531953,139534236,139535566,139536335,139536465,139537239,139538781
ENST00000483068	1	154121390;154121942;154124410;154129574;154149389;154152772;154187685;154191289;154194644;154217869	154121519;154123075;154124449;154129719;154149445;154152932;154187837;154191418;154194718;154217958	ENSG00000114790	ARHGEF26	154123723,154126255,154126790,154127419,154128589,154129062,154131427,154134892,154135001,154135891,154140182,154144376,154146584,154148688,154149486,154150452,154151217,154158170,154158280,154158470,154159616,154160446,154160871,154161657,154162566,154162581,154163908,154165467,154165700,154168050,154169356,154175006,154177062,154177307,154177408,154179193,154179228,154180454,154180994,154182312,154184850,154185979,154189482,154189685,154191382,154193308,154197641,154197643,154198988,154199412,154201350,154201469,154207473,154207788,154211761,154211919,154214070,154215124,154218678,154218763,154219041,154219051,154219053,154219055,154228654,154228756,154229090,154233724,154235092,154236458,154237410,154238060,154238890,154239937,154240072,154242694,154249328,154249429,154249431,154249562,154254372,154254495,154257552
ENST00000679348	1	231464494	231464518	ENSG00000115053	NCL	231459316,231462126,231462542,231467311,231472556,231472558,231472767,231479838
ENST00000684104	1	157774088;157778131;157780337;157799427;157818385;157875796	157774187;157778342;157780600;157799500;157818559;157876330	ENSG00000115170	ACVR1	157738138,157738764,157739361,157742054,157742725,157742845,157742967,157745240,157748946,157751705,157751707,157753126,157753967,157758145,157758442,157759789,157761062,157761788,157761790,157762775,157765813,157767374,157768908,157770597,157770599,157771107,157771342,157772372,157772625,157774253,157774255,157776012,157776014,157777055,157779074,157782241,157782243,157783926,157783928,157783930,157785002,157785958,157786219,157791343,157791735,157794472,157794698,157801889,157802972,157812483,157813237,157813618,157815218,157815233,157817456,157819226,157820645,157820797,157821857,157824713,157834625,157836101,157836103,157836105,157838749,157838896,157839315,157839685,157839964,157842531,157844088,157845735,157846987,157847170,157847796,157848368,157848551,157852366,157854907,157856651,157862110,157863565,157864002,157869574,157874427,157874966
ENST00000535453	1	1450121	1450338	ENSG00000115266	APC2	1448216,1451075,1456549,1457464,1460804,1462262,1464616,1464995,1469097,1471892
ENST00000337526	1	55050451	55050598	ENSG00000115310	RTN4	54973014,54976515,54979349,54982101,54984839,54985304,54987396,54987463,54988353,54992363,54992365,54992406,54995214,54995521,54995821,54995898,54999352,55005852,55009523,55013499,55019047,55019373,55022945,55023788,55026003,55027682,55031491,55031975,55032001,55033440,55035307,55036193,55039260,55044707,55051569,55054065,55054426,55057076,55057078,55057851,55057853,55057855,55060594,55061434,55064973,55065723,55065765,55066254,55066931,55067286,55067878,55068301,55068912,55069466,55074223,55076544,55076950,55081731,55087260,55087262,55087442,55088053,55088055,55089633,55093308,55095016,55096343,55099149,55101607,55101770,55102647,55107829,55109263,55111232
ENST00000398219	1	54200167;54205018;54205295	54200589;54205201;54205410	ENSG00000116221	MRPL37	54184543,54185685,54186698,54188509,54188511,54189051,54189983,54193562,54193564,54197252,54197549,54198257,54202995,54203911,54207696,54208070,54208139,54211431,54212935,54214051,54214905,54217575,54218233,54218896,54218914,54221359,54221629,54221658
ENST00000635123	1	62688264	62688386	ENSG00000116641	DOCK7	62460304,62460306,62460308,62462273,62465025,62467217,62474559,62475311,62478848,62479567,62482821,62485296,62485930,62487196,62496918,62502608,62507653,62507655,62508320,62511310,62512353,62512355,62512357,62514131,62515276,62517463,62519226,62520795,62524396,62524398,62524467,62525712,62527406,62527838,62529001,62529576,62529578,62533861,62538662,62539225,62541416,62543059,62543061,62544040,62544317,62544790,62545088,62548565,62552714,62571594,62571596,62571947,62573123,62575629,62577595,62584055,62588366,62590713,62591158,62591264,62591634,62591636,62592118,62595797,62604516,62605808,62610926,62611274,62613743,62614591,62614674,62617292,62618136,62624280,62625620,62628157,62630304,62630351,62630570,62630638,62637611,62641695,62642253,62643197,62644446,62645441,62646015,62648323,62650987,62651697,62652232,62655270,62658821,62665131,62674786,62675148,62675150,62675152,62676287,62681077,62681628,62685839
ENST00000347615	1	183472478	183472502	ENSG00000116698	SMG7	183473059,183475140,183477717,183479498,183485153,183485781,183491454,183491484,183491490,183491512,183492416,183495964,183496910,183499034,183501428,183506003,183506012,183506490,183513059,183513898,183515096,183517507,183517892,183518092,183521489,183524228,183526476,183527697,183528000,183531554,183535160,183535827,183538203,183539936,183540644,183543295,183544671,183552226,183553947,183554748,183557497,183560613,183560615,183563420,183563827,183564515,183565882,183571961,183572329,183572471,183573958,183577271,183577352,183580249,183580251,183580637,183583766,183585304,183588343,183590192,183592089,183593122,183593124,183594745,183595410,183597706
ENST00000545882	1	94926838	94927223	ENSG00000117519	CNN3	94901608,94901797,94903914,94904615,94905376,94905794,94907162,94909190,94910527,94910789,94911170,94912540,94915262,94916737,94917886,94918993,94918995
ENST00000367005	1	211259279	211259726	ENSG00000117625	RCOR3	211262809,211265372,211269465,211269861,211271782,211277392,211282354,211284662,211295838,211296873,211300858,211301827,211302077,211302788,211303456,211303905,211305984,211306190,211312649,211315817
ENST00000419091	1	211259279	211259366	ENSG00000117625	RCOR3	211262809,211265372,211269465,211269861,211271782,211277392,211282354,211284662,211295838,211296873,211300858,211301827,211302077,211302788,211303456,211303905,211305984,211306190,211312649,211315817
