isoform_id	ATTS	ATTS_genomic_start	ATTS_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000401672	1	50444390	50445090	ENSG00000100239	PPP6R2	50347517,50348052,50349986,50350959,50352932,50357286,50361971,50362518,50363505,50364039,50365216,50365983,50366657,50368742,50368893,50372644,50378454,50379365,50382088,50391301,50392602,50394065,50398316,50399171,50399735,50402167,50403081,50404889,50408381,50408383,50408668,50413102,50417761,50417763,50419824,50419855,50420154,50423520,50423639,50424064,50426504,50431746,50440720,50442155
ENST00000380817	1	50443219	50445000	ENSG00000100241	SBF1	50446652,50451533,50454418,50459518,50461033,50461959,50463357,50464409,50465737,50472297,50474261,50478000,50483341
ENST00000555265	1	80496474	80496479	ENSG00000100629	CEP128	80477559,80480699,80482390,80482469,80482471,80484341,80485873,80486920,80488676,80490383,80491133,80492426,80494172,80495735,80496152,80498398,80505129,80505175,80512424,80515445,80516628,80516734,80517742,80523665,80527298,80528799,80529213,80533034,80533524,80533994,80533996,80534156,80535604,80537695,80538729,80540036,80540933,80543729,80543967,80544522,80545238,80546259,80549809,80553209,80553698,80554779,80556366,80556739,80558750,80559822,80565100,80566185,80568071,80568329,80568331,80568434,80575612,80577306,80581082,80581884,80584585,80589585,80589872,80595016,80595432,80596298,80596950,80596952,80600515,80602641,80603430,80605225,80607479,80609396,80610032,80610034,80610732,80611038,80615717,80617897,80618101,80621079,80623001,80623225,80628413,80630966,80631324,80631884,80632857,80633987,80636228,80642551,80646498,80647032,80649289,80653042,80653044,80653307,80654946,80657114,80657116,80659332,80659464,80660716,80667026,80668984,80669825,80672511,80672519,80675289,80677155,80679329,80679610,80680035,80680258,80680726,80687679,80687692,80687807,80689265,80691072,80692554,80692556,80694665,80694795,80698671,80699334,80701890,80702728,80703822,80704929,80705192,80705207,80705339,80708381,80711932,80714490,80715295,80716378,80716533,80717959,80719236,80726438,80727738,80728043,80729479,80729481,80729753,80731687,80732855,80733145,80733745,80737758,80747264,80749739,80749849,80754100,80754297,80755873,80761058,80763257,80763822,80764918,80765182,80766088,80766934,80772751,80774351,80775783,80780889,80782070,80782304,80784356,80786000,80789902,80793123,80797298,80797778,80799566,80805651,80808262,80808339,80808389,80808563,80808565,80808798,80810906,80811247,80811985,80812144,80813007,80817327,80818375,80819134,80821642,80822377,80826533,80830693,80831188,80834003,80834400,80837818,80837833,80839653,80847259,80849929,80849931,80850756,80851934,80852097,80852108,80859089,80859657,80862678,80865558,80866880,80867344,80867494,80869187,80872177,80872497,80873272,80874979,80876199,80878527,80880156,80881768,80883128,80886891,80890318,80890672,80890729,80890754,80891774,80893240,80896398,80902148,80904969,80905548,80905852,80906931,80910162,80915378,80916831,80917276,80919356,80919358,80919965,80920384,80923578,80923829,80924219,80926602,80926800,80927538,80927540,80930075,80930688,80931120,80934037,80943090,80944505,80951998,80953319,80954300,80956481,80957304,80957364,80958207,80959459
ENST00000645929	1	21385194	21385201	ENSG00000100888	CHD8	21386058,21387674,21391403,21391625,21393465,21393943,21394408,21394751,21394753,21399813,21404734,21408300,21415735,21419697,21421408,21423490,21425804,21429787,21431364,21431790,21436994,21441064,21441066,21447091,21448045
ENST00000673732	1	50888916	50888918	ENSG00000101126	ADNP	50889414,50890599,50891446,50891448,50891655,50898737,50902784,50903262,50904948,50908041,50909019,50911181,50914059,50914692,50917135,50919338,50921285,50924839,50930335,50930337
ENST00000684915	1	2707563;2707807;2718158;2718315;2722519;2724899;2726452;2728457;2729275;2732265;2736465;2739432;2740703;2743761;2747522;2750043;2750350;2751278;2752488;2760652;2762105;2763637;2764034;2769694;2769989;2771533;2772250;2775734;2777806;2778169;2784450;2795949;2796407;2802528	2707645;2707920;2718235;2718434;2722663;2724995;2726524;2728596;2729409;2732492;2738545;2739520;2740821;2743928;2747647;2750122;2750507;2751393;2754748;2760739;2762236;2763789;2764106;2769820;2770108;2771618;2772372;2775924;2777915;2778239;2784621;2796107;2796521;2805017	ENSG00000101596	SMCHD1	2661094,2661224,2661306,2662855,2666372,2669215,2674500,2677771,2678992,2680229,2682991,2683067,2685925,2685927,2687031,2692482,2694310,2696427,2697893,2706489,2706879,2714316,2717303,2721026,2721683,2731867,2731869,2733032,2733202,2737326,2737580,2743277,2743602,2743620,2744184,2744640,2748262,2749269,2753091,2753098,2753124,2756739,2758388,2760053,2761044,2761046,2761177,2764782,2765896,2766418,2766420,2768074,2772633,2772901,2773449,2774335,2776366,2777048,2779683,2779685,2779687,2784845,2786890,2787830,2787832,2788224,2791896,2791898,2791900,2796725,2804415
ENST00000589866	1	13760067;13762039	13760285;13764556	ENSG00000101654	RNMT	13727525,13730864,13730920,13737229,13738605,13741361,13741363,13742408,13745605,13746038,13746481,13746875,13747930,13749703,13751659,13752383,13754781,13754882,13756061,13757343,13757678,13757680,13760154,13762142,13764059,13764475
ENST00000688971	1	124102497	124102656	ENSG00000101972	STAG2	123965564,123967589,123968045,123969031,123973191,123973712,123974723,123977063,123977987,123980740,123984362,123984364,123986108,123987393,123990229,123992216,123993809,123994570,123998986,123999392,123999812,124000544,124003066,124005308,124006313,124012306,124012842,124013304,124015529,124018790,124018792,124021838,124026514,124031326,124035041,124036529,124041442,124041444,124042113,124042679,124045121,124046570,124050299,124059185,124060492,124060792,124061233,124063935,124065997,124067413,124069908,124069952,124076526,124079075,124079077,124084999,124085226,124086754,124087039,124088553,124090471,124091509,124092442,124092642,124104653,124104877,124108298,124111662,124117162,124117533,124117631,124121635,124125126,124126184,124127694,124127754,124130000,124130514,124134920,124135996,124139646,124139876,124140124,124140126,124141195,124141226,124142029,124142551,124142553,124143992,124144593,124144842,124147678,124148126,124148898,124154424,124155045,124157879,124158505,124158874,124162105,124162107,124163381,124164036,124164038,124165848,124167444,124167885,124172352,124176769,124178460,124179641,124184543,124185497,124186055,124187505,124187938,124187940,124188800,124189230,124190755,124191137,124194090,124198781,124199636,124199638,124200975,124200977,124200979,124201312,124202847,124203801,124205055,124205860,124212243,124212358,124212682,124212976,124214427,124216052,124216176,124219419,124229331,124230466,124240062,124241587,124243422,124244372,124247619,124253300,124253912,124256332,124256805,124259215,124262960,124264343,124273155,124275121,124279206,124287057,124289759,124290332,124291120,124293058,124293393,124293395,124293397,124293399,124293792,124293983,124294227,124296536,124299048,124299050,124299372,124299618,124299878,124299880,124301039,124301406,124301555,124306145,124307682,124308657,124308773,124309259,124310483,124310992,124312322,124315454,124315975,124321456,124326370,124327063,124327065,124327067,124331701,124331703,124333565,124336125,124336210,124337924,124339978,124340186,124342620,124343421,124344647,124349510,124351253,124355755,124356145,124360310,124361056,124361230,124363762,124365198,124373060,124374482,124376027,124380241,124383462,124384755,124385713,124389175,124394860,124394946,124395598,124395600,124398861,124401124,124408515,124408911,124409135,124411023,124411986,124411988,124412227,124412255,124413888,124420216
ENST00000371121	1	129446505	129446506	ENSG00000102038	SMARCA1	129449116,129449535,129449537,129449943,129454694,129455147,129455371,129460190,129462671,129463291,129464479,129469184,129471740,129473995,129473997,129474477,129476162,129476164,129477025,129477421,129478882,129481535,129481873,129485316,129486881,129488466,129491442,129495008,129495500,129496807,129499507,129500312,129500867,129504734,129505964,129506133,129507698,129508521,129509567,129511354,129514445,129514551,129516250,129517869,129519217,129522178
ENST00000371123	1	129446505	129446506	ENSG00000102038	SMARCA1	129449116,129449535,129449537,129449943,129454694,129455147,129455371,129460190,129462671,129463291,129464479,129469184,129471740,129473995,129473997,129474477,129476162,129476164,129477025,129477421,129478882,129481535,129481873,129485316,129486881,129488466,129491442,129495008,129495500,129496807,129499507,129500312,129500867,129504734,129505964,129506133,129507698,129508521,129509567,129511354,129514445,129514551,129516250,129517869,129519217,129522178
ENST00000369842	1	154381523	154381574	ENSG00000102119	EMD	154380754,154381167,154381420
ENST00000349945	1	69704654	69704666	ENSG00000102908	NFAT5	69568188,69571563,69575556,69579804,69582133,69582570,69583542,69584473,69585363,69588931,69590088,69591402,69594172,69599231,69601172,69602890,69603888,69608289,69610826,69616395,69623652,69632307,69633591,69636123,69636330,69637908,69639912,69640849,69642939,69644832,69644931,69645244,69652106,69654848,69655589,69658253,69658351,69660008,69663228,69666864,69669033,69671906,69672746,69673593,69677624,69678220,69678654,69679080,69682488,69682735,69685913,69686391,69687525,69688951,69693599,69693851,69695851,69700697,69701680
ENST00000401874	1	2088718	2089491	ENSG00000103197	TSC2	2052454,2054572,2055985,2057641,2058269,2061545,2063369,2063873,2066014,2069462,2070848,2071688,2074412,2074875,2077403,2077793,2077807,2078714,2078944,2079571,2080975,2083003,2083486,2086372
ENST00000560891	1	51447711	51447791	ENSG00000104093	DMXL2	51449099,51449856,51450015,51450835,51453733,51454048,51454637,51457040,51459695,51459697,51462861,51467311,51470712,51471158,51472443,51480683,51480850,51481940,51482451,51483435,51484113,51485457,51490246,51491095,51491812,51496443,51496445,51498359,51498691,51499416,51499914,51499916,51503796,51503973,51504085,51505897,51507343,51507795,51507883,51508287,51510989,51511732,51511957,51512151,51516835,51519261,51519263,51524887,51526486,51532294,51532609,51533134,51533136,51539912,51540332,51540729,51540746,51542382,51542411,51545292,51545507,51545840,51548031,51548897,51549421,51549423,51550576,51553778,51558625,51559589,51560845,51561501,51566832,51566834,51571047,51573388,51573937,51576378,51576610,51576684,51579413,51583592,51587634,51589202,51589879,51596613,51597096,51597365,51597628,51597630,51597760,51599570,51608292,51608294,51610946,51612722,51614138,51615355,51619575
ENST00000595016	1	50310539	50310542	ENSG00000105357	MYH14	50190344,50190736,50190738,50196022,50196826,50197269,50197537,50198909,50201459,50202199,50203049,50210972,50212783,50213794,50214148,50214873,50216744,50218658,50220707,50223800,50224237,50225559,50227101,50228780,50229278,50229294,50229730,50229772,50229863,50234619,50234830,50237111,50246793,50248181,50248309,50253311,50253906,50255149,50255514,50257651,50258012,50259553,50259571,50260764,50260778,50260790,50260792,50260804,50260830,50260832,50260856,50260858,50260870,50260884,50260898,50264865,50268379,50272532,50273504,50273996,50278091,50283940,50286123,50286746,50286748,50286807,50287870,50287872,50289437,50294598,50297130,50297971,50298415,50300143,50304131,50305491,50306457,50306581,50306598,50306884,50306977
ENST00000433216	1	27829765	27829767	ENSG00000106052	TAX1BP1	27747820,27748414,27749077,27751406,27753168,27756904,27757564,27760315,27762728,27768267,27769095,27771866,27773364,27775581,27777178,27779765,27781255,27783081,27787249,27789501,27790835,27793940,27794610,27796520,27799439,27802892,27805067,27809601,27809603,27811673,27817135,27821986,27822473,27825043,27826960,27828064,27828928,27829346,27830462,27830892,27832682,27834792,27838385,27839654,27840679,27840758
ENST00000447574	1	76304260	76304292	ENSG00000106211	NA	NA
ENST00000683357	1	131576770	131576775	ENSG00000107263	RAPGEF1	131578102,131578944,131583307,131584598,131590086,131592350,131594422,131595960,131597880,131601299,131601775,131602531,131603592,131603932,131604503,131606768,131608467,131609438,131609517,131611149,131612668,131613008,131614008,131614664,131616423,131619384,131621210,131621983,131622912,131623840,131624494,131624703,131627825,131628523,131630486,131631540,131633149,131634121,131635356,131637657,131639954,131642797,131644082,131647495,131650406,131655692,131656750,131657288,131658297,131660503,131661269,131661289,131661291,131663253,131667523,131669662,131671920,131671922,131673975,131677311,131677313,131683099,131689345,131693169,131694294,131695031,131695141,131695178,131695759,131698152,131698369,131703135,131703329,131703499,131704548,131708179,131711195,131715225,131717255,131717641,131718790,131719643,131726416,131727107,131727832,131728531,131728533,131729436,131731039,131732429,131735241,131736539
ENST00000705471	1	119942102	119944657	ENSG00000107651	SEC23IP	119897480,119899938,119902549,119911620,119914766,119917976,119917978,119920737,119921534,119921536,119924922,119932692,119938412,119940522,119944357
ENST00000700531	1	5359668	5362086	ENSG00000108559	NUP88	5362809,5363156,5364600,5366724,5367956,5368156,5368225,5368227,5369845,5370178,5371629,5373402,5377990,5378127,5379033,5379071,5379400,5379944,5380848,5385377,5385379,5386603,5389090,5392204,5397608,5400364,5404277,5404838,5405202,5405286,5414069
ENST00000674976	1	153339316	153339317	ENSG00000109654	TRIM2	153152709,153152799,153154077,153160739,153161362,153161364,153161366,153162626,153164312,153167099,153168376,153172907,153175498,153178288,153178665,153180371,153182038,153183239,153184053,153185461,153187685,153196305,153196751,153201108,153205019,153207034,153207522,153209966,153210555,153210937,153210954,153211630,153212302,153212871,153213015,153213303,153213672,153215348,153218043,153218352,153218578,153219237,153223313,153223603,153227495,153230325,153230637,153232602,153233917,153234456,153234859,153236256,153236297,153236971,153237204,153238719,153239595,153239806,153240695,153245731,153245831,153247728,153250079,153256814,153257538,153257602,153257632,153257950,153258240,153258786,153261105,153261113,153262106,153264968,153265686,153268258,153269038,153272116,153272118,153277815,153278258,153281528,153282042,153283781,153284014,153286928,153293635,153294863,153298198,153298878,153301701,153301711,153302731,153303575,153304681,153306291,153309496,153309588,153311384,153311964,153311991,153312749,153313207,153318131,153318417,153318419,153320353,153320548,153321114,153322325,153322872,153324809,153327993,153331057,153331059,153332856,153338111,153338448,153339273
ENST00000392580	1	134378504	134378506	ENSG00000109956	B3GAT1	134378800,134379550,134380120,134382328,134382356,134382366,134382390,134382406,134382452,134383795,134384943,134386302,134386351,134386396,134386737,134388528,134389592,134389594,134390281,134390643,134393082,134393320,134394317,134394536,134395128,134396435,134396437,134398164,134398176,134399113,134401937,134403733,134404596,134405691,134406000,134406662,134409330,134410899,134410980,134411044
ENST00000612048	1	6839846	6839847	ENSG00000110811	P3H3	6829915,6830885,6831603,6838675,6838677
ENST00000316999	1	70861166	70862011	ENSG00000112305	SMAP1	70671675,70673848,70678433,70679426,70679428,70679430,70681445,70687578,70687826,70688054,70688350,70690451,70697069,70697071,70700729,70701502,70702574,70703729,70707845,70710359,70714073,70714463,70716180,70716182,70716349,70718140,70719033,70720213,70723462,70723758,70729994,70729996,70730631,70733655,70737801,70741379,70741453,70741709,70743828,70744221,70744638,70748464,70752118,70752883,70754980,70754982,70758062,70759470,70760887,70760899,70763072,70763385,70764055,70767515,70769649,70773483,70774080,70774881,70777590,70778539,70779623,70781848,70784564,70786037,70790285,70790946,70794333,70795123,70797754,70800983,70801496,70805308,70807681,70821214,70822055,70822057,70823807,70823809,70824666,70824704,70827492,70828914,70829453,70831328,70832470,70834683,70840085,70844344,70847304,70847794,70847928,70847930,70849626,70849853,70851638,70851640,70855976,70857323,70861440
ENST00000370455	1	70862003	70862011	ENSG00000112305	SMAP1	70671675,70673848,70678433,70679426,70679428,70679430,70681445,70687578,70687826,70688054,70688350,70690451,70697069,70697071,70700729,70701502,70702574,70703729,70707845,70710359,70714073,70714463,70716180,70716182,70716349,70718140,70719033,70720213,70723462,70723758,70729994,70729996,70730631,70733655,70737801,70741379,70741453,70741709,70743828,70744221,70744638,70748464,70752118,70752883,70754980,70754982,70758062,70759470,70760887,70760899,70763072,70763385,70764055,70767515,70769649,70773483,70774080,70774881,70777590,70778539,70779623,70781848,70784564,70786037,70790285,70790946,70794333,70795123,70797754,70800983,70801496,70805308,70807681,70821214,70822055,70822057,70823807,70823809,70824666,70824704,70827492,70828914,70829453,70831328,70832470,70834683,70840085,70844344,70847304,70847794,70847928,70847930,70849626,70849853,70851638,70851640,70855976,70857323,70861440
ENST00000361758	1	163573800	163578592	ENSG00000112531	QKI	163417865,163421488,163422698,163422991,163425067,163427674,163429308,163435618,163438385,163448163,163451884,163457603,163459824,163463380,163465496,163477160,163478021,163483413,163483606,163484344,163485500,163486737,163494000,163495779,163501536,163502811,163502820,163503329,163506146,163510985,163519274,163522280,163526761,163528416,163529305,163529732,163532402,163533344,163539631,163541641,163541643,163541645,163541812,163541988,163543743,163543969,163546271,163548220,163548222,163552626,163554157,163557153,163557877,163562499,163562608,163563104,163564221,163564852,163564854,163564856,163565031,163565033,163565259,163565784,163565786,163568413,163568415,163568873,163569923,163571168,163571170,163571464,163571938,163574612,163574614,163575891,163576633,163576675,163576743,163577812
ENST00000619087	1	139517434	139517438	ENSG00000114115	RBP1	139520291,139521063,139522145,139522408,139524950,139527479,139529253,139531953,139534236,139535566,139536335,139536465,139537239,139538781
ENST00000465093	1	154257825	154257827	ENSG00000114790	ARHGEF26	154123723,154126255,154126790,154127419,154128589,154129062,154131427,154134892,154135001,154135891,154140182,154144376,154146584,154148688,154149486,154150452,154151217,154158170,154158280,154158470,154159616,154160446,154160871,154161657,154162566,154162581,154163908,154165467,154165700,154168050,154169356,154175006,154177062,154177307,154177408,154179193,154179228,154180454,154180994,154182312,154184850,154185979,154189482,154189685,154191382,154193308,154197641,154197643,154198988,154199412,154201350,154201469,154207473,154207788,154211761,154211919,154214070,154215124,154218678,154218763,154219041,154219051,154219053,154219055,154228654,154228756,154229090,154233724,154235092,154236458,154237410,154238060,154238890,154239937,154240072,154242694,154249328,154249429,154249431,154249562,154254372,154254495,154257552
ENST00000679348	1	231453531	231454808	ENSG00000115053	NCL	231459316,231462126,231462542,231467311,231472556,231472558,231472767,231479838
ENST00000409065	1	74461057	74461069	ENSG00000115275	MOGS	74462162
ENST00000645072	1	55287842;55291676;55295597;55295950;55296258;55299839;55301206;55301872	55291164;55291775;55295727;55296056;55297165;55299919;55301277;55302072	ENSG00000115355	CCDC88A	55288573,55288582,55289384,55290647,55291261,55292085,55294738,55294838,55294870,55295146,55297840,55300017,55302220,55305148,55306721,55307500,55307761,55307763,55309568,55309645,55310967,55311494,55312258,55319994,55324256,55325020,55331155,55332263,55333651,55336074,55338430,55338432,55340393,55341048,55344618,55345160,55351727,55351761,55352298,55353273,55353860,55355922,55355924,55356037,55356117,55359055,55360056,55364789,55379325,55379781,55380092,55380760,55386869,55389909,55391026,55392351,55393849,55394397,55394769,55397193,55398491,55400913,55401587,55405150,55405610,55409126,55409482,55410242,55410244,55416013
ENST00000689880	1	135162555;135162748;135162938;135164594;135167693;135168545;135175327;135176249	135162651;135162851;135163101;135164696;135167713;135170710;135175588;135176667	ENSG00000115839	RAB3GAP1	135056644,135059567,135059628,135061563,135064650,135065052,135065054,135066378,135075628,135081594,135081596,135081618,135084511,135086336,135088557,135089852,135090047,135090056,135092337,135093517,135100101,135105115,135105117,135112072,135113573,135114106,135114723,135120803,135121289,135124870,135125754,135130906,135131686,135131698,135137970,135139616,135140085,135145130,135146809,135146841,135147214,135149043,135149592,135150464,135151858,135154067,135154460,135158705,135159778,135159892,135162621,135166493,135167481,135167947,135168353,135169650,135176388
ENST00000398219	1	54225125	54225464	ENSG00000116221	MRPL37	54184543,54185685,54186698,54188509,54188511,54189051,54189983,54193562,54193564,54197252,54197549,54198257,54202995,54203911,54207696,54208070,54208139,54211431,54212935,54214051,54214905,54217575,54218233,54218896,54218914,54221359,54221629,54221658
ENST00000635123	1	62454726	62455414	ENSG00000116641	DOCK7	62460304,62460306,62460308,62462273,62465025,62467217,62474559,62475311,62478848,62479567,62482821,62485296,62485930,62487196,62496918,62502608,62507653,62507655,62508320,62511310,62512353,62512355,62512357,62514131,62515276,62517463,62519226,62520795,62524396,62524398,62524467,62525712,62527406,62527838,62529001,62529576,62529578,62533861,62538662,62539225,62541416,62543059,62543061,62544040,62544317,62544790,62545088,62548565,62552714,62571594,62571596,62571947,62573123,62575629,62577595,62584055,62588366,62590713,62591158,62591264,62591634,62591636,62592118,62595797,62604516,62605808,62610926,62611274,62613743,62614591,62614674,62617292,62618136,62624280,62625620,62628157,62630304,62630351,62630570,62630638,62637611,62641695,62642253,62643197,62644446,62645441,62646015,62648323,62650987,62651697,62652232,62655270,62658821,62665131,62674786,62675148,62675150,62675152,62676287,62681077,62681628,62685839
ENST00000347615	1	183554186	183554193	ENSG00000116698	SMG7	183473059,183475140,183477717,183479498,183485153,183485781,183491454,183491484,183491490,183491512,183492416,183495964,183496910,183499034,183501428,183506003,183506012,183506490,183513059,183513898,183515096,183517507,183517892,183518092,183521489,183524228,183526476,183527697,183528000,183531554,183535160,183535827,183538203,183539936,183540644,183543295,183544671,183552226,183553947,183554748,183557497,183560613,183560615,183563420,183563827,183564515,183565882,183571961,183572329,183572471,183573958,183577271,183577352,183580249,183580251,183580637,183583766,183585304,183588343,183590192,183592089,183593122,183593124,183594745,183595410,183597706
ENST00000370730	1	81992422	81993932	ENSG00000117114	ADGRL2	81306202,81306283,81307270,81310151,81315685,81318888,81319086,81319944,81323338,81325567,81325677,81329139,81329141,81331021,81331485,81340979,81345432,81346495,81346938,81346940,81348860,81350770,81350818,81354511,81354657,81355670,81355682,81357809,81359142,81360870,81360898,81362875,81367993,81369120,81369447,81369535,81369791,81373089,81374721,81376717,81376719,81376851,81379658,81390234,81393718,81396334,81398152,81398495,81400062,81402786,81402788,81408796,81409739,81412079,81412243,81417169,81417912,81417914,81420945,81420970,81421556,81425261,81425263,81426011,81428497,81429347,81430038,81437750,81437805,81440025,81446286,81447564,81447716,81450652,81452766,81453233,81453890,81454258,81454288,81460178,81460891,81461626,81462285,81467554,81467556,81471162,81473453,81475302,81475304,81477133,81477671,81477673,81477697,81478824,81478826,81484869,81486182,81488039,81488470,81490827,81493271,81496302,81498288,81499738,81504625,81506029,81507490,81508253,81508255,81508257,81508518,81508541,81508627,81510305,81512232,81512572,81512997,81515768,81516217,81518318,81520709,81521160,81522490,81523412,81526237,81527933,81527935,81529218,81529220,81530261,81531132,81531294,81533683,81534788,81536009,81537428,81538452,81545425,81547189,81551481,81552322,81557677,81558571,81558874,81558876,81558878,81561323,81563253,81563686,81563815,81564518,81564727,81568204,81571287,81573719,81574194,81576532,81576534,81581759,81582371,81582748,81586320,81587609,81589516,81590708,81590979,81594404,81599951,81602766,81602926,81603346,81603368,81603388,81605815,81606488,81606494,81606716,81608033,81608311,81608313,81609650,81613231,81613388,81614456,81617132,81617244,81619200,81620265,81620314,81622801,81628767,81629261,81629528,81629726,81629728,81629730,81630633,81630656,81635410,81638465,81642288,81645557,81645559,81645567,81647806,81653721,81655638,81657040,81657636,81657692,81657694,81658659,81659418,81662400,81664347,81664349,81664351,81665130,81665240,81666151,81674406,81675030,81676629,81676631,81676633,81677130,81680821,81680823,81681415,81681826,81682251,81682524,81682578,81684615,81686924,81687485,81690361,81692045,81697433,81698713,81698776,81700963,81700965,81704987,81706065,81707813,81708133,81710975,81710977,81710995,81711457,81711459,81712245,81712906,81714396,81714548,81716281,81717006,81721228,81722938,81723776,81729934,81733122,81734144,81734667,81734901,81735424,81738625,81739917,81739947,81740184,81743731,81743942,81746044,81747194,81753924,81754761,81759942,81762699,81764471,81765285,81766013,81766015,81770618,81771439,81771932,81775781,81776684,81780930,81781714,81781716,81781875,81783083,81785829,81788352,81791432,81794913,81797000,81797002,81798712,81798894,81798896,81799919,81800422,81800699,81802563,81806296,81808496,81814559,81816524,81817011,81817013,81819398,81820283,81820867,81823500,81826159,81826167,81831646,81832286,81834153,81837822,81838994,81839315,81840051,81840053,81841701,81841952,81842149,81842633,81844166,81844204,81844613,81845462,81849724,81851086,81851088,81851090,81852208,81855132,81855309,81857328,81861610,81862772,81866914,81868258,81871400,81878411,81880746,81883402,81885588,81885649,81886316,81887597,81887709,81891085,81891087,81894875,81897782,81900874,81903462,81908485,81909165,81909167,81911700,81914865,81915220,81916542,81918646,81924197,81927541,81928644,81929671,81930316,81932848,81932850,81933847,81939219,81941054,81941636,81941638,81941724,81945954,81947114,81947122,81948302,81950105,81950107,81950126,81950501,81950965,81950967,81951035,81953006,81953094,81953406,81956225,81961652,81967923,81968145,81968147,81970316,81975264,81975337,81975339,81980255,81980707,81980714
ENST00000434713	1	136336236	136337157	ENSG00000118007	STAG1	136336504,136337231,136337541,136338312,136338978,136339773,136341239,136346434,136346436,136348553,136350008,136352306,136354941,136355726,136356897,136365794,136365969,136366973,136366975,136366977,136370237,136373642,136374238,136375172,136376682,136376684,136378846,136379577,136385308,136390913,136391230,136394227,136397824,136399544,136399700,136399702,136404896,136405036,136407922,136412656,136415528,136415942,136423206,136424018,136424020,136427388,136429279,136430102,136430714,136432431,136432651,136439708,136439722,136441661,136443390,136446382,136448010,136448150,136450179,136450821,136450823,136451902,136458842,136460916,136460918,136462752,136462754,136464014,136464616,136465912,136467270,136468904,136470676,136470899,136471259,136473113,136474038,136474383,136479543,136487072,136487326,136492474,136493913,136494679,136496012,136498715,136498778,136498997,136501495,136503711,136503880,136508322,136514604,136516376,136516544,136518347,136519565,136522810,136531452,136533890,136534946,136535795,136540161,136542922,136545679,136547933,136552984,136555245,136558481,136558786,136562199,136562524,136565868,136571436,136574434,136574504,136576040,136578032,136584417,136586007,136586046,136586699,136588485,136592453,136596199,136599124,136599126,136599220,136600143,136602031,136605153,136610011,136611470,136616766,136619116,136620822,136621594,136622675,136625416,136625418,136625420,136628520,136629931,136629933,136631320,136635296,136636970,136638922,136639117,136641710,136642370,136643464,136644685,136646774,136647147,136647216,136648632,136654845,136654847,136654849,136654944,136655501,136656741,136657515,136660057,136661803,136670366,136672162,136673723,136673971,136674348,136674350,136674765,136681098,136681828,136687024,136687172,136690978,136696463,136698755,136702057,136703459,136704452,136704697,136707694,136711692,136715966,136718490,136722345,136725396,136725398,136725631,136726860,136728118,136729125,136730529,136730976,136739094,136745504,136745915,136745917,136747557
ENST00000367942	1	161975926	161977574	ENSG00000118217	ATF6	161768000,161770483,161770485,161770812,161774523,161775913,161776781,161779529,161779882,161782364,161785524,161786885,161787840,161789074,161790352,161790354,161790863,161792750,161795255,161795663,161799532,161800362,161801562,161803378,161803660,161809509,161812722,161814029,161815808,161816696,161817538,161827389,161829298,161831487,161832433,161832920,161834318,161838613,161839145,161839828,161842411,161842944,161843178,161843228,161843326,161846343,161846382,161846590,161848161,161849713,161851421,161853005,161853035,161853600,161858442,161861015,161861544,161871464,161874101,161874348,161874870,161875952,161877159,161880209,161882523,161884008,161886878,161886880,161886882,161887961,161888199,161890969,161897302,161901654,161901870,161901872,161904460,161905096,161908454,161910386,161910388,161911625,161915138,161917255,161918427,161919292,161919870,161921261,161923633,161928170,161931360,161933556,161933843,161933845,161935340,161935342,161936770,161937656,161938082,161938084,161938189,161942429,161944129,161944674,161948723,161953678,161953680,161954106,161954633,161956233,161956279,161956929,161959070,161959072,161966293,161966295,161968039,161969392,161969482,161969484,161970241,161972357,161975347,161976431,161976448,161976478,161976480
ENST00000495275	1	173799550;173802963;173807267;173811132	173800519;173803505;173807518;173811306	ENSG00000120334	CENPL	173800646,173803241,173803243,173803816,173804267,173805758,173805836,173806452,173808984,173810052,173810054,173810056,173810603,173813023,173813025,173813937,173817697,173817815,173818614,173819148,173820757,173823483
